품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","알루미늄 [LME] 3개월(o)USD/ton","알루미늄 [LME] 3개월(u)USD/ton","니켈 [LME] 현물USD/ton","니켈 [LME] Dec1(2019.12)USD/ton","니켈 [LME] Dec2(2020.12)USD/ton","니켈 [LME] Dec3(2021.12)USD/ton","니켈 [LME] 3개월(o)USD/ton","니켈 [LME] 3개월(u)USD/ton","아연 [LME] 현물USD/ton","아연 [LME] Dec1(2019.12)USD/ton","아연 [LME] Dec2(2020.12)USD/ton","아연 [LME] Dec3(2021.12)USD/ton","아연 [LME] 3개월(o)USD/ton","아연 [LME] 3개월(u)USD/ton","납 [LME] 현물USD/ton","납 [LME] Dec1(2019.12)USD/ton","납 [LME] Dec2(2020.12)USD/ton","납 [LME] Dec3(2021.12)USD/ton"
20180716,64.62,2050.67,2040,13485,13923.33,14076.67,14186.67,13600,13650,2552.67,2486.67,2423.33,2346.67,2526.5,2541.33,2155,2181,2166.67,2166.67
20180709,63.85,2080.6,2076.8,13897,14310,14458,14570,14006,14050,2631.3,2566.6,2506.4,2426.4,2608.4,2610,2230,2257.2,2241.2,2241.2
20180702,64.05,2107.1,2094.8,14245,14605,14745,14855,14337,14290,2822.4,2701.2,2616.2,2536.2,2775.1,2763,2374,2376.6,2356.8,2356.8
20180625,65.23,2164.6,2157.8,14792,15122,15258,15365,14859,14915,2931.2,2817.8,2743.8,2663,2884.2,2875,2418.2,2433.6,2414.2,2414.2
20180618,66.13,2181.8,2181.2,14920,15248,15365,15463,14975,14983,3044.5,2942.6,2863,2761,3001.5,2994.6,2397,2427.2,2407.2,2407.2
20180611,67.37,2276.6,2272.2,15259,15568,15669,15765,15314,15313,3217.4,3106.6,3017.6,2912.6,3184.7,3172.2,2458.8,2478.4,2454.4,2454.4
20180604,66.3,2319.2,2318,15465,15755,15867,15967,15512,15607,3174.5,3068.2,2978.2,2873.2,3157.6,3163.2,2491.1,2499.2,2474.2,2474.2
20180528,65.29,2273.13,2279.25,15025,15332.5,15448.75,15548.75,15063.75,15132.5,3094,3016.5,2924.5,2814.5,3098.5,3099,2429.88,2440.75,2415.75,2415.75
20180521,64.66,2270.1,2277.4,14638,14989,15094,15183,14699,14734,3042.5,2980,2885.2,2755,3050.6,3047.8,2443.2,2454,2429,2429
20180514,67.93,2294.6,2301.4,14510,14849,14954,15039,14564,14558,3053.9,3009.8,2924.6,2817.8,3066.8,3074.2,2340.5,2365,2340,2340
20180507,66.95,2311.13,2326.5,13862.5,14191.25,14296.25,14381.25,13911.25,13908.75,3071,3038.75,2966.25,2868.75,3083.25,3089.75,2306.13,2313.25,2288.25,2288.25
20180430,66.43,2279.6,2284.2,13814,14135,14238,14303,13872,13881,3066.6,3023.2,2938.2,2829.2,3075.9,3071,2310.8,2311.2,2286.2,2286.2
20180423,66.5,2271,2265.6,14069,14339,14399,14459,14111,14130,3167.2,3105,3010.6,2884.6,3177.6,3172.6,2331.6,2336,2311,2311
20180416,65.97,2456.2,2440,14711,14903,14986,15077,14732,14720,3178.6,3108.8,3009.8,2866.8,3192.8,3205.8,2354.9,2358.2,2333.2,2333.2
20180409,64.69,2211.5,2224.4,13654,13974,14125,14260,13693,13703,3185.8,3088.2,2935.2,2731.2,3188.9,3177.9,2369.6,2366,2333.4,2330.8
20180402,64.05,1998.75,1996,13198.75,13537.5,13692.5,13825,13241.25,13282.5,3247.38,3108.75,2933.75,2716.25,3241.13,3247.25,2386.75,2375,2340,2340
20180326,64.21,2036.75,2033,13011.25,13342.5,13497.5,13627.5,13050,13092.5,3301.13,3138.75,2953.75,2728.75,3285.13,3278,2394.38,2389.75,2354.75,2354.75
20180319,66.68,2084.5,2075,13337,13683,13838,13968,13380,13349,3233.4,3077.6,2876,2639,3232.2,3220.2,2364,2358.2,2323.2,2323.2
20180312,70.66,2102.1,2091.6,13781,14139,14294,14421,13833,13721,3267.1,3113.6,2908.6,2679.6,3265.3,3241.2,2403.1,2393,2358,2358
20180305,74.45,2126.1,2127.4,13376,13720,13879,14004,13409,13458,3276.3,3113.2,2912.2,2647.2,3274.5,3268.4,2402.3,2397.6,2353.6,2353.6
20180226,78.99,2147,2146.2,13711,14064,14231,14356,13750,13650,3487,3279.6,3068.6,2803.6,3460.4,3450.2,2524,2517.2,2467.2,2467.2
20180219,78.51,2190.9,2189.2,13643,14012,14185,14310,13681,13702,3566.8,3324.6,3098.6,2833.6,3531.8,3531.8,2559,2536.4,2486.8,2486.8
20180212,77.61,2150,2149,13598,13968,14134,14259,13639,13676,3526.8,3279.4,3053,2788,3495.9,3500.6,2572,2530.6,2480.6,2480.6
20180205,76.52,2176.8,2170.4,13279,13638,13806,13931,13309,13290,3505.8,3225.2,3000.8,2735.8,3454.7,3438.8,2580.2,2534.6,2484.8,2484.8
20180129,73.5,2229.7,2223,13687,14030,14200,14325,13650,13591,3589.7,3269,3040,2773.6,3534.6,3521.6,2648.1,2598.6,2548.6,2548.6
20180122,75.47,2231.8,2241.4,13183,13574,13759,13884,13215,13275,3464,3191.6,2977.6,2710.2,3432.1,3436.6,2610.8,2565.4,2515.8,2515.8
20180115,75.69,2215.9,2217.4,12543,12980,13170,13295,12589,12610,3444.2,3149,2934,2667.2,3404,3400.6,2573.7,2551.6,2518.6,2518.6
20180108,78.33,2188.6,2183,12674,13110,13300,13425,12717,12695,3402.7,3114.2,2896.2,2628.4,3376.2,3365.8,2575.6,2545.8,2512.8,2512.8
20180101,75.76,2247.38,2238,12567.5,13011.25,13167.5,13323.75,12610,12568.75,3375.13,3074.5,2859,2590.25,3351.5,3351,2571.75,2550.25,2517.25,2517.25
20171225,73.48,2239,2261.33,12065,12345,12543.33,12728.33,12130,12281.67,3288.17,3212.67,3043.33,2833.33,3279.83,3288.33,2500.17,2515,2490,2450
20171218,74.02,2108.6,2120.8,11837,12098,12286,12458,11885,11958,3207.9,3168.2,3005.2,2810.2,3216.4,3217.6,2530.4,2518,2488,2446.6
20171211,70.47,2026.5,2032.2,11065,11342,11517,11677,11123,11245,3157.3,3124.6,2978.8,2803.8,3158.2,3166.8,2502.4,2490.6,2460.2,2424.4
20171204,69.77,2041,2038.6,11004,11274,11450,11662,11051,11010,3149.8,3103,2959.4,2783.4,3134.8,3119.8,2499.6,2498.4,2466.2,2430
20171127,68.24,2085.4,2090.8,11330,11609,11784,11944,11387,11440,3192.5,3115.6,2944.4,2737.6,3170.2,3182.2,2461.4,2476.8,2466.2,2456.8
20171120,65.35,2097.6,2105.6,11697,11977,12147,12307,11767,11871,3242.2,3130,2915.2,2688.8,3210.7,3217.2,2453.4,2471.2,2461.2,2453.2
20171113,62.28,2107,2108.6,11831,12115,12305,12491,11891,11816,3212.8,3086.6,2913.6,2700.6,3169.3,3170,2446.4,2466.2,2460.2,2454.6
20171106,62.64,2127.8,2127.4,12543,12836,13036,13226,12602,12545,3261.2,3117.8,2934.8,2706.8,3211.1,3204.9,2504.6,2522,2526.2,2529.2
20171030,59.26,2173.1,2169.6,12247,12521,12731,12921,12285,12310,3292,3101.2,2864.2,2620.2,3238.7,3233.2,2445.6,2469.2,2476.6,2481
20171023,61.64,2158,2160.4,11754,12059,12281,12471,11797,11800,3238.9,3058.8,2828.2,2607.2,3176.4,3171.4,2476.9,2502.6,2514.2,2516.6
20171016,62.25,2145.2,2140.2,11788,12129,12354,12544,11852,11760,3202.8,3036,2812.2,2588.2,3150,3126.6,2509.6,2538,2548.4,2553.4
20171009,61.19,2153.7,2157.6,11092,11447,11672,11862,11150,11235,3322.5,3092.2,2807.2,2527.2,3247.7,3248.6,2531.9,2562,2573.6,2571
20171002,61.97,2132.9,2133.4,10526,10880,11105,11295,10598,10572,3323.1,3150.8,2953.8,2781.8,3266.5,3269.6,2542.3,2567,2572,2552
20170925,63.42,2137.3,2134.4,10427,10785,11006,11196,10509,10500,3171.2,3033.8,2868.8,2708.8,3127.2,3122.2,2489.4,2515.8,2520.8,2500.8
20170918,67.98,2150.7,2145.6,10971,11325,11530,11720,11046,11117,3122.9,3021.4,2888.2,2729.2,3099.1,3089,2428.5,2475.6,2480.6,2460.6
20170911,74.71,2110.9,2108.4,11368,11727,11930,12116,11450,11461,3050.3,2976.6,2846,2718,3049.3,3032.6,2270.1,2329.2,2331.2,2311.2
20170904,76.61,2102.2,2107.8,12014,12358,12548,12699,12095,12026,3129.3,3037.2,2888.2,2751.2,3130.6,3138.2,2322.8,2377,2367,2347
20170828,77.13,2114,2113.25,11728.75,12061.25,12246.25,12396.25,11800,11785,3128.13,3021.5,2867.75,2734,3132.5,3135.5,2368.5,2411.5,2401.5,2381.5
20170821,78.59,2088.6,2090.3,11473,11772,11957,12107,11513,11501,3122.2,3026.8,2870.8,2740.8,3127.6,3116.8,2354.2,2403.8,2393.8,2373.8
20170814,74.94,2065.5,2071,10576,10895,11080,11230,10639,10659,3008.1,2933.8,2780.8,2667.8,3022.5,3040.8,2385.6,2433.4,2423.4,2403.4
20170807,75.88,2004.9,2017.4,10532,10847,11032,11182,10586,10662,2891.6,2825,2701,2605.6,2905.8,2915.4,2350.4,2398.4,2388.4,2368.4
20170731,73.32,1917.3,1915,10237,10553,10738,10888,10288,10286,2785.5,2759.6,2667.6,2587,2796.7,2795.4,2323.4,2380.2,2370.2,2350.2
20170724,69.34,1925.4,1930,9929,10247,10432,10582,9975,10019,2796,2754.2,2661.4,2581.4,2800.5,2805.4,2269.7,2335.4,2325.4,2305.4
20170717,68.22,1923.5,1923.6,9599,9930,10115,10260,9660,9677,2768.9,2722.6,2624.6,2544.6,2776.6,2778.2,2233.9,2300.4,2290.4,2270.4
20170710,65.03,1911.6,1910.8,9128,9442,9627,9768,9168,9222,2796.9,2723,2597,2517,2800.1,2802.2,2285.5,2335.4,2325.4,2305.4
20170703,63.11,1924.4,1928.2,9120,9445,9630,9766,9165,9144,2775.2,2675,2530,2450,2778.2,2782,2267.4,2315.2,2305.2,2285.2
20170626,62.92,1888.9,1892.7,9156,9495,9680,9818,9213,9244,2737.4,2610.4,2463.4,2383.4,2740,2736.4,2263.1,2308.8,2298.8,2278.8
20170619,56.57,1880.5,1877.9,8969,9312,9497,9635,9028,9029,2619.5,2541.4,2443,2363,2627.7,2627.8,2143.9,2199,2189,2169
20170612,54.73,1883.7,1884,8842,9190,9375,9512,8902,8872,2483,2460.4,2375.4,2295.4,2500.9,2505.4,2066,2120.6,2110.6,2090.6
20170605,55.63,1903.5,1907.8,8819,9174,9359,9496,8876,8905,2466.3,2435.2,2345.6,2253.6,2481.4,2484.8,2073.1,2128,2118,2098
20170529,57.56,1926.75,1928.25,8845,9192.5,9377.5,9512.5,8893.75,8950,2561.88,2520.75,2425.75,2330.75,2577.63,2584.75,2083,2134.25,2124.25,2104.25
20170522,60.77,1945,1945.8,9174,9517,9702,9837,9221,9218,2627,2587,2494.2,2399.2,2638.2,2646.4,2082.2,2133.2,2123.2,2103.2
20170515,61.69,1917.5,1924.6,9135,9480,9665,9802,9176,9268,2535.5,2513.8,2425.8,2330.8,2548.1,2566,2091.5,2131.4,2118.4,2098.4
20170508,60.67,1882.6,1878.4,9230,9581,9766,9904,9260,9250,2600,2564.6,2471.6,2371.6,2605.2,2594.8,2175.6,2199.8,2174.8,2154.8
20170501,66.08,1917.63,1912.25,9177.5,9542.5,9725,9861.25,9217.5,9220,2596.63,2557.5,2465,2365,2595.75,2595.75,2210.5,2217,2186.25,2166.25
20170424,66.89,1950.3,1942,9287,9672,9854,9992,9343,9343,2610.7,2571.2,2464.4,2364.4,2617,2606.2,2207.2,2214.2,2181.4,2161.4
20170417,65.53,1930.25,1927.5,9443.75,9831.25,10016.25,10152.5,9495,9440,2578.5,2554.5,2448.25,2310.75,2597.88,2578.25,2158.88,2186,2153.25,2133.25
20170410,71.45,1919.63,1916.5,9888.75,10291.25,10471.25,10608.75,9947.5,9901.25,2591.25,2553.75,2438.75,2288.75,2610.38,2602.75,2257,2287.25,2254.5,2234.5
20170403,79.34,1958.5,1958.6,10054,10453,10628,10765,10116,10090,2732.4,2694.8,2562.6,2412.6,2755.5,2747.2,2292.8,2317,2281.6,2261.6
20170327,81.6,1941.2,1953.4,9835,10229,10404,10540,9898,9945,2789.7,2741.4,2608.4,2458.4,2809.1,2808.8,2314.2,2308.8,2258.8,2238.8
20170320,87.1,1925.7,1928.4,9990,10372,10544,10683,10045,10071,2831.2,2770.2,2630.2,2480.2,2854.2,2839.6,2318.5,2312.8,2262.8,2242.8
20170313,90.46,1889.9,1893.6,10182,10552,10722,10859,10221,10235,2775.4,2711.8,2565.8,2415.8,2794.5,2806.8,2247.8,2250.6,2200.6,2180.6
20170306,88.05,1876.2,1870.6,10493,10867,11037,11174,10540,10433,2697.1,2610.6,2423,2273,2706.5,2702.4,2233.6,2225.6,2175.6,2155.6
20170227,91.71,1917.8,1918.6,10914,11300,11470,11608,10978,10959,2827.9,2698,2489.6,2339.6,2834.2,2816.8,2267.3,2259.4,2209.4,2189.4
20170220,92.67,1885.4,1888.4,10818,11200,11370,11507,10884,10878,2853.7,2698.8,2476.8,2326.8,2854.7,2851.4,2270,2264.6,2214.6,2194.6
20170213,91.08,1885.7,1894.4,10797,11170,11347,11484,10850,10866,2891.3,2715.6,2485.6,2335.6,2892,2871,2347.4,2337,2287,2267
20170206,83.58,1840.9,1850.2,10400,10778,10959,11119,10442,10428,2826.9,2690.2,2499,2349,2823.9,2833,2367.8,2345.8,2300.8,2280.8
20170130,83.05,1817.5,1820,9986,10394,10572,10736,10037,10098,2819.8,2675.8,2474.8,2324.8,2825.9,2827,2330.9,2318,2273,2253
20170123,82.6,1847.7,1840.4,9623,10015,10188,10356,9678,9660,2785.9,2611.2,2402.2,2252.2,2799.8,2794.8,2374.9,2338.4,2297.4,2281.4
20170116,81.73,1814.1,1818,10071,10446,10592,10742,10140,10125,2735.7,2555.6,2355.6,2205.6,2748.9,2745.8,2302.2,2293.8,2262.8,2262.8
20170109,79.82,1755.7,1774.25,10244,10584,10720,10862,10288,10370,2695.8,2541.8,2364.8,2252.8,2713.5,2731.6,2155.9,2178.8,2172.8,2182.8
20170102,77.59,1698.75,1694.5,10148.75,10500,10635,10775,10203.75,10181.25,2567.38,2413,2249.25,2194.25,2586.75,2597.75,2032.63,2062.75,2067.75,2077.75
20161226,79.85,1705.5,1696.67,10061.67,10320,10476.67,10598.33,10141.67,10100,2554.83,2562.33,2409,2249,2569,2572.67,2015.17,2048,2038.67,2037.33
20161219,78.86,1717.6,1721.2,10774,11002,11145,11253,10826,10790,2598.7,2605.6,2439.6,2279.6,2617.2,2615.2,2143,2179,2165.6,2147.4
20161212,81.83,1737,1735,11285,11534,11653,11753,11360,11350,2732.3,2748.2,2574,2396,2752.6,2749.4,2321.2,2340.8,2327.4,2308.8
20161205,80.81,1724.7,1728.8,11490,11725,11831,11931,11559,11505,2742.3,2755,2575,2379,2762.4,2751.4,2320.4,2335.2,2322.2,2303.8
20161128,77.27,1731,1731.8,11256,11485,11590,11680,11316,11350,2777.2,2777.8,2578.6,2409.2,2786.9,2783.4,2380.6,2386.6,2367.6,2348.6
20161121,75.53,1747.6,1757.2,11359,11576,11707,11789,11398,11534,2639.4,2644.6,2497,2408.6,2654.6,2681.6,2211.6,2245.6,2261,2279
20161114,73.84,1714.2,1708.8,11163,11399,11524,11604,11229,11186,2535.2,2549.6,2494.6,2446,2551.2,2557.2,2158.2,2192,2211.4,2229.6
20161107,72.13,1745.4,1748.8,11393,11606,11725,11805,11431,11355,2481.9,2503.8,2454.2,2416.8,2496.6,2502.8,2119.9,2159.8,2179.8,2198
20161031,65.1,1723.9,1724.4,10435,10656,10775,10855,10477,10482,2433.5,2450.2,2403,2365.6,2441.5,2461,2059.3,2099.8,2118,2136.2
20161024,62.26,1672.3,1678,10206,10443,10568,10645,10261,10266,2342.7,2361.4,2326.4,2288,2351.9,2349.8,2049.7,2085.6,2102.8,2120.6
20161017,58.55,1638.4,1635.6,10235,10468,10586,10665,10283,10275,2271.2,2291,2259.8,2221.8,2284.9,2286.4,1992.2,2033.4,2050.2,2068.4
20161010,57.09,1682.7,1686,10429,10656,10769,10848,10470,10475,2262.3,2282,2249,2212.6,2275.6,2276,2041.3,2076,2092.4,2110.6
20161003,55.86,1673,1673,10139,10367,10474,10549,10192,10188,2359.5,2368.2,2339,2309,2363.7,2362.8,2071.4,2097.4,2111,2129
20160926,56.48,1657.1,1661.2,10563,10811,10921,10996,10625,10595,2322.9,2334,2310.2,2280.2,2327.6,2330,1999.5,2019.6,2034,2052.4
20160919,56.09,1598.6,1601.8,10320,10578,10692,10767,10379,10367,2266.8,2284.6,2265.6,2235.6,2278.7,2275.6,1941.9,1967.8,1981.2,1999.2
20160912,56,1569.3,1573,9841,10084,10199,10274,9889,9877,2238.2,2251,2226.6,2192.6,2249,2243.4,1908.6,1933.4,1950.2,1968.2
20160905,58.56,1589.7,1588,10179,10426,10545,10620,10230,10207,2324.7,2318.6,2281,2239.6,2328.6,2325.8,1924.1,1953.8,1969.6,1983.4
20160829,59.13,1620.88,1613.5,9768.75,10028.75,10138.75,10213.75,9831.25,9887.5,2331,2319.5,2284.75,2240.25,2327.63,2325,1902.25,1927.5,1940.75,1950.25
20160822,61.05,1655.1,1657.4,10030,10278,10383,10462,10087,10092,2303.1,2291.8,2257.6,2213,2298.2,2298.2,1853.1,1880.2,1894.6,1903.4
20160815,60.96,1680.5,1683.2,10293,10533,10637,10717,10342,10350,2266.6,2265.2,2232.8,2188.6,2270.2,2270.2,1869,1893.8,1906.8,1916.8
20160808,60.47,1647.4,1649.8,10711,10951,11055,11137,10760,10745,2275.5,2265.6,2227.6,2180.2,2277.1,2277.2,1810.2,1837.4,1852.2,1861
20160801,61.22,1638.7,1640,10634,10880,10985,11070,10687,10675,2269.9,2255.2,2214.6,2172.8,2271.3,2267.6,1807.8,1838.2,1852.2,1861.4
20160725,58.73,1607.6,1610.2,10419,10665,10770,10859,10470,10477,2220.3,2217,2184.8,2153,2222,2217.6,1811.8,1844.2,1856.2,1865.4
20160718,56.33,1631.4,1630.8,10526,10774,10881,10968,10574,10544,2236.5,2235.2,2199.4,2167.2,2243.2,2243.2,1845.6,1875.4,1885.4,1894
20160711,58.22,1676.1,1676.8,10284,10523,10633,10719,10313,10305,2186.1,2188.2,2153.6,2122,2189.5,2188.8,1861.8,1887.8,1898.2,1907.8
20160704,55.66,1646.1,1651.4,9922,10174,10284,10374,9968,9887,2110.1,2112,2082.8,2051,2113.9,2108.2,1824.3,1847.6,1859.4,1870.6
20160627,54.28,1627.5,1633.4,9265,9537,9647,9737,9326,9349,2065.2,2066.2,2042.8,2011,2065.6,2079,1748.1,1769.6,1781.4,1793.2
20160620,51.34,1626.4,1631,9140,9404,9514,9607,9183,9174,2013.3,2012.2,1980.8,1948.8,2019.6,2025.8,1705,1728,1740.2,1752
20160613,51.18,1606.2,1610.8,8907,9169,9278,9370,8946,8927,2020.5,2021,1984.2,1952,2030.4,2027,1695.1,1717.4,1729.4,1742
20160606,52.27,1580.5,1577,8783,9050,9154,9245,8830,8806,2046.5,2039.6,1993.6,1965.6,2051.5,2041.8,1731,1756.2,1768.2,1784
20160530,49.42,1557.63,1555.25,8416.25,8667.5,8771.25,8862.5,8457.5,8525,1954.75,1948,1908.25,1883.25,1959,1957,1704.13,1730.75,1742.75,1772.75
20160523,50.72,1553,1554.6,8348,8603,8707,8800,8393,8435,1853,1851,1818.2,1793.2,1855.4,1861.8,1661,1685.2,1696.6,1726.6
20160516,55.05,1548.4,1552.2,8574,8836,8941,9033,8627,8646,1872.3,1881,1860.2,1835.2,1882.7,1884,1702.8,1728.2,1738.6,1768.6
20160509,55.08,1562.1,1558.6,8701,8963,9067,9158,8749,8744,1875.9,1884,1851.4,1826.4,1882.4,1876.8,1749.2,1768,1776,1806
20160502,60.51,1627.5,1622.75,9301.25,9560,9660,9745,9346.25,9318.75,1873.5,1877.75,1846.5,1821.5,1880.25,1884.75,1758,1771,1777.75,1807.75
20160425,63.82,1653.1,1653.3,9190,9436,9539,9624,9216,9215,1890.8,1892,1860,1835,1897.2,1899.2,1756.4,1775.2,1781.4,1811.4
20160418,64.95,1600.6,1610.4,9159,9417,9518,9603,9196,9186,1909,1915.4,1876.6,1851.6,1920.5,1919.4,1756.1,1776.6,1782.6,1812.6
20160411,58.8,1538.1,1545.8,8779,9050,9158,9243,8821,8850,1821.2,1832.6,1805.6,1785.6,1833.9,1838.4,1708.4,1745.6,1752.2,1782.2
20160404,54.57,1515,1524,8377,8656,8766,8851,8425,8483,1787,1809.8,1789.6,1768.6,1798.3,1801.2,1695.6,1733.2,1738.4,1768.4
20160328,54.72,1502.63,1512.75,8415,8700,8810,8895,8466.25,8486.25,1798.25,1810.5,1786,1758.25,1803.75,1817,1726.5,1753.5,1759.5,1789.5
20160321,57.86,1497.5,1500,8617.5,8908.75,9016.25,9101.25,8672.5,8737.5,1834.13,1842,1813.25,1786.25,1838.5,1838.75,1791.63,1817,1822.75,1852.75
20160314,55.12,1525,1524,8640,8914,9014,9099,8697,8713,1788.8,1798.4,1775.2,1762,1793.9,1789.4,1807.7,1830.8,1837.4,1867.4
20160307,60.08,1574.5,1568.4,8941,9194,9294,9379,8981,8920,1805.4,1799.4,1758.2,1746.6,1808.4,1801.2,1865.1,1864,1870.4,1900.4
20160229,51.7,1580.7,1582,8710,8952,9052,9137,8739,8813,1804.8,1807.2,1784.2,1776.2,1808.8,1807.8,1805.8,1822.8,1837.6,1867.6
20160222,50.56,1562.6,1563.2,8560,8815,8915,9000,8592,8566,1754,1774.6,1769.4,1767.2,1756.8,1755.2,1717.4,1747.2,1764.6,1794.6
20160215,47.01,1520.7,1526.4,8255,8523,8623,8708,8294,8360,1686.9,1709.6,1709.6,1710.8,1687.4,1686.4,1773.8,1796,1812.8,1842.8
20160208,45.73,1493.8,1494.8,7925,8203,8303,8387,7972,7989,1708,1732.6,1737.6,1740.8,1706.5,1707.2,1820.6,1833.6,1853.8,1883.8
20160201,44.55,1523.1,1521.8,8476,8748,8848,8918,8510,8449,1679.6,1709,1721.4,1726.4,1676.3,1684.5,1773.3,1792.6,1817,1848
20160125,41.74,1503.1,1508.6,8574,8874,8974,9044,8626,8665,1571.7,1615.2,1630.2,1635.2,1571.7,1577.2,1660.8,1695.8,1721.8,1761.6
20160118,42.11,1480.4,1482.8,8595,8891,8991,9061,8646,8623,1495.5,1551.2,1566.2,1571.2,1498.5,1504.1,1627.7,1659.8,1688.8,1733.2
20160111,40.67,1465.6,1468.8,8296,8568,8668,8734,8329,8372,1467.2,1536.2,1553.8,1560.8,1480.6,1486.2,1610.2,1644.6,1672.6,1717.8
20160104,43.03,1471.3,1475.8,8467,8743,8843,8903,8511,8521,1514.4,1595.6,1613.4,1621.4,1532.2,1538.2,1689.1,1722.2,1750,1801.8
20151228,42.65,1522.5,1531.5,8611.67,8781.67,8881.67,8981.67,8646.67,8720,1583.83,1635,1663.67,1681.67,1599,1611.5,1784.33,1785.67,1804,1830
20151221,40.77,1522.63,1521.67,8662.5,8853.75,8952.5,9042.5,8716.25,8775,1516.38,1571.25,1600.25,1618.25,1535.88,1533.33,1730.25,1732.5,1756.5,1781.5
20151214,39.43,1481.1,1489.8,8630,8835,8926,8996,8687,8730,1492.6,1545,1576.8,1591.6,1510.4,1521.6,1681.4,1701.8,1726.8,1751
20151207,38.72,1489.7,1486.6,8686,8868,8953,9034,8722,8740,1517.5,1570.6,1597.6,1615.8,1535.8,1538.6,1693.3,1716.6,1741.6,1766.2
20151130,41.42,1470.1,1477.6,8841,9041,9122,9207,8895,8935,1528.3,1581.6,1606.8,1625.4,1547.4,1551.6,1641.9,1664.2,1693.2,1717.4
20151123,44.24,1457.3,1464,8624,8809,8894,8979,8663,8785,1550.4,1602.6,1626.8,1645.6,1569,1572.8,1598.9,1635.2,1669.6,1694
20151116,46,1475.3,1472.8,9062,9265,9359,9439,9113,9075,1541.4,1599.6,1627.6,1649.2,1561.1,1552.6,1587.6,1631,1666.2,1688.4
20151109,48.19,1500.9,1509.2,9456,9630,9715,9795,9496,9527,1592.1,1652.8,1681.2,1703,1614.8,1619.2,1612.9,1661.8,1696.4,1716.4
20151102,48.94,1498.2,1503.2,9886,10037,10117,10154,9915,9894,1652.7,1721.6,1749,1765.2,1679.1,1673.75,1661.7,1712,1745.8,1765.8
20151026,50.39,1482,1485.6,10388,10529,10599,10609,10414,10436,1705.4,1766.4,1790.8,1805.8,1724.4,1728.8,1718.2,1769.2,1804.4,1824.4
20151019,52.56,1530.6,1525.7,10404,10571,10637,10647,10452,10394,1739,1804.2,1824.8,1839.8,1764.8,1765.4,1758,1808.8,1845,1862.8
20151012,54.84,1588.8,1586.5,10489,10637,10697,10707,10536,10529,1800.5,1852.2,1869.2,1886.6,1825,1818.2,1789.2,1835.6,1870.6,1886.2
20151005,54.28,1576.8,1576.6,10169,10309,10369,10379,10217,10200,1689.3,1740.6,1766.8,1785.2,1711.4,1712.2,1666.3,1707.2,1740.4,1756.6
20150928,55.68,1565,1564.6,10021,10154,10208,10218,10073,10038,1644.4,1694.2,1721.6,1736.6,1662.7,1666.6,1642.7,1690.2,1719.8,1735.6
20150921,56.45,1589,1588.6,9746,9890,9954,9960,9791,9840,1641.4,1694.4,1722.6,1737.6,1658.1,1659.8,1673.7,1718.8,1746.2,1762.4
20150914,57.53,1621.3,1623.8,9903,10070,10140,10140,9948,9997,1710.7,1766.4,1791.4,1806,1730.1,1735.4,1682.8,1728.2,1756.6,1772.8
20150907,57.87,1627.2,1629.8,10048,10192,10262,10262,10088,10122,1797.5,1837.4,1860.4,1871.4,1804.6,1808.4,1693.4,1736.4,1764.2,1783.6
20150831,56.5,1609.13,1617,9873.75,10050,10120,10120,9930,9890,1798,1840.75,1864,1871.5,1806.13,1810.25,1706,1751,1778.75,1800
20150824,54.07,1541.1,1558,9603,9820,9904,9904,9657,9810,1731.9,1772.6,1795.2,1800.2,1735.7,1750.2,1655.2,1697,1724.8,1744.8
20150817,56.39,1558.5,1564,10339,10565,10646,10646,10379,10419,1788.5,1830.2,1848.6,1853.6,1793,1797.6,1697.5,1745.6,1770.2,1788.6
20150810,56.57,1578.7,1589.1,10623,10860,10945,10949,10680,10765,1833.6,1876.4,1894.4,1899.4,1839.1,1846.6,1719.2,1766,1788.8,1803
20150803,56.03,1602.3,1604.4,10804,11040,11130,11130,10852,10908,1885.7,1933.2,1949,1954,1893.4,1894,1699.7,1743.2,1772.6,1798.4
20150727,54.15,1643.6,1650.4,11013,11271,11361,11361,11075,11150,1948.4,1987.6,2002.6,2007.6,1950.2,1957.2,1698,1753.2,1783.6,1813.6
20150720,51.88,1660.2,1659.6,11441,11703,11805,11805,11498,11538,2006.1,2049.2,2059,2061,2012.1,2008.6,1761.3,1818.6,1849.6,1880.2
20150713,50.39,1705.7,1708.2,11484,11784,11894,11894,11551,11540,2049.2,2093.4,2099,2091,2061,2063.4,1826.9,1877.2,1903.6,1928.2
20150706,49.11,1683.4,1686,11234,11516,11616,11616,11280,11154,1991.9,2030,2040,2030,1995.2,1983.6,1765.6,1801.8,1823.2,1843.2
20150629,58.15,1706.3,1713.1,11882,12148,12248,12248,11913,11990,2014.9,2049,2057,2047,2018.6,2024.2,1754.1,1802.6,1824,1841
20150622,61.62,1713.4,1716.8,12623,12894,12991,12991,12664,12639,2031.9,2069.2,2071.2,2061.2,2039.5,2043.6,1773,1825.8,1845.4,1859.2
20150615,62.36,1706.6,1705.4,12764,13019,13099,13099,12798,12777,2074.6,2118,2115,2105,2088,2085.8,1795.4,1849.2,1867.6,1877.2
