품목비교 Historical Data
조회기간 :,2008-07-21 ~ 2018-07-19
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","USD/CNY (미국 달러 / 중국 인민폐)","AUD/USD (호주 달러 / 미국 달러)","USD/KRW (미국 달러 / 한국 원)","CNY/KRW (중국 인민폐 / 한국 원)","AUD/KRW (호주 달러 / 한국 원)","USD/RMB (미국 달러 / 중국 인민폐)","중국 경기선행지수Index","중국 GDP 전체(value)100 million CNY","중국 기업신뢰지수Long term average=100","중국 CFLP 제조업 PMI 지수Index","중국 HSBC 제조업 PMI 지수Index","중국 소비자물가지수the same month last year=100","중국 소매가격지수Index","중국 기준금리Percent","중국 수출액100 million dollars","중국 무역수지100 million dollars","중국 수입액100 million dollars","중국 외환보유고100 million dollars"
20180716,64.62,6.7051,.74,1126.55,168.07,834.1125,6.6831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180709,63.85,6.6569,.7417,1118.5,167.876,829.824,6.6468,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180702,64.05,6.6438,.7385,1117.88,167.984,824.908,6.6353,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180625,65.23,6.594,.738,1115.96,169.992,824.424,6.5554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180618,66.13,6.4786,.7399,1103.66,170.86,816.682,6.4583,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180611,67.37,6.4071,.7536,1076.075,168.1375,813.9925,6.4122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180604,66.3,6.3993,.7634,1071.1,167.2175,816.96,6.4065,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180528,65.29,6.4125,.7553,1077.14,168.276,813.234,6.4082,#N/A,#N/A,#N/A,51.5,51,101.9,101.8,4.35,2167.4,416.1,1751.3,#N/A
20180521,64.66,6.3811,.7573,1080.575,169.6725,817.0925,6.3821,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180514,67.93,6.3666,.7508,1073.16,169.144,806.576,6.3604,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180507,66.95,6.3557,.75,1077.875,169.5475,807.31,6.3657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180430,66.43,6.349,.7515,1073.775,169.28,807.445,6.3641,99.59,#N/A,99.72,51.9,51.1,101.8,101.5,4.35,2128.7,249.2,1879.5,31106.23
20180423,66.5,6.3229,.7582,1074.3,170.448,816.462,6.3201,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180416,65.97,6.2808,.7748,1068.3,170.18,829.828,6.284,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180409,64.69,6.2845,.7749,1067.26,169.624,825.208,6.2966,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180402,64.05,6.2958,.7682,1059.48,168.81,814.062,6.2841,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180326,64.21,6.2848,.7688,1074.02,170.752,826.428,6.2944,99.28,#N/A,99.53,51.4,51.1,101.8,101.4,4.35,2004.4,287.8,1716.5,31248.52
20180319,66.68,6.3262,.7709,1070.48,169.212,825.91,6.328,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180312,70.66,6.3242,.7822,1066.18,168.63,837.016,6.3247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180305,74.45,6.3319,.7805,1074.86,169.694,836.896,6.336,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180226,78.99,6.3335,.7787,1076.275,170.3425,840.6875,6.3301,99.06,#N/A,99.38,51.5,51,102.1,101.4,4.35,1741.21,-49.83,1791.04,31428.2
20180219,78.51,6.3446,.7855,1075.28,169.978,846.184,6.3506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180212,77.61,6.3415,.7898,1086.3,171.5567,852.12,6.3225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180205,76.52,6.2927,.7835,1086.38,172.536,853.374,6.2998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180129,73.5,6.3096,.8039,1068.64,168.964,863.11,6.317,98.92,#N/A,99.26,50.3,51.6,102.9,102,4.35,1716.16,337.52,1378.65,31344.82
20180122,75.47,6.3627,.8037,1067.64,167.13,855.652,6.3839,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180115,75.69,6.4282,.7973,1065.04,165.212,848.044,6.437,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180108,78.33,6.4983,.7863,1066.275,164.0275,836.3425,6.5017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20180101,75.76,6.4966,.784,1066.65,163.8225,835.4225,6.4989,98.89,198783.1,99.37,51.3,51.5,101.5,101.3,4.35,2004.91,203.49,1801.42,31614.57
20171225,73.48,6.5396,.7763,1075.9,164.1767,833.4,6.5455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171218,74.02,6.5921,.7682,1085.74,164.6,832.66,6.5988,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171211,70.47,6.6166,.7603,1090.9,164.79,826.628,6.6142,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171204,69.77,6.6167,.7559,1088.86,164.596,824.792,6.6159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171127,68.24,6.6085,.7588,1085.68,164.532,823.928,6.5986,98.94,#N/A,99.53,51.6,51.5,101.8,101.4,4.35,2317.96,546.85,1771.12,31399.49
20171120,65.35,6.6116,.7596,1094.36,165.14,830.138,6.615,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171113,62.28,6.6324,.7596,1114.98,167.872,848.898,6.6293,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171106,62.64,6.6365,.7671,1113.92,168.038,854.324,6.6269,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171030,59.26,6.6258,.7676,1121.26,169.032,861.068,6.629,99.05,#N/A,99.66,51.8,50.8,101.7,101.3,4.35,2173.82,402.14,1771.68,31192.77
20171023,61.64,6.641,.7725,1129.02,170.272,875.276,6.6311,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171016,62.25,6.6147,.7847,1130.45,171.5075,888.8175,6.598,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171009,61.19,6.5912,.7808,1138.2,172.46,886.49,6.6056,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20171002,61.97,6.651,.7818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170925,63.42,6.644,.7871,1137.88,172.038,898.35,6.6173,99.21,234582.2,99.74,51.6,51,101.9,101.3,4.35,1889.8,381.74,1508.06,31092.13
20170918,67.98,6.5831,.7979,1130.66,172.114,902.898,6.5669,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170911,74.71,6.5416,.8007,1129.22,173.102,905.226,6.5309,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170904,76.61,6.5122,.8012,1129.76,172.454,903.336,6.533,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170828,77.13,6.5921,.7938,1124.88,169.874,892.28,6.6133,99.41,#N/A,99.79,52.4,51,101.6,101,4.35,1982.59,284.67,1697.92,31085.1
20170821,78.59,6.6595,.7919,1134.82,170.134,898.408,6.6609,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170814,74.94,6.6783,.7883,1140,170.535,898.465,6.6704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170807,75.88,6.683,.7894,1130.78,168.486,893.438,6.698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170731,73.32,6.7234,.796,1121.96,166.638,894.638,6.7196,99.61,#N/A,99.71,51.7,51.6,101.8,101.1,4.35,1992.29,419.92,1572.38,30915.27
20170724,69.34,6.7465,.7965,1117.24,165.532,888.07,6.7421,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170717,68.22,6.7591,.7906,1127.44,166.726,889.312,6.7501,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170710,65.03,6.7905,.7696,1147.78,168.876,878.182,6.7878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170703,63.11,6.8009,.7612,1148.22,169.07,876.124,6.789,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170626,62.92,6.8026,.7635,1138.6,166.818,866.672,6.805,99.78,211595.5,99.6,51.4,51.1,101.4,100.7,4.35,1936.01,467.4,1469.09,30807.2
20170619,56.57,6.8297,.7568,1136.88,166.562,861.346,6.8139,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170612,54.73,6.8015,.7576,1124.98,165.74,850.236,6.7938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170605,55.63,6.7983,.7523,1121.575,165.5925,841.955,6.7926,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170529,57.56,6.8297,.743,1121.14,164.662,832.91,6.8264,99.91,#N/A,99.54,51.7,50.4,101.5,100.9,4.35,1965.62,427.7,1538.38,30567.89
20170522,60.77,6.8783,.7472,1121.96,163.05,838.308,6.8697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170515,61.69,6.8875,.7431,1122.7,163.028,832.636,6.8735,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170508,60.67,6.9028,.737,1132.35,163.935,834.68,6.901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170501,66.08,6.8966,.7465,1132.05,164.125,846.415,6.8922,100.01,#N/A,99.48,51.2,49.6,101.5,101.1,4.35,1910.3,407.9,1502.2,30535.67
20170424,66.89,6.8909,.7509,1130.8,164.218,850.608,6.8836,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170417,65.53,6.8834,.7543,1138.88,165.558,859.53,6.8783,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170410,71.45,6.892,.7537,1139.82,165.206,857.424,6.8866,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170403,79.34,6.8944,.7557,1121.4,162.974,850.422,6.8928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170327,81.6,6.8849,.7639,1115.9,162.426,852.446,6.8856,100.08,200558.7,99.5,51.2,50.3,101.2,100.9,4.35,1800.04,380.48,1419.56,30295.33
20170320,87.1,6.8882,.7667,1123.44,163.308,863.158,6.8932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170313,90.46,6.9075,.7637,1146.24,166.348,872.01,6.8991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170306,88.05,6.9066,.7547,1152.54,166.964,871.068,6.9005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170227,91.71,6.8811,.7635,1134.35,165.335,867.5175,6.8813,100.15,#N/A,99.57,51.8,51.2,100.9,100.7,4.35,1806.09,239.25,1566.84,30090.88
20170220,92.67,6.8743,.7688,1143.88,166.794,879.626,6.8743,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170213,91.08,6.8677,.7676,1145.66,167.016,879.832,6.8684,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170206,83.58,6.8749,.7645,1143.54,167.534,873.93,6.8718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170130,83.05,6.8778,.7612,1156.925,169.2875,878.71,6.8556,100.2,#N/A,99.58,51.6,51.7,100.8,100.7,4.35,1200.79,-91.48,1292.27,30051.24
20170123,82.6,6.8712,.7567,1167.25,171.025,884.58,6.8522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170116,81.73,6.8694,.753,1176.36,171.878,884.844,6.873,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170109,79.82,6.9216,.743,1194.5,173.78,882.766,6.9156,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20170102,77.59,6.9296,.7266,1204.16,173.296,872.924,6.925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161226,79.85,6.9512,.7197,1204.74,173.158,866.054,6.9457,100.25,180385.3,99.55,51.3,51,102.5,101.9,4.35,1827.57,513.47,1314.09,29982.04
20161219,78.86,6.9485,.7226,1190.64,171.522,863.298,6.9433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161212,81.83,6.9227,.7411,1170.06,168.882,870.354,6.9169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161205,80.81,6.8852,.7463,1168.46,169.71,871.814,6.8791,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161128,77.27,6.8929,.7448,1171.66,169.39,872.276,6.891,100.28,#N/A,99.54,51.4,51.9,102.1,101.5,4.35,2094.17,408.18,1685.99,30105.17
20161121,75.53,6.9108,.7402,1179.74,170.492,870.596,6.8984,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161114,73.84,6.8519,.7471,1168.92,170.434,878.3,6.8573,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161107,72.13,6.7918,.7655,1143.86,168.262,878.486,6.7875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161031,65.1,6.7647,.7656,1144.18,168.77,873.854,6.7588,100.27,#N/A,99.5,51.7,50.9,102.3,101.5,4.35,1968.06,446.1,1521.96,30515.98
20161024,62.26,6.7774,.7614,1135.62,167.572,864.954,6.7747,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161017,58.55,6.7441,.7651,1130.46,167.69,864.868,6.7375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161010,57.09,6.7206,.758,1119.54,166.554,848.278,6.7163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161003,55.86,6.6714,.7618,1108.05,165.7525,844.8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160926,56.48,6.6667,.7658,1101.32,164.796,842.306,6.671,100.23,211151.4,99.33,51.2,51.2,102.1,101.1,4.35,1781.78,490.56,1291.21,31206.55
20160919,56.09,6.6698,.7601,1114.34,166.828,844.096,6.666,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160912,56,6.6764,.7499,1105.05,165.295,834.375,6.6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160905,58.56,6.673,.7625,1103.44,165.138,842.024,6.6682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160829,59.13,6.6768,.7547,1118.86,167.304,844.048,6.6817,100.19,#N/A,99.1,50.4,50.1,101.9,101,4.35,1845.08,419.89,1425.19,31663.82
20160822,61.05,6.6569,.7609,1119.7,168.108,853.458,6.655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160815,60.96,6.6345,.7669,1101.2,165.8325,845.6625,6.6255,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160808,60.47,6.6433,.7677,1105.18,166.062,847.474,6.6507,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160801,61.22,6.6389,.7593,1114.02,167.7,845.554,6.6355,100.14,#N/A,98.93,50.4,50,101.3,100.4,4.35,1905.92,520.49,1385.43,31851.67
20160725,58.73,6.663,.7517,1134.02,169.854,849.63,6.6683,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160718,56.33,6.6872,.7504,1137.68,169.902,856.752,6.6884,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160711,58.22,6.6894,.7593,1148.76,171.532,871.876,6.6867,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160704,55.66,6.6825,.7509,1154.2,172.666,864.212,6.6719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160627,54.28,6.6496,.7427,1169,175.41,866.812,6.6407,100.09,190362.7,98.81,49.9,50.6,101.8,100.4,4.35,1847.33,523.08,1324.25,32010.57
20160620,51.34,6.588,.75,1159.82,175.996,868.46,6.5747,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160613,51.18,6.5869,.7382,1170.96,177.514,863.958,6.5826,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160606,52.27,6.5652,.7424,1165.5,177.255,866.56,6.5569,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160530,49.42,6.5785,.7253,1188.44,180.51,857.644,6.5789,100.02,#N/A,98.78,50,48.6,101.9,100.3,4.35,1803.83,481.08,1322.75,32051.62
20160523,50.72,6.5569,.7204,1185.38,180.69,854.858,6.5532,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160516,55.05,6.5341,.7259,1178.6,179.87,856.53,6.536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160509,55.08,6.5148,.7329,1164.88,178.512,856.048,6.515,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160502,60.51,6.492,.7493,1138.6667,175.6,864.5067,6.496,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160425,63.82,6.4861,.7658,1146.06,176.28,880.076,6.4876,99.96,#N/A,98.79,50.1,49.2,102,100.3,4.35,1810.59,499.8,1310.84,31917.36
20160418,64.95,6.4765,.776,1141.9,176.094,885.278,6.4753,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160411,58.8,6.4728,.7672,1150.95,177.58,878.0375,6.4731,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160404,54.57,6.4722,.7562,1152.42,177.932,874.286,6.4714,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160328,54.72,6.4814,.7638,1160,178.286,882.148,6.4866,99.9,180615,98.77,50.1,49.4,102.3,100.7,4.35,1727.63,455.62,1272,32196.68
20160321,57.86,6.5004,.7552,1162.4,179.202,879.958,6.5021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160314,55.12,6.4859,.7552,1188.6,182.922,896.808,6.4951,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160307,60.08,6.508,.7476,1207.54,185.386,899.292,6.5058,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160229,51.7,6.536,.728,1231.975,188.2775,891.2425,6.5405,99.85,#N/A,98.67,50.2,49.7,102.3,100.7,4.35,1608.13,298.57,1309.56,32125.79
20160222,50.56,6.5242,.7191,1233.62,188.91,887.936,6.5279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160215,47.01,6.5166,.7144,1216.7,186.534,868.504,6.5165,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160208,45.73,6.5568,.7098,1196.05,182.255,850.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160201,44.55,6.5675,.711,1206.64,182.414,858.558,6.5461,99.8,#N/A,98.5,49,48,102.3,100.9,4.35,1261.45,325.92,935.52,32023.21
20160125,41.74,6.5444,.7027,1201.68,181.796,842.612,6.5536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160118,42.11,6.5686,.6939,1210.98,183.484,837.268,6.5584,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160111,40.67,6.5785,.6955,1206.48,182.09,840.976,6.5627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160104,43.03,6.5407,.7076,1187.52,178.818,848.476,6.5407,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20151228,42.65,6.4887,.728,1168.925,178.17,850.3975,6.4861,99.79,161456.3,98.48,49.4,48.4,101.8,100.2,4.35,1774.75,632.87,1141.88,32308.93
20151221,40.77,6.468,.7234,1177.575,179.885,848.535,6.474,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20151214,39.43,6.475,.7189,1181.16,180.472,849.264,6.465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20151207,38.72,6.426,.7232,1170.98,180.654,850.268,6.4159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20151130,41.42,6.3972,.7304,1158.58,179.95,842.844,6.3945,99.81,#N/A,98.53,49.7,48.2,101.6,100.4,4.35,2241.89,600.93,1640.96,33303.62
20151123,44.24,6.3851,.7226,1152.24,179.27,833.378,6.3889,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20151116,46,6.3812,.7146,1168.16,182.274,832.076,6.3771,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
