품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","납 [LME] 3개월(u)USD/ton","주석 [LME] 현물USD/ton","주석 [LME] 15개월(o)USD/ton","주석 [LME] 3개월(o)USD/ton","주석 [LME] 3개월(u)USD/ton","NASAAC [LME] 현물USD/ton","NASAAC [LME] Dec1(2019.12)USD/ton","NASAAC [LME] 3개월(o)USD/ton","NASAAC [LME] 3개월(u)USD/ton","고철 HMS No.1 [미 동부 Composite가격] 현물USD/lt(long ton)","철근 [SHFE] 2018.10RMB/ton","철근 고장력 HD10mm [국내(1차 유통가)] 현물KRW/ton","냉연코일 1.0x4x8mm [국내(1차 유통가)] 현물KRW/ton","열연코일 4.5x4x8 ~ 5.9x4x8mm [국내(1차 유통가)] 현물KRW/ton","선재 [SHFE] 2018.10RMB/ton","중후판 12(mm)x8(ft)x20(ft) [국내(1차 유통가)] 현물KRW/ton","H형강 소형 [국내(1차 유통가)] 현물KRW/ton","GI SPGC(1종) 1.2mm [국내(1차 유통가)] 현물KRW/ton"
20180716,64.62,2181.67,19551.67,19208.33,19485,19500,1680.33,1821.67,1711.67,1713.33,345.17,3942.33,670000,810000,750000,4093.33,760000,820000,890000
20180709,63.85,2247.8,19627,19291,19530,19611,1687.8,1824,1714,1720,345.17,3886.4,670000,810000,750000,4060,760000,820000,890000
20180702,64.05,2366.4,19704,19365,19625,19600,1703.6,1845,1730,1730,345.17,3770.6,670000,810000,750000,4060,750000,820000,890000
20180625,65.23,2425.4,20024,19592,19919,20000,1728.1,1869,1752,1751,338.5,3727.4,670000,810000,750000,4060,750000,820000,890000
20180618,66.13,2409.8,20632,20217,20560,20530,1729.2,1895,1770,1772,338.5,3789,650000,810000,750000,4060,750000,810000,890000
20180611,67.37,2468.4,21079,20621,20973,20960,1734.4,1897,1775,1775,338.5,3847.2,620000,810000,750000,3921,700000,760000,890000
20180604,66.3,2503.2,20915,20497,20847,20980,1724.1,1874,1764,1767,345.17,3761.6,620000,810000,750000,3921,700000,760000,890000
20180528,65.29,2443.25,20668.75,20272.5,20603.75,20612.5,1750.88,1903.75,1798.75,1801.25,345.17,3649.4,590000,810000,750000,3921,700000,730000,890000
20180521,64.66,2445.8,20585,20178,20506,20500,1802.2,1946,1848,1846,345.17,3573.8,590000,810000,750000,3921,700000,730000,890000
20180514,67.93,2360,20856,20429,20776,20780,1814.2,1947,1857,1860,345.17,3670.4,600000,810000,750000,3743.2,700000,730000,890000
20180507,66.95,2321.25,21061.25,20583.75,20926.25,20987.5,1857.5,1980,1898.75,1901.25,348.5,3628.8,590000,810000,750000,2941,700000,730000,890000
20180430,66.43,2305.4,21319,20822,21163,21195,1864.2,1983,1911,1920,358.5,3678.33,590000,810000,750000,2941,690000,730000,890000
20180423,66.5,2325,21495,20918,21227,21130,1918.2,2034,1959,1953,358.5,3556.4,610000,810000,750000,2941,690000,740000,890000
20180416,65.97,2354.8,21585,21038,21366,21430,1953.9,2066,1989,2001,358.5,3441.4,620000,810000,750000,2941,690000,760000,890000
20180409,64.69,2360.6,21168,20708,21040,21009,1879,1989,1910,1908,358.5,3404.2,615000,810000,770000,2941,680000,760000,890000
20180402,64.05,2372.75,21100,20665,21031.25,21068.75,1795.75,1903.75,1828.75,1830,343.5,3360,625000,810000,770000,2941,690000,750000,890000
20180326,64.21,2392,21013.75,20623.75,20928.75,20956.25,1802.88,1908.75,1833.75,1833.75,343.5,3395.4,635000,800000,780000,2941,690000,770000,880000
20180319,66.68,2360,20825,20522,20809,20840,1801.9,1914,1835,1837,343.5,3608.2,650000,790000,780000,3030.2,690000,770000,860000
20180312,70.66,2385.6,21230,20846,21114,21205,1804.2,1908,1833,1840,343.5,3724.6,#N/A,#N/A,780000,3123,#N/A,#N/A,#N/A
20180305,74.45,2388,21557,21170,21427,21470,1818.5,1921,1851,1853,328.5,3892.8,615000,790000,780000,3121,680000,770000,860000
20180226,78.99,2511.4,21723,21342,21601,21600,1811.6,1924,1849,1856,323.5,4015.6,625000,780000,780000,3121,660000,770000,860000
20180219,78.51,2560.6,21662,21228,21524,21542,1858.6,1971,1894,1896,323.5,3889.5,630000,780000,780000,3121,660000,770000,860000
20180212,77.61,2572.2,21645,21195,21500,21495,1776.8,1894,1818.4,1821,323.5,3919.33,625000,780000,780000,3121,660000,800000,860000
20180205,76.52,2562.4,21676,21238,21536,21540,1821.4,1938,1861,1865,326.83,3938.4,635000,780000,780000,3121,660000,750000,860000
20180129,73.5,2626.4,21955,21436,21772,21717,1875.2,1991,1913,1913,326.83,3935.2,650000,780000,780000,3121,680000,730000,860000
20180122,75.47,2615.4,21219,20717,21039,21095,1884.6,1990,1915,1925,326.83,3934.8,665000,780000,800000,3121,680000,740000,860000
20180115,75.69,2569,20518,20147,20442,20455,1882.4,1962,1901.6,1912,326.83,3828,680000,780000,800000,3121,680000,760000,860000
20180108,78.33,2559.8,20118,19809,20086,20062,1861.9,1926,1884,1886,326.83,3817.2,700000,780000,800000,3121,680000,790000,860000
20180101,75.76,2568.75,20076.25,19682.5,19970,19962.5,1884.25,1956.25,1912.5,1915,#N/A,3822.25,690000,780000,800000,3121,670000,760000,860000
20171225,73.48,2511.67,19778.33,19438.33,19726.67,19750,1893.67,1961.67,1916.67,1926.67,296.83,3807,#N/A,#N/A,#N/A,3121,#N/A,#N/A,#N/A
20171218,74.02,2524.8,19364,19011,19313,19395,1873.6,1940,1893,1899,296.83,3846.2,675000,790000,770000,3121,660000,780000,870000
20171211,70.47,2505.8,19159,18729,19061,19100,1842.4,1900,1853.3,1858,296.83,3863,675000,790000,770000,3121,650000,810000,870000
20171204,69.77,2486.6,19552,19120,19474,19465,1804.1,1868,1821,1829,266.83,3954.8,670000,790000,740000,3121,620000,740000,870000
20171127,68.24,2476.8,19614,19154,19505,19535,1834.6,1896,1846,1860,266.83,3915.2,670000,790000,740000,3121,620000,750000,870000
20171120,65.35,2470,19516,19045,19424,19473,1872,1945,1894.1,1904,266.83,3763.2,660000,790000,750000,3381,620000,770000,870000
20171113,62.28,2454,19567,19094,19473,19440,1886.4,1958,1904.2,1915,266.83,3734.6,655000,790000,780000,3446,630000,770000,870000
20171106,62.64,2514.2,19581,19095,19481,19495,1867.6,1943,1890.2,1897,263.5,3754.6,665000,790000,780000,3446,640000,780000,870000
20171030,59.26,2445.8,19663,19112,19488,19495,1861.9,1952,1895,1902,263.5,3611.2,665000,880000,780000,3446,650000,780000,870000
20171023,61.64,2471,19887,19341,19724,19745,1901,1980,1924,1929,263.5,3689.4,675000,810000,790000,3446,650000,780000,870000
20171016,62.25,2510.4,20335,19806,20196,20135,1868.6,1955,1894,1921,263.5,3723.6,685000,810000,800000,3446,670000,790000,870000
20171009,61.19,2532.4,20937,20371,20757,20780,1904,1994,1929,1935,263.5,3639.6,#N/A,#N/A,#N/A,3446,#N/A,#N/A,#N/A
20171002,61.97,2548,21021,20470,20817,20847,1939.2,2020,1958,1962,296.83,#N/A,660000,790000,780000,#N/A,650000,770000,850000
20170925,63.42,2474.4,20894,20359,20678,20715,1926,2001,1951,1954,296.83,3617.4,660000,810000,800000,3446,670000,790000,870000
20170918,67.98,2442.2,20840,20350,20667,20665,1941.5,2016,1966,1983,296.83,3728.6,660000,790000,780000,3446,650000,770000,850000
20170911,74.71,2295.2,20784,20327,20637,20615,1922.8,2004,1949,1966,295.16,3894.4,660000,790000,780000,3446,650000,770000,850000
20170904,76.61,2351.4,20875,20374,20717,20720,1969.7,2047,1994,2004,288.5,4036.8,660000,770000,770000,3416.6,640000,790000,840000
20170828,77.13,2397.25,20755,20235,20532.5,20606.25,1978,2051.25,1996.25,2008.75,288.5,3896.2,660000,750000,750000,3299,600000,740000,840000
20170821,78.59,2378.4,20629,20180,20452,20435,1961.4,2039,1984,1988,288.5,3879.2,650000,750000,750000,3299,600000,760000,840000
20170814,74.94,2400.6,20354,19906,20206,20225,1938.6,2019,1960,1969,288.5,3785.8,635000,750000,720000,3299,600000,760000,840000
20170807,75.88,2373.2,20537,20112,20409,20402,1886.1,1962,1906,1913,288.5,3979.4,625000,750000,690000,3299,580000,760000,840000
20170731,73.32,2343.4,20770,20337,20624,20610,1798.1,1879,1819,1824,270.17,3735.4,635000,740000,690000,3299,580000,760000,840000
20170724,69.34,2302.8,20630,20160,20431,20515,1775,1862,1802,1805,270.17,3551.2,635000,740000,680000,3299,580000,690000,840000
20170717,68.22,2257.4,20189,19769,20061,20105,1757.2,1826,1779,1785,270.17,3592.6,635000,740000,670000,3095.4,570000,730000,840000
20170710,65.03,2307.2,19966,19510,19831,19895,1770.9,1839,1803,1812,270.17,3545.6,635000,740000,670000,2953,560000,730000,840000
20170703,63.11,2288.8,20175,19490,19928,19925,1831,1895,1857,1867,266.83,3393.4,635000,740000,650000,2953,546000,730000,840000
20170626,62.92,2287.2,19700,19202,19522,19551,1815.1,1876,1836,1848,266.83,3228.6,635000,730000,610000,2953,540000,690000,830000
20170619,56.57,2173,19701,19235,19555,19565,1802.8,1867,1822,1830,266.83,3093,640000,740000,630000,2953,560000,690000,840000
20170612,54.73,2092.8,19395,18943,19205,19340,1802.7,1863,1820,1825,266.83,3043.2,635000,740000,640000,2953,580000,690000,840000
20170605,55.63,2100,19716,19291,19589,19508,1811.4,1874,1830,1835,271.83,2971.8,625000,750000,650000,2953,570000,690000,850000
20170529,57.56,2109.75,20463.75,20056.25,20345,20350,1806.5,1876.25,1831.25,1833.75,271.83,3110.67,625000,750000,680000,2953,560000,645000,850000
20170522,60.77,2094.4,20627,20177,20442,20495,1807.7,1873,1828,1840,271.83,3273.8,625000,760000,680000,2953,560000,645000,860000
20170515,61.69,2108.4,20252,19843,20099,20135,1795,1859,1813,1817,271.83,3067.2,625000,770000,690000,2953,570000,670000,870000
20170508,60.67,2166.6,19920,19544,19820,19760,1776.2,1854,1804,1805,271.83,3014.8,#N/A,#N/A,#N/A,2953,#N/A,#N/A,#N/A
20170501,66.08,2197.75,19970,19677.5,19907.5,19858.75,1796.88,1875,1825,1830,265.17,3048.5,625000,790000,730000,2979.5,570000,690000,890000
20170424,66.89,2193,19750,19495,19713,19765,1785.3,1867,1821,1829,265.17,2971.2,625000,790000,730000,3046,570000,720000,890000
20170417,65.53,2143.75,19891.25,19687.5,19893.75,19731.25,1752.88,1817.5,1787.5,1793.75,265.17,2880.2,635000,800000,740000,3046,580000,730000,900000
20170410,71.45,2242.75,20087.5,19810,20020,19906.25,1756.88,1815,1788.75,1805,265.17,2965.2,635000,810000,740000,3046,580000,730000,910000
20170403,79.34,2294.4,20236,20010,20212,20175,1834.8,1896,1866,1884,295.17,3164,620000,820000,750000,3046,590000,750000,920000
20170327,81.6,2322.4,19945,19697,19897,19935,1881.1,1930,1899.2,1918,295.17,3167.6,615000,830000,750000,2988,590000,700000,930000
20170320,87.1,2322.8,20411,20111,20343,20290,1910.3,1964,1934,1946.2,295.17,3485.8,610000,840000,750000,2524,590000,710000,940000
20170313,90.46,2258.6,19940,19692,19859,19950,1922.7,1978,1947,1952,295.17,3576.8,605000,860000,760000,2330,580000,730000,950000
20170306,88.05,2242.8,19303,19169,19313,19315,1923.3,1980,1949,1959,295.17,3448.2,600000,870000,750000,2330,580000,730000,960000
20170227,91.71,2262,19328,19154,19327,19340,1908.2,1958,1926,1947,257.83,3542,585000,880000,760000,2330,580000,730000,970000
20170220,92.67,2274.2,19539,19455,19526,19480,1870.4,1928,1891,1920,257.83,3522.6,585000,880000,770000,2330,590000,730000,970000
20170213,91.08,2343.6,19820,19753,19861,19860,1911.3,1967,1926.4,1932,257.83,3420.4,600000,880000,770000,2330,590000,710000,970000
20170206,83.58,2359.4,19010,18915,19027,19185,1852,1914,1874,1887,272.83,3191,610000,870000,780000,2330,590000,720000,970000
20170130,83.05,2328.6,19851,19784,19870,19855,1797,1864,1816,1820,286.17,3174,620000,870000,780000,2330,600000,730000,950000
20170123,82.6,2344.2,20132,19972,20170,20215,1779.6,1852,1801,1801,286.17,3265.75,620000,870000,780000,2330,600000,730000,950000
20170116,81.73,2290.8,20908,20612,20899,20865,1747.2,1824,1769,1770,286.17,3288.8,630000,860000,780000,2330,610000,750000,950000
20170109,79.82,2183.6,21172,20815,21130,21118,1727.4,1804,1749,1756,286.17,3129.4,620000,850000,780000,2305,620000,760000,940000
20170102,77.59,2046.5,21226.25,20696.25,21072.5,21085,1738.75,1818.75,1755,1760,250.17,2925.5,610000,810000,740000,2305,600000,720000,910000
20161226,79.85,2009.33,21116.67,20513.33,20961.67,20941.67,1738.67,1808.33,1758.33,1768.33,250.17,2947,610000,810000,740000,2305,580000,720000,910000
20161219,78.86,2147.4,21164,20462,20981,20985,1730.6,1802,1752,1761,250.17,3137.8,580000,770000,690000,2305,580000,720000,870000
20161212,81.83,2316.4,21351,20611,21179,21175,1712,1786,1736,1747,250.17,3409,580000,740000,660000,2305,560000,720000,840000
20161205,80.81,2331.2,21409,20668,21179,21110,1709,1781,1727,1732,236.83,3278,580000,740000,660000,2305,560000,720000,840000
20161128,77.27,2392.2,21341,20682,21061,21005,1688.6,1770,1715,1720,206.83,3109.2,580000,720000,620000,2305,530000,720000,820000
20161121,75.53,2240.8,21364,20851,21102,21185,1700.5,1778,1719,1727,206.83,2893.6,580000,720000,620000,2305,530000,690000,820000
20161114,73.84,2171.6,20584,20204,20426,20325,1708.9,1784,1723.2,1725,206.83,2865.6,520000,690000,550000,2305,500000,670000,790000
20161107,72.13,2139.4,21791,21406,21617,21610,1719.5,1799,1735.1,1738.4,205.17,2934,530000,670000,550000,2305,470000,700000,770000
20161031,65.1,2085,21105,20662,20883,20995,1732.5,1807,1743.6,1747.4,175.17,2638,495000,660000,550000,2305,460000,670000,760000
20161024,62.26,2051,20622,20115,20334,20351,1726.2,1808,1743,1746,175.17,2527,505000,670000,550000,2305,460000,670000,770000
20161017,58.55,2005.6,19908,19590,19787,19780,1719.3,1799,1734,1744,175.17,2451.4,520000,670000,550000,2305,470000,680000,770000
20161010,57.09,2050.2,19880,19630,19804,19815,1722.9,1810,1744,1753,175.17,2323.4,520000,670000,550000,2379.4,480000,680000,770000
20161003,55.86,2079.8,20156,19743,19968,19990,1728,1818,1748,1752,193.5,#N/A,520000,670000,550000,#N/A,480000,680000,770000
20160926,56.48,2012.8,20024,19665,19882,19915,1739,1825,1755,1756,193.5,2289.4,520000,670000,550000,2143,480000,680000,770000
20160919,56.09,1952.4,19538,19279,19481,19430,1733.4,1821,1749,1752,193.5,2269.4,520000,680000,550000,2145,480000,680000,780000
20160912,56,1912.4,19255,18981,19216,19200,1717.9,1821,1743,1744,193.5,2279.67,520000,680000,550000,2145,480000,680000,780000
20160905,58.56,1929.8,19689,19373,19540,19460,1716.7,1820,1738,1741,210.17,2380.2,520000,690000,550000,2145,470000,680000,790000
20160829,59.13,1908.5,19037.5,18831.25,18981.25,19012.5,1718.25,1817.5,1735,1738.75,210.17,2433,520000,700000,560000,2145,470000,680000,790000
20160822,61.05,1863.6,18776,18625,18750,18770,1717.2,1824,1739,1744,210.17,2571.4,510000,700000,560000,2373.8,470000,660000,800000
20160815,60.96,1879.8,18298,18171,18286,18330,1718.3,1826,1736,1743,210.17,2589,510000,710000,580000,2431,470000,660000,810000
20160808,60.47,1824.8,18331,18217,18316,18345,1730.1,1835,1750,1754,210.17,2578.6,530000,740000,600000,2431,480000,650000,840000
20160801,61.22,1812,18073,17935,18041,18010,1720.4,1823,1735,1741.25,208.5,2485.4,500000,710000,570000,2431,470000,720000,810000
20160725,58.73,1820,17809,17704,17785,17795,1720.4,1825,1735,1743,208.5,2396.2,500000,720000,580000,2431,480000,720000,820000
20160718,56.33,1858,17822,17696,17821,17847,1723.1,1844,1745,1750,208.5,2351.2,540000,730000,590000,2479.8,480000,720000,830000
20160711,58.22,1862.6,17956,17798,17970,17915,1706.9,1834,1730,1737,208.5,2497.4,540000,740000,600000,2481.6,480000,720000,840000
20160704,55.66,1822.2,17828,17568,17760,17770,1690.6,1816,1711,1715,220.17,2394.2,540000,750000,690000,2178,500000,720000,850000
20160627,54.28,1760.2,17120,16895,17092,17031,1703,1822,1716,1715,220.17,2272.8,540000,780000,620000,2122,500000,720000,880000
20160620,51.34,1715.2,17084,16815,17075,17141,1698,1828,1721,1722,220.17,2111.8,560000,770000,620000,2122,520000,680000,870000
20160613,51.18,1703.6,17179,16880,17150,17114,1678.1,1817,1706,1708,220.17,2098.8,585000,770000,640000,2252.8,530000,685000,850000
20160606,52.27,1734.2,17100,16783,17050,16975,1675,1818,1704,1703,225.17,2071,585000,780000,780000,2340,550000,685000,830000
20160530,49.42,1706.75,16220,15975,16225,16337.5,1659,1805,1685.67,1691.67,248.5,1978.6,610000,780000,780000,2340,550000,685000,830000
20160523,50.72,1663.4,15834,15574,15791,15855,1668.4,1820,1710,1708,248.5,1958.4,610000,760000,750000,2340,550000,685000,810000
20160516,55.05,1706.6,16775,16510,16751,16750,1665.2,1779,1703.2,1706,248.5,2064.4,620000,760000,750000,2254.2,550000,690000,810000
20160509,55.08,1742.2,17235,16930,17171,17080,1674.9,1786,1710,1708,248.5,2139.6,620000,750000,730000,1911,550000,690000,800000
20160502,60.51,1750.75,17373.75,17053.75,17305,17356.25,1688.88,1796.25,1721.25,1726.25,235.17,2386.75,575000,720000,690000,1911,530000,665000,770000
20160425,63.82,1753.4,17300,16951,17201,17240,1709.6,1819,1744,1742,221.83,2568.8,575000,710000,680000,1911,520000,665000,760000
20160418,64.95,1764.8,17281,16995,17245,17245,1699.4,1817,1740,1741,221.83,2544,530000,700000,680000,1911,510000,645000,750000
20160411,58.8,1717,17124,16799,17049,17065,1701.2,1811,1730,1738,221.83,2321.8,530000,690000,650000,1911,490000,645000,740000
20160404,54.57,1712,16618,16317,16562,16620,1714.2,1822,1738,1739,173.5,2185,500000,680000,630000,1911,480000,620000,730000
20160328,54.72,1744,17013.75,16701.25,16956.25,16862.5,1693.25,1810,1728.75,1732.5,173.5,2147.8,490000,660000,610000,1911,460000,600000,710000
20160321,57.86,1795.25,17325,16920,17212.5,17181.25,1710,1811.25,1730,1733.75,173.5,2157.6,490000,660000,610000,1911,460000,600000,710000
20160314,55.12,1811.4,17004,16643,16881,16930,1691,1765,1708,1714,173.5,2033.2,490000,660000,600000,1911,430000,600000,710000
20160307,60.08,1855,17067,16464,16911,16820,1672.6,1742,1687,1690,172.5,2095.2,485000,640000,590000,1911,410000,600000,700000
20160229,51.7,1804,16461,16004,16268,16330,1661.7,1735,1675,1686,163.5,1975,485000,630000,590000,1911,410000,600000,690000
20160222,50.56,1717.6,16150,15727,15985,16015,1668.6,1741,1682,1685,163.5,1931.6,485000,580000,590000,1911,410000,600000,670000
20160215,47.01,1773.6,15689,15356,15595,15614,1671.6,1754,1685,1689,163.5,1867.4,495000,580000,590000,1911,410000,610000,670000
20160208,45.73,1815.4,15641,15336,15548,15650,1691.4,1768,1700,1697,163.5,#N/A,495000,580000,590000,#N/A,410000,610000,670000
20160201,44.55,1781.33,15009,14823,14948,14885,1686.1,1770,1700,1702,163.5,1829.2,490000,560000,590000,1911,410000,610000,650000
20160125,41.74,1666.4,14125,13980,14076,14215,1685.5,1779,1707,1714,163.5,1839,475000,560000,600000,1911,410000,605000,650000
20160118,42.11,1626.8,13428,13330,13385,13430,1707.1,1789,1717.8,1720,163.5,1820.4,480000,570000,600000,1911,410000,595000,660000
20160111,40.67,1615.8,13404,13396,13415,13344,1716.6,1800,1729,1732,163.5,1754.8,480000,580000,600000,2124,400000,595000,670000
20160104,43.03,1691.4,14152,14026,14083,14000,1726,1810,1739,1735,150.17,1777.6,485000,590000,600000,2124,400000,600000,680000
20151228,42.65,1774.5,14616.67,14530,14560,14657.5,1720,1771.67,1735,1745,150.17,1768.5,505000,600000,620000,2124,400000,615000,690000
20151221,40.77,1715,14646.25,14591.25,14620,14683.33,1719,1778.75,1738.75,1738.33,150.17,1730,505000,610000,620000,2124,400000,615000,700000
20151214,39.43,1683.8,14654,14577,14610,14680,1738,1787,1747,1734,150.17,1674.2,525000,620000,620000,2124,400000,625000,710000
20151207,38.72,1696.2,14607,14539,14602,14635,1715.2,1768,1725,1731,148.5,1655.4,535000,620000,620000,2124,400000,630000,710000
20151130,41.42,1650.2,14999,14862,14927,14990,1716,1771,1726,1726,148.5,1643.2,550000,630000,620000,2124,400000,635000,720000
20151123,44.24,1606.6,14664,14572,14628,14695,1713.2,1771,1725,1730,143.5,1673.6,555000,630000,620000,2121,400000,635000,720000
20151116,46,1590.8,14740,14596,14662,14625,1702.7,1764,1717,1718,143.5,1732.2,565000,650000,620000,2114.4,400000,655000,730000
20151109,48.19,1628,14666,14558,14634,14670,1690,1756,1710,1712,143.5,1782,565000,660000,620000,2088,410000,660000,740000
20151102,48.94,1677.6,14852,14670,14775,14730,1679,1751,1701,1701,152.5,1782,580000,670000,620000,2088,440000,665000,750000
20151026,50.39,1735.8,15311,15176,15277,15225,1673,1738,1688,1690,152.5,1795.8,580000,680000,630000,2082,420000,665000,760000
20151019,52.56,1771.2,16010,15823,15940,15955,1676,1747,1697,1697,152.5,1805.8,580000,690000,640000,2098,430000,660000,770000
20151012,54.84,1795.8,16105,15925,16046,16010,1693.1,1761,1710,1710,152.5,1836.2,580000,690000,650000,2098,450000,660000,770000
20151005,54.28,1673.8,16031,15683,15815,15915,1674.3,1754,1696,1702,199.17,1838.5,580000,710000,650000,2098,450000,660000,780000
20150928,55.68,1653.6,15627,15256,15395,15474,1681.5,1760,1704,1712,199.17,1845.33,575000,720000,650000,2277.67,440000,660000,790000
20150921,56.45,1688.2,15235,14964,15082,15085,1686,1756,1701,1704,199.17,1897.4,580000,720000,650000,2379.6,450000,665000,790000
20150914,57.53,1698,15645,15331,15452,15485,1687.4,1763,1708,1714,199.17,1929,580000,730000,650000,2375.8,450000,665000,800000
20150907,57.87,1703.6,15552,15091,15216,15156,1679.2,1757,1699,1697,199.17,1945.2,585000,740000,650000,2350,450000,665000,810000
20150831,56.5,1721.75,15417.5,14773.75,14932.5,15056.25,1620,1708.75,1646.25,1660,210.83,1958.33,590000,760000,650000,2350,450000,665000,820000
20150824,54.07,1686.25,14290,14017,14180,14090,1581.8,1667,1603.2,1617,210.83,1960.4,600000,760000,650000,2350,460000,670000,820000
20150817,56.39,1712.6,15708,15203,15400,15320,1646.3,1730,1664.2,1683,210.83,2046.8,610000,750000,650000,2350,470000,670000,810000
20150810,56.57,1738.2,15271,15214,15252,15335,1664.1,1756,1688.6,1705,210.83,2069.2,620000,750000,650000,2350,470000,670000,810000
20150803,56.03,1708.2,15645,15558,15626,15725,1672.4,1777,1707,1716,242.17,2083.8,625000,750000,650000,2350,470000,675000,810000
20150727,54.15,1721.4,16101,15887,15972,16149,1695,1792,1722,1724,242.17,2087.4,625000,760000,650000,2356.6,470000,675000,810000
20150720,51.88,1768.8,15119,15117,15115,15320,1680.7,1787,1714,1725,242.17,2066.4,630000,780000,650000,2417,470000,680000,820000
20150713,50.39,1843.2,14802,14823,14806,14905,1689.8,1778,1712,1728,242.17,2011.2,620000,790000,650000,2417,470000,660000,830000
20150706,49.11,1768.4,14207,14168,14172,14055,1705.4,1800,1735,1745,253.83,2000.6,600000,800000,650000,2464.6,470000,685000,840000
20150629,58.15,1776.4,14267,14317,14256,14310,1747.4,1844,1779,1777,253.83,2143,570000,810000,650000,2581.6,470000,685000,850000
20150622,61.62,1793.6,15011,15121,15042,15135,1772.2,1863,1793,1793,253.83,2230.25,565000,810000,650000,2612,470000,685000,850000
20150615,62.36,1809.4,14758,14873,14801,14870,1751,1848,1778,1782,253.83,2255.8,565000,800000,640000,2551.4,460000,685000,840000
20150608,64.95,1911.4,15214,15325,15233,15230,1767,1865,1791,1794,251.5,2337.4,550000,800000,640000,2309,460000,685000,840000
20150601,63.89,1934.8,15413,15523,15436,15505,1710.1,1814,1743,1741,234.83,2357.2,540000,810000,640000,2309,470000,685000,850000
20150525,62.25,1953.75,15481.25,15607.5,15526.25,15481.25,1713.75,1821.25,1746.25,1747.5,234.83,2353.4,530000,820000,640000,2309,470000,685000,860000
20150518,58.83,1954.6,15895,15983,15915,15895,1746.3,1850,1775,1782,234.83,2340.2,530000,820000,650000,2309,470000,695000,860000
20150511,62.42,2009.6,15817,15895,15787,15840,1814.1,1918,1842,1842,234.83,2387.4,530000,820000,700000,2479,480000,695000,860000
20150504,59.78,2100.75,16008.75,16165,16030,16101.25,1856.5,1971.25,1891.25,1897.5,234.83,2414,530000,830000,700000,2479,480000,695000,870000
20150427,58.07,2098.2,16051,16166,16056,16030,1863.7,1960,1891,1895,234.83,2382,535000,820000,700000,2479,500000,710000,880000
20150420,53.86,2045.4,15414,15554,15455,15485,1855,1912,1887,1892,234.83,2314.4,535000,810000,740000,2502.4,510000,720000,880000
20150413,50.13,2012.8,15792,15966,15837,15930,1863.1,1920,1890,1895,234.83,2311.8,535000,810000,740000,2474.2,510000,730000,890000
20150406,47.81,1945.75,16663.75,16850,16711.25,16706.25,1901.25,1960,1926.25,1927.5,236.83,2303.5,540000,810000,740000,2536.5,510000,730000,890000
20150330,50.16,1828.75,16700,16887.5,16763.75,16825,1877.75,1942.5,1905,1911.25,236.83,2408,545000,820000,740000,2586.6,510000,730000,900000
20150323,55,1838.4,17398,17544,17430,17430,1904.1,1955,1919,1925,236.83,2510.4,545000,810000,740000,2732.6,510000,730000,890000
20150316,56.2,1730.8,17113,17293,17200,17180,1854.7,1915,1876,1885,236.83,2497.6,540000,820000,740000,2760,530000,735000,900000
20150309,57.99,1810,17683,17847,17721,17720,1892.7,1958,1910,1916,227.5,2481.2,545000,830000,750000,2760,540000,735000,900000
20150302,61.25,1770.6,17866,18050,17930,17925,1949.6,2024,1970,1974,234.17,2467,550000,840000,750000,2760,540000,745000,910000
20150223,63.06,1761.4,18028,18152,18050,18005,1953.1,2026,1968,1968,234.17,2490.67,550000,830000,750000,2805,530000,750000,910000
20150216,63.91,1804.2,18066,18186,18095,18069,1995.3,2083,2022,2026,234.17,2523.5,550000,850000,750000,2805,540000,755000,910000
20150209,62.24,1838.8,18144,18253,18175,18040,1961,2044,1981.2,1991,234.19,2488,550000,850000,750000,2635.6,540000,760000,910000
20150202,62.47,1858.4,18930,19015,18946,18899,1940.4,2024,1960,1969,325.8,2487,565000,860000,750000,2559.4,550000,770000,910000
20150126,63.12,1861.6,19370,19418,19370,19320,1923.4,2005,1944,1944,325.8,2475.8,570000,870000,750000,2635,550000,770000,910000
20150119,67.45,1878.4,19384,19453,19397,19470,1890.1,1976,1910,1905,325.8,2492,575000,860000,750000,2717.8,550000,770000,900000
20150112,68.92,1819.8,19453,19545,19479,19570,1829.5,1927,1857,1862,325.8,2506.8,575000,860000,750000,2783.6,900000,770000,900000
20150105,71.17,1853.2,19658,19731,19670,19675,1758,1868,1801,1804,319.2,2579.6,570000,870000,750000,2832,900000,775000,910000
20141229,70.6,1856,19261.25,19285,19218.75,19283.33,1753.13,1856.25,1796.25,1820,310.8,2561,570000,880000,750000,2808,900000,775000,920000
20141222,67.26,1873,18808.33,18846.67,18775,18750,1835.67,1950,1885,1892.5,310.8,2490.8,580000,880000,750000,2862,900000,780000,920000
20141215,68.66,1907.2,19759,19835,19781,19810,1911.8,2015,1947,1947,310.8,2552.6,585000,890000,750000,2862,900000,785000,920000
20141208,69.27,2013.6,20392,20410,20379,20480,2009.2,2102,2041,2048,310.8,2562,585000,900000,750000,2862,900000,790000,920000
20141201,70.81,2033,20303,20391,20352,20354,2034.6,2130,2070.5,2079,312.5,2537.6,590000,910000,750000,2862,900000,790000,930000
