품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","PDS 에너지 하위지수2015.01.02=100","PDS 비철금속 하위지수2015.01.02=100","PDS 철강 하위지수2015.01.02=100","PDS 석유화학 하위지수2015.01.02=100","PDS 농산물 하위지수2015.01.02=100","LMEX Index1999.04=1000","US Dollar IndexMar 1973=100","DRAMeXchange Index (DXI)2001.10.01=1000","TOCOM Index2002.05.31=100","Rogers International Commodities Index1998.07.31=1000","Rogers International Commodities Index Energy1998.07.31=1000","Rogers International Commodities Index Metals1998.07.31=1000","Rogers International Commodities Index Agriculture1998.07.31=1000"
20180716,64.62,123.93,104.2,114.71,135.61,80.91,2983.67,#N/A,27968,284.29,2434.71,390.99,2005.52,787.88
20180709,63.85,128.51,106.25,114.5,137.87,83.38,3046,89.95,28011.63,291.69,2489.68,407.99,2045.79,789.08
20180702,64.05,130.29,110.17,114.28,137.26,84.13,3133,89.96,27870.77,290.51,2517.35,413.38,2074.21,794.44
20180625,65.23,128.8,112.92,114.27,132.06,84.23,3239.4,90.25,28250.49,286.59,2524.66,410.1,2130.06,794.34
20180618,66.13,126.9,115.5,114.15,137.24,84.68,3304.6,90.38,28511.1,282.82,2494.52,392.17,2158.71,803.65
20180611,67.37,129.02,120.26,113.03,137.27,87.38,3465.4,89.37,28594.22,291.08,2553.97,395,2233.1,831.04
20180604,66.3,128.36,118.99,112.71,138.85,88.21,3440,89.05,28624.89,289.67,2564.18,393.09,2240.92,843.39
20180528,65.29,128.85,116.55,111.86,141.16,90.51,3338.4,89.36,26987.66,287.82,2587.32,399.74,2202.49,859.77
20180521,64.66,132.23,116.18,110.81,142.96,89.74,3342,89.06,26770.43,297.2,2621.39,413.82,2197.86,858.72
20180514,67.93,130.22,116.09,110.43,140.94,88.47,3340.8,88.65,27017.33,294.45,2595.38,412.5,2190.26,839.51
20180507,66.95,126.56,115.64,110.54,133.92,89.63,3335.2,88.38,27236.94,288.76,2580.59,403.11,2201.81,845.35
20180430,66.43,123.1,115.42,110.73,132.97,90.24,3294.6,88.07,27708.94,282.13,2551.35,391.29,2178.33,853.06
20180423,66.5,123.48,117.82,110.8,129.64,88.05,3376.8,87.24,28914.22,280.19,2538.01,391.24,2200.04,834.56
20180416,65.97,121.17,118.87,111.78,128.77,88.17,3407.6,85.81,29098.9,274.82,2543.06,384.22,2266,836.27
20180409,64.69,117.78,114.2,113.33,125.08,88.61,3301.2,85.76,29235.64,268.86,2510.3,377.75,2146.02,841.09
20180402,64.05,115.5,111.55,113.56,126.31,87.49,3209.6,86.4,29292.11,263.28,2445.72,363.96,2150.72,829.05
20180326,64.21,117.01,111.32,113.47,125.77,87.15,3194.6,86.02,27653.66,264.87,2461.68,371.45,2160.03,822.38
20180319,66.68,114.18,113.21,113.19,124.23,87.36,3245.4,86.32,27674.36,259.83,2451.9,365.79,2161.9,826.62
20180312,70.66,111.92,114.53,112.98,123.42,89.72,3294.4,86.34,27728.19,256.57,2444.36,354.17,2181.62,845.6
20180305,74.45,111.9,115.2,111.78,125.96,91.14,3302.2,86.21,27650.61,255.1,2457.66,354.24,2191.13,855.76
20180226,78.99,113.49,117.63,110.95,127.43,90.72,3368.4,86.32,27569.61,259.07,2460.5,355.51,2215.06,849.08
20180219,78.51,111.81,119.16,111.23,126.5,88.89,3431.2,85.82,28067.87,259.18,2456.77,356.98,2246.62,833.53
20180212,77.61,108.95,116.46,112.26,124.71,88.64,3357.6,85.4,28187.94,256.34,2423.26,347.14,2263.85,829.43
20180205,76.52,115.03,118.42,112.24,131.18,87.89,3376.6,85.93,28193.42,266.06,2428.42,354.04,2218.07,821.6
20180129,73.5,121.6,119.82,113.27,130.83,87.86,3427.2,85,28600.36,272.95,2499.3,374.37,2271.17,823.49
20180122,75.47,122.44,118.72,113.95,129.07,86.79,3399.2,85.37,29519.57,276.2,2499.56,375.92,2275.51,818.3
20180115,75.69,120.96,118.33,112.84,127.18,85.65,3379.4,86.19,29689.38,276.92,2464.3,368.69,2245.17,811.58
20180108,78.33,118.06,118.3,112.82,126.41,86.46,3364.8,87.35,29771.51,276.43,2445.88,364.98,2230.47,807.5
20180101,75.76,116.68,119.27,112.02,123.03,87.4,3407,87.32,29739.85,276.38,2431.12,357.08,2239.74,811.81
20171225,73.48,113.2,116.82,111.33,123.03,86.45,3371.8,88.05,27333.21,269.42,2398.71,350.44,2212.8,805.3
20171218,74.02,110.28,113.65,111.33,122.56,85.28,3266.2,88.83,27370.93,263.28,2336.37,337.12,2150.9,796.94
20171211,70.47,109.72,109.99,108.64,122.43,85.04,3142.4,89.2,27460.67,261.39,2303.78,333.25,2089.74,791.99
20171204,69.77,109.53,110.87,106.28,121.29,87.52,3148.4,88.89,27559.71,260.7,2316.62,333.8,2087.38,803.72
20171127,68.24,110.76,113.07,106.72,121.93,88.16,3223.4,88.46,27220.36,261.61,2358.41,340.68,2142.54,811.13
20171120,65.35,110.34,112.92,106.89,118.4,86.95,3238,88.79,27070.4,261.95,2359.69,339.06,2160.47,812.16
20171113,62.28,110.55,113.06,107.43,121.55,85.58,3215,89.15,26967.5,262.79,2346.81,335.92,2151.31,810.71
20171106,62.64,111.74,114.52,108.93,117.72,86.36,3262.8,89.68,27076.26,265.96,2378.4,343.19,2166.32,817.51
20171030,59.26,106.91,114.34,110.34,115.3,86.47,3271.8,89.78,27226.75,258.55,2329.5,327.32,2168.45,813.39
20171023,61.64,104.13,115.55,109.42,113.37,85.61,3289,89.29,27493.39,252.86,2305.24,318.52,2165.48,815.32
20171016,62.25,103.11,115.2,109.48,113.3,85.57,3282.4,88.38,26964.69,249.85,2288.11,314.05,2171.53,809.37
20171009,61.19,101.17,113.2,109.75,113.77,85.21,3230.25,88.21,25771.56,246.8,2274.81,308.59,2173.8,811.26
20171002,61.97,102.04,111,110.19,115.12,84.34,3166.2,88.5,24966.43,246.26,2256.45,306.22,2136.99,809.68
20170925,63.42,103.5,110.03,111.5,115.12,84.72,3121.8,87.95,22625.21,249.83,2282.59,315.65,2125.9,811.03
20170918,67.98,102.15,110.3,109.27,113.46,85.01,3140.8,86.94,21572.1,246.39,2269.2,308.85,2143.6,813.77
20170911,74.71,99.96,110.47,108.63,115.09,84.85,3150.2,86.74,21044.85,241.98,2256.87,303.89,2159.52,812.63
20170904,76.61,98.46,113.17,106.59,109.7,84.64,3243.4,86.74,20529.29,239.77,2261.62,300.17,2193.58,820.38
20170828,77.13,95.97,112.02,103.95,108.49,83.91,3183.2,87.54,19920.58,235.41,2213.08,290.68,2173.07,805.48
20170821,78.59,95.93,110.04,103.7,105.89,84.31,3152,88.05,19671.78,233.28,2198.44,289.51,2139.52,802.79
20170814,74.94,94.52,107.63,102.06,104.8,85.22,3074.6,88.62,19686.81,232.29,2186.05,286.96,2112.12,806.56
20170807,75.88,95.78,105.96,99.16,105.44,87.36,3033.4,88.52,19728.55,236.24,2222.41,293.76,2087.06,831.28
20170731,73.32,95.29,103.8,98.16,103.46,88.76,2976.1,88,19888.88,236.01,2222.6,294.28,2049.18,841.09
20170724,69.34,92.74,102.36,97.54,101.07,89.6,2947.28,88.51,19798.21,232.77,2205.71,288.27,2030,848.57
20170717,68.22,91.62,100.32,97.41,98.33,91.86,2867.4,89.11,19496.1,232.55,2181.04,280.5,1995.25,858.54
20170710,65.03,88.94,99.43,95.91,97.11,93.26,2835.6,90.35,18945.17,230.91,2160.52,274.76,1969.36,863.28
20170703,63.11,90.45,99.59,95.14,97.92,92.52,2838.8,90.81,18498.07,231.93,2162.27,274.04,1971.31,867.11
20170626,62.92,88,98.3,94.48,95.81,86.27,2825,91.06,18100.9,226.62,2122.29,271.56,1989.73,825.59
20170619,56.57,86.75,96.18,94.65,97.97,87.23,2754.8,92.12,17704.82,223.36,2085.09,262.62,1958.73,823.36
20170612,54.73,89.1,95.84,95.52,97.99,88.41,2722.4,91.78,17346,226.92,2126.39,274.02,1953.58,833.2
20170605,55.63,90.25,95.17,95.04,100.29,88.52,2723.6,91.97,17044.72,230.15,2149.17,280.32,1976.41,830.91
20170529,57.56,94.26,96.68,94.53,101.75,88.32,2755.25,92.2,16807.78,236.56,2178.31,291.49,1985.84,824.09
20170522,60.77,97.54,96.97,95.32,104.21,89.53,2779,92.28,16740.31,241.25,2228.85,305.81,1987.91,832.62
20170515,61.69,95.29,95.33,96.3,101.38,89.3,2742,92.96,16739.66,238.65,2212.8,300.95,1960.32,838.86
20170508,60.67,92.83,95.26,98.52,100.32,89.45,2704,94.19,16755.43,235.22,2169.84,290.06,1932.09,835.43
20170501,66.08,94.36,97.27,98.71,105.08,89.71,2748,93.79,16781.97,237.64,2182.04,289.1,1964.19,841.93
20170424,66.89,95.95,97.31,99.89,107.24,87.32,2776.2,93.68,17060.05,237.64,2209.85,300.3,2001.71,825.39
20170417,65.53,99.56,96.82,101.57,111.44,87.65,2734.25,93.76,17452.19,239.29,2249.92,311.75,2008.33,831.03
20170410,71.45,101.77,98.14,103.76,110.34,88.08,2776.5,94.17,17494.01,244.03,2294.31,323.14,2022.42,837.47
20170403,79.34,98.57,100.27,105.25,108.23,87.28,2841.8,94.39,17439.16,240.9,2270.67,314.64,2042.15,833.25
20170327,81.6,94.98,99.78,105.64,106.49,88.2,2866.6,93.67,17333.69,236.04,2247.2,303.58,2051.4,839.99
20170320,87.1,93.71,99.96,105.87,110.33,89.5,2851.4,93.73,17213.97,235.49,2234.74,296.5,2034.89,853.52
20170313,90.46,93.63,98.76,105.91,110.81,90.19,2841,94.73,17103.59,239.28,2232.85,298.26,1999.69,856.75
20170306,88.05,97.68,98.5,103.56,118.47,91.58,2797.4,95.35,16978.24,246.49,2270.86,309.54,1988.91,865.76
20170227,91.71,98.44,100.8,103.91,120.4,92.09,2879.8,94.82,16769.33,250.71,2324.09,319.93,2053.54,870.94
20170220,92.67,98.09,100.87,104.51,122.24,92.52,2883,94.31,16837.11,250.52,2328.41,322.16,2047.44,870.86
20170213,91.08,99.36,101.66,104.72,123.41,93.6,2903.6,94.18,16846.4,251.28,2348.22,323.7,2054.12,885.31
20170206,83.58,100.29,98.59,105.8,124.65,93.28,2840,93.81,16806.86,248.62,2341.02,325.11,2032.14,880.25
20170130,83.05,101.34,98.84,106.2,122.06,92.35,2826.6,93.36,#N/A,248.96,2335.51,328.15,2007.49,872.86
20170123,82.6,101.11,98.76,105.82,119.27,93.37,2820,93.91,16301.46,248.96,2335.46,329.47,1994.23,873.34
20170116,81.73,100.97,97.54,106.57,117.2,93.15,2797,94.52,15879.36,248.37,2329.35,326.68,1987.4,877.06
20170109,79.82,100.96,94.69,105.72,115.92,91.51,2771.8,95,15245.22,249.47,2311.55,327.95,1961.61,863.33
20170102,77.59,104.05,92.32,102.9,111.26,90.39,2677,95.67,14466.94,253.06,2306.68,335.65,1904.18,855.4
20161226,79.85,104.59,92.49,100.75,111.26,88.26,2654,96.36,13932.18,249.51,2303.48,344.25,1870.04,837.54
20161219,78.86,101,93.67,98.16,111.26,88.42,2684.6,96.37,13395.57,248.85,2275.69,334.76,1883.29,833.66
20161212,81.83,101.49,96.88,95.71,109.83,89.3,2777.2,95.14,12844.04,247.39,2302.5,333.43,1944.22,848.51
20161205,80.81,101.23,97.24,94.12,107.11,88.64,2806,94.36,12165.74,240.39,2295.76,330.34,1963.62,845.1
20161128,77.27,93.63,97.78,91.46,102.73,87.73,2794.6,94.85,11490.01,230.06,2245.16,314.61,1958.09,840.97
20161121,75.53,91.74,94.57,89.95,101.11,87.65,2780.2,94.98,11277.67,227.76,2217.42,302.85,1950.85,850.4
20161114,73.84,88.51,93.78,87.12,102.47,86.63,2675.6,94.31,11145.82,216.79,2156.28,288.67,1925.68,835.42
20161107,72.13,87.88,90.44,85.06,100.41,87.98,2659.4,92.41,10997.34,214.18,2164.48,286.29,1964.41,839.08
20161031,65.1,91.1,86.77,83.53,103.64,88.07,2520.4,91.95,10742.49,216.13,2180.15,294.01,1931.25,843.24
20161024,62.26,93.65,83.99,82.42,105.5,88.6,2439.2,92.76,10585.82,221.75,2238.79,319.23,1875.44,847.5
20161017,58.55,96.31,83.33,82.93,104.59,87.7,2384.6,92.01,10258.32,221.16,2253.13,328.6,1843.12,843.6
20161010,57.09,96.53,85.09,82.84,103.98,86.43,2430.8,91.93,9696.27,221.27,2248.34,329.95,1861.62,828.64
20161003,55.86,92.71,85.3,82.76,99.42,86.53,2442.4,90.84,9146.55,218.72,2230.78,322.98,1884.07,824.24
20160926,56.48,87.46,84.56,83.16,99.3,86.31,2449.8,90.11,8570.79,210.97,2196.77,306.73,1929.85,823.05
20160919,56.09,86.05,82.74,83.36,97.92,87.89,2406.2,90.28,7951.25,210.37,2174.11,297.18,1912.58,832.83
20160912,56,86.44,81.55,83.38,100.3,85.96,2357.2,90.22,7543.9,211.03,2146.04,297.08,1875.98,814.58
20160905,58.56,86.17,82.02,83.39,95.88,85.97,2357.2,89.6,7322.59,214.97,2178.57,303.05,1909.11,821.11
20160829,59.13,86.83,82.15,82.89,98.93,84.66,2354.75,90.39,7179.8,213.62,2149.91,299.86,1884.27,806.72
20160822,61.05,88.49,83.13,82.91,98.94,87.62,2373.4,89.31,7096.77,213.75,2217.11,313.28,1895.24,834.11
20160815,60.96,86.57,83.83,83.61,94.78,87.8,2415.4,89.2,7066.6,215.12,2234.81,311.95,1933.47,846.69
20160808,60.47,81.26,83.72,84.61,92.99,86.82,2405.72,90.28,7060.8,210.77,2157.82,288.57,1930.53,840.5
20160801,61.22,79.37,83.82,83.25,91.42,85.85,2409.54,90.16,7057.81,207.09,2126.83,278.56,1941.7,836.23
20160725,58.73,81.17,83.55,84.01,94.91,87.08,2403.76,91.26,6971.78,212.55,2139.55,284.35,1916.05,840.94
20160718,56.33,84.2,84.53,84.37,96.76,90.14,2430.94,91.29,6872.05,219.56,2192.52,299.32,1921.35,851.48
20160711,58.22,84.52,83.64,85.12,97.24,92.17,2416.44,90.68,6832.57,218.18,2223.97,305.26,1930.07,865.04
20160704,55.66,87.2,82.72,85.99,99.73,93.08,2366.3,90.42,6801.89,217.06,2220.42,308.6,1905.19,848.9
20160627,54.28,86.88,80.9,87.46,99.7,95.36,2354.86,90.43,6693.54,216.74,2247.76,322.35,1847.71,866.91
20160620,51.34,87.68,79.92,87.52,97.86,97.81,2310.72,88.96,6424.96,219.06,2255.96,326.46,1797.52,881.53
20160613,51.18,86.12,78.84,88.76,101.26,100.51,2262.16,89.55,6133.29,219.31,2249.99,318.91,1783.47,903.63
20160606,52.27,87.77,79.05,89.71,100.1,100.91,2254.64,88.97,6011.51,225.9,2285.37,330.4,1763.98,914.83
20160530,49.42,84.42,78.32,92.33,98.71,96.57,2246.1,90.44,5914.89,225.48,2215.62,320.81,1724.17,880.33
20160523,50.72,81.79,77.55,93.19,101.6,94.69,2223.22,90.74,5789.95,225.96,2190.29,317.68,1718.07,863.91
20160516,55.05,81.47,77.81,92.87,100.74,95.07,2232.44,90.1,5761.37,228.4,2197.35,315.83,1754.14,865.49
20160509,55.08,78.45,79.51,92.27,97.38,92.98,2248.26,89.48,5775.93,222.92,2156.65,302.51,1768.3,857.57
20160502,60.51,77.96,82.62,90.03,101.97,92.21,2330.7,88.53,5775.74,219.17,2148.01,295.28,1819.05,853.73
20160425,63.82,78.05,82.38,87.59,99.98,91.11,2378.4,88.89,5835.79,221.97,2170.44,301.72,1815.78,859.58
20160418,64.95,74.7,80.77,86.5,97.75,90.78,2359.52,89.2,5923.89,215.29,2128.58,290.61,1790.99,855.63
20160411,58.8,73.66,78.25,84.66,96.49,87.57,2273.32,89.41,6002.14,213.14,2072.42,285.65,1739.26,827.51
20160404,54.57,67.71,78.41,83.42,97.34,87.37,2235.34,89.86,6044.52,205.34,1980.2,262.21,1693.45,817.62
20160328,54.72,68.87,78.98,78.46,97.85,88.29,2272.08,90.44,6043.69,213.97,2011.35,268.84,1707.66,825.59
20160321,57.86,70.45,80.74,77.64,97.04,88.9,2316.9,91.06,5977.64,215.82,2053.5,279.85,1733.92,826.52
20160314,55.12,69.19,80.39,76.07,94.32,89.24,2314.82,91.17,5917.58,215.93,2040.15,276.71,1735.72,821.6
20160307,60.08,67.97,81.37,73.91,90.25,87.1,2322.38,91.89,5886.59,217.79,2023.52,273.99,1750.78,806.73
