Ç°¸ñºñ±³ Historical Data
Á¶È¸±â°£ :,2008-07-20 ~ 2018-07-18
Ç¥½Ã±âÁØ :,Value(Price)·Î Ç¥½Ã
¼ø¼­ :,ÃÖ±ÙºÎÅÍ(DESC)
º´ÇÕ±âÁØ :,Union
[ÁÖ°£Æò±Õ ±âÁØ]
,"Ã¶±¤¼® 62% [DCE] 2018.09RMB/ton","Ã¶±¤¼® 62% FE [ºÏÁß±¹ ¼öÀÔ°¡(CFR)] Çö¹°USD/dt","Ã¶±¤¼® TSI CFR China (62% Fe Fines) Index [SGX] 2018.08USD/ton","Ã¶±¤¼® Platts CFR China (Lump Premium) Index [SGX] 2018.08USD/100dmtu","Ã¶±¤¼® MB CFR China (58% FE Fines) Index [SGX] 2018.08USD/ton","Ã¶±¤¼® TSI CFR China (58% FE Fines) Index [SGX] 2018.08USD/ton","Ã¶±¤¼® 65% Pellet [Áß±¹(¼öÀÔ°¡)] Çö¹°USD/ton","Ã¶±¤¼® Fine 62% [Áß±¹(CFR)] Çö¹°USD/dmt","Ã¶±¤¼® Fines (Daily) [Áß±¹(¼öÀÔ°¡ CFR)] Çö¹°USD/ton","Àü±âµ¿ [LME] Dec1(2019.12)USD/ton","Àü±âµ¿ [LME] Çö¹°USD/ton","Àü±âµ¿ [LME] Dec2(2020.12)USD/ton","Àü±âµ¿ [LME] Dec3(2021.12)USD/ton","Àü±âµ¿ [LME] 3°³¿ù(o)USD/ton","Àü±âµ¿ [LME] 3°³¿ù(u)USD/ton","¾Ë·ç¹Ì´½ [LME] Çö¹°USD/ton","¾Ë·ç¹Ì´½ [LME] Dec1(2019.12)USD/ton","¾Ë·ç¹Ì´½ [LME] Dec2(2020.12)USD/ton","¾Ë·ç¹Ì´½ [LME] Dec3(2021.12)USD/ton"
20180716,464.83,63.48,63.77,28,48.51,49.81,130.39,#N/A,64.62,6250,6117.5,6291.67,6296.67,6149.17,6160,2093.33,2116.33,2152,2177
20180709,460.7,63.23,63.33,27.5,48.68,50.02,130.71,#N/A,63.85,6341,6242.4,6370,6375,6253.6,6250.6,2120.6,2134.6,2165,2186.4
20180702,460.9,63.21,63.56,28.6,49.18,50.74,129.38,#N/A,64.05,6556,6472.8,6577,6582,6472,6419.4,2132.8,2143.6,2168.2,2187.8
20180625,465.8,64.29,64.32,28.05,49.09,49.71,128.27,#N/A,65.23,6773,6695.8,6790,6795,6697.5,6692.6,2176.9,2188.2,2209.8,2226.4
20180618,454.38,64.45,64.41,23.6,49.04,49.48,128.77,#N/A,66.13,6938,6847.6,6955,6960,6852.8,6832.6,2182.3,2209.8,2229,2242.6
20180611,470.5,65.86,65.82,21.38,49.45,49.58,129.74,#N/A,67.37,7290,7191.7,7305,7310,7199.4,7192.2,2280.8,2287.8,2299,2305
20180604,466.3,64.81,64.94,19.5,50.82,50.07,129.05,#N/A,66.3,7218,7112.2,7237,7242,7121,7186.8,2315,2307.4,2315,2314
20180528,460,64.06,64.36,18.7,51.98,51.15,129.51,#N/A,65.29,6931.25,6822.63,6950,6955,6836,6857.5,2270.5,2253.25,2251,2241
20180521,459.5,64.34,64.36,18.65,51.79,51.13,131.07,#N/A,64.66,7004,6862.7,7023,7028,6889.8,6888.8,2264.8,2253.8,2248.8,2234.8
20180514,483.5,67.45,67.59,18.25,51.3,50.66,132.81,#N/A,67.93,6968,6809.1,6990,6995,6843.4,6851.2,2299,2248.8,2227.2,2194.2
20180507,472.1,66.95,66.96,17.9,52.2,50.92,132.09,#N/A,66.95,6976.25,6809.75,6993.75,7002.5,6844.63,6858.75,2319.88,2229.75,2206,2178.5
20180430,471.5,66.26,66.48,17.7,52.67,51.33,132.33,66.1,66.43,6965,6793.1,6985,6990,6831.1,6805.6,2283.2,2253.6,2253.2,2243.2
20180423,469.4,66.58,66.97,17.3,50.98,50.64,132.48,#N/A,66.5,7091,6910.6,7116,7121,6953,6943.8,2275,2241.4,2240.4,2228.6
20180416,452.9,66.02,65.95,17.75,48.96,48.79,132.19,#N/A,65.97,7071,6882.5,7103,7107,6927.4,6950.6,2465.6,2373.2,2348.6,2334.2
20180409,448.3,64.82,64.47,17.9,48.27,47.8,132.83,#N/A,64.69,7019,6834.3,7052,7052,6871.8,6871.8,2216.6,2210,2216.2,2225
20180402,447.33,63.64,63.37,17.39,48.19,47.87,133.8,#N/A,64.05,6893.75,6712.75,6921.25,6921.25,6749.75,6772,1979.5,2060,2089,2114.25
20180326,438.6,63.16,63.67,18.5,50.87,50.98,133.95,65.8,64.21,6800,6607,6825,6825,6650,6667,2015.75,2097,2124.25,2145.75
20180319,461.4,66.76,65.76,18,54.97,55.43,135.05,#N/A,66.68,6908,6731,6921,6919,6768.4,6750,2061.6,2135,2158,2178
20180312,484.1,70.36,69.01,16.5,56.98,57.67,136.53,#N/A,70.66,7086,6912.7,7094,7074,6949.8,6926.4,2080.9,2157.6,2178.6,2198.6
20180305,514.3,73.62,71.67,17.4,56.4,57.85,138.54,#N/A,74.45,7021,6865.9,7021,7002,6901,6929.2,2108.9,2172.4,2191.6,2211.6
20180226,544.5,79.13,77.7,19.8,58.01,60.43,139.82,70.4,78.99,7129,6965.4,7130,7117,7001.7,6976.8,2161.3,2194.6,2217,2243.6
20180219,539.75,78.44,77.48,18.95,55.02,56.48,137.95,#N/A,78.51,7210,7045.7,7210,7200,7088.4,7106.4,2219.8,2237.4,2262.4,2287.4
20180212,527.83,77.83,76.29,19.35,55.67,56.8,137.86,#N/A,77.61,7135,6982.7,7135,7125,7017,7070.8,2148.9,2205.4,2228.4,2253.4
20180205,523.3,76.77,74.58,18.55,55.76,56.22,138.62,#N/A,76.52,7098,6941.8,7094,7084,6985.8,6961.6,2177.9,2231.4,2257.4,2279
20180129,513.2,73.37,72.24,18.6,56.28,55.68,137.76,77.5,73.5,7215,7060.9,7213,7205,7103.5,7083,2230.2,2281.8,2304.6,2329.6
20180122,528.2,74.7,73.25,14.75,56.01,55.42,139.2,#N/A,75.47,7191,7014.5,7200,7197,7056.8,7062,2228,2283,2306,2331
20180115,535.1,75.63,73.78,12.1,56.11,55.86,139.83,#N/A,75.69,7239,7075.2,7246,7244,7114.8,7088.2,2213.5,2274.2,2299.8,2326
20180108,552.1,78.59,76.63,12.5,55.73,55.66,139.75,#N/A,78.33,7259,7102.1,7265,7264,7144.4,7125.6,2174.8,2265.2,2291.2,2321.2
20180101,539.88,75.98,73.48,12.13,54.25,51.72,142.32,76.3,75.76,7298.75,7149,7302.5,7301.25,7195.25,7171.5,2233.13,2326.75,2353,2379.75
20171225,524.3,73.39,72,10.5,54.75,44.74,144.54,#N/A,73.48,7271.67,7171,7298.33,7301.67,7208.5,7255,2229,2280.33,2319,2345
20171218,531.6,73.85,72.02,10.8,54.82,44.47,145.9,#N/A,74.02,7026,6922,7054,7055,6955.4,7010.8,2089.2,2155,2194.8,2220.2
20171211,502.6,70.73,68.4,11.3,53.86,44.14,144.01,#N/A,70.47,6765,6661,6788,6786,6701.1,6737.2,2009.1,2077.8,2119,2145.6
20171204,526.4,70.13,68.33,10.95,53,45.21,144,#N/A,69.77,6707,6612,6726,6720,6644.7,6623.4,2023.8,2094,2133.8,2159.4
20171127,511.4,69.08,67.72,13.95,50.82,45.19,141.48,72.3,68.24,6881,6788.7,6896,6891,6818.1,6833.8,2070.2,2137.6,2174.6,2200.4
20171120,477.4,66.12,64.98,17.65,48.02,42.81,139.26,#N/A,65.35,6963,6863.1,6981,6975,6896.9,6932,2081.7,2148.6,2185,2210.4
20171113,459.3,62.61,61.86,19.6,45.26,42.28,140.21,#N/A,62.28,6859,6759.7,6883,6884,6797,6798.6,2090,2156.6,2191.2,2218
20171106,463.6,63.13,62.21,20.5,43.68,41.86,142.18,#N/A,62.64,6929,6830.3,6952,6956,6862.3,6856.4,2110.9,2177.2,2211.2,2237.2
20171030,432.9,59.67,58.9,18.1,44.03,41.64,142.45,64.2,59.26,6954,6862.5,6971,6973,6889.1,6889.8,2157.6,2221.4,2254.4,2280.6
20171023,454,61.52,61.23,23.5,43.25,40.5,141.72,#N/A,61.64,7047,6959.9,7066,7067,6983.7,6964,2144.2,2205.6,2238.8,2266.4
20171016,454.9,61.24,61.58,22.85,43.09,40.3,142.38,#N/A,62.25,7099,7001.8,7125,7127,7031.8,7022.4,2129.8,2195.4,2228.6,2257.6
20171009,441.7,60,59.45,25,42.91,40.69,137.54,#N/A,61.19,6850,6720.8,6879,6883,6766.7,6797,2129.9,2205.8,2237.8,2267.4
20171002,#N/A,61.62,62.4,26.5,43.22,40.13,#N/A,#N/A,61.97,6644,6501,6680,6680,6541.6,6574,2113.3,2182.4,2209.2,2245.6
20170925,462.5,62.5,63.37,33.5,47.08,41.84,129.74,61.7,63.42,6578,6431,6616,6618,6479.6,6458.8,2114.8,2187,2221.6,2252
20170918,492.4,66.76,65.8,36.6,54.3,47.57,134.37,#N/A,67.98,6603,6462.3,6634,6637,6508.5,6497.2,2125.8,2201.2,2238.8,2275.6
20170911,528.2,74.28,71.72,37.2,55.48,48.81,137.42,#N/A,74.71,6668,6548.2,6699,6702,6586.8,6585.4,2079.9,2165.2,2205,2242
20170904,563.2,76.13,74.51,32.3,56.21,49.54,138.76,#N/A,76.61,6956,6852.7,6978,6980,6881.6,6869.8,2078.8,2148.6,2185.2,2221.6
20170828,564.1,76.29,75.05,26.9,56.16,49.11,133.6,71.5,77.13,6880,6780,6896.25,6897.5,6807.25,6807,2096.38,2158.25,2192.75,2230.25
20170821,587.5,77.14,75.73,21.6,56.8,49.15,127.05,#N/A,78.59,6694,6588.9,6714,6717,6617.8,6626.4,2094.6,2132,2169,2205.6
20170814,537.8,73.51,71.98,18.65,53.91,47.22,118.35,#N/A,74.94,6525,6415.8,6542,6544,6450.5,6457.8,2072.2,2108.8,2147.4,2185.8
20170807,559.4,75.89,74.12,18.2,53.85,48.58,116.2,#N/A,75.88,6492,6386.4,6515,6517,6415.6,6428,1996.7,2051.6,2093,2131.2
20170731,556.8,73.78,71.7,16.4,53.88,48.13,112.08,76.1,73.32,6425,6313.5,6453,6455,6343.1,6349.4,1895.3,1966.2,2001.8,2033
20170724,521.5,69.53,67.53,19.5,51.84,46.88,106.79,#N/A,69.34,6310,6199.2,6336,6336,6230.4,6248,1902.7,1971.2,1999.8,2027
20170717,514.6,68.48,66.97,20.3,50.03,44.75,105.44,#N/A,68.22,6071,5958.7,6096,6096,5991,6001,1898.8,1964.6,1991.2,2016.8
20170710,485.3,65.47,63.99,19.7,48.69,43.87,100,#N/A,65.03,5948,5843.5,5969,5969,5870.8,5876.2,1897,1948.2,1976.2,2001.2
20170703,473.5,63.96,62.2,18.8,47.24,44.33,97.28,#N/A,63.11,5940,5839.3,5958,5958,5866.1,5867.8,1915.9,1962.4,1990.2,2015.2
20170626,454.6,62.6,60.77,18.1,45.26,41.71,95.49,67.7,62.92,5921,5839,5931,5927,5858,5878.2,1881.7,1927.8,1954.4,1979.4
20170619,430.8,56.67,55.64,17.45,43.07,39.58,94.43,#N/A,56.57,5795,5704.1,5810,5808,5729,5735.8,1871.2,1918,1942.6,1967.6
20170612,426.2,54.81,54,17.75,43.1,39.84,95.08,#N/A,54.73,5777,5677.6,5790,5787,5707.8,5706.6,1875.3,1920.8,1944.8,1969.8
20170605,430.3,55.93,54.51,11.75,43.43,38.08,95.12,#N/A,55.63,5712,5617.8,5724,5722,5646.3,5686.8,1903.6,1936.6,1957.6,1982.6
20170529,428.83,57.36,56.22,10.4,39.3,38.92,94.43,57.5,57.56,5697.5,5604.88,5711.25,5707.5,5629,5673.5,1927.38,1955.75,1975.75,2000.75
20170522,471.8,60.61,60.12,7.65,41.06,42.79,94.29,#N/A,60.77,5754,5667.2,5766,5764,5687.2,5704.4,1943.4,1973.6,1995.2,2020.2
20170515,466.2,62.17,61.08,6.4,41.04,43.69,91.55,#N/A,61.69,5657,5566.2,5672,5668,5585.7,5619.8,1917.1,1954.4,1980.4,2009.6
20170508,463.6,60.8,60.5,5.6,42.12,43.38,93.04,#N/A,60.67,5616,5514.9,5632,5629,5538.5,5532.4,1878,1927.2,1956,1986
20170501,506.13,65.64,64.53,5.25,47,51.53,97.3,62.4,66.08,5718.75,5614.13,5727.5,5713.75,5643.75,5624.75,1910.38,1958,1980.75,2010.75
20170424,501.1,66.89,66.47,5.25,46.39,51.4,97.76,#N/A,66.89,5762,5663.4,5764,5744,5692.6,5694,1942.6,1990.8,2015.4,2045.4
20170417,487,65.37,63.86,4.1,45.43,50.59,96.93,#N/A,65.53,5705,5608.38,5706.25,5685,5639.63,5622.5,1919.13,1971.5,1997.75,2027.75
20170410,514.6,71.7,68.3,3.5,50.76,52.53,102.02,#N/A,71.45,5800,5704.25,5803.75,5781.25,5733.75,5711.25,1908.38,1963.5,1990.5,2019.75
20170403,554.83,78.94,75.95,4.8,61.11,69.57,109.2,#N/A,79.34,5876,5798.1,5869,5848,5829.5,5834.6,1946.8,1998.2,2021.4,2050.2
20170327,638.9,80.95,79.41,4.51,66.5,79.35,110.38,70.2,81.6,5865,5800.8,5857,5835,5821.3,5840.2,1933.4,1979.8,2003.8,2032
20170320,686.8,86.51,83.93,4.8,71.64,83.82,114.74,#N/A,87.1,5850,5788.3,5839,5815,5817.5,5810,1913.3,1964.6,1988,2017.2
20170313,698.2,90.58,86.98,5.08,72.73,77.12,116.45,#N/A,90.46,5882,5838.2,5866,5845,5858,5864.8,1878.4,1931.8,1958.6,1988.2
20170306,662.7,87.57,81.45,5.28,70.08,71.72,114.54,#N/A,88.05,5808,5762.9,5792,5771,5777.3,5755.4,1867.7,1923.8,1952.8,1982
20170227,697.5,92.16,86.27,5.74,72.98,76.44,117.5,88,91.71,5984,5961.4,5967,5947,5969,5957.2,1915,1959.4,1986.6,2016.2
20170220,712.8,93.02,88.6,5.83,72.86,78.72,116.12,#N/A,92.67,6006,5976.8,5988,5966,5987.9,6009,1877.7,1934.2,1962.6,1992.6
20170213,701.6,91.72,87.24,5.25,72.25,77.27,116.56,#N/A,91.08,6074,6045.2,6053,6031,6059.9,6035.2,1875,1934.4,1963.2,1993.2
20170206,633.4,83.52,80.32,4.85,67.96,70.53,112.28,#N/A,83.58,5875,5837.6,5867,5845,5847.4,5893,1826,1894.8,1926.6,1956.6
20170130,626,82.55,81.36,5.5,66.89,71.5,113,89,83.05,5921,5889.6,5903,5881,5902,5877.2,1813.4,1862.2,1888.6,1918.6
20170123,632.63,82.74,81.07,5.9,67.95,71.04,113.05,#N/A,82.6,5893,5851.6,5877,5861,5871.9,5887.2,1850.8,1880.8,1906.2,1940.2
20170116,636.9,81.74,79.39,7.05,66.11,69.52,112.6,#N/A,81.73,5803,5753.1,5788,5778,5780.1,5796.6,1817.8,1852.2,1887.4,1933.4
20170109,588.5,79.91,76.39,8.7,63.56,66.58,109.02,#N/A,79.82,5734,5690.5,5719,5709,5714.9,5765.6,1760.3,1806.6,1844.2,1892.2
20170102,552.63,77.91,71.78,9.76,60.03,61.34,107.95,#N/A,77.59,5575,5558,5560,5550,5575.5,5577,1708.63,1750,1787.25,1835
20161226,555.6,80.24,75.74,10.04,62.47,65.59,107.08,80,79.85,5530,5500.33,5510,5493.33,5516.5,5515.33,1717.67,1722.67,1751.33,1787.67
20161219,564.3,79.4,74.7,10.09,62.16,64.76,108.46,#N/A,78.86,5517,5490.6,5499,5479,5504.1,5504.4,1729.5,1734.2,1763.6,1799.2
20161212,619,82.35,78.08,8.2,64.75,68.2,112.6,#N/A,81.83,5735,5717.8,5720,5701,5727.9,5716.4,1745,1752.8,1782,1819.8
20161205,623.4,80.5,76.26,8,62.38,66.36,113.92,#N/A,80.81,5859,5854.6,5835,5815,5860.2,5855,1729.6,1742.6,1772.2,1811.6
20161128,632.7,77.67,73.22,8.42,60.74,63.42,114.5,80,77.27,5804,5792.5,5783,5765,5801,5809.4,1730,1748.8,1780,1820
20161121,597,76.1,71.91,13.6,58.71,61.99,111.14,#N/A,75.53,5709,5674.9,5710,5713,5693,5733.8,1751.1,1766.6,1799.6,1839.6
20161114,588.7,74.25,69.86,15.65,57.05,60,111.16,#N/A,73.84,5499,5479.8,5512,5522,5485.3,5473.4,1723.1,1739,1781.2,1828.2
20161107,550.3,72.67,69.97,16.62,55.89,59.88,108.02,#N/A,72.13,5426,5386,5450,5469,5400.7,5381.4,1741.8,1773.4,1819.2,1871.8
20161031,498.4,65.3,62.06,16.32,49.69,51.5,103.54,73,65.1,4937,4884.4,4969,4998,4898.9,4926.4,1721.7,1757.6,1804.6,1860.6
20161024,469.2,62.59,59.94,16.5,46.74,48.33,101.34,#N/A,62.26,4773,4723.8,4804,4833,4736.2,4749.6,1666.7,1711.6,1761.8,1818.6
20161017,439.9,58.83,56.77,16.5,44.87,45.61,98.8,#N/A,58.55,4717,4650,4755,4785,4670.7,4665.4,1632,1679.4,1732.2,1790
20161010,420.5,56.95,55.08,16.5,42.35,43.71,99.74,#N/A,57.09,4834,4763.9,4867,4896,4785.9,4776,1680.2,1721.6,1773.2,1831.4
20161003,#N/A,54.95,53.17,16.5,42.13,41.57,#N/A,#N/A,55.86,4838,4771.8,4866,4894,4793.5,4800.4,1665.1,1718,1770.2,1828
20160926,410.5,56.09,55.36,18,44.14,45.54,101,59,56.48,4871,4805,4898,4928,4823.1,4833.2,1645.6,1706.8,1759.6,1817.6
20160919,401.2,55.94,54.58,18.2,43.43,44.69,92.52,#N/A,56.09,4832,4765.5,4860,4890,4789.1,4805.2,1588.1,1648,1697.8,1748.6
20160912,397.67,56.4,53.65,18,43.27,43.81,90.17,#N/A,56,4732,4673.9,4760,4790,4693.6,4717,1554.9,1618.6,1667,1718.4
20160905,414.9,59.07,55.55,18.5,44.21,45.95,89.98,#N/A,58.56,4681,4621.8,4716,4752,4638.9,4633.8,1571.6,1638.4,1683.8,1732.4
20160829,419.2,59.87,57.13,17.63,45.71,48.37,90.18,58,59.13,4671.25,4609.63,4707.5,4747.5,4624,4617.5,1601.88,1664.5,1707.5,1755.75
20160822,446,61.51,59.86,18,47.22,51.03,91.54,#N/A,61.05,4744,4674.2,4784,4820,4689.7,4681.6,1642.6,1697,1737.8,1785
20160815,443,61.34,58.46,18,46.71,49.65,91.14,#N/A,60.96,4840,4775.2,4875,4900,4789.7,4792.8,1669,1720,1761,1808.2
20160808,493.5,61.11,59.19,17.25,47.3,50.37,90.64,#N/A,60.47,4854,4801.1,4884,4909,4810.5,4817,1636.4,1686.6,1728.6,1774.8
20160801,480,60.92,58.09,17,46.49,49.36,88.16,61,61.22,4904,4843.3,4930,4955,4859.8,4853,1629,1679,1720.2,1767.4
20160725,454.2,58.84,56.99,17.25,45.61,48.09,85.76,#N/A,58.73,4927,4873.3,4952,4978,4886,4897.4,1597.9,1652.8,1693.6,1740.4
20160718,433.7,56.74,53.31,15.5,43.72,45.03,85.53,#N/A,56.33,4975,4917.4,5000,5027,4932.8,4951.2,1618.3,1670.8,1710.8,1758
20160711,448.8,58.58,54.46,15.5,44.84,47.47,85.56,#N/A,58.22,4930,4866.6,4956,4982,4887.4,4880.6,1664.5,1712.4,1752.8,1800
20160704,429.7,55.71,52.74,15.5,42.76,46.07,83.94,#N/A,55.66,4838,4780.3,4863,4889,4796,4770.2,1635.6,1684.2,1725.8,1772.6
20160627,416,54.22,52.09,15.5,42.25,45.47,83.02,57,54.28,4817,4772,4839,4862,4782.1,4809,1617.7,1668.2,1711.2,1758.2
20160620,380.4,51.88,49.21,15.5,39.93,42.5,80.38,#N/A,51.34,4694,4653.9,4720,4745,4662.9,4697.2,1616.7,1669,1712.8,1759.8
20160613,365.4,51.43,47.89,15.5,38.78,41.19,77.72,#N/A,51.18,4600,4540.7,4632,4659,4554.8,4568.6,1599,1652.4,1696.6,1743.6
20160606,364.33,52.46,48.4,15.5,39.27,41.52,76.53,#N/A,52.27,4636,4587.1,4659,4675,4597.5,4579.4,1572.1,1632.2,1679.8,1727
20160530,345.7,49.92,45.92,16.9,38.29,39.27,75.52,52,49.42,4641.25,4647.25,4651.25,4661.25,4631.63,4643,1548.5,1609,1658,1704.5
20160523,348.7,51.21,47.95,19,39.46,41.23,77.3,#N/A,50.72,4645,4655.2,4659,4665,4636.8,4640.4,1544.6,1606,1651.8,1697.8
20160516,372.9,55.62,51.05,19,43.38,44.49,79.46,#N/A,55.05,4620,4620.3,4632,4637,4611.8,4615.8,1536.4,1602.2,1646.4,1691.4
20160509,384.6,55.22,50.93,19,44.21,44.27,82.24,#N/A,55.08,4710,4720.3,4716,4717,4710.4,4684.8,1546.6,1612,1653.2,1698.2
20160502,428.13,60.98,58.11,19.7,49.61,51.25,89.4,#N/A,60.51,4856.25,4872,4856.25,4857.5,4857.5,4841.25,1610.13,1670,1707.25,1752.25
20160425,454.3,63.52,61.25,19,52,53.02,89.8,55,63.82,4952,4965.1,4952,4952,4953.3,4957.2,1647.5,1692.2,1733.6,1783.6
20160418,446.6,64.97,61.6,17.7,50.91,53.61,81.6,#N/A,64.95,4901,4917.9,4901,4901,4906.3,4943.2,1594.7,1646.2,1693.6,1745.6
20160411,408.5,58.61,56.01,14.05,47.25,47.97,77.52,#N/A,58.8,4749,4768.5,4749,4749,4752.6,4769.6,1527.3,1598.2,1650,1705.8
20160404,376.88,54.31,51.31,12.8,44.27,43.56,75.03,#N/A,54.57,4725,4747.2,4724,4724,4731.8,4735.4,1495.8,1587.8,1642.8,1703.2
20160328,382.7,54.73,51.94,12.3,46.29,45.66,75.78,61,54.72,4853.75,4903.75,4848.75,4848.75,4875.38,4878,1491.63,1579.5,1634.75,1694.75
20160321,436.7,57.19,53.69,12.55,48.34,47.78,77.04,#N/A,57.86,4986.25,5035.25,4981.25,4981.25,5014.5,5005.25,1479.13,1578,1632,1692
20160314,428,54.66,52.02,10.96,43.67,46.05,76.54,#N/A,55.12,4947,4998.2,4942,4942,4979.9,4983,1507.4,1597,1648.6,1708.6
20160307,422.5,59.45,54.61,11.6,44,48.56,73.72,#N/A,60.08,4922,4955.5,4921,4921,4945.7,4932.6,1573.5,1640.4,1686.2,1746.2
20160229,378.7,51.55,49.14,11.57,40.68,43.26,62.4,56,51.7,4767,4791.8,4768,4778,4782.1,4798.2,1600,1639.8,1689.6,1749.6
20160222,367.4,49.95,47.61,11.5,39.83,41.74,60.74,#N/A,50.56,4654,4656.2,4655,4669,4655.4,4658,1577.8,1623.2,1673.4,1733.4
20160215,341.1,46.89,45,10,37.86,41.78,58.96,#N/A,47.01,4569,4574.9,4571,4583,4573.5,4574.4,1527.2,1587.8,1638.6,1698.6
20160208,#N/A,43.57,42.28,9.25,35.8,39.08,57.5,#N/A,45.73,4498,4514.5,4498,4510,4512,4513.8,1496,1556.8,1606.8,1666.8
20160201,329.9,44.72,42.85,9.2,36.2,39.68,56.1,47,44.55,4597,4614.4,4601,4600,4611.1,4610.6,1524.3,1581.2,1632.4,1694.4
20160125,318.9,42.14,40.91,8.45,35.46,37.73,55.6,#N/A,41.74,4495,4511.5,4496,4511,4509.3,4517,1505,1565.2,1618.4,1684.4
20160118,316.7,41.88,40.2,6.63,35.05,37.02,55.6,#N/A,42.11,4393,4398.3,4407,4424,4396.7,4407,1481.9,1545.6,1600.6,1667.4
20160111,304.5,40.13,37.94,6.65,33.26,34.71,55.32,#N/A,40.67,4366,4362.7,4381,4400,4367.9,4381.4,1465.4,1532.6,1589,1656.2
20160104,319.8,42.16,38.96,6.75,34.39,35.64,56.24,#N/A,43.03,4582,4578.5,4605,4633,4577.1,4580.8,1465.4,1549.8,1606.6,1674.4
20151228,316,42.63,41.63,6.23,36.27,38.33,55.33,42,42.65,4696.67,4700.67,4708.33,4728.33,4702.67,4730.5,1516.5,1557,1602,1658.33
20151221,305.3,40.48,39.25,5.9,34.88,36.06,54.64,#N/A,40.77,4688.75,4677.25,4703.75,4723.75,4688.38,4709.67,1527,1559,1604.75,1660.25
20151214,292.6,39.22,38.01,5.65,34.52,34.76,54.96,#N/A,39.43,4611,4601.8,4629,4645,4607.5,4614.4,1484.4,1516.2,1561.2,1617.4
20151207,287.8,39.04,36.73,6.43,33.88,33.48,57.42,#N/A,38.72,4605,4603.8,4612,4609,4603.4,4611.8,1486.6,1526.6,1571.6,1627.6
20151130,292.5,40.76,37.95,7.35,35.7,34.54,59.04,41,41.42,4589,4593.1,4588,4583,4586.7,4594.4,1461.9,1507.6,1558,1613
20151123,304.3,44.27,42.39,6.85,40.48,38.73,63.08,#N/A,44.24,4559,4577.3,4556,4551,4562.3,4568,1447.1,1501.2,1557.4,1615.4
20151116,339.2,46.32,43.92,7.35,41.24,40.28,65.26,#N/A,46,4675,4686.8,4683,4683,4673.4,4651.2,1459.1,1518.2,1576.2,1635.2
20151109,347.6,48.18,45.47,7,42.79,41.84,66.38,#N/A,48.19,4893,4910.4,4894,4890,4897.4,4896,1489.3,1537.6,1591.8,1649.4
20151102,351.1,48.24,44.81,6.05,43.62,41.09,68.46,#N/A,48.94,5072,5101,5060,5055,5086.9,5074.2,1471.8,1537.6,1594.6,1659
20151026,362.3,50.11,47.95,6.12,44.31,44.1,72.04,47,50.39,5153,5185.6,5139,5132,5175,5181,1448.8,1531.8,1589.6,1657.6
20151019,368.3,52.35,49.11,8.31,44.82,45.29,73.24,#N/A,52.56,5207,5236.7,5186,5173,5229.7,5208,1498.8,1585,1649,1720.4
20151012,376.2,54.49,50.35,10.84,46.11,46.48,75.02,#N/A,54.84,5252,5297.5,5237,5228,5282.9,5288,1569.3,1644.8,1709.8,1781.2
20151005,378.5,55.39,51.04,11.13,46.38,46.97,78.2,#N/A,54.28,5186,5207.9,5186,5196,5197.7,5216,1563.9,1636.2,1701.6,1771.8
20150928,368.5,55.43,51.34,10.66,46.83,47.2,79.37,53,55.68,5043,5065.4,5047,5058,5050.6,5053.8,1554.3,1631.8,1699.8,1768.8
20150921,382.2,57.31,54.04,12.51,49.89,49.89,80,#N/A,56.45,5117,5130.8,5123,5127,5120,5110.4,1577.9,1658.2,1722.6,1787.6
20150914,396.9,57.46,53.96,13.62,50.98,50.41,80.5,#N/A,57.53,5314,5338.2,5310,5310,5328.6,5338.4,1605.8,1688.4,1750,1815
20150907,396.3,58.06,#N/A,#N/A,#N/A,#N/A,81.36,#N/A,57.87,5294,5314.8,5301,5315,5299.8,5315.6,1606.3,1694.4,1755.4,1819.4
20150831,387.83,56.55,#N/A,#N/A,#N/A,#N/A,80.98,57,56.5,5145,5147.75,5162.5,5191.25,5131.88,5144.25,1588.88,1679.5,1740.75,1805
20150824,368.1,54.3,#N/A,#N/A,#N/A,#N/A,81.38,#N/A,54.07,4998,5000.6,5022,5051,4980.9,5048,1520.6,1616,1679,1743.6
20150817,379.4,56.55,#N/A,#N/A,#N/A,#N/A,85.2,#N/A,56.39,5085,5042.9,5117,5150,5044.9,5053.6,1529,1630,1690.2,1750.8
20150810,377.7,56.44,#N/A,#N/A,#N/A,#N/A,87.84,#N/A,56.57,5199,5139.4,5227,5259,5153,5190,1545.3,1647.6,1704.2,1760.4
20150803,370.3,56.19,#N/A,#N/A,#N/A,#N/A,88.34,#N/A,56.03,5238,5172.8,5278,5313,5183,5198.6,1564.1,1675.6,1733.2,1789.8
20150727,361.8,54.6,#N/A,#N/A,#N/A,#N/A,85.46,56,54.15,5314,5238.5,5355,5394,5249.3,5267.4,1606.2,1717.6,1773,1828.8
20150720,355.3,51.75,#N/A,#N/A,#N/A,#N/A,85.26,#N/A,51.88,5453,5363.1,5501,5548,5382.3,5370.2,1615.3,1734,1785,1838.4
20150713,364.7,50.19,#N/A,#N/A,#N/A,#N/A,85.16,#N/A,50.39,5629,5540,5678,5713,5561.6,5553.2,1662.8,1763.6,1813.2,1872.2
20150706,372.7,48.6,#N/A,#N/A,#N/A,#N/A,86.2,#N/A,49.11,5581,5504.6,5619,5639,5520,5506,1642.1,1742.8,1793.2,1853.2
