품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20160216,46.78,301,223,346,527,809,252,184,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160215,46.26,295,204,334,528,816,247,183,1621,2596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160212,45.73,291,199,324,535,819,243,183,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160211,45.73,290,206,312,541,813,244,184,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160210,45.73,290,208,301,551,793,247,186,#N/A,#N/A,446,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160209,#N/A,291,207,297,554,787,250,188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160208,#N/A,293,207,298,572,791,255,190,1629,2672,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160205,45.73,297,212,295,588,795,262,194,#N/A,#N/A,#N/A,772.27,566.92,822.86,#N/A,#N/A,#N/A,#N/A
20160204,45.52,298,208,289,609,800,271,197,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160203,44.63,303,209,284,615,802,280,203,#N/A,#N/A,450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160202,43.84,310,217,282,625,808,289,212,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160201,43.02,314,215,282,635,815,299,216,1657,2567,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160130,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,837,814,939,866
20160129,41.72,317,211,287,645,817,304,219,#N/A,#N/A,#N/A,778.79,591.51,838.64,#N/A,#N/A,#N/A,#N/A
20160128,41.92,325,216,293,650,806,316,222,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160127,42.43,337,235,303,664,812,327,225,#N/A,#N/A,453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160126,41.08,345,242,312,674,820,338,229,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160125,41.57,354,254,325,680,838,350,231,1617,2505,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160122,42.2,354,229,334,686,859,358,233,#N/A,#N/A,#N/A,785.11,615.77,847.14,#N/A,#N/A,#N/A,#N/A
20160121,41.29,355,206,346,686,870,366,237,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160120,41.61,358,186,360,691,876,372,238,#N/A,#N/A,453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160119,42.78,363,185,369,693,882,381,240,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160118,42.66,369,197,375,702,882,388,243,1594,2468,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160115,41.12,373,198,381,707,897,394,245,#N/A,#N/A,#N/A,770.86,680.22,849.94,#N/A,#N/A,#N/A,#N/A
20160114,40.22,383,225,388,712,906,402,247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160113,39.51,394,245,399,717,929,412,250,#N/A,#N/A,447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160112,41.19,402,266,411,718,957,416,250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160111,41.31,415,314,420,715,988,422,251,1738,2726,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160108,42.13,429,343,434,716,1016,430,256,#N/A,#N/A,#N/A,734.95,745.91,856.91,#N/A,#N/A,#N/A,#N/A
20160107,42.65,445,399,450,716,1043,436,259,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160106,42.91,467,467,464,719,1051,442,263,#N/A,#N/A,446,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160105,43.11,468,462,466,712,1057,445,266,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160104,44.37,473,472,464,688,1065,449,267,2030,3344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151231,43.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,723.26,836.96,898.23,#N/A,#N/A,#N/A,#N/A
20151230,43.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,851,832,945,873
20151229,42.31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151228,41.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,726.91,488.68,936.57,#N/A,#N/A,#N/A,#N/A
20151224,41,478,470,462,580,869,450,270,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151223,40.82,475,469,457,578,873,450,270,#N/A,#N/A,449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151222,40.8,474,485,445,577,879,449,271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151221,40.46,478,512,433,571,889,449,273,2099,3530,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151218,40.1,477,524,426,568,897,449,273,#N/A,#N/A,#N/A,716.42,487.26,938.56,#N/A,#N/A,#N/A,#N/A
20151217,39.43,471,524,421,565,897,448,274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151216,39.18,471,549,415,565,898,448,275,#N/A,#N/A,455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151215,39.36,484,623,411,564,897,449,276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151214,39.06,508,722,410,558,904,450,279,2510,4088,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151211,38.3,522,779,410,557,920,451,282,#N/A,#N/A,#N/A,712.58,527.17,912.35,#N/A,#N/A,#N/A,#N/A
20151210,38.52,534,824,408,556,920,455,285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151209,39.08,546,857,412,552,943,460,286,#N/A,#N/A,468.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151208,38.65,551,870,420,550,956,461,286,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151207,39.06,551,852,426,550,962,465,286,2670,4195,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151204,40.03,563,890,433,550,962,469,286,#N/A,#N/A,#N/A,718.58,494.1,853.74,#N/A,#N/A,#N/A,#N/A
20151203,40.75,574,931,438,547,962,470,286,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151202,41.13,590,1001,446,543,953,472,286,#N/A,#N/A,476.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151201,42.24,598,1046,450,537,926,471,286,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151130,42.97,584,1007,453,531,907,469,285,2611,4318,#N/A,#N/A,#N/A,#N/A,859,841,953,878
20151127,44.5,581,989,456,528,904,467,283,#N/A,#N/A,#N/A,750.54,535.22,825.85,#N/A,#N/A,#N/A,#N/A
20151126,43.98,562,898,459,526,899,467,284,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151125,44.07,546,807,463,522,891,467,285,#N/A,#N/A,481.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151124,43.89,528,731,460,521,890,467,285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151123,44.75,516,698,461,522,888,469,286,2432,3593,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151120,44.91,498,606,463,522,887,472,288,#N/A,#N/A,#N/A,775.69,484.14,795.77,#N/A,#N/A,#N/A,#N/A
20151119,45.44,504,619,468,522,883,479,290,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151118,46.35,519,671,477,522,879,491,292,#N/A,#N/A,487.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151117,45.58,537,733,487,528,871,504,296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151116,47.74,550,770,500,517,863,516,302,2672,3894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151113,48.14,560,809,514,516,861,523,304,#N/A,#N/A,#N/A,762.64,544.33,785.98,#N/A,#N/A,#N/A,#N/A
20151112,47.81,579,881,534,512,853,533,307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151111,48.58,599,946,555,505,852,543,311,#N/A,#N/A,491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151110,#N/A,622,1018,575,492,835,554,316,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151109,48.24,628,1021,589,485,831,562,319,2954,4302,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151106,48.21,631,1003,603,464,828,571,323,#N/A,#N/A,#N/A,742.02,641.51,803.99,#N/A,#N/A,#N/A,#N/A
20151105,48.71,640,1002,618,461,822,584,328,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151104,49.18,657,1043,636,457,822,596,333,#N/A,#N/A,500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151103,49.11,680,1099,653,451,823,609,339,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151102,49.5,706,1184,665,456,816,620,347,3088,4924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151030,49.83,721,1229,675,464,788,629,349,#N/A,#N/A,#N/A,744.44,759,799.45,865,848,958,884
20151029,49.65,728,1254,682,464,750,633,351,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151028,49.95,736,1275,687,467,744,643,354,#N/A,#N/A,521,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151027,51.5,739,1307,686,473,756,645,356,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151026,51.03,759,1403,681,471,737,646,360,#N/A,5389,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151023,51.62,774,1461,683,474,739,648,362,#N/A,#N/A,#N/A,752.21,537.73,787.93,#N/A,#N/A,#N/A,#N/A
20151022,52.18,786,1512,685,477,739,649,365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151021,52.79,780,1483,693,479,749,652,366,#N/A,#N/A,543,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151020,52.93,762,1399,701,485,751,654,368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151019,53.3,747,1312,710,480,756,656,371,3132,5008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151016,53.76,754,1318,722,477,771,658,376,#N/A,#N/A,#N/A,764.84,568.71,786.29,#N/A,#N/A,#N/A,#N/A
20151015,53.74,766,1368,742,477,772,661,378,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151014,55.12,787,1457,761,481,771,662,379,#N/A,#N/A,563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151013,54.97,804,1531,770,489,769,664,379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151012,56.61,809,1551,768,497,778,666,380,3466,5270,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151009,56.01,809,1549,761,503,783,669,380,#N/A,#N/A,#N/A,782.73,533.91,792.56,#N/A,#N/A,#N/A,#N/A
20151008,55.97,817,1598,736,506,790,672,382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151007,53.14,841,1742,709,509,786,676,384,#N/A,#N/A,572,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151006,53.14,869,1860,700,507,774,681,386,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151005,53.14,881,1901,699,505,754,688,390,3964,6147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151002,53.14,889,1931,701,503,745,691,392,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151001,56.04,888,1911,704,506,725,695,396,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150930,56.32,900,1936,712,511,715,703,398,#N/A,#N/A,593,#N/A,#N/A,#N/A,874,856,967,891
20150929,56.05,926,2031,725,521,698,713,400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150928,56.86,943,2075,738,528,703,724,402,3764,6520,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150925,56.98,943,2024,744,532,706,733,408,#N/A,#N/A,#N/A,814.09,571.95,812.02,#N/A,#N/A,#N/A,#N/A
20150924,#N/A,922,1911,751,534,705,738,411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150923,55.3,917,1872,761,524,697,742,414,#N/A,#N/A,617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150922,56.21,923,1873,769,513,674,749,417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150921,57.3,978,2096,769,514,671,757,421,3779,6673,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150918,57.69,960,1995,753,518,666,762,426,#N/A,#N/A,#N/A,827.16,622.6,820.32,#N/A,#N/A,#N/A,#N/A
20150917,57.37,883,1637,727,522,658,772,431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150916,57.21,814,1264,716,526,639,783,439,#N/A,#N/A,631,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150915,57.28,802,1196,720,527,626,789,445,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150914,58.1,805,1185,723,535,629,799,452,3080,4932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150911,#N/A,818,1198,735,544,635,810,460,#N/A,#N/A,#N/A,819.87,673.25,826.8,#N/A,#N/A,#N/A,#N/A
20150910,59.01,830,1202,751,555,640,824,468,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150909,58.18,855,1256,776,564,642,838,472,#N/A,#N/A,664,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150908,57.42,873,1286,793,574,639,848,477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150907,56.85,876,1243,812,578,640,857,482,3097,5219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150904,56.5,875,1187,837,580,633,870,485,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150903,56.5,891,1195,870,584,628,882,483,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150902,56.7,906,1194,912,586,616,896,481,#N/A,#N/A,666,820.91,718.97,835.03,#N/A,#N/A,#N/A,#N/A
20150901,56.59,911,1176,949,587,609,912,480,2801,4616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150831,56.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,880,865,974,894
20150828,56.04,903,1071,974,591,598,925,480,#N/A,#N/A,#N/A,833.25,690.38,841.58,#N/A,#N/A,#N/A,#N/A
20150827,53.93,905,1051,1000,596,593,931,479,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150826,53.67,918,1089,1031,604,595,933,477,#N/A,#N/A,669,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150825,53.45,942,1248,1047,610,601,934,473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150824,53.28,968,1403,1052,626,611,933,469,3897,6193,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150821,56.1,994,1559,1054,639,622,930,464,#N/A,#N/A,#N/A,844.42,674.54,854.33,#N/A,#N/A,#N/A,#N/A
20150820,55.84,1014,1679,1052,645,632,924,460,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150819,56.41,1031,1773,1049,657,644,920,453,#N/A,#N/A,674,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150818,56.92,1046,1838,1052,675,654,915,449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150817,56.66,1063,1913,1057,678,665,908,449,4200,6589,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150814,56.74,1055,1884,1057,678,668,905,449,#N/A,#N/A,#N/A,819.62,745.6,867.49,#N/A,#N/A,#N/A,#N/A
20150813,57.02,1046,1875,1054,680,673,901,448,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150812,56.31,1093,2107,1053,676,673,899,447,#N/A,#N/A,681,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150811,56.22,1162,2367,1043,680,677,900,446,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150810,#N/A,1197,2499,1028,687,694,901,443,4821,7989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150807,#N/A,1200,2512,1021,695,708,904,438,#N/A,#N/A,#N/A,798.89,749.62,868.06,#N/A,#N/A,#N/A,#N/A
20150806,56.4,1201,2514,1013,697,713,904,432,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150805,56.78,1222,2604,1005,714,726,901,427,#N/A,#N/A,693.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150804,55.29,1200,2512,1001,715,735,899,425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150803,55.63,1151,2308,1006,722,742,900,424,4424,7880,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150731,53.41,1131,2209,1023,728,755,899,423,#N/A,#N/A,#N/A,818.85,822.39,872.91,#N/A,#N/A,#N/A,#N/A
20150730,55.64,1100,2116,1044,731,763,892,422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,886,871,981,895
20150729,55.89,1104,2103,1069,737,776,898,423,#N/A,#N/A,706.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150728,53.45,1094,1990,1095,740,792,903,425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150727,52.35,1090,1935,1115,754,803,903,427,3974,6864,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150724,51.42,1086,1896,1137,757,813,899,428,#N/A,#N/A,#N/A,838.71,548.77,878.15,#N/A,#N/A,#N/A,#N/A
20150723,51.72,1102,1924,1161,764,817,896,431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150722,51.76,1118,1952,1179,788,826,889,433,#N/A,#N/A,607.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150721,52.1,1113,1935,1179,811,849,875,432,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150720,52.39,1067,1763,1170,835,854,862,431,3977,6823,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150717,#N/A,1048,1712,1162,845,846,846,427,#N/A,#N/A,#N/A,842.87,593.2,882.97,#N/A,#N/A,#N/A,#N/A
20150716,50.66,1009,1611,1149,848,840,823,417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150715,50.55,951,1462,1122,836,824,801,409,#N/A,#N/A,733.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150714,50.06,915,1394,1096,823,820,784,399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150713,50.3,900,1389,1076,825,827,774,391,3119,4596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150710,50.1,874,1318,1052,833,835,767,384,#N/A,#N/A,#N/A,804.8,666.02,880.09,#N/A,#N/A,#N/A,#N/A
20150709,48.99,853,1279,1016,837,857,759,377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150708,44.59,840,1278,973,834,870,750,373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150707,49.6,830,1285,945,831,888,742,367,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150706,52.28,815,1266,927,829,903,723,362,3074,4500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150703,55.26,805,1249,908,825,916,716,361,#N/A,#N/A,#N/A,790.65,745.45,872.46,#N/A,#N/A,#N/A,#N/A
20150702,55.63,794,1226,883,809,936,712,360,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150701,59.2,794,1251,858,794,952,713,360,#N/A,#N/A,763.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150630,59.35,800,1292,845,784,972,715,361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,892,879,986,899
20150629,61.29,813,1346,838,780,989,722,361,3248,4750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150626,62.01,823,1393,833,776,1026,723,362,#N/A,#N/A,#N/A,811.09,640.64,865.23,#N/A,#N/A,#N/A,#N/A
20150625,62.19,829,1432,827,770,1054,723,361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150624,62.53,829,1428,829,764,1066,723,359,#N/A,#N/A,768.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150623,61.34,790,1300,834,755,1070,721,358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150622,60.02,779,1248,845,743,1046,722,355,3169,4477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150619,61.36,779,1241,851,741,1025,721,355,#N/A,#N/A,#N/A,825.97,556.72,864.73,#N/A,#N/A,#N/A,#N/A
20150618,61.77,773,1234,847,739,1011,715,351,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150617,61.51,725,1045,817,737,969,706,349,#N/A,#N/A,776.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150616,62.91,681,904,772,733,931,695,345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150615,64.25,656,840,742,728,917,685,341,2884,3728,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150612,65.13,642,820,719,724,917,678,338,#N/A,#N/A,#N/A,851.4,581.25,894.01,#N/A,#N/A,#N/A,#N/A
20150611,65.61,629,810,696,725,908,669,336,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150610,65.39,618,816,662,726,910,661,333,#N/A,#N/A,779.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150609,64.27,612,834,630,721,914,654,331,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150608,64.34,610,856,608,718,887,655,331,2928,3776,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150605,64.45,610,865,596,717,874,656,332,#N/A,#N/A,#N/A,862.1,623.47,922.25,#N/A,#N/A,#N/A,#N/A
20150604,64.77,603,818,570,720,863,654,333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150603,63.33,598,821,544,713,859,654,332,#N/A,#N/A,782.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150602,63.02,591,805,528,698,846,653,332,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
