품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20091120,101.44,4507,7542,4424,497,673,2487,1088,#N/A,#N/A,#N/A,985.6036048,1051,#N/A,#N/A,#N/A,#N/A,#N/A
20091119,101.47,4661,8056,4453,488,659,2472,1075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091118,102.06,4643,8243,4339,480,643,2423,1034,#N/A,#N/A,334.9,#N/A,#N/A,1181.717885,#N/A,#N/A,#N/A,#N/A
20091117,100.67,4381,7683,4182,470,645,2350,1004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091116,100.81,4220,7326,4091,460,656,2257,985,14393,17594,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091113,99.29,4111,7183,3978,457,655,2147,970,#N/A,#N/A,#N/A,980.1118654,1053,#N/A,#N/A,#N/A,#N/A,#N/A
20091112,98.34,3954,6848,3877,454,645,2085,944,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091111,96.48,3748,6392,3787,449,614,2021,918,#N/A,#N/A,334.8,#N/A,#N/A,1122.303753,#N/A,#N/A,#N/A,#N/A
20091110,96.61,3615,6113,3684,439,593,1958,903,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091109,96.1,3480,5764,3612,437,582,1917,891,11224,14726,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091106,95.8,3393,5583,3556,437,584,1888,885,#N/A,#N/A,#N/A,969.9768908,1044,#N/A,#N/A,#N/A,#N/A,#N/A
20091105,93.85,3335,5481,3480,435,588,1855,880,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091104,92.23,3295,5440,3398,436,583,1833,876,#N/A,#N/A,333.8,#N/A,#N/A,1113.512221,#N/A,#N/A,#N/A,#N/A
20091103,90.8,3247,5394,3279,438,580,1813,873,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091102,89.23,3185,5256,3210,439,588,1813,869,10266,13947,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091030,88.92,3103,5047,3150,442,593,1820,867,#N/A,#N/A,#N/A,965.1512306,1036,#N/A,#N/A,#N/A,#N/A,#N/A
20091029,88.86,3013,4776,3101,444,595,1825,868,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091028,88.75,2986,4665,3107,452,592,1833,871,#N/A,#N/A,333.7,#N/A,#N/A,1116.501,#N/A,#N/A,#N/A,#N/A
20091027,89.08,3013,4733,3109,456,581,1842,877,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091026,88.25,3044,4827,3100,459,579,1850,886,9610,13487,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091023,88.02,3043,4842,3048,463,580,1852,895,#N/A,#N/A,#N/A,961.1276006,1009,#N/A,#N/A,#N/A,#N/A,#N/A
20091022,87.86,3001,4774,2950,467,581,1862,908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091021,86.66,2917,4577,2843,471,580,1875,926,#N/A,#N/A,330.8,#N/A,#N/A,1136.496591,#N/A,#N/A,#N/A,#N/A
20091020,86.22,2832,4346,2789,472,566,1890,942,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091019,85.2,2766,4163,2744,475,564,1900,954,8251,11486,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091016,84.7,2728,4061,2734,477,568,1903,961,#N/A,#N/A,#N/A,966.2519362,1000,#N/A,#N/A,#N/A,#N/A,#N/A
20091015,84.41,2688,3979,2726,481,567,1890,964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091014,84.39,2597,3762,2733,484,558,1869,968,#N/A,#N/A,332.5,#N/A,#N/A,1154.21,#N/A,#N/A,#N/A,#N/A
20091013,86.38,2646,3909,2757,488,560,1820,972,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091012,86.08,2696,4075,2745,493,551,1804,974,8653,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091009,85.98,2695,4107,2705,499,546,1800,972,#N/A,#N/A,#N/A,964.0502484,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091008,85.06,2647,3990,2633,504,540,1799,974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091007,85.06,2546,3773,2505,506,537,1801,975,#N/A,#N/A,336.8,#N/A,#N/A,1169.12,#N/A,#N/A,#N/A,#N/A
20091006,85.06,2441,3528,2411,508,540,1820,980,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091005,85.06,2362,3300,2382,511,547,1837,977,6776,9470,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091002,85.06,2357,3282,2361,515,553,1868,977,#N/A,#N/A,#N/A,960.2325655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091001,85.06,2284,3060,2314,515,557,1911,975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090930,85.06,2220,2846,2276,518,570,1966,974,#N/A,#N/A,339,#N/A,#N/A,1179.907759,#N/A,#N/A,#N/A,#N/A
20090929,85.68,2185,2748,2275,519,574,2000,968,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090928,85.63,2192,2729,2303,518,565,2031,963,5892,8083,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090925,85.37,2183,2677,2317,516,565,2058,960,#N/A,#N/A,#N/A,958.8671976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090924,84.52,2163,2566,2357,509,560,2068,955,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090923,84.08,2175,2545,2436,501,555,2071,950,#N/A,#N/A,342.6,#N/A,#N/A,1182.437826,#N/A,#N/A,#N/A,#N/A
20090922,81.91,2246,2684,2534,495,544,2071,953,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090921,81.14,2318,2892,2568,487,529,2069,953,6209,8723,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090918,80.81,2356,3008,2572,482,523,2063,948,#N/A,#N/A,#N/A,945.3030214,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090917,81.49,2390,3165,2555,478,510,2048,937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090916,78.68,2415,3296,2521,484,503,2015,927,#N/A,#N/A,341.9,#N/A,#N/A,1177.17346,#N/A,#N/A,#N/A,#N/A
20090915,78.17,2431,3415,2492,483,497,1974,921,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090914,78.74,2450,3494,2520,479,496,1933,920,7262,9667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090911,77.25,2468,3539,2550,476,487,1917,916,#N/A,#N/A,#N/A,941.9037657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090910,76.88,2492,3592,2609,469,478,1894,912,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090909,75.78,2491,3607,2649,459,471,1865,900,#N/A,#N/A,343.7,#N/A,#N/A,1167.491739,#N/A,#N/A,#N/A,#N/A
20090908,75.39,2462,3598,2611,458,468,1831,891,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090907,75.44,2429,3595,2549,457,469,1793,880,7692,9759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090904,75.26,2415,3651,2486,454,469,1742,867,#N/A,#N/A,#N/A,939.4038383,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090903,76.23,2414,3747,2385,452,471,1723,858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090902,77.39,2413,3820,2302,449,474,1723,848,#N/A,#N/A,348.3,#N/A,#N/A,1161.266367,#N/A,#N/A,#N/A,#N/A
20090901,79.11,2423,3894,2230,442,487,1732,843,8511,10237,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090828,82.44,2421,3946,2157,433,500,1740,833,#N/A,#N/A,#N/A,920.2420149,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090827,83.85,2425,4002,2093,429,504,1752,832,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090826,84.5,2427,4026,2085,426,507,1749,829,#N/A,#N/A,348.3,#N/A,#N/A,1146.084915,#N/A,#N/A,#N/A,#N/A
20090825,88.32,2388,3869,2127,427,511,1753,823,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090824,89.1,2437,3965,2195,430,503,1748,824,8867,10473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090821,91.41,2468,4030,2244,430,502,1733,823,#N/A,#N/A,#N/A,866.9909199,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090820,94.3,2534,4162,2290,432,499,1731,829,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090819,93.89,2614,4342,2349,436,490,1731,831,#N/A,#N/A,347.2,#N/A,#N/A,1117.311006,#N/A,#N/A,#N/A,#N/A
20090818,95.13,2704,4544,2405,443,483,1733,831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090817,99.04,2774,4747,2415,446,480,1723,831,9894,12093,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090814,101.15,2752,4708,2391,449,477,1709,829,#N/A,#N/A,#N/A,858.6290516,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090813,101.94,2685,4553,2340,451,472,1693,828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090812,102.93,2612,4333,2325,454,469,1700,823,#N/A,#N/A,343.4,#N/A,#N/A,1087.924379,#N/A,#N/A,#N/A,#N/A
20090811,102.54,2623,4292,2378,457,468,1736,821,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090810,102.42,2689,4351,2489,462,471,1785,824,9036,11894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090807,102.94,2772,4444,2599,462,474,1840,833,#N/A,#N/A,#N/A,828.1169497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090806,102.6,2907,4631,2754,464,475,1918,850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090805,97.83,3051,4848,2919,465,472,1996,863,#N/A,#N/A,340.2,#N/A,#N/A,1074.2,#N/A,#N/A,#N/A,#N/A
20090804,97.47,3159,5023,3030,466,474,2033,872,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090803,94.17,3251,5187,3114,467,474,2060,883,10349,13586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090731,93.31,3350,5385,3183,465,474,2081,887,#N/A,#N/A,#N/A,808.23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090730,93.05,3445,5585,3282,460,475,2089,888,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090729,90.33,3499,5704,3362,453,476,2091,884,#N/A,#N/A,346.2,#N/A,#N/A,1058.291626,#N/A,#N/A,#N/A,#N/A
20090728,90.83,3475,5564,3447,450,474,2092,882,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090727,90.54,3407,5339,3509,444,476,2090,881,10374,13967,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090724,89.26,3345,5170,3524,444,477,2091,879,#N/A,#N/A,#N/A,789.532885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090723,87.97,3355,5218,3495,431,479,2095,874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090722,87.76,3407,5419,3459,423,478,2086,866,#N/A,#N/A,343.5,#N/A,#N/A,1039.816759,#N/A,#N/A,#N/A,#N/A
20090721,85.8,3455,5602,3412,426,476,2080,854,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090720,84.44,3511,5824,3366,429,479,2062,849,11731,15382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090717,83.82,3542,5957,3324,429,482,2051,843,#N/A,#N/A,#N/A,787.1443007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090716,81.16,3501,5916,3255,433,493,2016,835,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090715,81.76,3324,5549,3141,436,501,1953,822,#N/A,#N/A,345.3,#N/A,#N/A,1025.985084,#N/A,#N/A,#N/A,#N/A
20090714,80.78,3097,5034,3020,441,507,1892,810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090713,81.62,2975,4788,2955,446,526,1834,800,9948,13033,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090710,80.84,2985,4844,2952,448,533,1817,794,#N/A,#N/A,#N/A,784.0822183,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090709,81.21,3018,5037,2914,449,538,1782,779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090708,80.08,3107,5336,2897,451,555,1749,766,#N/A,#N/A,346.1,#N/A,#N/A,1034.732551,#N/A,#N/A,#N/A,#N/A
20090707,79.46,3216,5667,2917,458,571,1724,759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090706,77.68,3375,6104,2969,462,589,1716,751,12272,16168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090703,78.47,3520,6438,3027,463,593,1718,749,#N/A,#N/A,#N/A,769.0464743,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090702,77.58,3672,6848,3059,462,604,1709,750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090701,76.5,3742,7122,2984,463,623,1703,749,#N/A,#N/A,345.2,#N/A,#N/A,1012.857387,#N/A,#N/A,#N/A,#N/A
20090630,76.29,3757,7241,2904,465,648,1701,754,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090629,75.65,3734,7216,2837,468,673,1715,758,13616,18609,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090626,75.82,3703,7106,2817,466,689,1734,764,#N/A,#N/A,#N/A,763.3127585,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090625,75.37,3703,7034,2868,455,705,1750,768,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090624,76.43,3751,7115,2939,450,721,1754,772,#N/A,#N/A,346.2,#N/A,#N/A,1009.386137,#N/A,#N/A,#N/A,#N/A
20090623,76.39,3874,7441,3021,442,731,1757,774,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090622,76.26,4029,7909,3068,441,725,1758,777,15507,19896,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090619,75.5,4070,7996,3125,443,719,1749,780,#N/A,#N/A,#N/A,775.6426582,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090618,75.17,4073,7980,3162,448,701,1735,783,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090617,75.59,4026,7825,3176,448,669,1714,789,#N/A,#N/A,351.5,#N/A,#N/A,1020.715569,#N/A,#N/A,#N/A,#N/A
20090616,75.7,3951,7648,3108,451,656,1699,796,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090615,72.72,3763,7227,2881,452,634,1702,810,13114,17246,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090612,72.31,3583,6715,2754,454,601,1722,827,#N/A,#N/A,#N/A,780.6168073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090611,72.52,3483,6465,2643,455,563,1738,836,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090610,72.58,3452,6354,2615,458,539,1758,850,#N/A,#N/A,355.9,#N/A,#N/A,1023.977203,#N/A,#N/A,#N/A,#N/A
20090609,71.2,3518,6382,2772,462,520,1781,864,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090608,72.61,3646,6523,3027,462,512,1804,873,12950,17155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090605,70.33,3809,6812,3252,466,507,1832,880,#N/A,#N/A,#N/A,788.5920549,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090604,70.65,4093,7561,3431,469,503,1856,880,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090603,66.93,4291,8147,3505,472,496,1862,879,#N/A,#N/A,355,#N/A,#N/A,1040.377146,#N/A,#N/A,#N/A,#N/A
20090602,66.34,4106,7724,3330,475,490,1843,876,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090601,67.28,3681,6549,3093,479,482,1835,870,12764,15350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090529,64.06,3494,6125,2900,481,482,1831,864,#N/A,#N/A,#N/A,798.0437837,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090528,64.06,3298,5602,2764,482,484,1832,865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090527,65.22,3164,5308,2612,484,480,1825,868,#N/A,#N/A,354.8,#N/A,#N/A,1057.342125,#N/A,#N/A,#N/A,#N/A
20090526,#N/A,2942,4797,2369,487,479,1830,871,9376,10945,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090522,64.15,2786,4343,2293,485,480,1837,869,#N/A,#N/A,#N/A,798.9642835,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090521,#N/A,2707,3991,2373,484,485,1854,862,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090520,#N/A,2665,3767,2462,483,484,1853,856,#N/A,#N/A,357,#N/A,#N/A,1086.459187,#N/A,#N/A,#N/A,#N/A
20090519,#N/A,2644,3661,2530,483,479,1834,844,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090518,#N/A,2605,3600,2516,479,474,1786,834,7776,9109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090515,63.67,2544,3481,2474,478,473,1754,823,#N/A,#N/A,#N/A,813.9654282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090514,#N/A,2432,3282,2362,476,473,1711,802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090513,#N/A,2332,3129,2226,479,479,1675,791,#N/A,#N/A,361.8,#N/A,#N/A,1097.004698,#N/A,#N/A,#N/A,#N/A
20090512,#N/A,2253,2988,2158,474,482,1639,772,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090511,#N/A,2215,2913,2147,469,485,1611,757,6924,7575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090508,61.38,2214,2963,2144,458,480,1569,747,#N/A,#N/A,#N/A,819.0564307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090507,#N/A,2194,3046,2084,450,475,1497,734,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090506,#N/A,2065,2868,1895,440,466,1448,715,#N/A,#N/A,362.9,#N/A,#N/A,1120.535384,#N/A,#N/A,#N/A,#N/A
20090505,#N/A,1897,2528,1702,431,463,1430,703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090501,60.31,1806,2376,1556,424,476,1430,694,#N/A,#N/A,#N/A,822.7650073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090430,#N/A,1786,2348,1523,403,477,1427,693,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090429,#N/A,1772,2342,1469,395,480,1438,694,#N/A,#N/A,360.5,#N/A,#N/A,1135.232905,#N/A,#N/A,#N/A,#N/A
20090428,#N/A,1790,2364,1497,386,478,1447,697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090427,#N/A,1839,2443,1575,381,487,1453,698,5296,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090424,58.73,1873,2494,1662,376,495,1435,692,#N/A,#N/A,#N/A,819.5491972,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090423,#N/A,1897,2539,1743,371,496,1396,684,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090422,#N/A,1869,2501,1746,360,490,1350,672,#N/A,#N/A,360.5,#N/A,#N/A,1164.364759,#N/A,#N/A,#N/A,#N/A
20090421,#N/A,1797,2393,1666,354,483,1308,661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090420,#N/A,1737,2285,1612,347,469,1279,651,4982,6122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090417,59.23,1682,2209,1555,347,457,1241,637,#N/A,#N/A,#N/A,833.9156698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090416,#N/A,1604,2140,1413,346,453,1203,625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090415,#N/A,1534,2077,1281,345,453,1165,622,#N/A,#N/A,366.6,#N/A,#N/A,1188.72416,#N/A,#N/A,#N/A,#N/A
20090414,#N/A,1492,2033,1185,348,455,1158,628,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090413,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4498,5781,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090410,59.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,838.2375506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090409,#N/A,1478,2024,1144,349,462,1153,635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090408,#N/A,1463,1993,1114,351,465,1159,642,#N/A,#N/A,369.1,#N/A,#N/A,1175.823814,#N/A,#N/A,#N/A,#N/A
20090407,#N/A,1466,1972,1107,358,471,1183,655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090406,#N/A,1486,1961,1143,363,492,1220,660,4469,5477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090403,60.48,1506,1962,1186,364,506,1236,666,#N/A,#N/A,#N/A,824.4528685,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090402,#N/A,1538,2001,1233,368,511,1250,673,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090401,#N/A,1574,2039,1293,371,524,1268,680,#N/A,#N/A,379.3,#N/A,#N/A,1161.368465,#N/A,#N/A,#N/A,#N/A
20090331,#N/A,1615,2066,1374,372,540,1288,688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090330,#N/A,1646,2078,1434,378,558,1313,696,4760,5667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090327,59.7,1678,2092,1492,384,579,1338,707,#N/A,#N/A,#N/A,827.8679303,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090326,#N/A,1714,2134,1531,389,595,1365,717,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090325,#N/A,1740,2169,1544,395,602,1398,726,#N/A,#N/A,379.5,#N/A,#N/A,1109.635532,#N/A,#N/A,#N/A,#N/A
20090324,#N/A,1758,2195,1526,402,604,1437,738,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090323,#N/A,1773,2215,1489,410,616,1493,750,4820,5958,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090320,62.47,1782,2197,1475,417,625,1541,764,#N/A,#N/A,#N/A,835.2311988,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090319,#N/A,1795,2154,1508,423,635,1583,776,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090318,#N/A,1861,2157,1660,433,642,1632,793,#N/A,#N/A,378,#N/A,#N/A,1079.231597,#N/A,#N/A,#N/A,#N/A
20090317,#N/A,1974,2251,1899,449,653,1673,800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090316,#N/A,2058,2365,2045,476,656,1694,799,4934,6694,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
