품목비교 Historical Data
조회기간 :,2008-07-12 ~ 2018-07-10
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Lag
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","PDS 원자재 지수2015.01.02=100","PDS 귀금속 하위지수2015.01.02=100","PDS 에너지 하위지수2015.01.02=100","PDS 비철금속 하위지수2015.01.02=100","PDS 철강 하위지수2015.01.02=100","PDS 석유화학 하위지수2015.01.02=100","PDS 농산물 하위지수2015.01.02=100","LMEX Index1999.04=1000","US Dollar IndexMar 1973=100","DRAMeXchange Index (DXI)2001.10.01=1000","TOCOM Index2002.05.31=100","Rogers International Commodities Index1998.07.31=1000","Rogers International Commodities Index Energy1998.07.31=1000","Rogers International Commodities Index Metals1998.07.31=1000","Rogers International Commodities Index Agriculture1998.07.31=1000","CNY/KRW (중국 인민폐 / 한국 원)","USD/RMB (미국 달러 / 중국 인민폐)"
20091207,99.32,,,,,,,,3193.8,72.82,3646.38,244.94,3132.45,700.95,2242.03,973.63,169.548,6.8277
20091130,98.58,,,,,,,,3215.46,71.8,3619.91,249.85,3246.86,739.3,2293.82,995.69,169.95,6.827
20091123,102.33,,,,,,,,3136.38,72.06,3664.61,245.58,3218.37,737.71,2239.4,988.34,169.398,6.8273
20091116,101.29,,,,,,,,3135.1,72.3,3720.85,249.64,3241.38,750.78,2228.85,990.35,169.268,6.8274
20091109,97.36,,,,,,,,3004.78,72.28,3812.43,246.17,3169.1,748.08,2137.93,957.37,170.172,6.827
20091102,92.38,,,,,,,,3013.44,73.07,3737.57,245.35,3176.36,757.06,2128.72,951.99,173.128,6.8279
20091026,88.77,,,,,,,,3050.8,73.19,3627.67,247.71,3159.67,756.55,2124.22,939.35,174.158,6.8283
20091019,86.79,,,,,,,,3059.18,72.26,3508.77,249.91,3239.42,777.39,2152.61,966.88,171.766,6.8275
20091012,85.19,,,,,,,,2930.52,72.24,3471.07,238.85,3110.4,736.55,2091.26,938.43,170.842,6.827
20091005,85.24,,,,,,,,2876.44,73.12,3190.71,224.34,2953.58,691.72,2051.44,886.58,171.62,6.827
20090928,85.3,,,,,,,,2816.68,73.96,3096.96,218.86,2890.64,676.4,1999.06,870.45,174.1425,6.8286
20090921,83.4,,,,,,,,2851.7,73.7,2972.81,222.63,2896.31,673.29,2021.53,874.57,176.042,6.8281
20090914,79.58,,,,,,,,2896.76,73.58,2854.46,228.29,2962.65,699.92,2044.59,883.43,178.254,6.8278
20090907,76.15,,,,,,,,2938.8,73.96,2839.78,230.76,2918.88,689.75,2042.1,862.52,180.49,6.8293
20090831,77,,,,,,,,2876.88,75.37,2759.99,227.61,2882.01,671.04,1995.29,873,182.548,6.8311
20090824,85.64,,,,,,,,2931.64,75.18,2689.15,235.91,2979.03,717.56,1974.33,888.43,182.512,6.8312
20090817,94.75,,,,,,,,2861.66,75.68,2666.76,234.57,2955.13,718.14,1930.43,878.93,182.59,6.8326
20090810,102.2,,,,,,,,2927.62,75.74,2625.51,244.33,3016.85,721.64,1976.72,914.84,180.644,6.8344
20090803,99,,,,,,,,2910.16,74.87,2571.7,241.98,3073.81,741.95,1987.13,928.85,179.036,6.8308
20090727,91.61,,,,,,,,2659.1,75.6,2488.05,231.74,2904.19,695.49,1848.03,895.42,181.978,6.832
20090720,87.05,,,,,,,,2582.3,75.71,2419.25,224.52,2872.18,684.89,1808.59,896.37,183.438,6.8313
20090713,81.83,,,,,,,,2428.12,76.77,2356.99,209.85,2753.75,637.57,1712.75,897.09,187.766,6.8321
20090706,79.85,,,,,,,,2331.56,77.81,2355.48,212.92,2715.3,635.5,1674.46,878.03,186.322,6.8326
20090629,76.9,,,,,,,,2417.5,77.5,2324.27,232.47,2913.51,713.01,1743.26,908.3,186.814,6.832
20090622,76.05,,,,,,,,2386.72,77.67,2303.9,229.82,2918.85,712.75,1729.78,919.84,186.96,6.8328
20090615,74.94,,,,,,,,2393.6,77.54,2323.56,239.32,2991.18,738.48,1739.2,939.79,184.378,6.8342
20090608,72.24,,,,,,,,2466.18,77.06,2336.19,244.09,3058.59,738,1799.64,985.3,183.152,6.8348
20090601,68.31,,,,,,,,2345.3,76.2,2393.45,235.45,3020.68,715.35,1742.4,1011.29,182.374,6.8317
20090525,64.45,,,,,,,,2209.15,76.9,2385.03,219.89,2880.86,672.46,1646.18,989.6,184.166,6.8281
20090518,64.15,,,,,,,,2165.96,78.42,2415.17,214.48,2791,640.14,1619.7,973.11,183.742,6.8252
20090511,63.67,,,,,,,,2172.96,79.53,2432.27,216.42,2759.06,625.79,1620.85,969.34,182.79,6.8239
20090504,61.38,,,,,,,,2227.38,80.59,2420.24,221.12,2708.16,609.09,1630.2,948.02,187.805,6.8222
20090427,60.31,,,,,,,,2079.64,81.78,2369.3,201.64,2520.47,553.82,1538.24,901.65,197.095,6.8261
20090420,58.73,,,,,,,,2113.94,82.95,2358.62,206.97,2499.58,543.67,1567.39,889.78,196.674,6.8309
20090413,59.23,,,,,,,,2211.38,82.15,2283.16,216.87,2577.55,574.63,1603.47,896.33,194.414,6.8307
20090406,59.96,,,,,,,,2060.48,82.75,2218.19,217,2557.81,579.03,1528.94,895,194.786,6.8354
20090330,60.48,,,,,,,,1936.22,82.88,2230.2,211.39,2517.6,568.14,1483.79,880.23,199.9,6.8342
20090323,59.7,,,,,,,,1914.16,81.83,2175.06,213.84,2567.13,603.53,1488.03,867.95,202.222,6.8314
20090316,62.47,,,,,,,,1868.2,83.11,2130,199.81,2468.4,562.54,1454.69,862.61,209.642,6.8318
20090309,62.37,,,,,,,,1779.08,85.46,2124.25,196.71,2344.4,524.01,1410.63,829.84,222.608,6.8347
20090302,64.81,,,,,,,,1761.74,85.89,2168.8,197.31,2315.7,518.5,1393.32,817.83,227.252,6.8382
20090223,69.04,,,,,,,,1692.68,84.51,2245.49,197.8,2314.4,511.81,1371.5,838.23,220.348,6.8361
20090216,74.98,,,,,,,,1663.92,84.44,2277.95,191.24,2253.8,478.95,1376.96,840.13,210.622,6.8357
20090209,81.86,,,,,,,,1765.68,82.59,2407.72,190.86,2423.58,533.23,1408.46,894.86,202.968,6.8335
20090202,78.83,,,,,,,,1758.56,82.59,2468.83,183.39,2443.46,545.3,1386.18,899.95,202.498,6.8375
20090126,74.25,,,,,,,,1726.94,81.85,2248.97,182.33,2483.19,559.67,1366.04,920.66,201.89,6.8379
20090119,73.34,,,,,,,,1721.32,83.16,2249.57,175.05,2479.15,566.17,1335.76,915.9,200.486,6.8379
20090112,74.09,,,,,,,,1772.2,81.49,2252.39,176.77,2503.72,578.44,1360.21,906.4,198.058,6.839
20090105,73.64,,,,,,,,1827.44,79.65,2222.14,189.9,2666.04,629.82,1406.77,954.32,191.836,6.8376
20081229,72.54,,,,,,,,1700.4,79.13,2160.61,174.81,2531.64,588.15,1329.76,923.74,185.9025,6.8352
20081222,76.43,,,,,,,,1638.77,79.26,2174.42,169.31,2389.06,534.08,1266.86,901.22,191.3825,6.8378
20081215,74.15,,,,,,,,1656.48,78.94,2080.77,173.41,2500.77,613.66,1281.61,879.42,195.566,6.8381
20081208,69.38,,,,,,,,1735.68,82.31,2077.93,171.18,2495.26,639.64,1289.19,833.16,208.214,6.8477
20081201,65.82,,,,,,,,1792.3,83.76,2113.34,175.73,2500.83,643.41,1295.27,830.53,213.136,6.8504
20081124,,,,,,,,,1971.94,82.91,2198.03,194.51,2780.85,747.76,1419.33,886.41,218.82,6.83
20081117,,,,,,,,,1957.06,84.23,2304.16,190.41,2721.36,730.31,1374.14,874.85,209.794,6.83
20081110,,,,,,,,,2034.94,83.37,2369.37,202.5,2902.16,816.12,1415.34,903.28,197.498,6.8278
20081103,,,,,,,,,2176.52,81.64,2404,212.42,3084.05,892.45,1484.63,934.61,188.18,6.8264
20081027,,,,,,,,,2244.94,83.5,2422.9,207.03,3101.98,906.79,1487.83,930.05,206.018,6.8315
20081020,,,,,,,,,2174.6,82.55,2481.29,222.2,3160.33,957.59,1451.46,935.8,197.43,6.8334
20081013,,,,,,,,,2483.32,79.89,2547.84,246.59,3387.48,1041.15,1624.52,962.81,187.144,6.8289
20081006,,,,,,,,,2648.16,78.68,2587.63,269.16,3671.42,1169.64,1741.84,1007.18,193.352,6.8324
20080929,,,,,,,,,2954.92,76.38,2632.49,303.73,4067.33,1320.36,1873.91,1110.12,173.525,6.8152
20080922,,,,,,,,,3274.9,74.13,2719.17,319.61,4486.4,1461.46,2042.41,1223.45,168.126,6.8152
20080915,,,,,,,,,3242.96,75.84,2769.06,298.41,4235.32,1334.89,1961.89,1193.97,165.885,6.8243
20080908,,,,,,,,,3329.14,76.65,2793.44,319.69,4395.36,1414.97,1984.42,1227.4,161.288,6.8435
20080901,,,,,,,,,3424.76,75.77,2844.61,338.34,4602.37,1490.61,2074.34,1277.15,163.812,6.8385
20080825,,,,,,,,,3575.28,74.77,2981.09,356.95,4872.53,1598.13,2165.3,1342.41,157.342,6.8377
20080818,,,,,,,,,3575.08,74.58,3022.01,352.25,4866.99,1591.93,2134.61,1355.11,152.49,6.8534
20080811,,,,,,,,,3455.46,74.54,2998.73,355.53,4776.18,1579.03,2100.43,1310.92,150.4625,6.8641
20080804,,,,,,,,,3592.72,72.86,2957.99,372.43,4911.48,1641.46,2243.13,1301.32,148.272,6.8527
20080728,,,,,,,,,3769.96,71.56,2941.02,385.85,5181.48,1735.02,2375.6,1365.74,147.78,6.8329
20080721,,,,,,,,,3810.38,70.85,2938.55,393.75,5235.89,1773.79,2399.36,1360.37,148.518,6.8264
20080714,,,,,,,,,3896.34,70.22,2941.22,415.78,5520.38,1907.17,2458.82,1425.08,147.356,6.821
