품목비교 Historical Data,,,,,,,,
조회기간 :,2008-09-02 ~ 2018-07-27,,,,,,,
표시기준 :,Value(Price)로 표시,,,,,,,
순서 :,최근부터(DESC),,,,,,,
병합기준 :,Union,,,,,,,
[일간 기준],,,,,,,,
Date,철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton,Bloomberg(DJ-UBS) Commodity Index1991=100,Bloomberg Commodity Total Return1991=100,Rogers International Commodities Index Metals1998.07.31=1000,전기동 [LME] 현물USD/ton,니켈 [LME] 현물USD/ton,알루미늄 [LME] 현물USD/ton,납 [LME] 현물USD/ton
20140501,#N/A,136.28,274.42,2123.71,6670.5,18070,1736.5,2070.5
20140430,105.9,137.8,277.48,2136.55,6724,18200,1769.5,2088.5
20140429,108.84,138.67,279.24,2151.11,6770,18230,1779.5,2095
20140428,108.17,137.81,277.52,2161.71,6782,18550,1800.5,2125
20140425,111.54,138.05,277.98,2173.52,6785.5,18465,1823.5,2143
20140424,113.58,138.15,278.2,2174.54,6731,18430,1840.5,2147.5
20140423,113.31,137.62,277.12,2160.89,6645,18120,1835.5,2141.5
20140422,111.28,137.4,276.67,2162.56,6628.5,18230,1847,2133
20140421,113.75,136.91,275.7,2152.45,#N/A,#N/A,#N/A,#N/A
20140418,#N/A,137.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20140417,117.16,137.68,277.24,2162.39,6631,17985,1837,2121
20140416,#N/A,137.06,276,2167.14,6600,17880,1833,2110
20140415,117.18,136.82,275.51,2149.64,6630,17280,1816.5,2090.5
20140414,117.74,137.37,276.62,2185.22,6645,17735,1833.5,2075
20140411,117.37,136.4,274.67,2175.09,6686,17395,1840.5,2104.5
20140410,118.73,136.98,275.84,2179.15,6637.5,17050,1853.5,2087.5
20140409,119.82,136.47,274.81,2152.38,6630.5,16500,1791.5,2070.5
20140408,119.26,136.04,273.94,2151.12,6652,16410,1785,2040.5
20140407,117.02,134.61,271.07,2140.27,6610.5,16470,1793.5,2022
20140404,116.7,134.75,271.33,2143.34,6677,16515,1810,2046
20140403,115.75,134.28,270.4,2135.33,6606,16145,1782.5,2016
20140402,115.8,133.4,268.61,2139.22,6713,16130,1776.5,2036
20140401,117.76,133.69,269.2,2119.15,6632,15780,1744,2026
20140331,116.64,134.52,270.88,2119.41,6636,15735,1730.5,2041
20140328,112.76,134.75,271.33,#N/A,6667,15770,1709.5,2058
20140327,112.88,134.6,271.04,2104.67,6581,15670,1682.5,2043.5
20140326,111.29,133.44,268.71,2107.65,6555,15960,1705.5,2065
20140325,112.11,133.66,269.15,2131.1,6559.5,16225,1716.5,2059
20140324,110.92,133.08,267.98,2115.95,6510,16135,1688.5,2049.5
20140321,110.14,132.94,267.7,2128.89,6539.5,15990,1677,2061
20140320,109.88,133.27,268.35,2122.11,6434.5,15910,1674,2046
20140319,109.9,134.89,271.62,2152.14,6446,16115,1672,2035.5
20140318,#N/A,134.75,271.33,2153.79,6471.5,16075,1690.5,2027
20140317,109.58,134.12,270.07,2158.92,6550,15865,1684,2035.5
20140314,109.66,134.9,271.63,2164.44,6490,15805,1698,2018
20140313,111.58,134.58,270.99,2156.51,6495,15730,1703,2008
20140312,107.94,135.03,271.9,2167.04,6498,15670,1716.5,2022
20140311,105.97,135.18,272.19,2147.26,6720.5,15635,1746,2079
20140310,103.99,135.37,272.59,2167.74,6716,15135,1715,2039
20140307,113.59,136.14,274.13,2174.7,6930.5,15330,1729.5,2084.5
20140306,116.44,136.76,275.39,2220.44,7054.5,15455,1732,2105
20140305,115.28,135.65,273.14,2203.92,7102.5,15305,1741.5,2123.5
20140304,115.15,135.98,273.8,2200.63,7035,14830,1687,2102.5
20140303,118.06,135.34,272.53,2184.75,7032.5,14510,1674.5,2081
20140228,118.14,133.98,269.77,2184.15,7097.5,14550,1724,2115.5
20140227,117.87,133.33,268.47,2190.73,7095,14185,1716,2099
20140226,117.33,133.48,268.77,2184.68,7149,14285,1735,2110
20140225,116.62,133.96,269.74,2198.72,7115,14235,1708.5,2112
20140224,120.61,133.89,269.6,2197.34,7130,14160,1699.5,2102
20140221,122.14,133.69,269.19,2195.94,7211.5,14410,1734,2133
20140220,122.61,133.35,268.51,2190.3,7185,14265,1717.5,2124
20140219,123.93,133.71,269.23,2200.91,7220,14475,1726.5,2155
20140218,124.1,132.84,267.47,2203.71,7205,14405,1693.5,2132.5
20140217,124.69,130.66,#N/A,#N/A,7210,14340,1700.5,2131.5
20140214,121.93,130.66,263.08,2181.91,7175.5,14235,1710.5,2123
20140213,122.47,130.09,261.93,2151.65,7157,14235,1687,2105
20140212,121.56,129.33,260.4,2150.25,7174.5,14270,1686,2103.5
20140211,120.79,128.85,259.44,2127.72,7120,14120,1671,2085
20140210,121.07,127.91,257.54,2123.07,7190.5,14265,1672,2111.5
20140207,121.19,128.48,258.69,2124.47,7200,14105,1678,2117
20140206,122.08,128.08,257.89,2116.82,7109,13820,1654.5,2078
20140205,122.94,128.07,257.87,2101.7,7096,13840,1663,2093
20140204,123.02,128.34,258.41,2090.29,7107,13860,1641.5,2091.5
20140203,123.02,126.4,254.51,2091.72,7095.5,13830,1658.5,2087.5
20140131,#N/A,126.12,253.94,2093.55,7091,13700,1663.5,2091.5
20140130,123.02,126.33,254.36,2102.3,7155,13860,1686,2116
20140129,123.32,127.59,256.9,2125.47,7209,14095,1709.5,2143
20140128,123.57,126.38,254.47,2129.48,7215,14080,1713,2127
20140127,124.48,125.51,252.72,2137.12,7235,14260,1711,2136
20140124,124.29,127,255.71,2148.42,7240,14555,1726.5,2145.5
20140123,124.61,125.97,253.64,2159.68,7285,14635,1732,2155
20140122,122.46,125.77,253.24,2171.29,7327,14645,1747,2182
20140121,124.12,124.95,251.58,2179.11,7332,14565,1742.5,2176.5
20140120,128.79,125.16,#N/A,#N/A,7340,14435,1767.5,2187.5
20140117,130.47,125.16,252.01,2191.26,7379.5,14595,1766,2175.5
20140116,127.72,125.15,251.97,2173.81,7345.5,14495,1752,2198.5
20140115,129.52,124.91,251.49,2173.71,7309,14245,1715,2151
20140114,131.06,124.8,251.28,2162.36,7343,14285,1725,2181.5
20140113,132.82,124.52,250.7,2170.33,7305.5,13980,1716,2119
20140110,131.05,123.64,248.93,2150.82,7283.5,13680,1716,2097
20140109,131.26,122.33,246.3,2120.33,7282,13365,1713,2093
20140108,131.75,123.68,249.02,2139.69,7368,13445,1736.5,2127
20140107,133.76,124.87,251.41,2147.8,7354,13480,1733,2157
20140106,135.1,125.06,251.79,2151.53,7313.5,13570,1717.5,2136
20140103,135.27,124.91,251.49,2151.19,7335.5,13870,1738.5,2168
20140102,134.89,125.4,252.48,2169.9,7439.5,13905,1755.5,2212
20131231,134.69,125.75,253.19,2147.5,7394.5,13970,1764.5,2206
20131230,133.33,127.14,255.98,2165.83,7387,14015,1771,2240
20131227,132.92,127.61,256.93,2177.35,7375,14175,1753.5,2259
20131226,132.68,127.48,256.67,2150.76,#N/A,#N/A,#N/A,#N/A
20131225,132.43,127.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131224,132.49,127.48,256.67,2140.42,7280,14050,1710,2223.5
20131223,132.94,127.34,256.37,2132.41,7251,14310,1718,2195.5
20131220,132.79,127.59,256.87,2138.69,7264.5,14215,1739,2169
20131219,132.95,126.73,255.15,2114.1,7218.5,14070,1735.5,2137.5
20131218,133,126.03,253.74,2146.89,7230,14035,1749.5,2131.5
20131217,133.03,126.04,253.76,2144.01,7286,13920,1745.5,2150
20131216,134.72,126.34,254.36,2150.81,7325.5,14060,1745.5,2151.5
20131213,136.76,126.11,253.91,2140.9,7218.5,13905,1750.5,2115.5
20131212,138.26,126.33,254.34,2128.69,7230,14005,1759.5,2114
20131211,139.08,127.06,255.81,2157.11,7169.5,13930,1769,2114
20131210,138.86,126.52,254.73,2146.19,7165.5,14005,1762.5,2103.5
20131209,140.28,125.98,253.65,2126.01,7141,13835,1749,2085.5
20131206,138.39,125.38,252.43,2112.99,7113,13740,1728.5,2067
20131205,138.4,125.22,252.11,2104.96,7081,13785,1728,2074
20131204,139.24,125.05,251.76,2115.48,6975,13525,1702,2047
20131203,138.33,124.21,250.07,2076.23,6945,13350,1695,2035.5
20131202,137.31,123.89,249.43,2080.45,7008.5,13390,1699.5,2040.5
20131129,137.15,124.22,250.09,2109.43,7027,13415,1711,2051.5
20131128,137.38,123.55,#N/A,#N/A,6988,13270,1701,2041
20131127,136.5,123.55,248.74,2094.55,7051.5,13405,1721,2067
20131126,136.09,123.83,249.3,2113.12,7071,13465,1735,2073
20131125,136.53,123.89,249.43,2119.15,7067.5,13480,1734,2068
20131122,136.48,123.81,249.26,2124.67,7065.5,13440,1747,2083
20131121,135.74,123.29,248.21,2117.95,6992,13425,1730.5,2061
20131120,137.33,122.43,246.47,2122.48,6980,13510,1740,2074
20131119,137.83,122,245.62,2133.82,6947,13580,1738,2062.5
20131118,136.23,122.42,246.45,2127.42,6999.5,13690,1737.5,2072
20131115,137.11,123.21,248.05,2148.99,6967.5,13690,1738,2073
20131114,137.86,123.23,248.08,2145.89,6939,13600,1740.5,2074
20131113,136.74,122.83,247.28,2137.25,7021.5,13605,1746,2077
20131112,135.96,123.11,247.85,2151.79,7124,13655,1755,2092
20131111,135.93,123.53,248.69,2169.06,7135,13810,1760.5,2107.5
20131108,136.07,123.26,248.14,2176.61,7125.5,13865,1765,2117
20131107,136.62,122.69,247,2187.49,7119,13950,1776,2117
20131106,137.28,123,247.61,2195.14,7200,14290,1784.5,2150
20131105,136.13,122.79,247.2,2193.9,7138.5,14325,1767.5,2123.5
20131104,135.93,123.2,248.02,2196.7,7180,14260,1788,2139
20131101,137.26,123.87,249.36,2214.29,7255.5,14580,1817.5,2171
20131031,132.25,125.23,252.1,2222.23,7234,14515,1833,2170
20131030,131.01,126.64,254.94,2260.53,7275.5,14555,1843.5,2186.5
20131029,130.35,126.49,254.65,2243.94,7215.5,14520,1849,2195
20131028,131.73,126.91,255.48,2250.32,7161,14460,1839,2183
20131025,133.34,127.51,256.71,2243.93,7126,14385,1807,2149
20131024,133.95,127.19,256.06,2233.43,7160,14425,1802,2141
20131023,131.82,127.11,255.9,2220.22,7200.5,14580,1822,2159
20131022,133.5,128.11,257.91,2254.16,7260,14635,1829.5,2183
20131021,134.51,128.12,257.92,2219.6,7225.5,14295,1807.5,2157.5
20131018,134.78,128.69,259.07,2211.15,7241.5,14170,1808.5,2158.5
20131017,134.61,128.19,258.06,2211.02,7172,13970,1796,2128
20131016,134.79,128.26,258.19,2193.88,7158.5,13840,1787,2103.5
20131015,133.82,127.76,257.19,2182.15,7186,13895,1805,2113
20131014,134.14,128.32,258.33,2190.66,7205.5,13910,1822,2102
20131011,133.34,127.78,257.24,2182.57,7125,13730,1830,2073
20131010,132.82,128.17,258.02,2187.88,7112.5,13720,1818.5,2054
20131009,132.22,127.4,256.47,2179.12,7141,13760,1839,2061
20131008,131.97,128.52,258.71,2205.88,7231.5,13835,1818.5,2056
20131007,131.41,128.11,257.89,2199.53,7171,13840,1791,2028
20131004,131.41,127.26,256.18,2187.55,7148,13560,1789.5,2027
20131003,131.41,126.91,255.48,2170.83,7215.5,13635,1785.5,2048
20131002,131.41,127.23,256.11,2190.4,7156,13630,1773.5,2035
20131001,131.41,126.28,254.21,2165.89,7219,13740,1786,2052.5
20130930,131.41,127.11,255.88,2207.9,7290.5,13860,1803,2075
20130927,132.07,128.01,257.69,2209.57,7252.5,13885,1789.5,2083
20130926,135.36,127.81,257.29,2194.11,7220.5,13780,1761.5,2061
20130925,135.61,127.45,256.56,2189.76,7155,13725,1752,2042.5
20130924,133.89,126.85,255.37,2171.76,7140.5,13680,1753.5,2045
20130923,132.47,127.59,256.84,2194.33,7181,13830,1754.5,2043
20130920,132.07,128.29,258.26,2194.76,7295,14090,1771.5,2075.5
20130919,132.07,130,261.7,2243.7,7301.5,14140,1783.5,2092
20130918,132.07,128.92,259.53,2172.52,7090.5,13780,1742,2053
20130917,131.41,128.02,257.72,2161.67,7056.5,13775,1730,2023
20130916,133.52,128.89,259.47,2171.65,7050,13820,1734.5,2039.5
20130913,136.44,129.32,260.33,2168.69,7028.5,13605,1747,2063
20130912,136.69,129.91,261.51,2186.1,7043.5,13620,1747,2083
20130911,136.26,129.43,260.55,2213.71,7163,13675,1756.5,2120
20130910,136.05,129.29,260.28,2211.84,7172,13775,1759.5,2125
20130909,136.39,130.34,262.38,2232.5,7191.5,13820,1767,2134.5
20130906,136.47,130.77,263.25,2240.67,7170.5,13900,1780.5,2151
20130905,137.71,129.77,261.24,2209.1,7103,13660,1754,2122
20130904,138.86,130.29,262.28,2216.9,7125.5,13540,1744.5,2122
20130903,139.35,131.65,265.02,2256.17,7183.5,13635,1773,2151.5
20130902,139.49,130.44,#N/A,#N/A,7175.5,13775,1764,2152
20130830,139.63,130.44,262.59,2231.68,7095,13755,1775.5,2160.5
20130829,140.3,131.62,264.96,2260.21,7210.5,14070,1798,2200
20130828,142.19,132.37,266.46,2288.54,7236,14240,1826.5,2229.5
20130827,141.25,132.27,266.26,2303.94,7300.5,14325,1828,2205.5
20130826,141.09,131.45,264.6,2297.17,#N/A,#N/A,#N/A,#N/A
20130823,139.27,130.18,262.06,2294.82,7300.5,14345,1835,2197
20130822,138.74,129,259.68,2276.01,7340.5,14435,1857.5,2227.5
20130821,138.9,129.07,259.82,2269.33,7236,14450,1852.5,2220
20130820,139.12,129.49,260.66,2290.26,7265.5,14565,1849,2229.5
20130819,140.09,130.2,262.1,2287.16,7285.5,14655,1872.5,2238
20130816,139.34,129.61,260.9,2309.92,7335.5,14685,1876.5,2224.5
20130815,142.5,129.53,260.75,2276.85,7228,14660,1842.5,2190
20130814,144.18,128,257.66,2254.77,7272.5,14725,1835,2169
20130813,143.78,127.06,255.76,2235.68,7281,14735,1839.5,2178
20130812,140.02,127.24,256.12,2241.45,7246,14775,1832.5,2180
20130809,136.32,125.57,252.78,2224.28,7186,14450,1821.5,2152
20130808,136,125.02,251.67,2193.99,7121.5,14160,1782,2120
20130807,133.42,123.73,249.07,2140.67,6892,13585,1731,2090
20130806,131.96,124.28,250.16,2136.93,7026.5,13890,1753,2118
20130805,130.56,125.02,251.66,2151,6950.5,13835,1755.5,2112
20130802,130.21,125.68,253,2159.5,7019,13820,1770,2111.5
20130801,130.43,126.26,254.16,2151.65,6999,13765,1776.5,2090
20130731,130.63,126.16,253.95,2133.52,6805,13570,1732,2033.5
20130730,131.19,125.27,252.16,2113.12,6752,13435,1741.5,2029
20130729,131.59,126.17,253.97,2137.1,6860.5,13640,1760,2056
20130726,133.48,126.62,254.87,2128.99,6905.5,13830,1761.5,2060.5
20130725,132.63,127.78,257.22,2160.78,6927.5,14050,1784.5,2050
20130724,132.89,128.5,258.65,2169.53,7076.5,14120,1807,2063
20130723,133.17,129.68,261.04,2168.74,6961,13975,1801.5,2039.5
20130722,131.99,129.86,261.41,2171.79,6980,14055,1794.5,2036
20130719,132.36,129.66,261,2134.07,6920,13980,1773,2036
20130718,132.44,129.49,260.65,2122.76,6855.5,13885,1753,2016.5
20130717,130.33,128.42,258.5,2118.25,6924,13810,1772.5,2037.5
20130716,128.41,129.06,259.79,2144,6936.5,13535,1752.5,2044.5
20130715,129.09,128.37,258.4,2130.18,6891.5,13380,1761.5,2049.5
20130712,127.51,128.45,258.55,2143.2,6923,13565,1790.5,2050
20130711,126.43,128.6,258.88,2145,6995.5,13655,1800.5,2093
20130710,124.51,128.3,258.26,2109.29,6780,13475,1761.5,2046
20130709,123.9,127.27,256.19,2086.29,6719,13160,1740,2029
20130708,120.21,126.93,255.49,2096.5,6765,13325,1736.5,2032
20130705,124.45,125.54,252.7,2061.1,6821,13530,1743,2035.5
20130704,124.01,#N/A,#N/A,#N/A,6920.5,13685,1767.5,2067.5
20130703,120.59,126.8,255.24,2121.97,6922,13805,1774.5,2058
20130702,119.99,125.98,253.57,2125.41,6980,13915,1792.5,2088
20130701,118.28,125.39,252.4,2134.28,6917,13835,1754,2059
20130628,116.55,124.47,250.54,2082.38,6750.5,13680,1731,2058
20130627,116.38,125.33,252.27,2068.14,6705.5,13620,1719.5,2038
20130626,114.26,125.74,253.1,2064.12,6685.5,13560,1733,2032
20130625,115.24,126.41,254.44,2104.47,6726.5,13865,1744.5,2023
20130624,116.11,126.42,254.46,2079.02,6637.5,13650,1729,1996
20130621,120.3,127.27,256.19,2117.19,6777,13780,1748,2017
20130620,121.16,128.06,257.77,2104.19,6808,13745,1748.5,2009
20130619,120,131.97,265.64,2184.39,6972.5,14010,1792.5,2082
20130618,118.2,130.9,263.48,2193.05,6970.5,14025,1795,2076
20130617,115.56,130.76,263.21,2207.02,7020.5,14085,1789.5,2099.5
20130614,113.66,130.37,262.42,2215.12,7045,14230,1815.5,2100
20130613,113.12,130.08,261.83,2201.73,7057.5,14030,1813,2092
20130612,111.96,130.11,261.89,2226.77,7086,14385,1843,2133
20130611,111.96,129.95,261.56,2224.68,7036,14495,1848.5,2129
20130610,111.96,130.6,262.86,2261.19,7120,14855,1884,2123
20130607,111.96,131.3,264.28,2270.3,7282,15050,1933.5,2188
20130606,113.7,131.75,265.19,2308.38,7311,14920,1927.5,2205.5
20130605,118.99,132.18,266.05,2319.25,7421.5,15255,1939,2246.5
20130604,118.09,132.13,265.96,2309.3,7337.5,15140,1902.5,2219
20130603,113.16,131.82,265.32,2302.79,7330.5,15030,1888.5,2210
20130531,111.16,130.63,262.93,2274.43,7241,14635,1875.5,2193
20130530,110.79,131.31,264.31,2282.9,7245.5,14650,1857,2150
20130529,117.01,131.85,265.38,2249.83,7201.5,14780,1821,2117
20130528,118.23,132.42,266.54,2246.2,7257,14830,1808,2098
20130527,121.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130524,122.72,131.98,265.64,2236.79,7240,14755,1814.5,2056
20130523,124.47,132.56,266.82,2239.8,7285.5,14755,1826,2025
20130522,124.95,132.31,266.32,2263.01,7480,15165,1837.5,2053.5
20130521,125.47,132.39,266.47,2245.05,7384,15035,1835,2040.5
20130520,123.45,132.5,266.69,2254.05,7276,14850,1811,2002
20130517,123.23,131.7,265.08,2228.99,7329.5,14855,1840.5,2003
20130516,126.19,130.9,263.48,2235.64,7095.5,14770,1802.5,1966.5
20130515,127.57,131.3,264.27,2225.22,7095.5,14830,1800.5,1949
20130514,129.64,131.92,265.52,2252.82,7195.5,15105,1825.5,1976
20130513,129.1,132.2,266.08,2273.67,7350.5,15235,1827.5,1981
20130510,130.9,131.94,265.57,2270.6,7390.5,15325,1848,1983.5
20130509,132.82,133.38,268.47,2290.48,7311,15335,1864.5,2012.5
20130508,131.85,132.94,267.57,2306.44,7326,15440,1886.5,2048.5
20130507,132.2,132.02,265.74,2270.01,7240.5,14965,1841.5,2020
20130506,130.4,132.7,267.09,2285.18,#N/A,#N/A,#N/A,#N/A
20130503,130.22,133.12,267.93,2283.81,7122,14910,1828,1970
20130502,130.4,131.6,264.87,2214.74,6870.5,14770,1803,1979
20130501,132.84,131.33,264.33,2210.17,6875,14975,1788.5,1970
20130430,132.84,133.63,268.96,2270.08,7073.5,15200,1846.5,2019
20130429,132.84,134.38,270.48,2291.76,7079,15285,1846.5,2021
20130426,132.84,131.92,265.51,2265.36,7054.5,15280,1890,2037
20130425,135.68,132.62,266.92,2306.83,7035,15135,1883,2041
20130424,136.64,130.61,262.88,2259.37,6935.5,15205,1871,2009.5
20130423,137.05,130.09,261.83,2231.05,6811,15085,1858.5,1990
20130422,138.88,130.96,263.58,2246.27,6875.5,15180,1841,1997.5
20130419,138.43,131.51,264.69,2238.91,6975,15230,1871.5,2008.5
20130418,138.85,131.6,264.88,2254.46,6962.5,15390,1874,1997.5
20130417,139.59,130.32,262.3,2246.02,7067,15350,1855.5,2013
20130416,139.83,131.1,263.88,2282.73,7219,15730,1861,2038
20130415,141.31,129.94,261.52,2245.68,7120.5,15455,1804,1982.5
20130412,142.1,133.86,269.41,2329.05,7510,15950,1841,2047
20130411,141.44,135.02,271.75,2399.17,7510,15955,1855.5,2061.5
20130410,141.41,135.03,271.76,2396.12,7547,16150,1878,2088
20130409,140.2,135.29,272.31,2415.75,7485.5,16070,1858.5,2049
20130408,139.86,134.49,270.69,2378.38,7457.5,16135,1865.5,2038
20130405,136.41,134.08,269.87,2373.18,7376,15930,1845,2042.5
20130404,136.41,133.64,268.97,2369.91,7336.5,16040,1833.5,2037.5
20130403,136.29,133.93,269.55,2361.13,7405.5,16190,1845.5,2039.5
20130402,137.22,135.52,272.75,2385.01,7434.5,16390,1862,2078
20130401,138.3,136.36,274.43,2426.02,#N/A,#N/A,#N/A,#N/A
20130329,138.3,137.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130328,136.58,137.48,276.69,2423.98,7582.5,16540,1881.5,2094
20130327,137.83,139.33,280.42,2439.09,7570,16670,1867.5,2089
20130326,136.94,138.5,278.76,2435.72,7631,16950,1890.5,2162.5
20130325,136.06,137.79,277.32,2457.44,7602,16930,1898.5,2169
20130322,134.89,138.01,277.76,2465.81,7618,16830,1906,2163.5
20130321,134.34,138,277.74,2454.34,7580,16850,1902,2184
20130320,133.29,138.14,278.01,2455.15,7574.5,16725,1905.5,2163
20130319,134.18,137.38,276.48,2441.12,7539,16610,1902.5,2160
20130318,134.85,137.52,276.77,2449.86,7555.5,16555,1895.5,2164.5
20130315,135.28,138.37,278.47,2481.14,7782,17105,1944,2235
20130314,133.02,138.23,278.2,2494.5,7762,16985,1938,2235
20130313,139.52,137.29,276.3,2490.81,7777.5,17065,1945.5,2234
20130312,145.09,137.76,277.26,2499.28,7815,16970,1939,2219
20130311,146.38,137.41,276.55,2474.53,7677,16650,1895.5,2171
20130308,148.2,137.25,276.22,2481.21,7730,16560,1927,2195
20130307,148.03,136.77,275.26,2482.18,7671,16515,1910.5,2167
20130306,148.04,135.47,272.63,2463.38,7699.5,16575,1928,2202
20130305,147.03,136.5,274.7,2480.96,7720,16505,1943,2207
20130304,148.25,135.95,273.59,2468.65,7751,16540,1927,2235
20130301,150.67,135.77,273.22,2474.6,7620.5,16425,1914.5,2220
20130228,152.24,136.57,274.83,2502.47,7828,16660,1960,2287.5
20130227,152.24,136.59,274.87,2526.3,7831,16710,1972,2311
20130226,151.98,137.08,275.86,2535.83,7785,16525,1971,2280
20130225,151.91,137.12,275.94,2528.97,7865.5,16710,2004,2306.5
20130222,152.86,136.69,275.08,2522.31,7825,16745,2024.5,2321
20130221,156.5,136.83,275.36,2540.31,7847.5,16775,2047,2315
20130220,160.78,138.41,278.53,2568.03,8009.5,17200,2065.5,2364
20130219,160.11,139.24,280.21,2604.06,8070,17585,2075.5,2374
20130218,160.82,139.2,#N/A,#N/A,8075.5,17935,2086,2395.5
20130215,155.89,139.2,280.12,2649.49,8198.5,18250,2123,2404
20130214,155.89,139.61,280.95,2661.84,8197,18290,2115,2401
20130213,155.89,140.49,282.72,2668.45,8221,18280,2087.5,2423
20130212,155.89,140.26,282.25,2667.09,8184.5,18285,2059.5,2375.5
20130211,155.89,140.51,282.76,2650.83,8216,18250,2076,2409
20130208,155.89,141.21,284.16,2677.52,8215,18220,2066.5,2409
20130207,155.89,141.18,284.1,2660.64,8212,18220,2066,2406.5
20130206,155.83,142.42,286.6,2675.39,8200,18490,2059.5,2424.5
20130205,154.75,142.86,287.48,2683.17,8242.5,18565,2075,2448
20130204,154.79,142.43,286.62,2683.83,8226,18600,2079,2443
20130201,153.34,142.96,287.54,2684.09,8160,18380,2056,2426
20130131,153.25,142.96,286.54,2650.92,8170,18375,2073.5,2438
20130130,150.25,142.96,287.69,2674.01,8175.5,18205,2046.5,2438.5
20130129,149.34,140.98,283.69,2626.31,8010.5,17625,1998,2378
20130128,149.58,140.53,282.79,2606.22,8015,17410,2006.5,2367
20130125,149.52,140.65,283.02,2611.87,8060,17265,2042.5,2399.5
20130124,149.21,141.06,283.85,2634.29,8036,17300,2027,2369
20130123,148.99,141.6,284.93,2640.93,8115.5,17485,2047.5,2372.5
20130122,148.07,141.89,285.52,2633.96,8068,17375,2009,2315.5
20130121,145.26,141.48,#N/A,#N/A,8020.5,17380,2001,2296
20130118,144.26,141.48,284.69,2613.9,8053,17630,2021.5,2320
20130117,145.12,140.85,283.42,2613.79,7930,17385,2003.5,2270
20130116,145.4,140.02,281.75,2594.21,7910.5,17285,1991,2254.5
20130115,150.42,139.92,281.56,2602.38,7945,17190,2002.5,2257.5
20130114,150.87,139.62,280.94,2589.46,8030,17360,2062.5,2305
20130111,150.6,138.55,278.79,2598.54,8071,17325,2077,2323
20130110,157.99,138.45,278.59,2618.57,8117,17540,2074.5,2332
20130109,159.04,137.3,276.28,2587.38,8059,17440,2061.5,2323.5
20130108,159.51,137.92,277.52,2582.54,8050.5,17145,2027,2297
20130107,155.45,137.96,277.61,2567.79,7995.5,17215,2005,2289
20130104,153.21,137.73,277.15,2574.39,8026,17325,2056,2343
20130103,149.6,138.68,279.06,2622.27,8140.5,17540,2108.5,2412.5
20130102,146.85,139.69,281.08,2653.26,8085,17425,2093.5,2385
20130101,146.85,139.07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20121231,146.85,139.07,279.84,2574.82,7915,17085,2040,2340
20121228,141.43,139.08,279.86,2558.7,7870,17100,2031,2318
20121227,141.23,139.12,279.94,2578.19,7871.5,17230,2043.5,2311
20121226,138.71,139.13,279.96,2561.91,#N/A,#N/A,#N/A,#N/A
20121224,135.52,138.66,279.01,2560.22,7780,17015,2045.5,2299
20121221,135.79,139.26,280.22,2566.04,7768.5,17385,2035.5,2276
20121220,136.27,138.91,279.5,2553.71,7825.5,17525,2032,2312
20121219,136.46,139.55,280.79,2597.38,7946,17585,2073,2311
20121218,133.98,140.33,282.37,2610.55,8005.5,17650,2081,2292.5
20121217,134.12,140.46,282.63,2622.32,8001,17555,2163.5,2270
20121214,130.23,140.54,282.78,2628.62,8047.5,17705,2132.5,2293
20121213,127.2,139.63,280.95,2626.61,8000.5,17430,2121.5,2279
20121212,125.32,140.9,283.51,2658.98,8102,17760,2135,2287
20121211,125.21,140.62,282.94,2638.48,8070,17605,2131,2279
20121210,124.44,141.17,284.06,2647.72,8111.5,17330,2101.5,2258
20121207,121.64,141.51,284.74,2599.58,7965.5,17025,2078,2179
20121206,121.74,142.46,286.64,2595.17,8020.5,17380,2109.5,2224
20121205,119.43,143.21,288.16,2602.52,8022,17445,2095,2232
20121204,117.87,142.1,285.91,2595.2,7991,17315,2100.5,2230
20121203,117.16,143.38,288.48,2621,7975.5,17600,2096.5,2244
20121130,116.59,142.8,287.33,2610.29,7949,17100,2079,2254.5
20121129,117.66,143.56,288.84,2600.69,7850,17225,2046,2239
20121128,117.5,143.2,288.13,2555.61,7720,16900,1992.5,2188
20121127,119.22,144.03,289.79,2570.75,7796,16670,2003,2198.5
20121126,119.64,143.31,288.34,2557.67,7770.5,16675,1976.5,2201
20121123,119.91,144.08,289.89,2555.88,7676,16530,1929,2170
20121122,120.18,143.11,#N/A,#N/A,7716,16685,1915.5,2166
20121121,120.44,143.11,287.94,2509.31,7705,16510,1928,2147
20121120,120.82,142.69,287.08,2522.85,7731,16335,1952.5,2187
20121119,121.8,142.7,287.12,2535.61,7670.5,16060,1928,2174.5
20121116,122.2,140.95,283.58,2489.61,7573,15880,1921.5,2180
20121115,122.95,140.64,282.97,2509.45,7605.5,16015,1932,2188
20121114,122.85,141.5,284.7,2517.9,7635,15985,1966,2188
20121113,122.91,140.96,283.6,2512.42,7606.5,15910,1944,2163.5
20121112,123.57,140.43,282.55,2503.47,7626.5,15930,1929.5,2180
20121109,123.27,140.79,283.26,2480.82,7540.5,15890,1889,2180
20121108,121.48,141.55,284.78,2493.85,7605.5,15960,1897.5,2203
