품목비교 Historical Data,,,,,,,,
조회기간 :,2008-09-02 ~ 2018-07-27,,,,,,,
표시기준 :,Value(Price)로 표시,,,,,,,
순서 :,최근부터(DESC),,,,,,,
병합기준 :,Union,,,,,,,
[일간 기준],,,,,,,,
Date,철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton,Bloomberg(DJ-UBS) Commodity Index1991=100,Bloomberg Commodity Total Return1991=100,Rogers International Commodities Index Metals1998.07.31=1000,전기동 [LME] 현물USD/ton,니켈 [LME] 현물USD/ton,알루미늄 [LME] 현물USD/ton,납 [LME] 현물USD/ton
20110518,177.1,162.88,327.4,2920.18,8896.5,24475,2511,2362
20110517,178.01,158.912,319.42,2838.11,8863,24410,2525,2309
20110516,178.38,159.223,320.05,2864.99,8710,24100,2578,2277
20110513,178.32,159.839,321.29,2877.64,8857,24730,2648,2365
20110512,179.52,159.874,321.36,2891.83,8536.5,23960,2601,2272
20110511,179.6,159.657,320.92,2893.55,8750.5,24435,2618.5,2359
20110510,179.46,164.602,330.86,2953.45,8935.5,24805,2650,2380
20110509,180.92,162.569,326.77,2922.51,8908,24775,2620,2380
20110506,181.7,159.504,320.61,2896.65,8790,24430,2609.5,2295
20110505,182.99,161.02,323.66,2899.73,8791,24975,2681,2379
20110504,182.93,168.908,339.51,3027.16,9171.5,26775,2753.5,2519
20110503,181.73,172.191,346.11,3114.19,9245,26410,2740.5,2545
20110502,181.45,174.193,350.13,3131.8,#N/A,#N/A,#N/A,#N/A
20110429,#N/A,175.421,352.6,3147.91,#N/A,#N/A,#N/A,#N/A
20110428,181.06,173.019,347.77,3127.93,9370.5,26610,2772,2531
20110427,180.38,173.095,347.92,3100.93,9348.5,26350,2740,2580
20110426,178.73,173.701,349.14,3114.3,9455.5,26240,2721,2582.5
20110425,178.79,174.521,350.79,3163.25,#N/A,#N/A,#N/A,#N/A
20110421,178.92,174.219,350.18,3152.52,9611,26655,2731.5,2670
20110420,178.8,172.712,347.15,3122.07,9450.5,25965,2714,2661
20110419,178.96,170.804,343.31,3076.62,9279,25560,2660.5,2598
20110418,179.86,169.822,341.34,3052.56,9356.5,26110,2659,2720
20110415,180.67,170.666,343.03,3095.42,9420,26325,2638,2732
20110414,181.14,169.897,341.49,3063.87,9326.5,26090,2617.5,2683
20110413,181.19,169.399,340.49,3063.12,9625.5,26680,2635,2817.5
20110412,182.44,169.242,340.17,3086.11,9670.5,27115,2635,2880
20110411,181.45,172.862,347.45,3150.53,9781.5,27420,2653.5,2939
20110408,179.86,173.881,349.49,3158.87,9823,27405,2672,2905
20110407,178.08,171.402,344.51,3098.5,9697,27130,2660,2878
20110406,176.16,171.438,344.58,3093.18,9475.5,25955,2626,2815
20110405,172.44,171.248,344.2,3056.95,9251.5,25150,2593,2778
20110404,172.44,170.851,343.4,3034.09,9420,25605,2610.5,2840
20110401,172.44,170.016,341.72,3018.17,9336,25555,2589.5,2730.5
20110331,172.87,169.558,340.8,3031.02,9399.5,26080,2600,2720
20110330,169.71,166.577,334.8,3004.56,9519.5,26250,2595.5,2700
20110329,167.97,166.55,334.75,3022.19,9450,26250,2592,2670
20110328,166.85,166.623,334.9,3002.04,9545,26580,2585,2679
20110325,165.53,168.736,339.14,3032.69,9715,27060,2608.5,2705
20110324,164.92,168.345,338.35,3047.54,9695.5,27145,2596,2730
20110323,164.98,167.583,336.82,3047.59,9704,26710,2600.5,2730
20110322,165.22,166.804,335.25,2988.96,9450,26215,2548.5,2663
20110321,165.74,165.527,332.69,2966.49,9519,26765,2536.5,2712.5
20110318,164.3,164.808,331.24,2964.44,9525,26155,2508,2722
20110317,163.49,162.882,327.37,2938.88,9440,25950,2475.5,2690
20110316,162.89,157.783,317.12,2882.2,9354.5,25390,2468,2593
20110315,163.89,157.575,316.7,2867.99,8980,25080,2474,2490
20110314,165.73,163.137,327.88,2937.66,9205.5,26000,2500,2506.5
20110311,167.69,163.349,328.3,2922.36,9048,25675,2491,2428.5
20110310,170.81,164.395,330.4,2920.72,9195.5,25975,2546.5,2459.5
20110309,171.95,166.716,335.07,2948.43,9610,27055,2579.5,2590
20110308,173.25,167.409,336.46,2998.21,9420,26650,2535,2559
20110307,174.97,168.454,338.56,2994.97,9840.5,28530,2566,2620
20110304,176.83,169.279,340.21,3053.01,9970.5,28950,2588,2672
20110303,177.83,168.255,338.15,3048.08,9889.5,28875,2579,2611.5
20110302,179.29,167.878,337.39,3048.2,9820.5,28455,2555,2532
20110301,180.04,166.984,335.59,3046.85,9908,28875,2582,2573
20110228,180.5,166.144,333.9,3032.12,9857.5,28840,2531.5,2535
20110225,181.86,165.34,332.28,2993.65,9700,27730,2530,2512
20110224,183.58,162.353,326.28,2965.89,9440,27680,2491,2485
20110223,186.56,163.47,328.53,2970.12,9491,28290,2489.5,2545
20110222,187.94,161.87,325.31,2975.74,9655,28865,2478,2563
20110221,189.5,#N/A,#N/A,#N/A,9829.5,29030,2532,2658
20110218,190.15,162.98,327.53,3026.07,9806,28285,2509,2613
20110217,191.7,163.046,327.67,2982.16,9800,28300,2474,2587
20110216,190.69,161.719,325,2971.06,9925,28555,2476.5,2619
20110215,190.87,161.644,324.85,2987.49,10106.5,28900,2482.5,2654
20110214,189.28,162.975,327.52,2997.56,10148,28680,2485,2631
20110211,188.12,162.458,326.48,2951.39,9920.5,27835,2490.5,2525
20110210,185.9,163.263,328.09,2953.04,9875.5,28010,2503.5,2505.5
20110209,184.11,163.805,329.18,2964.27,10000,28260,2538,2575
20110208,183.36,162.877,327.31,2989.2,9930.5,27855,2520,2568
20110207,183.36,162.762,327.08,2968.35,10145,28705,2539.5,2645
20110204,183.36,163.977,329.52,2964.22,9986,28075,2523.5,2638
20110203,183.36,164.255,330.08,2940.27,9950.5,27780,2516,2642
20110202,183.36,165.338,332.25,2929.68,9945,27715,2522.5,2613
20110201,183.36,164.583,330.73,2935.9,9840.5,27655,2531,2620
20110131,183.59,164,329.56,2896.61,9720,27075,2482.5,2576
20110128,183.76,161.29,324.11,2850.99,9590,26825,2455,2545
20110127,183.87,159.46,320.43,2804.98,9490,26800,2391,2490
20110126,183.21,160.484,322.49,2788.18,9376,26155,2363,2444
20110125,183.48,158.118,317.73,2756.25,9330,25755,2360,2535
20110124,184.43,160.875,323.27,2815.9,9509,26270,2395,2490
20110121,183.4,161.912,325.35,2815.26,9485,25900,2390,2550
20110120,#N/A,160.968,323.45,2805.18,9485,25650,2373.5,2530
20110119,181.3,161.829,325.18,2860.3,9788,26200,2445,2650
20110118,180.07,162.076,325.68,2888.98,9740,26360,2444.5,2693
20110117,176.75,#N/A,#N/A,#N/A,9690,25990,2439,2720
20110114,174.72,161.671,324.86,2887.97,9591,25465,2453,2652
20110113,174.02,161.878,325.27,2900.34,9622,25725,2479.5,2699
20110112,173.48,162.608,326.74,2915.5,9625,25065,2484.5,2662
20110111,172.34,160.373,322.24,2873.18,9484,24595,2489,2630
20110110,171.66,158.707,318.9,2836.92,9384,24050,2466,2642
20110107,171.43,157.859,317.19,2862.6,9399,24345,2492.5,2660
20110106,169.05,158.909,319.3,2873.78,9591,24875,2470,2703
20110105,169.48,160.729,322.95,2870.25,9461,24650,2445.5,2569
20110104,167.46,160.012,321.51,2879.77,9754,25175,2472,2593
20110103,167.13,162.444,326.4,2904.55,#N/A,#N/A,#N/A,#N/A
20101231,167.13,162.393,326.29,2901.42,9739.5,24960,2461,2587
20101230,167.49,159.69,320.85,2865.41,9580,24120,2450,2559
20101229,167.61,160.654,322.79,2863.45,9465,24275,2436.5,2535
20101228,167.46,160.584,322.65,2826.32,#N/A,#N/A,#N/A,#N/A
20101227,167.59,159.06,319.58,2807.04,#N/A,#N/A,#N/A,#N/A
20101224,167.32,#N/A,#N/A,#N/A,9391,23855,2402,2440
20101223,168.59,158.89,319.24,2804.73,9270,23795,2421,2417
20101222,167.97,158.68,318.81,2822.68,9414.5,24500,2444,2460
20101221,167.41,157.852,317.15,2819.14,9410,24575,2378,2470
20101220,167.37,156.967,315.37,2785.45,9250,24880,2327.5,2452
20101217,167.26,155.186,311.79,2760.44,9101.5,24695,2306.5,2378.5
20101216,167.28,153.511,308.42,2732.16,9050,24255,2296,2380
20101215,167.73,154.612,310.63,2756.91,9101,24280,2305.5,2392
20101214,167.4,155.465,312.35,2788.97,9260,24790,2332,2440
20101213,167.17,155.992,313.4,2782.94,9211,24180,2298,2419.5
20101210,164.57,153.42,308.23,2731.1,9116,23685,2316,2402
20101209,164.42,153.86,309.12,2743.75,9041.5,23755,2350,2367.5
20101208,163.7,154.208,309.81,2748.74,8882,23750,2296,2362
20101207,163.79,153.571,308.53,2747.73,9024,24050,2325.5,2402
20101206,162.77,154.211,309.82,2728.07,8780,23450,2278.5,2320.5
20101203,163.47,153.809,309.01,2723.56,8754,23505,2324,2330.5
20101202,162.63,151.823,305.01,2725.77,8711.5,23675,2326,2292
20101201,162.01,150.723,302.8,2681.41,8540,23305,2290,2265
20101130,162.08,146.73,294.78,2633.3,8375,22595,2245,2210
20101129,160.55,146.716,294.75,2590.23,8319.5,22755,2258,2255
20101126,160.8,146.342,293.99,2599.42,8288,22510,2243,2264
20101125,161.28,#N/A,#N/A,#N/A,8290,22610,2238.5,2221
20101124,161.63,147.093,295.5,2608.51,8254.5,21900,2242,2199
20101123,160.29,145.133,291.56,2588.37,8149,21290,2221,2150
20101122,157.82,144.998,291.29,2610.75,8405.5,21615,2265.5,2226.5
20101119,157.53,145.101,291.49,2620.19,8409,21685,2260,2247
20101118,158.29,146.557,294.42,2633.66,8386,21500,2263,2306
20101117,158.3,143.12,287.51,2573.05,8145,21475,2225,2222
20101116,156.14,143.146,287.56,2557.03,8483.5,22195,2329.5,2384
20101115,155.19,148.865,299.05,2701.59,8590,22525,2350,2420
20101112,156.02,147.796,296.9,2712.73,8715,23625,2434,2534
20101111,157.32,153.736,308.83,2808.79,8925,24200,2446,2593.5
20101110,155.65,154.185,309.73,2792.61,8729,24350,2430.5,2575
20101109,153.47,155.874,313.12,2851.07,8844.5,24350,2426,2553.5
20101108,152.28,153.798,308.95,2779.17,8672,24205,2415,2484
20101105,151.39,153.213,307.77,2779.29,8700,24450,2438,2505
20101104,150.02,152.158,305.65,2764.43,8521.5,23970,2441,2500
20101103,149.24,148.165,297.63,2670.62,8400.5,23625,2401.5,2490
20101102,147.54,148.402,298.11,2702.71,8396,23315,2386,2476
20101101,147.57,147.278,295.85,2670.93,8339,23260,2369,2472.5
20101029,147.01,147.269,295.83,2655.58,8225,22700,2302,2437
20101028,146.75,146.862,295.01,2667.06,8332,23080,2308,2480
20101027,146.27,146.018,293.31,2650.09,8332,22950,2322,2532
20101026,146.4,147.076,295.44,2711.57,8466,23185,2332,2541
20101025,146.91,146.262,293.8,2699.52,8501,23755,2362,2560
20101022,148.18,144.835,290.93,2658.77,8309.5,23405,2326.5,2494
20101021,148.1,144.468,290.19,2646.53,8406,23715,2348,2475
20101020,148.25,146.302,293.87,2662.54,8250,23475,2325,2381
20101019,149,143.466,288.18,2633.73,8295,23505,2356.5,2377
20101018,149.22,146.211,293.69,2689.7,8340.5,23670,2348.5,2373
20101015,148.61,145.674,292.61,2678.9,8362.5,24250,2368,2377
20101014,149.31,146.923,295.12,2692.86,8412,24355,2402,2402
20101013,149.14,146.834,294.94,2684.73,8400,24110,2390,2408
20101012,147.42,146.034,293.33,2655.11,8266,24150,2385.5,2275
20101011,145.3,145.106,291.46,2639.17,8335.5,24470,2391,2270.5
20101008,143.22,144.394,290.03,2634.53,8104.5,23705,2321,2199
20101007,140.21,139.893,280.99,2576.99,8262,24730,2343,2281
20101006,140.21,141.433,284.08,2631.81,8215.5,24875,2335,2293.5
20101005,140.21,140.979,283.17,2617.6,8125,24260,2335,2275
20101004,140.21,138.474,278.13,2569.46,8085.5,23835,2332,2265.5
20101001,140.21,139.135,279.46,2573.45,8115,23775,2345,2276.5
20100930,140.21,140.294,281.79,2547.61,8053.5,23390,2314,2262
20100929,138.54,140.193,281.58,2555.19,8016.5,23200,2293.5,2272.5
20100928,137.63,139.68,280.55,2530.65,7866,22810,2225,2223
20100927,138.2,139.814,280.82,2513.38,7922,23175,2281.5,2251
20100924,136.28,140.226,281.64,2528.26,7911,22900,2272,2256
20100923,136.28,138.553,278.28,2514.6,7876.5,22670,2233.5,2217.5
20100922,136.28,138.031,277.23,2479.73,7705.5,22300,2158.5,2160.5
20100921,136.28,137.254,275.67,2431.01,7695,22810,2167,2126
20100920,135.48,138.202,277.57,2457.03,7735.5,23345,2174,2188
20100917,136.47,138.415,278,2452.28,7756,23425,2156,2208.5
20100916,136.68,137.449,276.06,2444.63,7670,23255,2132,2191.5
20100915,137.63,137.611,276.38,2434.43,7595,23180,2117.5,2196.5
20100914,137.4,137.959,277.08,2437.52,7517,22840,2101.5,2189
20100913,137.91,136.85,274.85,2405.82,7630,23080,2108,2186
20100910,138.08,135.618,272.37,2371.38,7525,22825,2083.5,2170
20100909,137.38,135.054,271.24,2386.43,7532,22580,2082.5,2162
20100908,139.07,135.426,271.98,2421.37,7620,22450,2120.5,2151
20100907,141.02,135.409,271.95,2402.2,7520,21635,2110,2126
20100906,141.74,#N/A,#N/A,#N/A,7660.5,21910,2148.5,2160
20100903,140.56,134.989,271.1,2391.79,7631.5,21875,2128.5,2137
20100902,142.27,133.556,268.22,2389.05,7625.5,21455,2105,2130
20100901,140.23,132.46,266.02,2361.1,7540.5,21045,2059,2089
20100831,141.32,130.814,262.71,2323.16,7355.5,20710,2045,2010.5
20100830,141.52,132.162,265.42,2329.54,#N/A,#N/A,#N/A,#N/A
20100827,142.68,131.585,264.26,2329.94,7287,20555,1996.5,2010
20100826,143.41,130.154,261.38,2296.89,7195.5,20275,1998.5,1980.5
20100825,144.31,128.776,258.61,2256.19,7067,20145,2016,1937
20100824,145.83,129.34,259.74,2263.38,7171,20710,2038.5,1991
20100823,146.19,130.989,263.05,2278.86,7250,21220,2059,2021.5
20100820,147.71,131.387,263.85,2285.07,7205.5,21325,2045,2040
20100819,147.1,132.121,265.32,2313.14,7442,22200,2094,2103.5
20100818,147.01,132.921,266.93,2334.09,7353.5,21875,2146,2119
20100817,146.62,132.999,267.09,2345.63,7315.5,21850,2135,2113
20100816,144.17,132.039,265.16,2316.45,7205,21400,2121,2040.5
20100813,144.03,132.76,266.6,2291.67,7200,21475,2143,2065.5
20100812,145.37,132.785,266.65,2312.47,7180,21030,2131.5,2028
20100811,145.12,132.303,265.68,2288.07,7204,21775,2151,2047
20100810,142.6,133.637,268.36,2323.51,7225,22055,2145,2100.5
20100809,139.85,134.986,271.07,2359.26,7425,22565,2201,2171
20100806,139,135.315,271.72,2352.97,7420,22085,2217,2167.5
20100805,138.82,136.852,274.81,2350.39,7395,21985,2212.5,2190.5
20100804,142.19,137.007,275.12,2371.2,7370.5,21520,2201,2183
20100803,138.9,135.323,271.74,2351.71,7360,21505,2200,2175.5
20100802,136.03,135.596,272.28,2366.36,7336,21420,2184.5,2085
20100730,134.05,134.248,269.57,2304.26,7195,20560,2127,2065
20100729,133.94,131.818,264.69,2264.31,7206,20385,2083,2003
20100728,132.91,129.93,260.9,2237.81,7120,20435,2059,1968
20100727,132.66,128.791,258.61,2219.6,7091.5,20725,2045,1975
20100726,130.99,129.77,260.58,2252.29,6995.5,20415,2021,1960
20100723,125.26,129.9,260.83,2226.71,6995,20380,2008.5,1930.5
20100722,125.42,130.294,261.62,2222.96,6920.5,19825,2006.5,1894
20100721,119.44,127.943,256.9,2184.49,6771,19215,1975.5,1844
20100720,117.01,127.52,256.05,2150.07,6526,18810,1930.5,1762
20100719,116.9,127.042,255.09,2119,6514,18735,1947,1751.5
20100716,115.34,127.559,256.13,2121.78,6650,19220,2008.5,1789
20100715,115.85,128.92,258.86,2164.96,6656,19315,1991,1801
20100714,118.83,127.269,255.54,2171.98,6694.5,19515,2003.5,1814
20100713,116.89,127.124,255.25,2172.22,6596,19300,1948,1766.5
20100712,117.94,125.766,252.52,2142.7,6630.5,19210,1967,1807
20100709,120.54,126.945,254.88,2179.44,6680.5,19130,1970.5,1808
20100708,121.19,126.352,253.69,2150.26,6641,19325,1977,1804
20100707,123.47,125.86,252.7,2150.12,6545,18990,1954.5,1756
20100706,127.57,123.977,248.92,2142.34,6523,18855,1946,1755
20100705,128.09,#N/A,#N/A,#N/A,6440,18775,1912,1731.5
20100702,132.01,123.987,248.94,2104.38,6430.5,19115,1933,1736
20100701,133.63,124.705,250.38,2091.13,6354,19150,1928,1692.5
20100630,135.5,125.747,252.47,2152.54,6515,19430,1924,1690
20100629,137.88,124.228,249.42,2134.8,6585,19935,1962.5,1741.5
20100628,138.69,127.605,256.2,2220.88,6800,20210,1996,1828
20100625,139.69,128.751,258.5,2207.73,6604.5,19500,1946,1802
20100624,140.82,127.107,255.19,2186.98,6525.5,19250,1908.5,1780.5
20100623,141.5,126.578,254.13,2157.79,6576,19430,1922,1782
20100622,142.75,127.816,256.62,2179.86,6460,19400,1901,1766
20100621,142.65,128.395,257.78,2177.02,6607,19935,1968.5,1786
20100618,143.86,128.452,257.89,2153.08,6315.5,19305,1931,1706.5
20100617,143.01,128.818,258.63,2157.27,6480.5,19685,1950.5,1715
20100616,142.73,128.777,258.54,2176.23,6592.5,19555,1967.5,1701
20100615,142.73,128.788,258.56,2183.74,6625,20105,1965,1685
20100614,142.73,127.161,255.3,2159.02,6610,19730,1945.5,1674
20100611,142.94,125.062,251.08,2116.1,6462,19300,1932,1676
20100610,144.08,124.181,249.31,2109.07,6292,19105,1907,1655.5
20100609,144.07,123.638,248.22,2103.9,6295.5,18780,1911,1655
20100608,145.98,122.825,246.59,2080.68,6091,17955,1850.5,1562.5
20100607,145.72,122.301,245.53,2037.41,6157,18050,1828.5,1558.5
20100604,142.18,122.024,244.97,2046.11,6450,18300,1915.5,1621
20100603,140.46,124.644,250.23,2114.15,6620.5,19205,1951,1640.5
20100602,141.08,123.953,248.84,2154.33,6605,19880,1954,1709.5
20100601,139.03,123.962,248.86,2181.54,6715,20505,1953,1751
20100531,140.97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20100528,140.52,125.363,251.67,2223.54,6926,21555,2037,1821
20100527,140.14,126.653,254.26,2234.03,6875.5,21600,2003.5,1777
20100526,139.68,124.338,249.61,2185.89,6836,21460,2010.5,1760
20100525,137.71,122.395,245.71,2163.51,6685,21145,1980.5,1724
20100524,138.97,124.104,249.14,2218.02,6770.5,21595,2009,1779
20100521,146.58,123.345,247.61,2184.05,6639,21200,1991,1722.5
20100520,151.77,123.006,246.93,2147.7,6500,21050,1947,1720
20100519,155.22,124.066,249.06,2166.31,6465.5,21055,1969,1721
20100518,159.23,125.77,252.48,2237.34,6605.5,21475,2005.5,1795.5
20100517,163.33,125.103,251.14,2195.68,6721,21050,2011,1864
20100514,166.2,127.843,256.63,2294.34,6955.5,22200,2081,1952
20100513,167.45,130.969,262.91,2360.67,7010.5,22680,2116.5,2016.5
20100512,169,131.291,263.55,2340.21,7082,22805,2100.5,2026
20100511,171.41,130.304,261.57,2317.43,6885,22075,2028,1976
20100510,173.02,130.235,261.43,2330.21,7165.5,23160,2104.5,2081
20100507,173.44,128.661,258.27,2288.55,6872,22170,2065.5,1979
20100506,173.16,128.311,257.56,2275.47,6945,21670,2051,1965
20100505,175.07,130.181,261.32,2264.97,6801,22560,2095,1962
20100504,174.6,132.084,265.13,2313.01,7175.5,25650,2164,2129.5
20100503,172.78,135.054,271.09,2422.41,#N/A,#N/A,#N/A,#N/A
20100430,172.78,134.704,270.39,2421.52,7365,25810,2184,2176
20100429,173.43,133.504,267.98,2393.62,7395,25700,2195.5,2229
20100428,175.65,133.897,268.77,2393.41,7410.5,25450,2115,2225
20100427,176.66,133.363,267.69,2403.96,7645,26850,2262.5,2291
20100426,177.42,135.762,272.51,2483.54,7760,27325,2293.5,2310.5
20100423,178.48,136.053,273.09,2470.42,7660,26800,2265.5,2253.5
20100422,181.78,135.379,271.73,2460.74,7661,27000,2293.5,2275.5
20100421,179.41,134.994,270.96,2475.69,7666,26425,2326.5,2295
20100420,178.26,134.49,269.95,2483.35,7787,27310,2384,2264
20100419,174.96,133.24,267.44,2444.7,7656,26405,2339,2187.5
20100416,173.64,135.131,271.23,2469.59,7905.5,27600,2447.5,2368
20100415,172.22,136.755,274.49,2527.47,7875,26690,2424,2290
20100414,171.81,136.565,274.11,2519.22,7924.5,25875,2419.5,2333.5
20100413,167.87,135.325,271.62,2490.46,7845,25570,2369,2305.5
20100412,164.77,134.653,270.27,2500.05,7915,25580,2381,2315
20100409,162.31,134.732,270.42,2490.23,7896,25200,2357.5,2280
20100408,160.35,133.947,268.84,2461.01,7795.5,24440,2295.5,2225
20100407,159.06,135.085,271.13,2467.27,7908,24560,2324,2262.5
20100406,158.6,135.098,271.15,2466.53,7950.5,24550,2327.5,2228
20100405,155.83,135.437,271.83,2448.23,#N/A,#N/A,#N/A,#N/A
20100402,155.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20100401,155.53,133.856,268.65,2437.46,7881,25475,2330,2182.5
20100331,150.46,132.152,265.23,2404.19,7830,24950,2288,2120
20100330,150.25,132.674,266.28,2388.88,7786,24200,2267.5,2137
20100329,150.31,132.073,265.07,2378.61,7635,23950,2225,2153
20100326,148.21,129.703,260.31,2321.24,7490.5,23650,2200,2090
20100325,146.9,129.803,260.51,2303.57,7347,22675,2176,2025.5
20100324,145.46,130.592,262.09,2284.85,7310.5,22195,2194.5,2001
20100323,144.77,131.794,264.5,2321.38,7404.5,22340,2231,2136
20100322,142.37,132.073,265.06,2325.83,7300.5,21855,2192.5,2140
20100319,140.65,132.382,265.68,2337.47,7461,22700,2233,2210.5
20100318,138.42,133.558,268.04,2369.87,7476,22250,2244,2222.5
20100317,137.33,134.203,269.33,2377.05,7488,22125,2242.5,2245
20100316,135.43,132.901,266.72,2347.87,7341.5,22000,2213.5,2194.5
20100315,135.56,131.358,263.62,2318.08,7330,21300,2208,2185
20100312,133.93,132.444,265.8,2344.55,7470,21800,2216,2251
20100311,130.2,132.686,266.28,2340.02,7384.5,21325,2195,2241
20100310,129,133.61,268.13,2344.62,7524,21995,2233,2282.5
20100309,128.61,133.931,268.78,2361.8,7395,21945,2200.5,2206
20100308,129.69,134.523,269.96,2353.66,7541.5,22550,2224,2240.5
20100305,130.31,134.679,270.27,2357.32,7466.5,22500,2201,2178
20100304,129.95,133.945,268.8,2326.5,7485.5,22875,2203,2196.5
20100303,130.25,135.854,272.63,2355.62,7483.5,22555,2132.5,2201
20100302,132.76,134.385,269.68,2320.6,7359,21505,2108,2150
20100301,132.63,132.964,266.83,2281.69,7335,21370,2101,2151.5
20100226,132.23,133.832,268.57,2264.4,7072,20495,2050.5,2138.5
20100225,130.76,131.636,264.16,2217.33,7046,20275,2062.5,2150
20100224,129.12,133.349,267.6,2245.14,7032,20065,2079,2167.5
20100223,129,132.256,265.4,2245.47,7227,20430,2117.5,2295
20100222,128.63,134.371,269.65,2292.7,7338,20535,2116,2319.5
20100219,125.49,134.838,270.58,2313.78,7193,20210,2072,2289.5
20100218,125.49,134.2,269.3,2278.73,7086,20235,2077,2240
20100217,125.49,133.928,268.75,2269.02,7119.5,20150,2095,2275
20100216,125.49,134.331,269.56,2277.36,6940,19600,2051,2196
20100215,125.49,#N/A,#N/A,#N/A,6841,19000,2033,2135
20100212,125.49,130.998,262.87,2176.26,6766,18455,2004.5,2080
20100211,125.36,131.684,264.25,2187.31,6672.5,17945,2012.5,2065
20100210,123.78,129.892,260.65,2127.07,6610.5,17850,2022.5,2079.5
20100209,122.91,129.328,259.52,2130.58,6485,17425,2002.5,1972
20100208,123.07,127.981,256.81,2085.23,6329,17035,1974,1935
20100205,123.87,126.558,253.96,2049.86,6242,17350,1949,1925
20100204,123.25,128.341,257.53,2103.64,6571,18255,2052,2005
20100203,121.43,131.178,263.22,2178.6,6853,18060,2086.5,2110
20100202,121.33,133.002,266.88,2222.52,6865,18125,2075,2095
20100201,120.02,130.66,262.18,2191.11,6675,18025,2046.5,2001
20100129,119.17,129.051,258.95,2173.58,6854,18730,2061.5,2055
20100128,119.32,130.052,260.96,2196.35,7042,18150,2126,2089.5
20100127,118.34,130.929,262.72,2248.15,7244,17935,2149,2140
20100126,120.35,133.606,268.09,2296.09,7306,18295,2189.5,2165.5
20100125,122.8,135.109,271.11,2312.37,7409,18375,2217.5,2235
20100122,123.11,134.896,270.68,2306.05,7240,18455,2189.5,2227
20100121,123.27,135.621,272.13,2329.72,7347,18805,2229.5,2273
20100120,124.74,136.323,273.54,2359.43,7446,18985,2254,2405.5
20100119,126.32,138.484,277.88,2419.09,7442,18645,2243.5,2420.5
20100118,127.22,#N/A,#N/A,#N/A,7507,18635,2292.5,2451.5
20100115,127.85,138.086,277.08,2395.34,7405.5,18325,2282,2440
20100114,127.2,139.457,279.83,2422.1,7454,18350,2293,2451
20100113,127.24,139.995,280.91,2398.32,7391,17735,2250.5,2435
20100112,123.89,139.171,279.26,2378.89,7425,17765,2260.5,2414.5
20100111,126.31,142.009,284.95,2428.7,7685,18300,2320.5,2576
20100108,127.61,142.411,285.75,2395.55,7446,18125,2261.5,2524
20100107,123.22,142.846,286.62,2418.24,7594,18750,2307,2591
20100106,121.95,145.029,291,2461.24,7587.5,18955,2303,2582
20100105,119.85,142.112,285.15,2390.17,7436,18615,2247,2440
20100104,117.46,142.301,285.53,2379.26,7464,18855,2225.5,2451.5
20091231,113.34,139.187,279.28,2327.77,7346,18480,2208,2395
20091230,109.57,139.472,279.85,2322.16,7295,18855,2237,2397
20091229,108.93,139.638,280.18,2336.74,7221,18975,2247,2365.5
20091228,107.1,140.046,281,2309.46,#N/A,#N/A,#N/A,#N/A
20091225,107.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091224,107.1,138.028,276.95,2305.26,7070,18640,2201,2327
20091223,106.85,137.302,275.49,2287.05,6901,17955,2212.5,2300
20091222,106.57,134.854,270.58,2251.14,6856,17700,2200.5,2271
20091221,106.28,134.94,270.75,2269.26,6880,17515,2231,2320
20091218,106.55,135.49,271.85,2258.44,6841,17050,2214,2314.5
20091217,106.16,135.066,271,2254.35,6900.5,17005,2215,2332
20091216,103.8,136.725,274.33,2304.21,6946,17210,2241.5,2368
20091215,102.16,134.716,270.3,2260.99,6800.5,16730,2204,2294
20091214,101.28,134.447,269.76,2262.79,6920,16690,2265.5,2291
20091211,100.62,133.154,267.16,2245.02,6871,16525,2210,2290
20091210,100.41,132.412,265.68,2225.38,6810,16470,2163.5,2260
20091209,99.19,131.588,264.02,2238.56,6935,16160,2127.5,2275
20091208,98.38,133.73,268.32,2246.99,6960.5,15810,2134,2256
20091207,98.02,134.746,270.36,2254.2,6920.5,15975,2103,2297
20091204,98.84,134.789,270.44,2276.26,7026,15905,2106.5,2345
20091203,97.97,136.126,273.12,2309.13,7071,16080,2114,2413
20091202,97.74,136.64,274.16,2331.18,7055,16400,2102.5,2445
20091201,97.67,137.575,276.03,2301.71,6990,16265,2044,2343
20091130,100.66,136.493,273.86,2250.81,6814.5,16030,2007,2290
20091127,101.53,135.324,271.51,2215.77,6755,16125,1957,2289
20091126,101.47,#N/A,#N/A,#N/A,6904.5,16775,2009.5,2344
20091125,102.44,137.244,275.36,2265.58,6914,16800,2007,2354
20091124,103.28,133.962,268.78,2225.58,6865,16610,1995,2358
20091123,102.92,135.272,271.41,2250.66,6945.5,16855,2022,2375.5
20091120,101.44,134.904,270.67,2227.82,6731,16660,1978,2309
20091119,101.47,134.715,270.29,2214.94,6761,16940,2003,2335
20091118,102.06,136.114,273.09,2241.26,6926,17300,2035.5,2405
20091117,100.67,136.417,273.7,2231.02,6761,16660,2002.5,2331
