,Ã¶±¤¼® Fines (Daily) [Áß±¹(¼öÀÔ°¡ CFR)] Çö¹°USD/ton,Baltic Dry Index (BDI)1985.01.04,Baltic Capesize Index (BCI)1999.03.01,Baltic Panamax Index (BPI)1998.05.06,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Supramax index (BSI)2005.01.01,Baltic Handysize Index (BHSI)2006.05.23,SSY/Pacific Capesize Index1997.1.6=4114,SSY/Atlantic Capesize Index1997.1.6=5000,Howe Robinson Container Index1997.1.15=1000,China Containerized Freight Index (CCFI)1998.1.1=1000,Shanghai Containerized Freight Index (SCFI)2009.10.16=1000,China Coastal Bulk Freight Index (CBFI)2000.1.1=1000,China Newbuilding Price Index (CNPI)2011.07.01=1000,China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000,China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000,China Container Newbuilding Price Index (CNCPI)2011.07.01=1000
20141008,80.18,991,1632,869,574,664,993,523,5308,5962,540,1087.67,935.81,905.89,950,961,998,902
20141007,80.42,1015,1698,884,571,657,1007,528,5308,5962,540,1087.67,935.81,905.89,950,961,998,902
20141006,79.6,1029,1735,889,571,649,1017,530,5308,5962,540,1087.67,935.81,905.89,950,961,998,902
20141003,79.6,1037,1758,887,574,645,1028,530,5308,6177,540,1087.67,935.81,905.89,950,961,998,902
20141002,79.6,1041,1788,878,575,639,1033,531,5308,6177,540,1087.67,935.81,905.89,950,961,998,902
20141001,78.89,1055,1853,854,578,639,1045,531,5308,6177,540,1087.67,935.81,905.89,950,961,998,902
20140930,78.05,1063,1915,826,570,623,1051,529,5308,6177,536.4,1087.67,935.81,905.89,950,961,998,902
20140929,77.97,1062,1922,812,561,613,1054,528,5308,6177,536.4,1087.67,935.81,905.89,951,963,992,902
20140926,78.68,1049,1852,807,556,611,1053,526,6070,6661,536.4,1087.67,935.81,905.89,951,963,992,902
20140925,78.63,1038,1837,799,554,608,1046,525,6070,6661,536.4,1104.76,997.25,910.72,951,963,992,902
20140924,79.9,1056,1967,798,554,605,1045,521,6070,6661,536.4,1104.76,997.25,910.72,951,963,992,902
20140923,79.69,1073,2077,800,555,604,1041,513,6070,6661,538.6,1104.76,997.25,910.72,951,963,992,902
20140922,80.1,1077,2118,809,552,607,1032,505,6070,6661,538.6,1104.76,997.25,910.72,951,963,992,902
20140919,81.02,1075,2112,814,552,612,1029,498,6158,7238,538.6,1104.76,997.25,910.72,951,963,992,902
20140918,83.06,1089,2192,819,552,615,1030,494,6158,7238,538.6,1114.51,1069.11,917.26,951,963,992,902
20140917,84.48,1124,2342,829,551,625,1031,488,6158,7238,538.6,1114.51,1069.11,917.26,951,963,992,902
20140916,85.06,1150,2442,843,554,630,1028,484,6158,7238,540.6,1114.51,1069.11,917.26,951,963,992,902
20140915,85.58,1173,2523,860,559,635,1016,479,6158,7238,540.6,1114.51,1069.11,917.26,951,963,992,902
20140912,82.38,1181,2546,875,560,640,1006,477,6172,7103,540.6,1114.51,1069.11,917.26,952,965,995,903
20140911,82.64,1186,2570,895,561,645,1000,476,6172,7103,540.6,1121.48,1133.85,918.17,952,965,995,903
20140910,82.22,1197,2602,916,557,652,1003,474,6172,7103,540.6,1121.48,1133.85,918.17,952,965,995,903
20140909,83.5,1197,2596,940,555,660,1001,472,6172,7103,542.3,1121.48,1133.85,918.17,952,965,995,903
20140908,83.98,1166,2519,940,557,665,995,472,6172,7103,542.3,1121.48,1133.85,918.17,952,965,995,903
20140905,83.8,1155,2483,931,559,674,997,469,5910,7333,542.3,1121.48,1133.85,918.17,952,965,995,903
20140904,85.24,1147,2464,927,562,677,993,466,5910,7333,542.3,1106.69,1107.19,927.9,952,965,995,903
20140903,86.09,1142,2489,919,563,682,988,462,5910,7333,542.3,1106.69,1107.19,927.9,952,965,995,903
20140902,87.4,1149,2568,903,546,687,983,456,5910,7333,536,1106.69,1107.19,927.9,952,965,995,903
20140901,87.79,1151,2606,888,545,693,977,450,5910,7333,536,1106.69,1107.19,927.9,952,965,995,903
20140830,87.62,1147,2627,871,545,699,970,442,5910,6927,536,1106.69,1107.19,927.9,952,965,995,903
20140829,87.62,1147,2627,871,545,699,970,442,5910,6927,536,1106.69,1107.19,927.9,953,965,995,905
20140828,87.7,1119,2551,842,547,722,963,437,5910,6927,536,1114.09,1076.47,926.34,953,965,995,905
20140827,88.29,1063,2366,811,548,735,952,427,5910,6927,531.3,1114.09,1076.47,926.34,953,965,995,905
20140826,89.02,1070,2430,808,549,742,944,420,5910,6927,531.3,1114.09,1076.47,926.34,953,965,995,905
20140825,90.07,1088,2535,812,548,759,937,413,5910,6927,531.3,1114.09,1076.47,926.34,953,965,995,905
20140822,90.34,1088,2535,812,548,759,937,413,4704,6863,531.3,1114.09,1076.47,926.34,953,965,995,905
20140821,91.77,1096,2578,818,547,761,925,406,4704,6863,531.3,1109.96,1120.82,934.83,953,965,995,905
20140820,92.38,1061,2380,828,545,768,912,399,4704,6863,531.3,1109.96,1120.82,934.83,953,965,995,905
20140819,93.03,1040,2256,837,547,759,902,394,4704,6863,533.7,1109.96,1120.82,934.83,953,965,995,905
20140818,93.35,1042,2254,836,548,749,889,387,4704,6863,533.7,1109.96,1120.82,934.83,953,965,995,905
20140815,93.98,1015,2151,803,549,747,877,382,4662,5445,533.7,1109.96,1120.82,934.83,953,965,995,905
20140814,93.97,942,1882,739,549,748,861,376,4662,5445,533.7,1112.05,1171.63,935.81,956,969,998,906
20140813,93.59,871,1546,674,552,753,845,373,4662,5445,533.7,1112.05,1171.63,935.81,956,969,998,906
20140812,94.24,836,1350,651,553,762,829,370,4662,5445,533.3,1112.05,1171.63,935.81,956,969,998,906
20140811,95.22,792,1197,634,555,793,819,366,4662,5445,533.3,1112.05,1171.63,935.81,956,969,998,906
20140808,94.99,777,1166,624,554,807,804,363,4796,5380,533.3,1112.05,1171.63,935.81,956,969,998,906
20140807,95.4,765,1150,616,552,811,785,360,4796,5380,533.3,1096.44,1195.36,953.91,956,969,998,906
20140806,96.18,759,1153,609,545,794,767,358,4796,5380,533.3,1096.44,1195.36,953.91,956,969,998,906
20140805,95.73,755,1163,609,541,800,753,357,4796,5380,536.1,1096.44,1195.36,953.91,956,969,998,906
20140804,95.17,753,1178,610,547,815,740,356,4796,5380,536.1,1096.44,1195.36,953.91,956,969,998,906
20140801,95.84,751,1176,611,551,826,728,357,4796,5496,536.1,1096.44,1195.36,953.91,956,969,998,906
20140731,95.63,755,1195,619,556,833,716,355,4796,5496,536.1,1092.24,1060.75,932.43,956,969,998,906
20140730,96.1,754,1200,625,571,842,704,356,4796,5496,536.1,1092.24,1060.75,932.43,956,969,998,906
20140729,96.22,747,1195,624,573,848,688,357,4796,5496,540,1092.24,1060.75,932.43,957,971,998,906
20140728,94.65,743,1187,616,568,862,684,358,4796,5496,540,1092.24,1060.75,932.43,957,971,998,906
20140725,94.65,739,1193,606,570,891,679,357,4830,5571,540,1092.24,1060.75,932.43,957,971,998,906
20140724,94.02,732,1201,596,570,931,666,358,4830,5571,540,1088.14,1080.06,920.19,957,971,998,906
20140723,93.99,727,1198,584,565,946,661,361,4830,5571,540,1088.14,1080.06,920.19,957,971,998,906
20140722,95.36,723,1191,576,551,955,661,364,4830,5571,538.8,1088.14,1080.06,920.19,957,971,998,906
20140721,95.71,724,1194,576,548,918,659,369,4830,5571,538.8,1088.14,1080.06,920.19,957,971,998,906
20140718,96.94,732,1235,586,544,906,659,372,4924,6047,538.8,1088.14,1080.06,920.19,957,971,998,906
20140717,98.1,738,1248,603,539,896,660,373,4924,6047,538.8,1092.07,1100.15,917.61,957,971,998,906
20140716,98.35,755,1289,621,529,884,666,377,4924,6047,538.8,1092.07,1100.15,917.61,957,971,998,906
20140715,97.89,782,1377,644,524,820,671,380,4924,6047,537.6,1092.07,1100.15,917.61,957,971,998,906
20140714,97.67,798,1422,666,521,796,675,385,4924,6047,537.6,1092.07,1100.15,917.61,959,974,1002,903
20140711,96.92,814,1465,679,521,786,679,390,5091,6695,537.6,1092.07,1100.15,917.61,959,974,1002,903
20140710,96.55,836,1523,702,524,774,681,393,5091,6695,537.6,1097.12,1129.42,919.77,959,974,1002,903
20140709,96.47,863,1648,710,527,752,684,397,5091,6695,537.6,1097.12,1129.42,919.77,959,974,1002,903
20140708,96.51,881,1755,704,532,739,687,400,5091,6695,538.7,1097.12,1129.42,919.77,959,974,1002,903
20140707,95.26,888,1808,680,532,736,686,402,5091,6695,538.7,1097.12,1129.42,919.77,959,974,1002,903
20140704,96.11,893,1864,640,536,741,682,403,5091,6625,538.7,1097.12,1129.42,919.77,959,974,1002,903
20140703,96.33,890,1935,557,538,750,680,404,5091,6625,538.7,1092.11,1058.67,922.2,959,974,1002,903
20140702,95.33,890,1999,485,544,747,677,408,5091,6625,538.7,1092.11,1058.67,922.2,959,974,1002,903
20140701,93.77,894,2045,446,547,728,676,409,5091,6625,540.8,1092.11,1058.67,922.2,959,974,1002,903
20140630,94.02,850,1871,423,549,724,675,413,5091,6625,540.8,1092.11,1058.67,922.2,959,974,1002,903
20140627,95.81,831,1773,419,537,721,678,420,5557,6942,540.8,1092.11,1058.67,922.2,959,977,1003,898
20140626,95.72,824,1748,423,527,723,679,427,5557,6942,540.8,1093.45,1042.84,935.88,959,977,1003,898
20140625,94.19,846,1799,433,520,717,687,433,5557,6942,540.8,1093.45,1042.84,935.88,959,977,1003,898
20140624,92.97,867,1848,446,513,717,694,438,5557,6942,541.8,1093.45,1042.84,935.88,959,977,1003,898
20140623,93.74,886,1896,452,511,717,701,440,5557,6942,541.8,1093.45,1042.84,935.88,959,977,1003,898
20140620,92.13,904,1950,461,510,715,704,441,5501,6386,541.8,1093.45,1042.84,935.88,959,977,1003,898
20140619,91.23,902,1919,474,511,712,708,442,5501,6386,541.8,1102.98,1075.43,947.96,959,977,1003,898
20140618,91.28,867,1767,492,513,672,715,443,5501,6386,541.8,1102.98,1075.43,947.96,959,977,1003,898
20140617,89.98,858,1676,514,515,650,724,446,5501,6386,540.3,1102.98,1075.43,947.96,959,977,1003,898
20140616,89.48,880,1695,542,518,641,740,450,5501,6386,540.3,1102.98,1075.43,947.96,959,977,1003,898
20140615,90.81,906,1730,582,525,641,748,459,5501,6849,540.3,1102.98,1075.43,947.96,959,977,1003,898
20140613,90.81,906,1730,582,525,641,748,459,5501,6849,540.3,1102.98,1075.43,947.96,960,979,1002,898
20140612,91.17,939,1792,635,526,635,760,465,5501,6849,540.3,1109.03,1088.41,959.95,960,979,1002,898
20140611,94.02,973,1864,678,526,637,774,469,5501,6849,540.3,1109.03,1088.41,959.95,960,979,1002,898
20140610,93.51,1004,1903,699,527,637,787,475,5501,6849,533.4,1109.03,1088.41,959.95,960,979,1002,898
20140609,94.46,999,1846,713,528,636,797,478,5501,6849,533.4,1109.03,1088.41,959.95,960,979,1002,898
20140606,94.27,989,1793,727,529,635,802,481,4980,5807,533.4,1109.03,1088.41,959.95,960,979,1002,898
20140605,93.79,977,1689,758,530,630,811,482,4980,5807,533.4,1103.56,1108.64,969.13,960,979,1002,898
20140604,94.84,959,1604,786,527,635,821,484,4980,5807,533.4,1103.56,1108.64,969.13,960,979,1002,898
20140603,92.68,948,1545,816,526,641,829,485,4980,5807,534.1,1103.56,1108.64,969.13,960,979,1002,898
20140602,92.58,934,1429,846,524,651,829,485,4980,5807,534.1,1103.56,1108.64,969.13,960,979,1002,898
20140530,91.33,934,1395,872,525,657,830,485,5114,5771,534.1,1103.56,1108.64,969.13,960,979,1002,898
20140529,97.29,940,1379,904,527,667,839,484,5114,5771,534.1,1097.18,1115.36,996.79,960,981,1003,896
20140528,97.84,954,1405,940,529,674,846,481,5114,5771,534.1,1097.18,1115.36,996.79,960,981,1003,896
20140527,98.95,973,1457,971,531,682,855,481,5114,5771,531.2,1097.18,1115.36,996.79,960,981,1003,896
20140526,98.8,964,1358,1001,532,691,866,480,5114,6059,531.2,1097.18,1115.36,996.79,960,981,1003,896
20140523,98.29,964,1358,1001,532,691,866,480,5114,6059,531.2,1097.18,1115.36,996.79,960,981,1003,896
20140522,98.9,966,1302,1028,535,684,872,480,5114,6059,531.2,1096.51,1161.39,1014.15,960,981,1003,896
20140521,98.89,988,1354,1056,537,669,884,480,5114,6059,531.2,1096.51,1161.39,1014.15,960,981,1003,896
20140520,98.18,1010,1431,1061,528,651,891,482,5114,6059,527.2,1096.51,1161.39,1014.15,960,981,1003,896
20140519,98.83,1022,1494,1054,531,649,896,483,5114,6059,527.2,1096.51,1161.39,1014.15,960,981,1003,896
20140516,100.74,1027,1530,1041,532,652,899,485,5061,6171,527.2,1096.51,1161.39,1014.15,960,981,1003,896
20140515,103.81,1021,1546,1016,532,656,901,490,5061,6171,527.2,1086.19,1163.06,1042.24,960,981,1003,896
20140514,103.27,1002,1496,969,531,657,904,497,5061,6171,527.2,1086.19,1163.06,1042.24,958,979,1003,892
20140513,102.76,982,1453,933,530,658,904,502,5061,6171,531.9,1086.19,1163.06,1042.24,958,979,1003,892
20140512,102.76,987,1483,910,528,661,905,504,5185,6300,531.9,1086.19,1163.06,1042.24,958,979,1003,892
20140509,103.03,997,1541,898,531,664,909,506,5185,6300,531.9,1086.19,1163.06,1042.24,958,979,1003,892
20140508,105.24,1008,1613,879,534,665,918,508,5185,6300,531.9,1066.25,1143.87,1068.82,958,979,1003,892
20140507,106.26,1022,1681,869,533,655,920,509,5185,6300,531.9,1066.25,1143.87,1068.82,958,979,1003,892
20140506,106.29,1022,1691,866,530,648,917,510,5185,6300,529.4,1066.25,1143.87,1068.82,958,979,1003,892
20140505,106.33,1017,1663,865,526,647,915,510,5059,5640,529.4,1066.25,1143.87,1068.82,958,979,1003,892
20140502,106.82,1017,1663,865,526,647,915,510,5059,5640,529.4,1066.25,1143.87,1068.82,958,979,1003,892
20140501,105.9,993,1518,871,526,644,915,514,5059,5640,529.4,1066.25,1143.87,1068.82,958,979,1003,892
20140430,105.9,943,1429,871,522,648,919,513,5059,5640,529.4,1066.25,1143.87,1068.82,958,979,1003,892
20140429,108.84,949,1472,872,520,651,922,515,5059,5640,524.3,1068.89,1068.18,1081.97,957,977,1002,892
20140428,108.17,961,1537,868,520,655,916,517,5059,5640,524.3,1068.89,1068.18,1081.97,957,977,1002,892
20140425,111.54,967,1595,864,520,657,912,517,5029,5411,524.3,1068.89,1068.18,1081.97,957,977,1002,892
20140424,113.58,962,1511,852,523,658,909,520,5029,5411,524.3,1070.97,1047.97,1077.13,957,977,1002,892
20140423,113.31,956,1481,840,520,666,911,524,5029,5411,524.3,1070.97,1047.97,1077.13,957,977,1002,892
20140422,111.28,939,1416,828,524,673,909,528,5029,5411,520,1070.97,1047.97,1077.13,957,977,1002,892
20140421,113.75,930,1392,812,529,677,908,533,5029,5411,520,1070.97,1047.97,1077.13,957,977,1002,892
20140418,117.16,930,1392,812,529,677,908,533,5504,5839,520,1070.97,1047.97,1077.13,957,977,1002,892
20140417,117.16,930,1392,812,529,677,908,533,5504,5839,520,1068.05,1067.42,1078.68,957,977,1002,892
20140416,117.18,936,1440,792,537,686,909,536,5504,5839,520,1068.05,1067.42,1078.68,957,977,1002,892
20140415,117.18,970,1597,777,548,693,916,543,5504,5839,516.8,1068.05,1067.42,1078.68,957,977,1002,892
20140414,117.74,989,1675,778,553,690,921,549,5504,5839,516.8,1068.05,1067.42,1078.68,953,973,997,891
20140411,117.37,1002,1738,782,559,693,927,556,6664,6885,516.8,1068.05,1067.42,1078.68,953,973,997,891
20140410,118.73,1029,1865,787,565,692,936,562,6664,6885,516.8,1069.66,1064.87,1099.95,953,973,997,891
20140409,119.82,1061,1946,794,572,693,949,571,6664,6885,516.8,1069.66,1064.87,1099.95,953,973,997,891
20140408,119.26,1098,2029,801,585,691,965,580,6664,6885,504.1,1069.66,1064.87,1099.95,953,973,997,891
20140407,117.02,1186,2293,812,593,696,982,588,6664,6885,504.1,1069.66,1064.87,1099.95,953,973,997,891
20140404,116.7,1205,2306,822,597,696,1003,598,7261,7596,504.1,1069.66,1064.87,1099.95,953,973,997,891
20140403,115.75,1235,2343,836,598,688,1025,610,7261,7596,504.1,1075.41,929.43,1140.27,953,973,997,891
20140402,115.8,1273,2418,867,602,691,1047,621,7261,7596,504.1,1075.41,929.43,1140.27,953,973,997,891
20140401,117.76,1316,2505,897,606,694,1068,632,7261,7596,504.9,1075.41,929.43,1140.27,953,973,997,891
20140331,116.64,1362,2573,942,610,700,1090,642,7261,7596,504.9,1075.41,929.43,1140.27,953,973,997,891
20140330,112.76,1373,2557,978,614,705,1115,649,6611,8985,504.9,1075.41,929.43,1140.27,953,973,997,891
20140328,112.76,1373,2557,978,614,705,1115,649,6611,8985,504.9,1075.41,929.43,1140.27,951,970,993,890
20140327,112.88,1412,2579,1018,613,709,1139,659,6611,8985,504.9,1075.41,929.43,1140.27,951,970,993,890
20140326,111.29,1496,2761,1062,613,711,1180,672,6611,8985,504.9,1075.41,929.43,1140.27,951,970,993,890
20140325,112.11,1578,2993,1088,612,711,1201,676,6611,8985,500.1,1075.41,929.43,1140.27,951,970,993,890
20140324,110.92,1602,3055,1107,610,712,1207,676,6611,8985,500.1,1075.41,929.43,1140.27,951,970,993,890
20140321,110.14,1599,3036,1112,610,712,1209,674,7051,8704,500.1,1075.41,929.43,1140.27,951,970,993,890
20140320,109.88,1621,3129,1120,612,711,1205,671,7051,8704,500.1,1075.41,934,1140.27,951,970,993,890
20140319,109.9,1570,2982,1120,613,699,1200,667,7051,8704,500.1,1075.41,934,1140.27,951,970,993,890
20140318,109.58,1518,2818,1118,614,695,1198,668,7051,8704,505,1075.41,934,1140.27,951,970,993,890
20140317,109.58,1481,2691,1116,622,682,1191,671,7051,8704,505,1075.41,934,1140.27,951,970,993,890
20140315,109.66,1477,2677,1113,626,679,1183,671,5927,8989,505,1075.41,934,1140.27,951,970,993,890
20140314,109.66,1477,2677,1113,626,679,1183,671,5927,8989,505,1075.41,934,1140.27,944,964,987,881
20140313,111.58,1468,2654,1106,629,676,1173,668,5927,8989,505,1086.78,934,1140.27,944,964,987,881
20140312,107.94,1453,2600,1102,629,678,1159,668,5927,8989,505,1086.78,934,1140.27,944,964,987,881
20140311,105.97,1580,3045,1104,627,681,1149,666,5927,8989,505.9,1086.78,934,1140.27,944,964,987,881
20140310,103.99,1562,3023,1088,629,692,1137,663,5927,8989,505.9,1086.78,934,1140.27,944,964,987,881
20140307,113.59,1543,2980,1075,625,689,1131,663,5297,6839,505.9,1086.78,934,1140.27,944,964,987,881
20140306,116.44,1480,2830,1056,623,695,1122,663,5297,6839,505.9,1115.23,981,1140.27,944,964,987,881
20140305,115.28,1391,2596,1053,625,702,1116,661,5297,6839,505.9,1115.23,981,1140.27,944,964,987,881
20140304,115.15,1325,2326,1062,625,711,1115,662,5297,6839,508.7,1115.23,981,1140.27,944,964,987,881
20140303,118.06,1276,2180,1080,627,717,1107,666,5297,6839,508.7,1115.23,981,1140.27,944,964,987,881
20140228,118.14,1258,2084,1099,629,726,1103,669,4888,5642,508.7,1115.23,981,1140.27,944,964,987,881
20140227,117.87,1250,2049,1123,630,737,1100,673,4888,5642,508.7,1133.98,1037,1140.27,941,961,985,879
20140226,117.33,1222,1912,1154,628,741,1097,674,4888,5642,508.7,1133.98,1037,1140.27,941,961,985,879
20140225,116.62,1197,1775,1187,613,750,1096,679,4888,5642,508.1,1133.98,1037,1140.27,941,961,985,879
20140224,120.61,1174,1707,1222,606,753,1096,679,4888,5642,508.1,1133.98,1037,1140.27,941,961,985,879
20140221,122.14,1175,1701,1244,597,761,1098,677,4888,5544,508.1,1133.98,1037,1140.27,941,961,985,879
20140220,122.61,1164,1680,1261,595,770,1087,676,4888,5544,508.1,1170.59,1095,1140.27,941,961,985,879
20140219,123.93,1160,1690,1282,595,772,1068,678,4888,5544,508.1,1170.59,1095,1140.27,941,961,985,879
20140218,124.1,1146,1667,1298,596,783,1049,677,4888,5544,504.4,1170.59,1095,1140.27,941,961,985,879
20140217,124.69,1130,1625,1308,596,802,1026,676,4888,5544,504.4,1170.59,1095,1140.27,941,961,985,879
20140215,121.93,1106,1554,1311,599,811,998,671,4778,5792,504.4,1170.59,1095,1140.27,941,961,985,879
20140214,121.93,1106,1554,1311,599,811,998,671,4778,5792,504.4,1170.59,1095,1140.27,935,952,976,877
20140213,122.47,1097,1557,1313,596,818,965,668,4778,5792,504.4,1164.88,1165,1140.27,935,952,976,877
20140212,121.56,1085,1548,1324,593,829,938,665,4778,5792,504.4,1164.88,1165,1140.27,935,952,976,877
20140211,120.79,1091,1581,1322,602,846,928,667,4778,5792,502.4,1164.88,1165,1140.27,935,952,976,877
20140210,121.07,1096,1611,1305,604,852,929,669,4778,5792,502.4,1164.88,1165,1140.27,935,952,976,877
20140207,121.19,1091,1588,1304,606,853,929,674,5175,5696,502.4,1164.88,1165,1140.27,935,952,976,877
20140206,122.08,1092,1575,1307,604,866,937,676,5175,5696,502.4,1158.16,1168,1140.27,935,952,976,877
20140205,122.94,1086,1544,1307,602,890,948,677,5175,5696,502.4,1158.16,1168,1140.27,935,952,976,877
20140204,123.02,1084,1513,1313,604,926,961,681,5175,5696,504,1158.16,1168,1140.27,935,952,976,877
20140203,123.02,1093,1516,1326,606,958,975,682,5175,5696,504,1158.16,1168,1140.27,935,952,976,877
20140131,123.02,1110,1524,1337,606,1005,996,684,5446,6185,504,1158.16,1168,1140.27,935,952,976,877
20140130,123.02,1127,1527,1347,605,1037,1018,691,5446,6185,504,1148.37,1174,1140.27,935,952,976,877
20140129,123.32,1148,1531,1369,605,1065,1056,700,5446,6185,504,1148.37,1174,1140.27,928,945,968,872
20140128,123.57,1177,1577,1387,605,1099,1079,705,5446,6185,505.4,1148.37,1174,1140.27,928,945,968,872
20140127,124.48,1217,1673,1413,606,1132,1098,708,5446,6185,505.4,1148.37,1174,1140.27,928,945,968,872
20140124,124.29,1246,1723,1437,605,1186,1112,712,5124,7076,505.4,1148.37,1174,1140.27,928,945,968,872
20140123,124.61,1271,1775,1468,605,1243,1121,715,5124,7076,505.4,1128.73,1188,1140.27,928,945,968,872
20140122,122.46,1322,1880,1496,609,1323,1130,715,5124,7076,505.4,1128.73,1188,1140.27,928,945,968,872
20140121,124.12,1369,1973,1530,608,1340,1141,715,5124,7076,500.7,1128.73,1188,1140.27,928,945,968,872
20140120,128.79,1428,2082,1552,612,1344,1154,719,5124,7076,500.7,1128.73,1188,1140.27,928,945,968,872
20140117,130.47,1421,2026,1564,612,1273,1165,719,7582,7238,500.7,1128.73,1188,1140.27,928,945,968,872
20140116,127.72,1398,1929,1570,613,1222,1175,722,7582,7238,500.7,1115.55,1168,1140.27,928,945,968,872
20140115,129.52,1374,1862,1572,611,1142,1182,724,7582,7238,500.7,1115.55,1168,1140.27,928,945,968,872
20140114,131.06,1370,1832,1580,609,1090,1189,725,7582,7238,498,1115.55,1168,1140.27,925,939,967,872
20140113,132.82,1395,1857,1598,608,1053,1191,726,7582,7238,498,1115.55,1168,1140.27,925,939,967,872
20140110,131.05,1512,2101,1621,610,1051,1190,730,8470,11309,498,1115.55,1168,1140.27,925,939,967,872
20140109,131.26,1706,2500,1645,613,1041,1188,735,8470,11309,498,1098.37,1176,1140.27,925,939,967,872
20140108,131.75,1826,2818,1672,618,1026,1191,741,8470,11309,498,1098.37,1176,1140.27,925,939,967,872
20140107,133.76,1876,3017,1692,613,1014,1204,744,8470,11309,497.5,1098.37,1176,1140.27,925,939,967,872
20140106,135.1,1951,3287,1724,607,1006,1239,750,8470,11309,497.5,1098.37,1176,1140.27,925,939,967,872
20140103,135.27,2036,3531,1750,610,1026,1276,763,8470,11593,497.5,1098.37,1176,1140.27,925,939,967,872
20140102,134.89,2113,3733,1780,612,1021,1330,773,8470,11593,497.5,1084.44,1114,1140.27,925,939,967,872
20131231,134.69,2277,4078,1825,616,997,1453,801,8470,11593,497.5,1084.44,1114,1140.27,925,939,967,872
20131230,133.33,2277,4078,1825,616,997,1453,801,8470,11593,497.5,1084.44,1114,1140.27,925,939,967,872
20131227,132.92,2277,4078,1825,616,997,1453,801,8470,11593,497.5,1084.44,1114,1140.27,923,935,966,872
20131226,132.68,2277,4078,1825,616,997,1453,801,8470,11593,497.5,1065.95,1115,1140.27,923,935,966,872
20131225,132.43,2277,4078,1825,616,997,1453,801,8470,11593,497.5,1065.95,1115,1140.27,923,935,966,872
20131224,132.49,2277,4078,1825,616,997,1453,801,8470,11593,497.5,1065.95,1115,1140.27,923,935,966,872
20131223,132.94,2247,3996,1835,617,988,1468,805,8470,11593,497.5,1065.95,1115,1140.27,923,935,966,872
20131220,132.79,2208,3875,1858,628,932,1482,811,9548,11408,497.5,1065.95,1115,1140.27,923,935,966,872
20131219,132.95,2134,3596,1883,632,897,1499,818,9548,11408,497.5,1046.78,1117,1140.27,923,935,966,872
20131218,133,2156,3638,1946,636,870,1517,820,9548,11408,497.5,1046.78,1117,1140.27,923,935,966,872
20131217,133.03,2225,3818,2025,636,853,1541,821,9548,11408,500.8,1046.78,1117,1140.27,923,935,966,872
20131216,134.72,2292,4065,2082,632,829,1546,817,9548,11408,500.8,1046.78,1117,1140.27,923,935,966,872
20131215,136.76,2330,4246,2096,632,823,1553,814,8732,10337,500.8,1046.78,1117,1140.27,923,935,966,872
20131213,136.76,2330,4246,2096,632,823,1553,814,8732,10337,500.8,1046.78,1117,1140.27,918,931,957,868
20131212,138.26,2337,4291,2085,631,804,1562,810,8732,10337,500.8,1055.34,971,1140.27,918,931,957,868
20131211,139.08,2299,4210,2050,628,795,1560,803,8732,10337,500.8,1055.34,971,1140.27,918,931,957,868
20131210,138.86,2237,4011,1997,619,780,1554,796,8732,10337,498.4,1055.34,971,1140.27,918,931,957,868
20131209,140.28,2183,3831,1955,608,759,1557,792,8732,10337,498.4,1055.34,971,1140.27,918,931,957,868
20131206,138.39,2176,3842,1923,602,740,1552,789,7539,8573,498.4,1055.34,971,1140.27,918,931,957,868
20131205,138.4,2145,3843,1867,598,709,1531,786,7539,8573,498.4,1066.22,997,1140.27,918,931,957,868
20131204,139.24,1994,3481,1795,593,699,1522,782,7539,8573,498.4,1066.22,997,1140.27,918,931,957,868
20131203,138.33,1922,3316,1741,591,694,1507,776,7539,8573,498.7,1066.22,997,1140.27,918,931,957,868
20131202,137.31,1865,3194,1695,586,680,1488,771,7539,8573,498.7,1066.22,997,1140.27,918,931,957,868
20131130,137.15,1821,3089,1665,579,674,1475,764,6308,7295,498.7,1066.22,997,1140.27,918,931,957,868
20131129,137.15,1821,3089,1665,579,674,1475,764,6308,7295,498.7,1066.22,997,1140.27,910,922,950,864
20131128,137.38,1719,2848,1613,563,673,1458,757,6308,7295,498.7,1043.77,1040,1140.27,910,922,950,864
20131127,136.5,1573,2496,1510,544,666,1441,745,6308,7295,498.7,1043.77,1040,1140.27,910,922,950,864
20131126,136.09,1512,2399,1427,539,653,1418,737,6308,7295,499.9,1043.77,1040,1140.27,910,922,950,864
20131125,136.53,1492,2391,1387,523,652,1404,732,6308,7295,499.9,1043.77,1040,1140.27,910,922,950,864
20131122,136.48,1483,2390,1362,507,652,1393,728,6642,7543,499.9,1043.77,1040,1140.27,910,922,950,864
20131121,135.74,1499,2447,1345,500,652,1378,721,6642,7543,499.9,1043.77,1089,1140.27,910,922,950,864
20131120,137.33,1527,2511,1346,501,655,1371,715,6642,7543,499.9,1043.77,1089,1140.27,910,922,950,864
20131119,137.83,1495,2366,1353,501,650,1363,708,6642,7543,500.4,1043.77,1089,1140.27,910,922,950,864
20131118,136.23,1500,2366,1382,498,647,1360,705,6642,7543,500.4,1043.77,1089,1140.27,910,922,950,864
20131115,137.11,1507,2377,1409,490,642,1354,703,6642,7933,500.4,1043.77,1089,1140.27,910,922,950,864
