,Ã¶±¤¼® Fines (Daily) [Áß±¹(¼öÀÔ°¡ CFR)] Çö¹°USD/ton,Baltic Dry Index (BDI)1985.01.04,Baltic Capesize Index (BCI)1999.03.01,Baltic Panamax Index (BPI)1998.05.06,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Supramax index (BSI)2005.01.01,Baltic Handysize Index (BHSI)2006.05.23,SSY/Pacific Capesize Index1997.1.6=4114,SSY/Atlantic Capesize Index1997.1.6=5000,Howe Robinson Container Index1997.1.15=1000,China Containerized Freight Index (CCFI)1998.1.1=1000,Shanghai Containerized Freight Index (SCFI)2009.10.16=1000,China Coastal Bulk Freight Index (CBFI)2000.1.1=1000,China Newbuilding Price Index (CNPI)2011.07.01=1000,China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000,China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000,China Container Newbuilding Price Index (CNCPI)2011.07.01=1000
20131114,137.86,1517,2397,1438,487,647,1339,699,6642,7933,500.4,1013.52,1090,1140.27,907,916,947,864
20131113,136.74,1531,2455,1474,487,643,1325,696,6642,7933,500.4,1013.52,1090,1140.27,907,916,947,864
20131112,135.96,1543,2473,1510,490,639,1321,693,6642,7933,500.9,1013.52,1090,1140.27,907,916,947,864
20131111,135.93,1564,2506,1542,492,635,1320,692,6642,7933,500.9,1013.52,1090,1140.27,907,916,947,864
20131108,136.07,1581,2514,1565,495,635,1315,690,6275,7660,500.9,1013.52,1090,1140.27,907,916,947,864
20131107,136.62,1593,2533,1594,498,631,1305,685,6275,7660,500.9,1011.55,1129,1140.27,907,916,947,864
20131106,137.28,1602,2554,1614,498,623,1291,681,6275,7660,500.9,1011.55,1129,1140.27,907,916,947,864
20131105,136.13,1600,2553,1617,496,615,1285,678,6275,7660,503.4,1011.55,1129,1140.27,907,916,947,864
20131104,135.93,1552,2400,1612,491,608,1280,673,6275,7660,503.4,1011.55,1129,1140.27,907,916,947,864
20131101,137.26,1525,2316,1631,489,604,1273,669,8056,8416,503.4,1011.55,1129,1140.27,907,916,947,864
20131031,132.25,1504,2245,1667,487,595,1269,665,8056,8416,503.4,976.01,892,1140.27,907,916,947,864
20131030,131.01,1484,2164,1716,485,591,1268,660,8056,8416,503.4,976.01,892,1140.27,907,916,947,864
20131029,130.35,1551,2340,1790,483,596,1266,656,8056,8416,506,976.01,892,1140.27,896,903,935,858
20131028,131.73,1619,2526,1855,484,599,1260,653,8056,8416,506,976.01,892,1140.27,896,903,935,858
20131025,133.34,1671,2681,1904,488,600,1258,649,8457,9622,506,976.01,892,1140.27,896,903,935,858
20131024,133.95,1708,2775,1959,490,596,1252,644,8457,9622,506,1010.07,882,1140.27,896,903,935,858
20131023,131.82,1786,2943,2010,490,614,1243,639,8457,9622,506,1010.07,882,1140.27,896,903,935,858
20131022,133.5,1847,3110,2038,494,617,1228,636,8457,9622,504,1010.07,882,1140.27,896,903,935,858
20131021,134.51,1878,3200,2054,498,621,1221,635,8457,9622,504,1010.07,882,1140.27,896,903,935,858
20131018,134.78,1901,3264,2060,503,621,1213,634,9027,10263,504,1010.07,882,1140.27,896,903,935,858
20131017,134.61,1960,3451,2059,507,617,1206,632,9027,10263,504,1039.72,894,1140.27,896,903,935,858
20131016,134.79,1965,3478,2030,508,607,1199,634,9027,10263,504,1039.72,894,1140.27,896,903,935,858
20131015,133.82,1963,3469,2021,510,589,1186,637,9027,10263,510,1039.72,894,1140.27,896,903,935,858
20131014,134.14,1961,3455,2020,512,586,1185,634,9027,10263,510,1039.72,894,1140.27,890,891,930,860
20131011,133.34,1985,3527,2024,517,587,1182,632,8993,11240,510,1039.72,894,1140.27,890,891,930,860
20131010,132.82,2011,3621,2027,523,591,1175,630,8993,11240,510,1090.62,937,1140.27,890,891,930,860
20131009,132.22,2125,3959,2016,527,595,1162,629,8993,11240,510,1090.62,937,1140.27,890,891,930,860
20131008,131.97,2146,4085,1989,531,601,1145,622,8993,11240,509.7,1090.62,937,1140.27,890,891,930,860
20131007,131.41,2115,4020,1947,537,599,1127,618,8993,11240,509.7,1090.62,937,1140.27,890,891,930,860
20131004,131.41,2084,3943,1914,544,601,1113,609,9054,11188,509.7,1090.62,937,1140.27,890,891,930,860
20131003,131.41,2047,3878,1862,548,594,1101,602,9054,11188,509.7,1090.62,937,1140.27,890,891,930,860
20131002,131.41,2008,3810,1813,550,587,1093,599,9054,11188,509.7,1090.62,937,1140.27,890,891,930,860
20131001,131.41,1994,3816,1786,550,586,1087,597,9054,11188,510.9,1090.62,937,1140.27,890,891,930,860
20130930,131.41,2003,3853,1795,546,584,1079,597,9054,11188,510.9,1090.62,937,1140.27,890,891,930,860
20130927,132.07,2046,3967,1800,538,586,1069,594,9054,11255,510.9,1090.62,937,1140.27,883,881,920,861
20130926,135.36,2113,4193,1794,535,587,1046,585,9054,11255,510.9,1104.96,991,1140.27,883,881,920,861
20130925,135.61,2127,4329,1745,532,588,1012,576,9054,11255,510.9,1104.96,991,1140.27,883,881,920,861
20130924,133.89,2021,4253,1602,530,586,986,567,9054,11255,511.3,1104.96,991,1140.27,883,881,920,861
20130923,132.47,1947,4111,1509,529,585,971,561,9054,11255,511.3,1104.96,991,1140.27,883,881,920,861
20130920,132.07,1904,4018,1453,535,589,964,558,8264,9512,511.3,1104.96,991,1140.27,883,881,920,861
20130919,132.07,1860,3924,1415,539,580,951,554,8264,9512,511.3,1112.19,1012,1140.27,883,881,920,861
20130918,132.07,1822,3838,1385,542,580,942,549,8264,9512,511.3,1112.19,1012,1140.27,883,881,920,861
20130917,131.41,1740,3691,1349,549,582,934,548,8264,9512,508.5,1112.19,1012,,883,881,920,861
20130916,133.52,1651,3480,1321,558,582,936,547,8264,9512,508.5,1112.19,1012,,883,881,920,861
20130915,136.44,1636,3446,1306,561,583,940,544,6456,8014,508.5,1112.19,1012,,883,881,920,861
20130913,136.44,1636,3446,1306,561,583,940,544,6456,8014,508.5,1112.19,1012,,879,873,923,859
20130912,136.69,1621,3397,1278,566,585,946,545,6456,8014,508.5,1125.44,1071,,879,873,923,859
20130911,136.26,1628,3431,1241,571,583,954,543,6456,8014,508.5,1125.44,1071,,879,873,923,859
20130910,136.05,1541,3255,1186,573,583,958,542,6456,8014,504,1125.44,1071,,879,873,923,859
20130909,136.39,1478,3113,1105,577,587,965,540,6456,8014,504,1125.44,1071,,879,873,923,859
20130906,136.47,1352,2799,1020,580,593,959,537,6385,6791,504,1125.44,1071,,879,873,923,859
20130905,137.71,1279,2660,961,585,598,952,534,6385,6791,504,1126,1109,,879,873,923,859
20130904,138.86,1215,2445,933,590,604,943,535,6385,6791,504,1126,1109,,879,873,923,859
20130903,139.35,1168,2344,921,596,608,939,534,6385,6791,503.3,1126,1109,,879,873,923,859
20130902,139.49,1139,2263,912,601,618,939,534,6385,6791,503.3,1126,1109,,879,873,923,859
20130830,139.63,1132,2243,907,604,622,939,531,5890,6615,503.3,1126,1109,,879,873,923,859
20130829,140.3,1136,2256,904,605,630,937,530,5890,6615,503.3,1133.04,1084,,878,870,922,859
20130828,142.19,1146,2284,901,605,642,934,531,5890,6615,503.3,1133.04,1084,,878,870,922,859
20130827,141.25,1169,2335,904,600,645,929,531,5890,6615,502.7,1133.04,1084,,878,870,922,859
20130826,141.09,1165,2312,903,591,658,927,528,5890,6615,502.7,1133.04,1084,,878,870,922,859
20130823,139.27,1165,2312,903,591,658,927,528,5890,6615,502.7,1133.04,1084,,878,870,922,859
20130822,138.74,1158,2284,904,586,663,925,525,5890,6615,502.7,1132.01,1117,,878,870,922,859
20130821,138.9,1156,2268,905,578,663,920,522,5890,6615,502.7,1132.01,1117,,878,870,922,859
20130820,139.12,1145,2218,912,562,653,919,520,5890,6615,502.7,1132.01,1117,,878,870,922,859
20130819,140.09,1115,2140,917,552,647,917,519,5890,6615,502.7,1132.01,1117,,878,870,922,859
20130816,139.34,1102,2112,923,552,644,916,517,5387,5719,502.7,1132.01,1117,,878,870,922,859
20130815,142.5,1091,2099,926,558,645,913,517,5387,5719,502.7,1102.31,1141,,878,870,922,859
20130814,144.18,1060,2021,928,561,642,910,518,5387,5719,502.7,1102.31,1141,,876,868,919,859
20130813,143.78,1007,1846,933,565,631,909,516,5387,5719,501.7,1102.31,1141,,876,868,919,859
20130812,140.02,996,1805,940,570,631,910,518,5387,5719,501.7,1102.31,1141,,876,868,919,859
20130809,136.32,1001,1813,948,576,632,911,521,5508,6180,501.7,1102.31,1141,,876,868,919,859
20130808,136,1012,1829,962,580,629,913,522,5508,6180,501.7,1105.28,1163,,876,868,919,859
20130807,133.42,1024,1853,977,590,621,911,525,5508,6180,501.7,1105.28,1163,,876,868,919,859
20130806,131.96,1046,1907,992,605,618,907,526,5508,6180,501.9,1105.28,1163,,876,868,919,859
20130805,130.56,1058,1939,1009,612,618,908,527,5508,6180,501.9,1105.28,1163,,876,868,919,859
20130802,130.21,1065,1950,1021,618,618,908,529,5283,6353,501.9,1105.28,1163,,876,868,919,859
20130801,130.43,1066,1935,1041,622,618,909,530,5283,6353,501.9,1087.67,1088,,876,868,919,859
20130731,130.63,1062,1881,1057,615,624,912,531,5283,6353,501.9,1087.67,1088,,876,868,919,859
20130730,131.19,1067,1856,1075,606,638,916,532,5283,6353,500.4,1087.67,1088,,876,868,919,859
20130729,131.59,1075,1864,1090,607,650,919,534,5283,6353,500.4,1087.67,1088,,875,865,919,865
20130726,133.48,1082,1873,1104,607,653,917,534,5378,6812,500.4,1087.67,1088,,875,865,919,865
20130725,132.63,1092,1890,1123,602,650,917,535,5378,6812,500.4,1074.85,1071,,875,865,919,865
20130724,132.89,1117,1936,1145,602,646,914,539,5378,6812,500.4,1074.85,1071,,875,865,919,865
20130723,133.17,1127,1956,1159,603,649,907,539,5378,6812,497.5,1074.85,1071,,875,865,919,865
20130722,131.99,1135,1978,1170,601,650,902,541,5378,6812,497.5,1074.85,1071,,875,865,919,865
20130719,132.36,1138,1987,1172,595,650,898,544,5573,7067,497.5,1074.85,1071,,875,865,919,865
20130718,132.44,1146,2006,1165,595,630,897,550,5573,7067,497.5,1046.7,1084,,875,865,919,865
20130717,130.33,1151,2034,1153,601,617,894,556,5573,7067,497.5,1046.7,1084,,875,865,919,865
20130716,128.41,1152,2044,1136,578,609,895,559,5573,7067,496.4,1046.7,1084,,875,865,919,865
20130715,129.09,1151,2052,1118,574,611,894,560,5573,7067,496.4,1046.7,1084,,875,865,919,865
20130712,127.51,1149,2058,1097,574,612,897,561,5382,6642,496.4,1046.7,1084,,,,,
20130711,126.43,1139,2047,1062,566,613,901,561,5382,6642,496.4,1034.91,1118,,,,,
20130710,124.51,1130,2037,1024,563,611,904,564,5382,6642,496.4,1034.91,1118,,,,,
20130709,123.9,1120,2012,1006,561,609,911,566,5382,6642,,1034.91,1118,,,,,
20130708,120.21,1115,1977,1002,559,606,920,568,5382,6642,,1034.91,1118,,,,,
20130705,124.45,1099,1929,1008,555,603,924,568,,,,1034.91,1118,,,,,
20130704,124.01,1103,1936,1012,555,598,932,568,,,,,,,,,,
