날짜,GSCI Precious Metals,날짜,GSCI Agriculture,날짜,GSCI Livestock,날짜,GSCI Softs,날짜,Reuters Index of Commodity Prices,날짜,CRB BLS Spot Index,날짜,PDS 원자재 지수,날짜,PDS 귀금속 하위지수,날짜,PDS 에너지 하위지수,날짜,PDS 비철금속 하위지수
20180626,1650.13,20180626,284.83,20180626,260.56,20180626,91.07,20180626,2307.42,20180626,440.3,20180626,121.09,20180626,100.08,20180626,126.85,20180626,113.49
20180625,1661.5,20180625,286.08,20180625,259.72,20180625,90.86,20180625,2322.93,20180625,443.21,20180625,121.53,20180625,100.2,20180625,127.76,20180625,113.91
20180621,1663.35,20180621,290.24,20180621,267.04,20180621,90.29,20180622,2347.49,20180622,444.11,20180622,122.1,20180622,99.67,20180622,125.28,20180622,113.77
20180620,1667.82,20180620,289.23,20180620,267.34,20180620,90.37,20180621,2347.43,20180621,445.16,20180621,122.91,20180621,100.12,20180621,127.49,20180621,114.31
20180619,1672.78,20180619,287.22,20180619,270.1,20180619,89.72,20180620,2333.39,20180620,443.83,20180620,122.87,20180620,100.4,20180620,127.34,20180620,114.38
20180618,1675.79,20180618,292.77,20180618,270.31,20180618,91.85,20180619,2348.68,20180619,446.95,20180619,123.4,20180619,101.31,20180619,127.67,20180619,116.56
20180615,1674.34,20180615,297.11,20180615,268.13,20180615,93.14,20180618,2371.17,20180618,449.96,20180618,123.24,20180618,102.93,20180618,126.72,20180618,118.49
20180614,1717.52,20180614,300.69,20180614,263.56,20180614,94.75,20180615,2379.48,20180615,450.94,20180615,124.19,20180615,103.61,20180615,128.81,20180615,119.68
20180613,1706.47,20180613,306.86,20180613,267.92,20180613,95.22,20180614,2396.07,20180614,451.35,20180614,124.55,20180614,102.76,20180614,129.52,20180614,119.93
20180612,1703.02,20180612,309.41,20180612,266.91,20180612,95.2,20180613,2399.67,20180613,451.96,20180613,124.36,20180613,102.84,20180613,128.55,20180613,120.59
20180611,1707.96,20180611,302.47,20180611,265.39,20180611,94.57,20180612,2384.15,20180612,450.01,20180612,124.49,20180612,102.67,20180612,129.25,20180612,120.44
20180608,1705.01,20180608,305.42,20180608,270.35,20180608,94.6,20180611,2396.92,20180611,450.3,20180611,124.46,20180611,102.47,20180611,128.99,20180611,120.68
20180607,1705.97,20180607,303.29,20180607,267.47,20180607,92.26,20180608,2375.73,20180608,447.02,20180608,125.24,20180608,102.52,20180608,129.64,20180608,121.69
20180606,1702.67,20180606,303.05,20180606,269.46,20180606,92.59,20180607,2388.03,20180607,446.27,20180607,124.32,20180607,102.18,20180607,127.36,20180607,120.43
20180605,1702.04,20180605,302.48,20180605,265.22,20180605,91.8,20180606,2388.53,20180606,443.97,20180606,124.05,20180606,101.44,20180606,127.49,20180606,118.77
20180604,1695.12,20180604,301.94,20180604,263.87,20180604,92.89,20180605,2366.09,20180605,443.49,20180605,123.96,20180605,101.8,20180605,127.64,20180605,117.85
20180601,1697.57,20180601,310.54,20180601,266.81,20180601,95.51,20180604,2355.66,20180604,445.63,20180604,124.39,20180604,101.69,20180604,129.68,20180604,116.19
20180531,1704.09,20180531,311.99,20180531,266.69,20180531,96.27,20180601,2332.44,20180601,446.27,20180601,125.34,20180601,102.49,20180601,130.26,20180601,116.63
20180530,1707.1,20180530,310.75,20180530,270.08,20180530,95.28,20180531,2329.29,20180531,445.87,20180531,125.09,20180531,101.89,20180531,129.81,20180531,116.11
20180529,1702.5,20180529,314.76,20180529,263.74,20180529,95.11,20180530,2350.72,20180530,445.48,20180530,124.31,20180530,101.86,20180530,127.39,20180530,116.25
20180525,1710.06,20180525,316.55,20180525,263.27,20180525,93.67,20180529,2349.87,20180529,444.76,20180529,124.52,20180529,102.67,20180529,127.54,20180529,116.88
20180524,1712.46,20180524,313.13,20180524,261.2,20180524,92.91,20180525,2345.86,20180528,444.76,20180528,124.91,20180528,102.67,20180528,129.26,20180528,116.88
20180523,1691.91,20180523,314.13,20180523,261.85,20180523,92.51,20180524,2332.09,20180525,444.76,20180525,126.24,20180525,102.4,20180525,132.28,20180525,116.05
20180522,1696.73,20180522,311.04,20180522,257.07,20180522,92.26,20180523,2320.83,20180524,445.23,20180524,126.34,20180524,101.68,20180524,132.95,20180524,115.31
20180521,1694.98,20180521,308.37,20180521,258.96,20180521,92.56,20180522,2313.27,20180523,445.98,20180523,126.53,20180523,102,20180523,132.79,20180523,117.11
20180518,1694.9,20180518,306.72,20180518,255.52,20180518,90.54,20180521,2303.17,20180522,445.3,20180522,126.05,20180522,101.06,20180522,131.85,20180522,116.47
20180517,1693.17,20180517,300.89,20180517,258.06,20180517,89.52,20180518,2281.68,20180521,444.84,20180521,125.72,20180521,101.15,20180521,131.29,20180521,115.96
20180516,1694.61,20180516,301.54,20180516,257.96,20180516,89.58,20180517,2283.27,20180518,443.39,20180518,125.22,20180518,101.26,20180518,131.62,20180518,115.67
20180515,1692.14,20180515,302.48,20180515,259.01,20180515,88.87,20180516,2278.95,20180517,443.55,20180517,125.04,20180517,101.1,20180517,130.99,20180517,115.91
20180514,1729.06,20180514,300.65,20180514,262.67,20180514,88.59,20180515,2277.9,20180516,442.25,20180516,124.94,20180516,101.67,20180516,130.29,20180516,116.52
20180511,1733.35,20180511,301.48,20180511,264.91,20180511,89.19,20180514,2283.22,20180515,443.62,20180515,124.75,20180515,103.48,20180515,129.79,20180515,116.23
20180510,1733.82,20180510,305,20180510,266.67,20180510,89.18,20180511,2300.41,20180514,443.64,20180514,124.2,20180514,103.97,20180514,128.4,20180514,116.11
20180509,1719.13,20180509,305.9,20180509,264.62,20180509,89.68,20180510,2305.18,20180511,444.07,20180511,122.49,20180511,103.36,20180511,128.77,20180511,116.52
20180508,1717.77,20180508,307.55,20180508,266.16,20180508,90.32,20180509,2302.39,20180510,445.11,20180510,122.12,20180510,102.69,20180510,127.94,20180510,115.29
20180507,1717,20180507,306.2,20180507,262.67,20180507,90.33,20180508,2298.55,20180509,444.07,20180509,121.26,20180509,102.36,20180509,124.99,20180509,116.04
20180504,1716.47,20180504,312.02,20180504,263.72,20180504,91.23,20180504,2311.52,20180508,445.45,20180508,121.61,20180508,102.32,20180508,126.55,20180508,115.19
20180503,1713.38,20180503,315.14,20180503,264.36,20180503,91.15,20180503,2309.86,20180507,446.43,20180507,121.01,20180507,102.32,20180507,124.55,20180507,115.19
20180502,1704.28,20180502,312.14,20180502,261.59,20180502,91.21,20180502,2296.57,20180504,446.49,20180504,120.4,20180504,102.68,20180504,122.74,20180504,116.46
20180501,1703.12,20180501,313.24,20180501,262.96,20180501,91.37,20180501,2293.81,20180503,445.94,20180503,120.11,20180503,101.91,20180503,122.62,20180503,115.26
20180430,1720.53,20180430,308.61,20180430,262.78,20180430,90.78,20180430,2294.16,20180502,446.5,20180502,120.11,20180502,101.84,20180502,122.67,20180502,115.09
20180427,1726.47,20180427,306.63,20180427,264.47,20180427,90.41,20180427,2239.79,20180501,445.1,20180501,120.55,20180501,102.45,20180501,124.16,20180501,114.95
20180426,1720.73,20180426,302.68,20180426,262.21,20180426,89.45,20180426,2272.53,20180430,441.74,20180430,120.34,20180430,103.2,20180430,123.33,20180430,115.31
20180425,1726.59,20180425,303.4,20180425,265.59,20180425,88.66,20180425,2280.99,20180427,446.29,20180427,119.44,20180427,103.27,20180427,123.59,20180427,115.25
20180424,1740.76,20180424,299.42,20180424,264.03,20180424,88.5,20180424,2291.75,20180426,447.17,20180426,119.64,20180426,103.34,20180426,123.45,20180426,116.7
20180423,1728.85,20180423,297.84,20180423,265.81,20180423,89.14,20180423,2301.51,20180425,444.9,20180425,119.72,20180425,103.75,20180425,123.51,20180425,117.17
20180420,1751.5,20180420,299.28,20180420,264.9,20180420,90.46,20180420,2310.51,20180424,444.41,20180424,120.19,20180424,104.28,20180424,123.8,20180424,119.63
20180419,1764.71,20180419,302.58,20180419,264.35,20180419,89.91,20180419,2255.18,20180423,445.63,20180423,120.14,20180423,105.34,20180423,123.08,20180423,120.37
20180418,1770.34,20180418,302.5,20180418,268.45,20180418,89.85,20180418,2246.37,20180420,445.53,20180420,120.1,20180420,106.15,20180420,122.43,20180420,122.63
20180417,1760.75,20180417,300.49,20180417,265.62,20180417,89.27,20180417,2234.52,20180419,444.35,20180419,119.81,20180419,105.78,20180419,122.21,20180419,121.33
20180416,1761.05,20180416,301.21,20180416,264.68,20180416,90.39,20180416,2241.73,20180418,440.79,20180418,118.31,20180418,104.46,20180418,119.98,20180418,117.1
20180413,1757.6,20180413,304.68,20180413,265.12,20180413,90.52,20180413,2263.08,20180417,439.93,20180417,118.59,20180417,104.79,20180417,119.92,20180417,117
20180412,1748.64,20180412,306.9,20180412,264.67,20180412,90.22,20180412,2302.66,20180416,439.73,20180416,119.02,20180416,104.32,20180416,121.28,20180416,116.3
20180411,1772.84,20180411,305.94,20180411,258.63,20180411,90.37,20180411,2313.09,20180413,440.63,20180413,117.39,20180413,104.53,20180413,120.37,20180413,114.18
20180410,1754.36,20180410,305.94,20180410,258.06,20180410,90.12,20180410,2323.79,20180412,440.65,20180412,117.69,20180412,104.8,20180412,120.07,20180412,116.9
20180409,1746.74,20180409,305.32,20180409,259.27,20180409,90.61,20180409,2304.67,20180411,440.13,20180411,116.99,20180411,104.08,20180411,118.57,20180411,115.61
20180406,1740.15,20180406,299.78,20180406,255.74,20180406,89.95,20180406,2302.92,20180410,439.3,20180410,115.74,20180410,103.39,20180410,115.78,20180410,113.53
20180405,1730.98,20180405,297.78,20180405,260.17,20180405,90.11,20180405,2307.24,20180409,436.43,20180409,114.75,20180409,103.09,20180409,114.14,20180409,110.8
20180404,1743.68,20180404,292.04,20180404,255.21,20180404,88.5,20180404,2289.22,20180406,436.63,20180406,115.58,20180406,103,20180406,115.23,20180406,111.6
20180403,1741.71,20180403,296.53,20180403,248.64,20180403,90.04,20180403,2304.12,20180405,434.96,20180405,115.33,20180405,103.84,20180405,115.16,20180405,110.36
20180402,1755.9,20180402,294.22,20180402,252.94,20180402,90.14,20180329,2293.67,20180404,437.25,20180404,115.69,20180404,103.88,20180404,115.25,20180404,112.44
20180329,1728.67,20180329,295.19,20180329,258.96,20180329,89.88,20180328,2288.12,20180403,436.29,20180403,115.44,20180403,103.04,20180403,114.94,20180403,111.68
20180328,1731.68,20180328,289.05,20180328,264.2,20180328,89.3,20180327,2285.59,20180402,436.88,20180402,116.14,20180402,103.04,20180402,116.93,20180402,111.68
20180327,1755.71,20180327,290.98,20180327,260.1,20180327,90.71,20180326,2279.77,20180330,436.88,20180330,116.03,20180330,103.04,20180330,117.04,20180330,111.68
20180326,1772.47,20180326,291.86,20180326,259.99,20180326,90.43,20180323,2287.18,20180329,436.09,20180329,115.6,20180329,103.82,20180329,116.18,20180329,110.99
20180323,1765.3,20180323,294.08,20180323,261.73,20180323,90.67,20180322,2303.18,20180328,436.14,20180328,116.08,20180328,104.72,20180328,117.09,20180328,111.89
20180322,1736.84,20180322,293.6,20180322,266.39,20180322,91.31,20180321,2297.27,20180327,437.22,20180327,115.93,20180327,105.15,20180327,117.36,20180327,110.23
20180321,1730.24,20180321,292.78,20180321,266.63,20180321,91.18,20180320,2305.34,20180326,439.02,20180326,116.15,20180326,104.77,20180326,117.4,20180326,111.79
20180320,1716.41,20180320,292.53,20180320,268.52,20180320,90.97,20180319,2310.77,20180323,439.3,20180323,115.34,20180323,103.93,20180323,115.81,20180323,112.81
20180319,1724.68,20180319,292.09,20180319,270.28,20180319,91.01,20180316,2323.68,20180322,440.42,20180322,115.34,20180322,102.97,20180322,116.27,20180322,112.11
20180316,1717.78,20180316,298.62,20180316,275.55,20180316,91.12,20180315,2326.85,20180321,440.16,20180321,114.66,20180321,102.5,20180321,114.06,20180321,113.21
20180315,1725.8,20180315,301.35,20180315,276.5,20180315,91.77,20180314,2336.56,20180320,441.07,20180320,114.15,20180320,102.75,20180320,112.25,20180320,113.27
20180314,1736.28,20180314,303.2,20180314,277.37,20180314,92.16,20180313,2331.77,20180319,443.61,20180319,114.54,20180319,102.99,20180319,112.5,20180319,114.67
20180313,1739.1,20180313,303.93,20180313,276.07,20180313,91.6,20180312,2331.58,20180316,445.49,20180316,114.01,20180316,103.56,20180316,111.7,20180316,114.1
20180312,1729.36,20180312,304.4,20180312,275.84,20180312,92.29,20180309,2327.31,20180315,446.2,20180315,114.41,20180315,104.01,20180315,111.83,20180315,116.12
20180309,1732.49,20180309,304.1,20180309,277.86,20180309,92.41,20180308,2327.08,20180314,446.61,20180314,114.16,20180314,103.81,20180314,111.72,20180314,114.69
20180308,1727.27,20180308,308.31,20180308,276.54,20180308,92.89,20180307,2344.38,20180313,445.49,20180313,114.24,20180313,103.43,20180313,112.13,20180313,114.4
20180307,1732.73,20180307,305.71,20180307,278.37,20180307,91.6,20180306,2359.74,20180312,445.18,20180312,113.92,20180312,103.47,20180312,112.21,20180312,113.33
20180306,1743.32,20180306,309.27,20180306,278.31,20180306,93.21,20180305,2340.77,20180309,447.07,20180309,114.27,20180309,103.53,20180309,110.82,20180309,113.74
20180305,1721.47,20180305,310.86,20180305,279.74,20180305,94.65,20180302,2357.33,20180308,444.58,20180308,114.79,20180308,104.3,20180308,111.76,20180308,115.01
20180302,1726.14,20180302,306.85,20180302,276.51,20180302,92.72,20180301,2356.41,20180307,445.12,20180307,115.52,20180307,104.41,20180307,113.15,20180307,116.34
20180301,1702.79,20180301,309.61,20180301,277.71,20180301,93.4,20180228,2353.21,20180306,445.59,20180306,115.12,20180306,103.6,20180306,112.63,20180306,114.99
20180228,1719.07,20180228,304.1,20180228,278.02,20180228,92.63,20180227,2367.18,20180305,444.11,20180305,114.58,20180305,103.66,20180305,111.12,20180305,115.91
20180227,1720.17,20180227,298.93,20180227,283.09,20180227,90.92,20180226,2363.29,20180302,444.22,20180302,114.86,20180302,102.75,20180302,110.92,20180302,115.47
20180226,1738.81,20180226,298.62,20180226,282.38,20180226,92.42,20180223,2351.52,20180301,443.89,20180301,115.45,20180301,103.57,20180301,112.09,20180301,116.94
20180223,1735.11,20180223,296.41,20180223,285.26,20180223,91.97,20180222,2335.52,20180228,443.28,20180228,116.4,20180228,104.43,20180228,114.43,20180228,118.13
20180222,1738.86,20180222,295.74,20180222,285.66,20180222,91.35,20180221,2342.6,20180227,444.32,20180227,116.84,20180227,104.94,20180227,115.23,20180227,119.08
20180221,1738.57,20180221,294.47,20180221,285.45,20180221,90.74,20180220,2339.39,20180226,442.97,20180226,116.59,20180226,104.49,20180226,114.8,20180226,118.55
20180220,1735.8,20180220,294.06,20180220,287.58,20180220,90.23,20180219,2338.25,20180223,442.46,20180223,115.69,20180223,104.2,20180223,113.18,20180223,118.22
20180216,1768.11,20180216,294.69,20180216,286.26,20180216,89.52,20180216,2341.83,20180222,442.13,20180222,115.26,20180222,104.32,20180222,111.95,20180222,118.29
20180215,1767.92,20180215,296.16,20180215,287.55,20180215,90.46,20180213,2333.35,20180221,442.13,20180221,115.29,20180221,105.04,20180221,111.62,20180221,119.06
20180214,1771.92,20180214,294.13,20180214,285.51,20180214,89.98,20180212,2328.8,20180220,441.02,20180220,115.5,20180220,105.73,20180220,111.7,20180220,120.02
20180213,1735.86,20180213,294.7,20180213,283.23,20180213,90.34,20180209,2319.8,20180219,441.92,20180219,115.38,20180219,106.19,20180219,110.59,20180219,120.24
20180212,1731.43,20180212,293.81,20180212,284.67,20180212,90.41,20180208,2330.3,20180216,440.89,20180216,114.54,20180216,106.13,20180216,109.92,20180216,119.25
20180209,1714.21,20180209,288.56,20180209,280.38,20180209,90.46,20180207,2330.2,20180215,441.07,20180215,114.13,20180215,104.6,20180215,110,20180215,116.92
20180208,1720.02,20180208,289.98,20180208,281.41,20180208,90.39,20180206,2324.67,20180214,439.5,20180214,113.41,20180214,104.14,20180214,108.22,20180214,116.27
20180207,1713.61,20180207,290.02,20180207,281.69,20180207,91.08,20180205,2325.83,20180213,439.26,20180213,113.12,20180213,103.58,20180213,107.97,20180213,114.97
20180206,1734.5,20180206,286.47,20180206,285.05,20180206,90.61,20180202,2330.32,20180212,438.4,20180212,113.19,20180212,103.11,20180212,108.64,20180212,114.9
20180205,1743.67,20180205,283.39,20180205,288.67,20180205,90.52,20180201,2344.58,20180209,440.88,20180209,116.3,20180209,103.22,20180209,112.09,20180209,115.9
20180202,1745,20180202,285.09,20180202,290.14,20180202,90.24,20180131,2348.73,20180208,442.03,20180208,117.14,20180208,104.42,20180208,113.35,20180208,118.23
20180201,1762.1,20180201,285.94,20180201,288.61,20180201,90,20180130,2346.44,20180207,443.15,20180207,117.86,20180207,105.02,20180207,115.23,20180207,118.79
20180131,1757.35,20180131,285.92,20180131,282.78,20180131,89.19,20180129,2348.9,20180206,442.6,20180206,118.24,20180206,105.35,20180206,116.16,20180206,119.33
20180130,1751.81,20180130,287.9,20180130,285.76,20180130,90.34,20180126,2337.43,20180205,443.46,20180205,119.23,20180205,105.82,20180205,118.32,20180205,119.84
20180129,1758.52,20180129,285.78,20180129,287.34,20180129,91.04,20180125,2335.09,20180202,443.38,20180202,119.49,20180202,106.38,20180202,119.54,20180202,119.35
20180126,1776,20180126,283.78,20180126,287.22,20180126,91.26,20180124,2329.07,20180201,443.44,20180201,119.52,20180201,106.7,20180201,119.4,20180201,119.88
20180125,1790.5,20180125,282.83,20180125,283.84,20180125,91.24,20180123,2329.51,20180131,442.85,20180131,119.85,20180131,106.84,20180131,120.32,20180131,119.68
20180124,1781.43,20180124,282.67,20180124,289.97,20180124,91.02,20180122,2342.03,20180130,441.54,20180130,121.2,20180130,106.95,20180130,124.06,20180130,120.45
20180123,1752.3,20180123,279.27,20180123,288.5,20180123,90.8,20180119,2345.54,20180129,439.95,20180129,121.4,20180129,107.57,20180129,124.67,20180129,119.76
20180122,1747.45,20180122,280.58,20180122,287.66,20180122,91.46,20180118,2345.22,20180126,439.04,20180126,120.76,20180126,107.93,20180126,124.16,20180126,119.94
20180119,1749.23,20180119,279.91,20180119,286.47,20180119,91.48,20180117,2345.15,20180125,438.83,20180125,120.51,20180125,107.13,20180125,124.36,20180125,117.89
20180118,1741.32,20180118,279.26,20180118,288.37,20180118,90.86,20180116,2358.72,20180124,437.32,20180124,119.95,20180124,105.6,20180124,123.17,20180124,117.5
20180117,1757.63,20180117,279.64,20180117,286.68,20180117,91.82,20180115,2372.61,20180123,438.39,20180123,119.34,20180123,105.88,20180123,120.65,20180123,118.89
20180116,1755.52,20180116,277.45,20180116,283.76,20180116,91.44,20180112,2385.15,20180122,437.02,20180122,119.15,20180122,105.93,20180122,119.85,20180122,119.38
20180112,1752.43,20180112,278.75,20180112,280.1,20180112,93.28,20180111,2408.91,20180119,436.95,20180119,118.52,20180119,105.83,20180119,120.62,20180119,118.33
20180111,1734.77,20180111,281.19,20180111,277.28,20180111,93.81,20180110,2401.5,20180118,437.96,20180118,118.58,20180118,106.23,20180118,121,20180118,117.79
20180110,1730.59,20180110,281.78,20180110,278.27,20180110,93.99,20180109,2402.21,20180117,438.88,20180117,118.22,20180117,105.83,20180117,120.21,20180117,117.38
20180109,1722.62,20180109,281.76,20180109,279.18,20180109,93.69,20180108,2401.22,20180116,439.79,20180116,119.11,20180116,106.63,20180116,121.74,20180116,119.77
20180108,1730.76,20180108,280.88,20180108,276.95,20180108,93.78,20180105,2400.69,20180115,439.79,20180115,118.72,20180115,105.53,20180115,121.25,20180115,118.38
20180105,1733.37,20180105,283.47,20180105,276.27,20180105,94.89,20180104,2396.23,20180112,441.63,20180112,118.12,20180112,105.03,20180112,120.03,20180112,118.55
20180104,1732.38,20180104,284.69,20180104,281.04,20180104,96.03,20180103,2386.34,20180111,441.15,20180111,117.75,20180111,105.03,20180111,118.87,20180111,118.38
20180103,1728.73,20180103,285.1,20180103,281.91,20180103,95.59,20180102,2377.81,20180110,439.83,20180110,117.51,20180110,104.48,20180110,118.38,20180110,117.87
20180102,1725.27,20180102,284.5,20180102,282.04,20180102,95.7,20171229,2371.84,20180109,439.83,20180109,116.97,20180109,105.12,20180109,116.67,20180109,118
20171229,1716.65,20171229,282.14,20171229,279.78,20171229,95.04,20171228,2377.19,20180108,436.5,20180108,116.88,20180108,104.91,20180108,116.33,20180108,118.71
20171228,1700.1,20171228,281.79,20171228,280.26,20171228,94.57,20171227,2386.79,20180105,436.56,20180105,116.44,20180105,104.67,20180105,117.26,20180105,119.85
20171227,1691.51,20171227,282.53,20171227,277.92,20171227,94.26,20171222,2364.57,20180104,435.27,20180104,116.41,20180104,104.59,20180104,117.5,20180104,119.04
20171226,1685.3,20171226,280.23,20171226,279,20171226,92.69,20171221,2363.7,20180103,433.72,20180103,116.15,20180103,104.17,20180103,116.42,20180103,119.87
20171222,1673.4,20171222,279.44,20171222,272.69,20171222,92.21,20171220,2365.43,20180102,433.72,20180102,115.8,20180102,102.71,20180102,116.11,20180102,118.79
20171221,1661.59,20171221,280.45,20171221,272.97,20171221,93.25,20171219,2360.94,20180101,432.34,20180101,115.67,20180101,102.71,20180101,116.11,20180101,118.79
20171220,1660.81,20171220,278.77,20171220,271.63,20171220,92.02,20171218,2366.23,20171229,432.22,20171229,115.34,20171229,102.44,20171229,114.88,20171229,119.36
20171219,1653.18,20171219,277.13,20171219,272.82,20171219,91.07,20171215,2362.02,20171228,431.77,20171228,114.65,20171228,101.36,20171228,113.62,20171228,117.86
20171218,1655.26,20171218,276.1,20171218,274.18,20171218,89.51,20171214,2363.39,20171227,432.65,20171227,114.16,20171227,99.99,20171227,113.4,20171227,115.62
20171215,1644.37,20171215,275.97,20171215,276.13,20171215,89.25,20171213,2361.32,20171226,431.77,20171226,113.67,20171226,99.99,20171226,112.05,20171226,115.62
20171214,1642.5,20171214,276.28,20171214,272.36,20171214,89.28,20171212,2372.81,20171222,431.28,20171225,113.67,20171225,99.99,20171225,112.05,20171225,115.62
20171213,1631.86,20171213,276.54,20171213,270.32,20171213,88.95,20171211,2369.47,20171221,430.91,20171222,113.17,20171222,99.93,20171222,111.12,20171222,115.21
20171212,1621.61,20171212,274.17,20171212,271.44,20171212,87.94,20171208,2376.08,20171220,430.59,20171221,113.03,20171221,100.04,20171221,110.92,20171221,114.83
20171211,1628.96,20171211,275.83,20171211,269.81,20171211,88.8,20171207,2386.09,20171219,430.16,20171220,112.57,20171220,99.73,20171220,110.31,20171220,113.34
20171208,1631.13,20171208,278.52,20171208,272.77,20171208,89.63,20171206,2402.97,20171218,430.42,20171219,112.44,20171219,99.48,20171219,110.09,20171219,113.19
20171207,1636.4,20171207,279.43,20171207,273.24,20171207,90.54,20171205,2415.05,20171215,429.73,20171218,111.83,20171218,98.78,20171218,108.98,20171218,111.71
20171206,1653.25,20171206,280.96,20171206,274.58,20171206,90.8,20171204,2422,20171214,429,20171215,111.64,20171215,98.64,20171215,109.12,20171215,111.14
20171205,1653.07,20171205,283.87,20171205,278.51,20171205,92.14,20171201,2406.51,20171213,428.77,20171214,111.08,20171214,97.6,20171214,108.58,20171214,110.69
20171204,1671.34,20171204,284.34,20171204,281.35,20171204,92.96,20171130,2405.62,20171212,429.04,20171213,111.35,20171213,97.75,20171213,109.58,20171213,110.31
20171201,1676.89,20171201,286.06,20171201,281.34,20171201,93.31,20171129,2401.86,20171211,431.46,20171212,111.86,20171212,98.15,20171212,111.62,20171212,109.03
20171130,1671.27,20171130,283.98,20171130,285.12,20171130,93.26,20171128,2398.47,20171208,427.19,20171211,110.87,20171211,98.37,20171211,109.72,20171211,108.8
20171129,1683.32,20171129,284.89,20171129,288.91,20171129,94.18,20171127,2418.15,20171207,427.97,20171208,110.05,20171208,98.83,20171208,108.03,20171208,109.01
20171128,1702.39,20171128,282.33,20171128,288.17,20171128,93.06,20171124,2429.51,20171206,428.82,20171207,110.25,20171207,99.72,20171207,108.17,20171207,109.51
20171127,1704.21,20171127,283.12,20171127,286.94,20171127,93.5,20171123,2424.27,20171205,430.4,20171206,111.1,20171206,100.31,20171206,109.78,20171206,111.05
20171124,1695.63,20171124,285.05,20171124,283.92,20171124,93.91,20171122,2415.26,20171204,430.78,20171205,111.48,20171205,100.83,20171205,109.97,20171205,112.91
20171122,1702.81,20171122,286,20171122,284.52,20171122,93.12,20171121,2415.26,20171201,429.43,20171204,112,20171204,101.17,20171204,111.71,20171204,111.89
20171121,1688.74,20171121,284.06,20171121,279.86,20171121,91.58,20171120,2421.44,20171130,429.27,20171201,111.56,20171201,101.76,20171201,109.87,20171201,111.79
20171120,1679.83,20171120,284.01,20171120,279.77,20171120,91.94,20171117,2421.09,20171129,428.99,20171130,111.92,20171130,102.67,20171130,110.84,20171130,111.73
20171117,1710.36,20171117,285.16,20171117,280.83,20171117,92.67,20171116,2423.08,20171128,430.95,20171129,112.28,20171129,103.5,20171129,111.4,20171129,112.84
20171116,1685.68,20171116,281.98,20171116,281.44,20171116,92.75,20171115,2413.58,20171127,430.95,20171128,112.29,20171128,103.62,20171128,110.84,20171128,113.97
20171115,1683.99,20171115,282.12,20171115,283.37,20171115,92.12,20171114,2434.92,20171124,432.69,20171127,112.42,20171127,103.18,20171127,110.83,20171127,115.03
20171114,1691.17,20171114,282.85,20171114,282.57,20171114,92.2,20171113,2434.6,20171123,431.15,20171124,111.29,20171124,103.25,20171124,110.82,20171124,113.93
20171113,1686.21,20171113,284.27,20171113,288.36,20171113,92.59,20171110,2447.21,20171122,428.15,20171123,111.22,20171123,102.88,20171123,110.7,20171123,113.81
20171110,1677.48,20171110,284.84,20171110,285.41,20171110,92.2,20171109,2445.79,20171121,427.88,20171122,110.77,20171122,102.67,20171122,110.04,20171122,112.82
20171109,1692.96,20171109,281.9,20171109,284.83,20171109,91.39,20171108,2443.76,20171120,428.42,20171121,110.54,20171121,103.19,20171121,109.78,20171121,112.03
20171108,1689.07,20171108,282.68,20171108,281.76,20171108,91.27,20171107,2442.96,20171117,428.53,20171120,110.79,20171120,103.01,20171120,110.37,20171120,112.01
20171107,1676.48,20171107,280.55,20171107,282.73,20171107,90.33,20171106,2442.07,20171116,429.39,20171117,111.26,20171117,102.65,20171117,108.97,20171117,112.78
20171106,1685.24,20171106,279.71,20171106,281.46,20171106,90.1,20171103,2433.63,20171115,430.37,20171116,111.32,20171116,102.97,20171116,109.51,20171116,111.87
20171103,1666.4,20171103,277.82,20171103,284.69,20171103,89.18,20171102,2433.83,20171114,431.51,20171115,111.77,20171115,102.14,20171115,110.22,20171115,113.59
20171102,1680.08,20171102,279.09,20171102,280.81,20171102,89.24,20171101,2432.21,20171113,431.36,20171114,112.22,20171114,102.34,20171114,111.66,20171114,113.3
20171101,1679.57,20171101,277.12,20171101,285.33,20171101,89.61,20171031,2441.94,20171110,431.12,20171113,112.78,20171113,102.82,20171113,112.41,20171113,113.74
20171031,1666.39,20171031,276.82,20171031,285.44,20171031,90.23,20171030,2434.11,20171109,431.71,20171110,111.72,20171110,103.03,20171110,112.75,20171110,112.88
20171030,1676.48,20171030,278.65,20171030,278.65,20171030,90.5,20171027,2419.53,20171108,430.64,20171109,111.66,20171109,102.71,20171109,112.14,20171109,113.74
20171027,1668.55,20171027,278.88,20171027,274.14,20171027,90.15,20171026,2417.96,20171107,430.02,20171108,111.89,20171108,102.33,20171108,112.37,20171108,114.81
20171026,1666.61,20171026,278.32,20171026,274.74,20171026,88.56,20171025,2412.29,20171106,429.29,20171107,112.07,20171107,101.86,20171107,112.57,20171107,115.59
20171025,1678.84,20171025,279.65,20171025,271.87,20171025,88.98,20171024,2409.92,20171103,431.66,20171106,111.13,20171106,102.09,20171106,108.9,20171106,115.58
20171024,1678.47,20171024,280.55,20171024,271.73,20171024,89.23,20171023,2397.67,20171102,428.81,20171103,109.72,20171103,102.7,20171103,106.91,20171103,114.82
20171023,1682.69,20171023,279.77,20171023,266.43,20171023,88.55,20171020,2406.64,20171101,427.62,20171102,109.84,20171102,102.31,20171102,106.81,20171102,115.87
