날짜,GSCI Precious Metals,날짜,GSCI Agriculture,날짜,GSCI Livestock,날짜,GSCI Softs,날짜,Reuters Index of Commodity Prices,날짜,CRB BLS Spot Index,날짜,PDS 원자재 지수,날짜,PDS 귀금속 하위지수,날짜,PDS 에너지 하위지수,날짜,PDS 비철금속 하위지수
20151016,1557.8,20151016,290.62,20151016,305.58,20151016,90.64,20150918,2241.87,20151029,393.89,20151123,83.37,20151123,87.27,20151123,77.73,20151123,75.79
20151015,1563.49,20151015,292.89,20151015,302.55,20151015,91.13,20150917,2251.08,20151028,395.12,20151120,83.14,20151120,87.03,20151120,77.91,20151120,74.42
20151014,1553.96,20151014,294.98,20151014,304.09,20151014,91.3,20150916,2256.34,20151027,395.88,20151119,83.27,20151119,86.25,20151119,78.18,20151119,75.28
20151013,1534.86,20151013,297.56,20151013,304.74,20151013,90.68,20150915,2220.44,20151026,395.66,20151118,83.25,20151118,87.1,20151118,77.71,20151118,75.85
20151012,1533.35,20151012,293.24,20151012,304.21,20151012,90.71,20150914,2223.46,20151023,396.26,20151117,83.77,20151117,87.59,20151117,78.91,20151117,76.61
20151009,1522.77,20151009,293.69,20151009,303.34,20151009,90.46,20150911,2211.5,20151022,396.05,20151116,83.67,20151116,87.55,20151116,77.8,20151116,77.22
20151008,1508.62,20151008,294.54,20151008,303.88,20151008,89.25,20150910,2231.3,20151021,396.82,20151113,84.51,20151113,87.95,20151113,77.85,20151113,77.61
20151007,1517.25,20151007,296.64,20151007,301.24,20151007,89.04,20150909,2231.49,20151020,398.04,20151112,85.31,20151112,88.1,20151112,80.04,20151112,78.23
20151006,1513.39,20151006,297.93,20151006,297.77,20151006,88.47,20150908,2195.09,20151019,398.03,20151111,86.06,20151111,88.53,20151111,82.27,20151111,78.5
20151005,1500.15,20151005,294.76,20151005,290.35,20151005,88.33,20150907,2184.49,20151016,397.35,20151110,86.15,20151110,89.29,20151110,81.87,20151110,79.51
20151002,1494.27,20151002,291.68,20151002,292.89,20151002,86.9,20150904,2196.87,20151015,397.63,20151109,86.53,20151109,90.11,20151109,82.53,20151109,79.44
20151001,1459.46,20151001,291.76,20151001,289.49,20151001,85.93,20150903,2205.99,20151014,397.79,20151106,86.72,20151106,90.92,20151106,83.26,20151106,79.68
20150930,1461.29,20150930,290.69,20150930,293.47,20150930,84.99,20150902,2203.88,20151013,399.12,20151105,87.1,20151105,91.98,20151105,83.46,20151105,81.1
20150929,1475.47,20150929,288.51,20150929,299.13,20150929,84.28,20150901,2212.63,20151012,396.52,20151104,87.69,20151104,92.49,20151104,85.21,20151104,80.77
20150928,1480.85,20150928,287.6,20150928,302.58,20150928,83.93,20150828,2224.36,20151009,394.16,20151103,87.03,20151103,93.15,20151103,83.39,20151103,80.49
20150925,1503.21,20150925,289.72,20150925,302.44,20150925,84.55,20150827,2205.23,20151008,399.76,20151102,87.59,20151102,94.16,20151102,84.51,20151102,80.48
20150924,1513.03,20150924,283.37,20150924,297.49,20150924,82.44,20150826,2185.28,20151007,399.98,20151030,87.28,20151030,94.9,20151030,83.46,20151030,80.99
20150923,1483.27,20150923,284.17,20150923,298.4,20150923,81.28,20150825,2195.29,20151006,400.18,20151029,87.43,20151029,96.84,20151029,83.69,20151029,81.11
20150922,1475.07,20150922,281.45,20150922,304.05,20150922,81.23,20150824,2175.87,20151005,399.37,20151028,86.27,20151028,95.57,20151028,79.92,20151028,82.04
20150921,1489.37,20150921,283.99,20150921,305.91,20150921,82.06,20150821,2226.32,20151002,401.85,20151027,86.61,20151027,96.28,20151027,80.66,20151027,82.25
20150918,1494.62,20150918,280.59,20150918,302.77,20150918,82.19,20150820,2240.28,20151001,402.35,20151026,87.53,20151026,95.93,20151026,82.61,20151026,83.19
20150917,1468.33,20150917,283.14,20150917,304.83,20150917,84.24,20150819,2247.42,20150930,403.13,20151023,88.05,20151023,95.68,20151023,83.28,20151023,82.84
20150916,1469.63,20150916,286.01,20150916,302.43,20150916,84.54,20150818,2244.92,20150929,403.57,20151022,87.87,20151022,95.72,20151022,82.96,20151022,82.31
20150915,1444.48,20150915,287.98,20150915,309.15,20150915,84.4,20150817,2260.7,20150928,404.82,20151021,88.41,20151021,96.48,20151021,84.42,20151021,82.61
20150914,1450.86,20150914,289.79,20150914,308.98,20150914,84.95,20150814,2279.74,20150925,406.07,20151020,88.52,20151020,96.39,20151020,84.46,20151020,83.51
20150911,1447.2,20150911,284.77,20150911,309.15,20150911,84.37,20150812,2288.24,20150924,405.93,20151019,89.43,20151019,96.94,20151019,86.51,20151019,83.94
20150910,1455.72,20150910,280.07,20150910,314.99,20150910,83.35,20150811,2288.46,20150923,405.57,20151016,89.99,20151016,97.19,20151016,84.69,20151016,85.05
20150909,1446.43,20150909,278.25,20150909,316.37,20150909,83.71,20150810,2291.02,20150922,405.19,20151015,90.14,20151015,96.03,20151015,85.6,20151015,84.15
20150908,1470.6,20150908,277.73,20150908,317.42,20150908,82.26,20150807,2277.46,20150921,406.9,20151014,90.15,20151014,95.08,20151014,85.73,20151014,83.93
20150904,1468.89,20150904,274.25,20150904,314.4,20150904,81.57,20150806,2284.78,20150918,404.46,20151013,90.89,20151013,95.92,20151013,87.2,20151013,85.65
20150903,1474.2,20150903,273.68,20150903,316.62,20150903,81.7,20150805,2293.49,20150917,405.98,20151012,91.86,20151012,95.23,20151012,90.18,20151012,85.22
20150902,1484.44,20150902,275.61,20150902,316.28,20150902,79.84,20150804,2296.52,20150916,406.28,20151009,89.57,20151009,93.45,20151009,90.55,20151009,81.99
20150901,1491.22,20150901,277.49,20150901,314.01,20150901,80.29,20150803,2287.14,20150915,407.75,20151008,89.14,20151008,94.21,20151008,88.69,20151008,82.94
20150831,1482.3,20150831,279.97,20150831,317.14,20150831,80.7,20150731,2302.21,20150914,407.71,20151007,88.93,20151007,93.88,20151007,88.75,20151007,81.57
20150828,1483.66,20150828,280.16,20150828,316.48,20150828,81.44,20150730,2311.41,20150911,407.25,20151006,87.72,20151006,92.48,20151006,85.48,20151006,81.46
20150827,1469.11,20150827,281.09,20150827,314.92,20150827,81.88,20150729,2306.81,20150909,405.18,20151005,87.07,20151005,90.75,20151005,84.14,20151005,80.92
20150826,1467.66,20150826,278.7,20150826,311.36,20150826,79.8,20150728,2301.59,20150908,404.98,20151002,87.33,20151002,90,20151002,83.84,20151002,82.63
20150825,1489.78,20150825,281.15,20150825,314.04,20150825,80.05,20150727,2304.19,20150903,405.54,20151001,87.64,20151001,89.99,20151001,84.79,20151001,81.34
20150824,1509.28,20150824,282.97,20150824,312.64,20150824,79.97,20150724,2327.3,20150902,406.02,20150930,87.56,20150930,90.63,20150930,84.94,20150930,80.35
20150821,1522.14,20150821,284.17,20150821,312.11,20150821,81.88,20150723,2346.77,20150901,405.46,20150929,87.35,20150929,91,20150929,84.7,20150929,79.49
20150820,1516.9,20150820,288.82,20150820,318.75,20150820,83.37,20150722,2359.4,20150831,406.3,20150928,88.08,20150928,92.55,20150928,85.44,20150928,81.34
20150819,1483.63,20150819,285.49,20150819,318.68,20150819,83.39,20150721,2383.8,20150828,405.21,20150925,87.79,20150925,92.36,20150925,85.24,20150925,80.91
20150818,1466.63,20150818,286.5,20150818,322.55,20150818,84.27,20150720,2374.81,20150827,404.85,20150924,87.68,20150924,91.38,20150924,84.64,20150924,81.73
20150817,1473.83,20150817,287.19,20150817,323.08,20150817,83.8,20150717,2390.63,20150826,402.81,20150923,88.18,20150923,91.4,20150923,86.04,20150923,81.73
20150814,1466.25,20150814,288.78,20150814,320.94,20150814,84.07,20150716,2397.65,20150825,404.94,20150922,88.42,20150922,92.64,20150922,85.75,20150922,83.41
20150813,1471.62,20150813,288.31,20150813,322.14,20150813,83.43,20150715,2413.47,20150824,407.09,20150921,88.3,20150921,93.34,20150921,84.64,20150921,84.67
20150812,1481.72,20150812,282.2,20150812,318.5,20150812,82.25,20150714,2403.09,20150821,410.09,20150918,89.16,20150918,90.92,20150918,87,20150918,84.62
20150811,1460.93,20150811,291.34,20150811,320.77,20150811,82.02,20150713,2399.78,20150820,411.53,20150917,89.21,20150917,90.44,20150917,87.17,20150917,84.62
20150810,1456.69,20150810,297.13,20150810,321.83,20150810,81.39,20150710,2379.89,20150819,410.2,20150916,88.06,20150916,89.53,20150916,84.08,20150916,83.74
20150807,1439.87,20150807,288.03,20150807,322.33,20150807,80.72,20150709,2379.23,20150818,410.95,20150915,88.17,20150915,89.58,20150915,84.33,20150915,84.24
20150806,1433.54,20150806,284.56,20150806,323.47,20150806,80.28,20150708,2362.98,20150817,410.76,20150914,88.82,20150914,89.94,20150914,85.73,20150914,85.06
20150805,1426.95,20150805,286.09,20150805,325.2,20150805,81.39,20150707,2389.42,20150814,411.39,20150911,89.18,20150911,90.77,20150911,86.65,20150911,85.46
20150804,1432.98,20150804,283.97,20150804,325.96,20150804,82.09,20150706,2470.33,20150813,408.32,20150910,88.81,20150910,90.94,20150910,85.36,20150910,85.45
20150803,1431.01,20150803,283.68,20150803,323.39,20150803,81.8,20150703,2475.85,20150812,406.6,20150909,89.29,20150909,91.21,20150909,87.54,20150909,83.87
20150731,1440.13,20150731,285.97,20150731,317.87,20150731,82.86,20150702,2475.66,20150811,407.56,20150908,88.34,20150908,90.82,20150908,85.27,20150908,83.03
20150730,1432.1,20150730,286.67,20150730,321.14,20150730,82.91,20150701,2474.99,20150810,409.18,20150907,89.2,20150907,91.14,20150907,87.61,20150907,83.1
20150729,1437.99,20150729,285.41,20150729,321.71,20150729,83.16,20150630,2451.8,20150807,406.92,20150904,88.75,20150904,91.73,20150904,89.05,20150904,84.11
20150728,1440.91,20150728,288.56,20150728,320.79,20150728,82.4,20150629,2453.9,20150806,409.39,20150903,88.18,20150903,91.89,20150903,88.21,20150903,82.12
20150727,1440.75,20150727,286.09,20150727,314.77,20150727,82.23,20150626,2439.59,20150805,410.24,20150902,88.15,20150902,92.31,20150902,87.91,20150902,82.43
20150724,1426.74,20150724,294.04,20150724,315.81,20150724,82.8,20150625,2435.55,20150804,410.06,20150901,90,20150901,91.47,20150901,92.67,20150901,81.6
20150723,1439.66,20150723,299.54,20150723,317.33,20150723,83.64,20150624,2417.9,20150803,410.51,20150831,88.37,20150831,91.47,20150831,87.88,20150831,81.6
20150722,1437.04,20150722,299.69,20150722,321.25,20150722,83.81,20150623,2419.29,20150731,410.37,20150828,87.28,20150828,90.27,20150828,83.96,20150828,80.3
20150721,1451.69,20150721,302.5,20150721,318.92,20150721,84.1,20150622,2410.93,20150730,410.72,20150827,85.52,20150827,90.46,20150827,79.25,20150827,79.33
20150720,1455.62,20150720,303.56,20150720,322.66,20150720,84.59,20150619,2405.73,20150729,410.42,20150826,85.82,20150826,92.4,20150826,79.22,20150826,80.56
20150717,1486.09,20150717,312.13,20150717,323.09,20150717,86.27,20150618,2393.46,20150728,411.4,20150825,85.39,20150825,93.75,20150825,78.67,20150825,78.65
20150716,1502.34,20150716,316.52,20150716,324.55,20150716,87.17,20150617,2397.28,20150727,407.19,20150824,87.01,20150824,94.85,20150824,82.29,20150824,81.27
20150715,1507.24,20150715,317.87,20150715,326.42,20150715,87.64,20150616,2391.4,20150724,409.96,20150821,90.11,20150821,94.43,20150821,84.31,20150821,82.15
20150714,1517.22,20150714,319.92,20150714,326.3,20150714,88.99,20150615,2395.28,20150723,412.59,20150820,90.07,20150820,91.82,20150820,85,20150820,81.1
20150713,1520.52,20150713,322.64,20150713,324.25,20150713,87.88,20150611,2417.85,20150722,412.97,20150819,90.69,20150819,91.96,20150819,86.75,20150819,81.14
20150710,1523.17,20150710,320.52,20150710,326.7,20150710,87.14,20150610,2422.4,20150721,414.11,20150818,90.9,20150818,92.29,20150818,86.78,20150818,82.34
20150709,1522.89,20150709,318.1,20150709,330.07,20150709,85.74,20150609,2430.05,20150720,414.4,20150817,91.4,20150817,93.02,20150817,87.73,20150817,83.21
20150708,1525.29,20150708,316.26,20150708,336.11,20150708,86.43,20150608,2431.73,20150717,415.48,20150814,91.86,20150814,92.39,20150814,87.84,20150814,82.9
20150707,1509.92,20150707,317.21,20150707,342.07,20150707,86.73,20150605,2393.46,20150716,418.56,20150813,92.16,20150813,92.58,20150813,89.09,20150813,82.68
20150706,1542.37,20150706,321.93,20150706,340.86,20150706,87.68,20150604,2411.46,20150715,418.29,20150812,92.1,20150812,91.92,20150812,88.29,20150812,83.24
20150702,1528.98,20150702,322.63,20150702,342.38,20150702,87.73,20150603,2413.8,20150714,419.59,20150811,92.57,20150811,90.39,20150811,89.45,20150811,83.54
20150701,1535.94,20150701,321.35,20150701,340.59,20150701,88.07,20150602,2411.54,20150713,420.06,20150810,91.65,20150810,89.69,20150810,87.18,20150810,83.27
20150630,1538.91,20150630,326.59,20150630,335.18,20150630,89.01,20150601,2380.07,20150710,419.76,20150807,92.06,20150807,89.21,20150807,88.37,20150807,83.65
20150629,1548.56,20150629,310.8,20150629,335.43,20150629,87.89,20150529,2379.12,20150709,420.55,20150806,93.43,20150806,88.88,20150806,88.44,20150806,84.04
20150626,1542.53,20150626,308.79,20150626,334.49,20150626,87.81,20150528,2379.28,20150708,419.54,20150805,93.7,20150805,89.22,20150805,88.97,20150805,84.68
20150625,1541.66,20150625,300.65,20150625,334.17,20150625,86.77,20150527,2380.5,20150707,419.44,20150804,93.37,20150804,89.84,20150804,88.05,20150804,83.93
20150624,1543.47,20150624,294.83,20150624,337.77,20150624,86.88,20150526,2381.47,20150706,422.27,20150803,94.53,20150803,89.85,20150803,91.03,20150803,84.77
20150623,1546.56,20150623,294.6,20150623,340.05,20150623,85.38,20150522,2363.36,20150702,423.29,20150731,96.04,20150731,89.59,20150731,92.61,20150731,85.39
20150622,1559.64,20150622,290.44,20150622,340.4,20150622,86.4,20150521,2390.67,20150701,424.78,20150730,96.38,20150730,89.64,20150730,93.27,20150730,86.35
20150619,1580.18,20150619,284.58,20150619,339.98,20150619,84.62,20150520,2385.02,20150630,426.29,20150729,96.13,20150729,89.68,20150729,92.79,20150729,85.64
20150618,1580.79,20150618,286.61,20150618,340.5,20150618,85.67,20150519,2383.9,20150629,423.96,20150728,96.1,20150728,90.17,20150728,93.18,20150728,84.83
20150617,1549.05,20150617,287.15,20150617,343.33,20150617,85.23,20150518,2381.29,20150626,424.67,20150727,96.75,20150727,88.93,20150727,94.5,20150727,85.3
20150616,1554.06,20150616,285.26,20150616,343.12,20150616,85.58,20150515,2377.7,20150625,423.52,20150724,97.85,20150724,90.57,20150724,95.69,20150724,86.76
20150615,1561.09,20150615,282.15,20150615,342.67,20150615,85.06,20150514,2346.86,20150624,423.31,20150723,98.41,20150723,89.73,20150723,97.31,20150723,87.02
20150612,1550.65,20150612,287.2,20150612,343.65,20150612,86.5,20150513,2357.25,20150623,423.95,20150722,99.01,20150722,90.61,20150722,98.15,20150722,88.88
20150611,1553.46,20150611,288.16,20150611,349.27,20150611,86.18,20150512,2360.42,20150619,422.14,20150721,98.72,20150721,90.74,20150721,97.5,20150721,88.39
20150610,1560.64,20150610,291.9,20150610,351.21,20150610,87.88,20150511,2359.59,20150618,422.18,20150720,99.35,20150720,92.53,20150720,98.42,20150720,89.25
20150609,1549.96,20150609,296.26,20150609,350.07,20150609,87.67,20150508,2348.41,20150617,422.06,20150717,99.4,20150717,92.95,20150717,98.08,20150717,89.72
20150608,1545.2,20150608,294.95,20150608,349.53,20150608,87.61,20150507,2356.8,20150616,422.45,20150716,100.56,20150716,94.04,20150716,98.98,20150716,90.83
20150605,1538.93,20150605,290.53,20150605,348.22,20150605,86.48,20150506,2374.85,20150615,421.36,20150715,100.7,20150715,94.53,20150715,100.02,20150715,89.07
20150604,1548.42,20150604,292.9,20150604,348.97,20150604,86.9,20150505,2392.14,20150612,424.09,20150714,100.77,20150714,94.67,20150714,99.72,20150714,90.17
20150603,1563.79,20150603,288.98,20150603,349.98,20150603,86.61,20150501,2401.51,20150611,424.49,20150713,100.83,20150713,95,20150713,100.19,20150713,89.31
20150602,1578.3,20150602,289.5,20150602,353.73,20150602,86.38,20150430,2394.7,20150610,425.67,20150710,102.49,20150710,95.07,20150710,99.75,20150710,89.41
20150601,1570.36,20150601,283.51,20150601,354.64,20150601,85.67,20150429,2392.8,20150609,426.4,20150709,101.28,20150709,93.82,20150709,97.54,20150709,86.7
20150529,1571.87,20150529,280.43,20150529,352.26,20150529,84.82,20150428,2389.29,20150608,426.34,20150708,101.58,20150708,95.35,20150708,97.64,20150708,87.95
20150528,1570.36,20150528,282.15,20150528,356.09,20150528,84.68,20150427,2396.61,20150605,425.26,20150707,101.97,20150707,95.75,20150707,98.12,20150707,89.1
20150527,1567.43,20150527,280.61,20150527,351.95,20150527,83.93,20150424,2397,20150604,426.5,20150706,104.66,20150706,96.31,20150706,104.98,20150706,91.52
20150526,1570,20150526,283.22,20150526,349.84,20150526,84.58,20150423,2380.89,20150603,425.61,20150703,105.31,20150703,96.14,20150703,105,20150703,91.82
20150522,1593.28,20150522,288.75,20150522,350.91,20150522,85.58,20150422,2376.74,20150602,426.37,20150702,105.2,20150702,96.29,20150702,105.02,20150702,91.16
20150521,1594.37,20150521,292.63,20150521,351.02,20150521,86.46,20150421,2382.13,20150601,426.15,20150701,105.96,20150701,96.53,20150701,106.79,20150701,90.39
20150520,1599.68,20150520,291.34,20150520,348.63,20150520,87.8,20150420,2391.17,20150529,424.74,20150630,105.17,20150630,97.06,20150630,104.83,20150630,90.73
20150519,1596.78,20150519,292.74,20150519,348.48,20150519,89.17,20150417,2390.91,20150528,423.62,20150629,105.7,20150629,96.74,20150629,106.17,20150629,91.34
20150518,1628.28,20150518,296.86,20150518,348.28,20150518,89.63,20150416,2403.73,20150527,422.47,20150626,106.23,20150626,96.72,20150626,106.64,20150626,91.36
20150515,1623.79,20150515,294.79,20150515,351.14,20150515,90.02,20150415,2394.19,20150526,423.87,20150625,106.3,20150625,96.94,20150625,106.58,20150625,92.24
20150514,1622.64,20150514,295.57,20150514,353.83,20150514,89.52,20150414,2388.75,20150522,423.51,20150624,106.42,20150624,97.21,20150624,107.24,20150624,91.58
20150513,1611.85,20150513,288.74,20150513,352.36,20150513,89.13,20150413,2399.73,20150521,426.02,20150623,105.88,20150623,98.11,20150623,106.1,20150623,90.56
20150512,1574.01,20150512,289.28,20150512,350.91,20150512,90.38,20150410,2394.93,20150520,426.47,20150622,105.92,20150622,98.93,20150622,106.5,20150622,90.77
20150511,1560.5,20150511,290.02,20150511,349.1,20150511,90.02,20150409,2388.34,20150519,427.02,20150619,107.01,20150619,99.15,20150619,107.56,20150619,92.32
20150508,1568.83,20150508,290.75,20150508,351.65,20150508,90.03,20150408,2391.07,20150518,429.44,20150618,106.93,20150618,97.38,20150618,107.56,20150618,92.11
20150507,1558.94,20150507,287.29,20150507,348.04,20150507,88.12,20150407,2390.11,20150515,430.18,20150617,106.88,20150617,97.59,20150617,107.53,20150617,92
20150506,1570.39,20150506,289.49,20150506,350.18,20150506,87.75,20150402,2379.46,20150514,430.32,20150616,107,20150616,97.47,20150616,107.97,20150616,92.09
20150505,1574.57,20150505,287.26,20150505,350.55,20150505,88.38,20150401,2364.1,20150513,429.86,20150615,107.12,20150615,97.72,20150615,107.28,20150615,93.87
20150504,1565.6,20150504,286.65,20150504,348.26,20150504,87.41,20150331,2370.47,20150512,428.59,20150612,106.25,20150612,97.54,20150612,109.44,20150612,94.39
20150501,1547.94,20150501,287.64,20150501,345,20150501,88.61,20150330,2378.5,20150511,428.13,20150611,106.98,20150611,98.63,20150611,110.5,20150611,96.24
20150430,1557.39,20150430,290.58,20150430,345.81,20150430,90.49,20150327,2379.26,20150508,428.54,20150610,106.33,20150610,98.05,20150610,108.73,20150610,95.63
20150429,1595.57,20150429,292.97,20150429,347.12,20150429,90.29,20150326,2387.43,20150506,425.46,20150609,104.99,20150609,97.58,20150609,105.36,20150609,94.39
20150428,1599.38,20150428,290.32,20150428,345.66,20150428,90.07,20150325,2378.76,20150505,423.63,20150608,104.91,20150608,97.35,20150608,105.1,20150608,94.31
20150427,1584.81,20150427,289.65,20150427,343.77,20150427,90.2,20150324,2390.09,20150504,422.75,20150605,105.12,20150605,98.62,20150605,104.27,20150605,94.71
20150424,1543.71,20150424,293.04,20150424,345.64,20150424,90.33,20150323,2401.53,20150501,421.31,20150604,106.03,20150604,99.61,20150604,106.66,20150604,95.43
20150423,1568.36,20150423,296.17,20150423,340.77,20150423,89.19,20150320,2384.46,20150430,421.15,20150603,106.81,20150603,99.9,20150603,108.95,20150603,95.33
20150422,1559.31,20150422,294.14,20150422,332.9,20150422,87.23,20150319,2375.68,20150429,419.24,20150602,106.24,20150602,100.07,20150602,107.7,20150602,94.71
20150421,1580.55,20150421,294.17,20150421,335.85,20150421,86.56,20150318,2372.34,20150428,418.06,20150601,106.59,20150601,99.88,20150601,108.41,20150601,96.24
20150420,1568.27,20150420,295.71,20150420,331.73,20150420,87.3,20150317,2375.06,20150427,416.87,20150529,106.73,20150529,99.62,20150529,105.54,20150529,96.71
20150417,1582.93,20150417,295.71,20150417,337.62,20150417,88.8,20150316,2374.21,20150424,415.99,20150528,106.75,20150528,99.69,20150528,106.14,20150528,95.69
20150416,1577.55,20150416,295.85,20150416,342.75,20150416,89.79,20150313,2385.8,20150423,414.86,20150527,107.58,20150527,99.99,20150527,108.2,20150527,96.41
20150415,1581.35,20150415,294.25,20150415,341.13,20150415,88.22,20150312,2386.45,20150422,413.68,20150526,108.7,20150526,101.97,20150526,110.8,20150526,97.21
20150414,1569.89,20150414,295.08,20150414,342.75,20150414,88.53,20150311,2373.63,20150421,413.5,20150525,108.66,20150525,101.97,20150525,110.49,20150525,97.21
20150413,1579.04,20150413,293.68,20150413,340.87,20150413,87.99,20150310,2371.37,20150420,413.61,20150522,110.03,20150522,101.89,20150522,112,20150522,97.93
20150410,1586.13,20150410,298.79,20150410,339.75,20150410,87.81,20150309,2356.9,20150417,413.39,20150521,109.29,20150521,101.97,20150521,109.95,20150521,97.68
20150409,1570.96,20150409,298.15,20150409,342.6,20150409,88.41,20150306,2361.84,20150415,413.53,20150520,109.28,20150520,102.86,20150520,109.27,20150520,98.69
20150408,1584.94,20150408,300.67,20150408,342.68,20150408,88.81,20150305,2361.84,20150414,413.98,20150519,110.68,20150519,104.11,20150519,112.32,20150519,100.59
20150407,1597.73,20150407,301.28,20150407,343.21,20150407,88.92,20150304,2354.31,20150413,415.13,20150518,110.82,20150518,102.85,20150518,112.95,20150518,100.51
20150406,1609.97,20150406,302.2,20150406,343.21,20150406,88.51,20150303,2350.6,20150410,415.62,20150515,110.84,20150515,103.31,20150515,112.74,20150515,101.71
20150402,1584.89,20150402,303.53,20150402,344.4,20150402,87.52,20150302,2363.64,20150409,415.56,20150514,110.68,20150514,100.98,20150514,112.44,20150514,102.36
20150401,1597.24,20150401,299.26,20150401,343.36,20150401,85.08,20150227,2357.73,20150408,415.02,20150513,110.46,20150513,99.64,20150513,111.89,20150513,102.3
20150331,1563.04,20150331,293.5,20150331,343.01,20150331,83.86,20150226,2354.74,20150407,415.47,20150512,109.47,20150512,99.37,20150512,109.23,20150512,101.67
20150330,1566.31,20150330,299.88,20150330,343.69,20150330,83.69,20150225,2357.1,20150406,414.95,20150511,110.01,20150511,99.14,20150511,110.2,20150511,102.41
20150327,1588.55,20150327,296.99,20150327,343.19,20150327,85.43,20150224,2339.74,20150402,414,20150508,109.61,20150508,99.16,20150508,109.75,20150508,102.76
20150326,1595.16,20150326,296.66,20150326,341.53,20150326,86.11,20150223,2345.61,20150401,414.84,20150507,110.66,20150507,99.76,20150507,112.42,20150507,103.36
20150325,1584.65,20150325,301.35,20150325,341.41,20150325,86.66,20150220,2351.94,20150331,414.98,20150506,110.46,20150506,100.03,20150506,111.94,20150506,103.17
20150324,1577.55,20150324,301.59,20150324,342.83,20150324,86.42,20150219,2357.31,20150330,416.91,20150505,109.92,20150505,98.26,20150505,110.96,20150505,102.43
20150323,1572.24,20150323,303.86,20150323,341.69,20150323,87.76,20150218,2361.65,20150327,416.6,20150504,110.06,20150504,98.26,20150504,110.53,20150504,102.43
20150320,1568.64,20150320,301.19,20150320,337.86,20150320,87.41,20150217,2366.43,20150326,416.92,20150501,109.93,20150501,99.29,20150501,110.58,20150501,100.94
20150319,1542.21,20150319,294.91,20150319,338.41,20150319,87.18,20150216,2352.32,20150325,417.37,20150430,108.77,20150430,100.71,20150430,108.28,20150430,99.1
20150318,1515.27,20150318,294.99,20150318,336.3,20150318,86.85,20150213,2351.07,20150324,417.35,20150429,108.13,20150429,100.22,20150429,106.61,20150429,98.9
20150317,1512.14,20150317,291.58,20150317,332.11,20150317,85.98,20150212,2344.43,20150323,417.03,20150428,107.97,20150428,98.61,20150428,106.75,20150428,98.04
20150316,1518.42,20150316,296.16,20150316,331.98,20150316,86.3,20150211,2347.22,20150320,415.29,20150427,108.01,20150427,97.86,20150427,107.26,20150427,97.09
20150313,1516.3,20150313,293.37,20150313,331.58,20150313,84.75,20150210,2352.42,20150319,413.71,20150424,106.69,20150424,98.06,20150424,106.11,20150424,95.7
20150312,1516.06,20150312,298.7,20150312,334.3,20150312,86.76,20150209,2357.29,20150318,412.97,20150423,106.11,20150423,98.71,20150423,104.15,20150423,96.3
20150311,1512.7,20150311,297.63,20150311,334.51,20150311,86.21,20150206,2356.21,20150317,412.74,20150422,105.87,20150422,99.19,20150422,103.38,20150422,96.25
20150310,1526.44,20150310,296.1,20150310,335.02,20150310,86.75,20150205,2346.26,20150316,413.99,20150421,106.42,20150421,99.24,20150421,104.71,20150421,96.95
20150309,1535.28,20150309,297.53,20150309,333.61,20150309,88.31,20150204,2340.28,20150313,414.53,20150420,106.94,20150420,100.24,20150420,105.63,20150420,97.72
20150306,1532.77,20150306,296.26,20150306,333.77,20150306,89.48,20150203,2338.26,20150312,415.84,20150417,104.64,20150417,100.58,20150417,105.97,20150417,97.79
20150305,1573.63,20150305,296.5,20150305,330.73,20150305,89.09,20150202,2333.13,20150311,415.86,20150416,103.71,20150416,99.25,20150416,104.48,20150416,95.5
20150304,1579.14,20150304,299.34,20150304,332.94,20150304,89.35,20150130,2341.87,20150310,416.93,20150415,101.63,20150415,99.11,20150415,98.48,20150415,94.89
20150303,1584.7,20150303,301.63,20150303,325.04,20150303,88.64,20150129,2340.93,20150309,418.71,20150414,101.56,20150414,99.77,20150414,97.81,20150414,95.94
20150302,1590.8,20150302,301.85,20150302,331.23,20150302,90.76,20150128,2360.96,20150306,419.44,20150413,101.61,20150413,100.92,20150413,97.39,20150413,96.26
20150227,1597.68,20150227,306.73,20150227,328.26,20150227,91.45,20150127,2372.89,20150305,421.35,20150410,100.5,20150410,99.74,20150410,96.01,20150410,95.81
20150226,1594.86,20150226,304.08,20150226,325.06,20150226,92.04,20150126,2369.41,20150304,421.67,20150409,100.56,20150409,101.51,20150409,95.86,20150409,95.81
20150225,1583.19,20150225,301.62,20150225,323.05,20150225,91.98,20150123,2378.81,20150303,421.69,20150408,101.96,20150408,101.7,20150408,100.05,20150408,95.69
20150224,1575.71,20150224,304.92,20150224,320.17,20150224,93.58,20150122,2368.25,20150302,421.57,20150407,101.21,20150407,100.97,20150407,98.39,20150407,95.08
20150223,1580.51,20150223,303.74,20150223,322.45,20150223,93.1,20150121,2361.87,20150227,420.92,20150406,100.41,20150406,100.97,20150406,95.54,20150406,95.08
20150220,1585.54,20150220,306.68,20150220,323.52,20150220,94.34,20150120,2362.33,20150226,419.67,20150403,100.43,20150403,100.97,20150403,95.6,20150403,95.08
20150219,1589.85,20150219,310.76,20150219,327.78,20150219,95.14,20150119,2364.15,20150225,419.42,20150402,101.18,20150402,100.18,20150402,97.19,20150402,94.64
20150218,1579.93,20150218,311.07,20150218,325.97,20150218,96.94,20150116,2358.87,20150224,419.93,20150401,100.41,20150401,99.68,20150401,95.32,20150401,95.19
