날짜,철광석 Fines (Daily) [중국(수입가 CFR)] 현물,날짜,철광석 62% [DCE] 2018.09,날짜,고철 HMS No.1 [미 동부 Composite가격] 현물,날짜,철근 [SHFE] 2018.10,날짜,철근 고장력 HD10mm [국내(1차 유통가)] 현물,날짜,냉연코일 1.0x4x8mm [국내(1차 유통가)] 현물,날짜,열연코일 4.5x4x8 ~ 5.9x4x8mm [국내(1차 유통가)] 현물,날짜,선재 [SHFE] 2018.09,날짜,중후판 12(mm)x8(ft)x20(ft) [국내(1차 유통가)] 현물,날짜,H형강 소형 [국내(1차 유통가)] 현물
20150824,53.28,20150804,365,,,20150804,2085,,,,,,,20150804,2350,,,,
20150821,56.1,20150803,369,,,20150803,2099,,,,,,,20150803,2350,,,,
20150820,55.84,20150731,365.5,,,20150731,2092,,,,,,,20150731,2350,,,,
20150819,56.41,20150730,369.5,,,20150730,2097,,,,,,,20150730,2286,,,,
20150818,56.92,20150729,366,,,20150729,2098,,,,,,,20150729,2311,,,,
20150817,56.66,20150728,355,,,20150728,2074,,,,,,,20150728,2418,,,,
20150814,56.74,20150727,353,,,20150727,2076,,,,,,,20150727,2418,,,,
20150813,57.02,20150724,349.5,,,20150724,2048,,,,,,,20150724,2417,,,,
20150812,56.31,20150723,350,,,20150723,2038,,,,,,,20150723,2417,,,,
20150811,56.22,20150722,354.5,,,20150722,2053,,,,,,,20150722,2417,,,,
20150806,56.4,20150721,364,,,20150721,2101,,,,,,,20150721,2417,,,,
20150805,56.78,20150720,358.5,,,20150720,2092,,,,,,,20150720,2417,,,,
20150804,55.29,20150717,350.5,,,20150717,2044,,,,,,,20150717,2417,,,,
20150803,55.63,20150716,365.5,,,20150716,1984,,,,,,,20150716,2417,,,,
20150731,53.41,20150715,369.5,,,20150715,1997,,,,,,,20150715,2417,,,,
20150730,55.64,20150714,370.5,,,20150714,2018,,,,,,,20150714,2417,,,,
20150729,55.89,20150713,367.5,,,20150713,2013,,,,,,,20150713,2417,,,,
20150728,53.45,20150710,369,,,20150710,2033,,,,,,,20150710,2417,,,,
20150727,52.35,20150709,363.5,,,20150709,1975,,,,,,,20150709,2417,,,,
20150724,51.42,20150708,352.5,,,20150708,1939,,,,,,,20150708,2417,,,,
20150723,51.72,20150707,379,,,20150707,1991,,,,,,,20150707,2536,,,,
20150722,51.76,20150706,399.5,,,20150706,2065,,,,,,,20150706,2536,,,,
20150721,52.1,20150703,410.5,,,20150703,2134,,,,,,,20150703,2536,,,,
20150720,52.39,20150702,413.5,,,20150702,2114,,,,,,,20150702,2536,,,,
20150716,50.66,20150701,416,,,20150701,2130,,,,,,,20150701,2612,,,,
20150715,50.55,20150630,420.5,,,20150630,2131,,,,,,,20150630,2612,,,,
20150714,50.06,20150629,433,,,20150629,2206,,,,,,,20150629,2612,,,,
20150713,50.3,20150626,434.5,,,20150626,2221,,,,,,,20150626,2612,,,,
20150710,50.1,20150625,440,,,20150625,2227,,,,,,,20150625,2612,,,,
20150709,48.99,20150624,438.5,,,20150624,2239,,,,,,,20150624,2612,,,,
20150708,44.59,20150623,429,,,20150623,2234,,,,,,,20150623,2612,,,,
20150707,49.6,20150619,430,,,20150619,2251,,,,,,,20150619,2612,,,,
20150706,52.28,20150618,427.5,,,20150618,2238,,,,,,,20150618,2612,,,,
20150703,55.26,20150617,429.5,,,20150617,2231,,,,,,,20150617,2612,,,,
20150702,55.63,20150616,442.5,,,20150616,2266,,,,,,,20150616,2612,,,,
20150701,59.2,20150615,449,,,20150615,2293,,,,,,,20150615,2309,,,,
20150630,59.35,20150612,449,,,20150612,2321,,,,,,,20150612,2309,,,,
20150629,61.29,20150611,453,,,20150611,2349,,,,,,,20150611,2309,,,,
20150626,62.01,20150610,442,,,20150610,2340,,,,,,,20150610,2309,,,,
20150625,62.19,20150609,436,,,20150609,2344,,,,,,,20150609,2309,,,,
20150624,62.53,20150608,434,,,20150608,2333,,,,,,,20150608,2309,,,,
20150623,61.34,20150605,437.5,,,20150605,2341,,,,,,,20150605,2309,,,,
20150622,60.02,20150604,436.5,,,20150604,2346,,,,,,,20150604,2309,,,,
20150619,61.36,20150603,439,,,20150603,2363,,,,,,,20150603,2309,,,,
20150618,61.77,20150602,440,,,20150602,2371,,,,,,,20150602,2309,,,,
20150617,61.51,20150601,436.5,,,20150601,2365,,,,,,,20150601,2309,,,,
20150616,62.91,20150529,425,,,20150529,2349,,,,,,,20150529,2309,,,,
20150615,64.25,20150528,431.5,,,20150528,2359,,,,,,,20150528,2309,,,,
20150612,65.13,20150527,434,,,20150527,2355,,,,,,,20150527,2309,,,,
20150611,65.61,20150526,435,,,20150526,2364,,,,,,,20150526,2309,,,,
20150610,65.39,20150525,423.5,,,20150525,2340,,,,,,,20150525,2309,,,,
20150609,64.27,20150522,420,,,20150522,2342,,,,,,,20150522,2309,,,,
20150608,64.34,20150521,421,,,20150521,2332,,,,,,,20150521,2309,,,,
20150605,64.45,20150520,414,,,20150520,2320,,,,,,,20150520,2309,,,,
20150604,64.77,20150519,419.5,,,20150519,2346,,,,,,,20150519,2309,,,,
20150603,63.33,20150518,426,,,20150518,2361,,,,,,,20150518,2309,,,,
20150602,63.02,20150515,422,,,20150515,2361,,,,,,,20150515,2479,,,,
20150529,61.85,20150514,423,,,20150514,2363,,,,,,,20150514,2479,,,,
20150528,62.33,20150513,436,,,20150513,2391,,,,,,,20150513,2479,,,,
20150527,63.1,20150512,439.5,,,20150512,2403,,,,,,,20150512,2479,,,,
20150526,62.78,20150511,440.5,,,20150511,2419,,,,,,,20150511,2479,,,,
20150525,61.18,20150508,436,,,20150508,2404,,,,,,,20150508,2479,,,,
20150522,59.96,20150507,438,,,20150507,2414,,,,,,,20150507,2479,,,,
20150521,57.91,20150506,441.5,,,20150506,2431,,,,,,,20150506,2479,,,,
20150520,57.12,20150505,430.5,,,20150505,2421,,,,,,,20150505,2479,,,,
20150519,58.53,20150504,419.5,,,20150504,2400,,,,,,,20150504,2479,,,,
20150518,60.65,20150430,412,,,20150430,2360,,,,,,,20150430,2479,,,,
20150515,61.31,20150429,422.5,,,20150429,2373,,,,,,,20150429,2479,,,,
20150514,62.3,20150428,429.5,,,20150428,2406,,,,,,,20150428,2479,,,,
20150513,62.58,20150427,428,,,20150427,2389,,,,,,,20150427,2479,,,,
20150512,62.88,20150424,412.5,,,20150424,2365,,,,,,,20150424,2479,,,,
20150511,63.02,20150423,401.5,,,20150423,2322,,,,,,,20150423,2479,,,,
20150508,61.4,20150422,392.5,,,20150422,2308,,,,,,,20150422,2479,,,,
20150507,60.36,20150421,384,,,20150421,2280,,,,,,,20150421,2479,,,,
20150506,60.89,20150420,392,,,20150420,2297,,,,,,,20150420,2596,,,,
20150505,58.7,20150417,395,,,20150417,2319,,,,,,,20150417,2473,,,,
20150504,57.55,20150416,394,,,20150416,2312,,,,,,,20150416,2473,,,,
20150430,56.18,20150415,392,,,20150415,2315,,,,,,,20150415,2473,,,,
20150429,57.13,20150414,392,,,20150414,2321,,,,,,,20150414,2476,,,,
20150428,59.88,20150413,379,,,20150413,2292,,,,,,,20150413,2476,,,,
20150427,59.09,20150410,373,,,20150410,2280,,,,,,,20150410,2476,,,,
20150424,57.81,20150409,382,,,20150409,2302,,,,,,,20150409,2476,,,,
20150423,54.82,20150408,386,,,20150408,2308,,,,,,,20150408,2597,,,,
20150422,54.04,20150407,385,,,20150407,2324,,,,,,,20150407,2597,,,,
20150421,51.04,20150403,378,,,20150403,2353,,,,,,,20150403,2597,,,,
20150420,51.57,20150402,384,,,20150402,2367,,,,,,,20150402,2597,,,,
20150417,50.93,20150401,395,,,20150401,2406,,,,,,,20150401,2597,,,,
20150416,49.78,20150331,404,,,20150331,2445,,,,,,,20150331,2597,,,,
20150415,50.33,20150330,416,,,20150330,2469,,,,,,,20150330,2545,,,,
20150414,50.78,20150327,419,,,20150327,2455,,,,,,,20150327,2623,,,,
20150413,48.82,20150326,431,,,20150326,2500,,,,,,,20150326,2760,,,,
20150410,47.53,20150325,437,,,20150325,2526,,,,,,,20150325,2760,,,,
20150409,48.34,20150324,439,,,20150324,2552,,,,,,,20150324,2760,,,,
20150408,48.05,20150323,432,,,20150323,2519,,,,,,,20150323,2760,,,,
20150407,48.06,20150320,436,,,20150320,2487,,,,,,,20150320,2760,,,,
20150406,47.08,20150319,438,,,20150319,2486,,,,,,,20150319,2760,,,,
20150402,47.08,20150318,441,,,20150318,2498,,,,,,,20150318,2760,,,,
20150401,49.53,20150317,455,,,20150317,2514,,,,,,,20150317,2760,,,,
20150331,51.35,20150316,453,,,20150316,2503,,,,,,,20150316,2760,,,,
20150330,52.69,20150313,458,,,20150313,2500,,,,,,,20150313,2760,,,,
20150327,53.14,20150312,456,,,20150312,2487,,,,,,,20150312,2760,,,,
20150326,55.36,20150311,449,,,20150311,2464,,,,,,,20150311,2760,,,,
20150325,55.81,20150310,452,,,20150310,2471,,,,,,,20150310,2760,,,,
20150324,55.86,20150309,452,,,20150309,2484,,,,,,,20150309,2760,,,,
20150323,54.81,20150306,458,,,20150306,2509,,,,,,,20150306,2760,,,,
20150320,54.66,20150305,464,,,20150305,2443,,,,,,,20150305,2760,,,,
20150319,55,20150304,479,,,20150304,2461,,,,,,,20150304,2760,,,,
20150318,55.48,20150303,483,,,20150303,2466,,,,,,,20150303,2760,,,,
20150317,56.95,20150302,481,,,20150302,2456,,,,,,,20150302,2760,,,,
20150316,58.9,20150227,486,,,20150227,2487,,,,,,,20150227,2805,,,,
20150313,57.66,20150226,484,,,20150226,2496,,,,,,,20150226,2805,,,,
20150312,57.97,20150225,482,,,20150225,2489,,,,,,,20150225,2805,,,,
20150311,57.61,20150217,491,,,20150217,2515,,,,,,,20150217,2805,,,,
20150310,58.15,20150216,494,,,20150216,2532,,,,,,,20150216,2805,,,,
20150309,58.58,20150213,486,,,20150213,2506,,,,,,,20150213,2805,,,,
20150306,59.49,20150212,478,,,20150212,2483,,,,,,,20150212,2679,,,,
20150305,59.73,20150211,479,,,20150211,2485,,,,,,,20150211,2606,,,,
20150304,61.94,20150210,477,,,20150210,2486,,,,,,,20150210,2606,,,,
20150303,62.24,20150209,475,,,20150209,2480,,,,,,,20150209,2482,,,,
20150302,62.83,20150206,476,,,20150206,2487,,,,,,,20150206,2482,,,,
20150227,62.56,20150205,474,,,20150205,2480,,,,,,,20150205,2482,,,,
20150226,62.37,20150204,476,,,20150204,2484,,,,,,,20150204,2611,,,,
20150225,62.94,20150203,478,,,20150203,2488,,,,,,,20150203,2611,,,,
20150224,64.01,20150202,473,,,20150202,2496,,,,,,,20150202,2611,,,,
20150223,63.44,20150130,474,,,20150130,2500,,,,,,,20150130,2611,,,,
20150218,63.44,20150129,474,,,20150129,2495,,,,,,,20150129,2611,,,,
20150217,63.02,20150128,470,,,20150128,2465,,,,,,,20150128,2611,,,,
20150216,65.28,20150127,470,,,20150127,2457,,,,,,,20150127,2611,,,,
20150213,63.19,20150126,471,,,20150126,2462,,,,,,,20150126,2731,,,,
20150212,62.27,20150123,480,,,20150123,2483,,,,,,,20150123,2731,,,,
20150211,62.18,20150122,488,,,20150122,2481,,,,,,,20150122,2680,,,,
20150210,62.38,20150121,496,,,20150121,2493,,,,,,,20150121,2680,,,,
20150209,61.2,20150120,504,,,20150120,2502,,,,,,,20150120,2680,,,,
20150206,62.49,20150119,503,,,20150119,2501,,,,,,,20150119,2818,,,,
20150205,61.64,20150116,507,,,20150116,2512,,,,,,,20150116,2818,,,,
20150204,62.58,20150115,501,,,20150115,2495,,,,,,,20150115,2775,,,,
20150203,63.18,20150114,496,,,20150114,2487,,,,,,,20150114,2775,,,,
20150202,62.45,20150113,499,,,20150113,2503,,,,,,,20150113,2775,,,,
20150130,62.21,20150112,507,,,20150112,2537,,,,,,,20150112,2775,,,,
20150129,63.27,20150109,510,,,20150109,2564,,,,,,,20150109,2757,,,,
20150128,63.09,20150108,512,,,20150108,2580,,,,,,,20150108,2850,,,,
20150127,63.5,20150107,511,,,20150107,2586,,,,,,,20150107,2850,,,,
20150126,63.54,20150106,514,,,20150106,2612,,,,,,,20150106,2850,,,,
20150123,66.42,20150105,500,,,20150105,2556,,,,,,,20150105,2853,,,,
20150122,66.79,20141231,508,,,20141231,2593,,,,,,,20141231,2853,,,,
20150121,67.81,20141230,496,,,20141230,2582,,,,,,,20141230,2853,,,,
20150120,68.16,20141229,480,,,20141229,2508,,,,,,,20141229,2718,,,,
20150119,68.09,20141226,475,,,20141226,2481,,,,,,,20141226,2862,,,,
20150116,68.61,20141225,476,,,20141225,2484,,,,,,,20141225,2862,,,,
20150115,68.63,20141224,475,,,20141224,2483,,,,,,,20141224,2862,,,,
20150114,68.3,20141223,476,,,20141223,2477,,,,,,,20141223,2862,,,,
20150113,68.74,20141222,486,,,20141222,2529,,,,,,,20141222,2862,,,,
20150112,70.3,20141219,490,,,20141219,2559,,,,,,,20141219,2862,,,,
20150109,71.18,20141218,487,,,20141218,2538,,,,,,,20141218,2862,,,,
20150108,71.36,20141217,482,,,20141217,2540,,,,,,,20141217,2862,,,,
20150107,70.96,20141216,477,,,20141216,2544,,,,,,,20141216,2862,,,,
20150106,71.49,20141215,487,,,20141215,2582,,,,,,,20141215,2862,,,,
20150105,70.87,20141212,485,,,20141212,2578,,,,,,,20141212,2862,,,,
20150102,71.26,20141211,483,,,20141211,2575,,,,,,,20141211,2862,,,,
20141231,71.26,20141210,481,,,20141210,2556,,,,,,,20141210,2862,,,,
20141230,71.15,20141209,478,,,20141209,2529,,,,,,,20141209,2862,,,,
20141229,68.71,20141208,490,,,20141208,2572,,,,,,,20141208,2862,,,,
20141226,67.34,20141205,488,,,20141205,2562,,,,,,,20141205,2862,,,,
20141224,66.94,20141204,490,,,20141204,2563,,,,,,,20141204,2862,,,,
20141223,66.84,20141203,477,,,20141203,2518,,,,,,,20141203,2862,,,,
20141222,67.9,20141202,479,,,20141202,2520,,,,,,,20141202,2862,,,,
20141219,69.17,20141201,478,,,20141201,2525,,,,,,,20141201,2862,,,,
20141218,68.42,20141128,485,,,20141128,2542,,,,,,,20141128,2862,,,,
20141217,68.05,20141127,474,,,20141127,2488,,,,,,,20141127,2896,,,,
20141216,68.58,20141126,463,,,20141126,2442,,,,,,,20141126,2848,,,,
20141215,69.06,20141125,463,,,20141125,2436,,,,,,,20141125,2922,,,,
20141212,68.99,20141124,476,,,20141124,2456,,,,,,,20141124,2922,,,,
20141211,69.37,20141121,471,,,20141121,2436,,,,,,,20141121,2922,,,,
20141210,69.14,20141120,476,,,20141120,2447,,,,,,,20141120,2922,,,,
20141209,69.06,20141119,476,,,20141119,2445,,,,,,,20141119,2922,,,,
20141208,69.8,20141118,492,,,20141118,2462,,,,,,,20141118,2922,,,,
20141205,71.77,20141117,507,,,20141117,2519,,,,,,,20141117,2922,,,,
20141204,71.25,20141114,507,,,20141114,2523,,,,,,,20141114,2922,,,,
20141203,69.25,20141113,506,,,20141113,2531,,,,,,,20141113,2922,,,,
20141202,70.67,20141112,510,,,20141112,2555,,,,,,,20141112,2922,,,,
20141201,71.11,20141111,509,,,20141111,2550,,,,,,,20141111,2922,,,,
20141128,71.32,20141110,513,,,20141110,2560,,,,,,,20141110,2922,,,,
20141127,69.98,20141107,510,,,20141107,2530,,,,,,,20141107,2922,,,,
20141126,68.49,20141106,507,,,20141106,2525,,,,,,,20141106,2922,,,,
20141125,69.58,20141105,517,,,20141105,2546,,,,,,,20141105,2922,,,,
20141124,70.42,20141104,518,,,20141104,2550,,,,,,,20141104,2922,,,,
20141121,70.31,20141103,527,,,20141103,2562,,,,,,,20141103,2922,,,,
20141120,70.97,20141031,532,,,20141031,2577,,,,,,,20141031,2922,,,,
20141119,70.2,20141030,534,,,20141030,2595,,,,,,,20141030,2922,,,,
20141118,71.8,20141029,524,,,20141029,2563,,,,,,,20141029,2932,,,,
20141117,75.08,20141028,522,,,20141028,2545,,,,,,,20141028,2932,,,,
20141114,75.47,20141027,528,,,20141027,2550,,,,,,,20141027,2932,,,,
20141113,75.98,20141024,528,,,20141024,2541,,,,,,,20141024,2932,,,,
20141112,76.2,20141023,568,,,20141023,2594,,,,,,,20141023,2932,,,,
20141111,75.87,20141022,576,,,20141022,2620,,,,,,,20141022,2932,,,,
20141110,75.8,20141021,579,,,20141021,2657,,,,,,,20141021,2932,,,,
20141107,75.84,20141020,576,,,20141020,2659,,,,,,,20141020,2932,,,,
20141106,75.38,20141017,567,,,20141017,2648,,,,,,,20141017,2932,,,,
20141105,76.46,20141016,567,,,20141016,2642,,,,,,,20141016,2932,,,,
20141104,78.01,20141015,583,,,20141015,2652,,,,,,,20141015,2932,,,,
20141103,78.63,20141014,586,,,20141014,2644,,,,,,,20141014,2932,,,,
20141031,79.59,20141013,581,,,20141013,2643,,,,,,,20141013,2932,,,,
20141030,79.82,20141010,562,,,20141010,2562,,,,,,,20141010,2932,,,,
20141029,79.09,20141009,555,,,20141009,2535,,,,,,,20141009,2932,,,,
20141028,79.22,20141008,553,,,20141008,2532,,,,,,,20141008,3014,,,,
20141027,79.52,20140930,548,,,20140930,2546,,,,,,,20140930,3014,,,,
20141024,80.48,20140929,547,,,20140929,2542,,,,,,,20140929,2940,,,,
20141023,80.29,20140926,559,,,20140926,2589,,,,,,,20140926,3006,,,,
20141021,81.83,20140925,555,,,20140925,2583,,,,,,,20140925,3006,,,,
20141020,81.6,20140924,562,,,20140924,2624,,,,,,,20140924,3006,,,,
20141017,80.82,20140923,558,,,20140923,2620,,,,,,,20140923,3006,,,,
20141016,80.32,20140922,560,,,20140922,2649,,,,,,,20140922,3006,,,,
20141015,82.55,20140919,579,,,20140919,2729,,,,,,,20140919,3006,,,,
20141014,83.82,20140918,593,,,20140918,2776,,,,,,,20140918,3006,,,,
20141013,84.17,20140917,597,,,20140917,2793,,,,,,,20140917,3006,,,,
20141010,80.24,20140916,597,,,20140916,2804,,,,,,,20140916,3006,,,,
20141009,78.88,20140915,596,,,20140915,2817,,,,,,,20140915,3006,,,,
20141008,80.18,20140912,589,,,20140912,2771,,,,,,,20140912,3006,,,,
20141007,80.42,20140911,585,,,20140911,2764,,,,,,,20140911,3009,,,,
20141003,79.6,20140910,585,,,20140910,2773,,,,,,,20140910,3009,,,,
20141002,79.6,20140909,589,,,20140909,2798,,,,,,,20140909,3102,,,,
20141001,78.89,20140905,589,,,20140905,2837,,,,,,,20140905,2962,,,,
20140930,78.05,20140904,602,,,20140904,2849,,,,,,,20140904,2959,,,,
20140929,77.97,20140903,613,,,20140903,2875,,,,,,,20140903,2990,,,,
20140926,78.68,20140902,626,,,20140902,2911,,,,,,,20140902,3025,,,,
20140925,78.63,20140901,621,,,20140901,2924,,,,,,,20140901,3047,,,,
20140924,79.9,20140829,627,,,20140829,2937,,,,,,,20140829,3060,,,,
20140923,79.69,20140828,627,,,20140828,2947,,,,,,,20140828,3095,,,,
20140922,80.1,20140827,642,,,20140827,2977,,,,,,,20140827,3200,,,,
20140919,81.02,20140826,646,,,20140826,2974,,,,,,,20140826,3266,,,,
20140918,83.06,20140825,643,,,20140825,2969,,,,,,,20140825,3331,,,,
20140917,84.48,20140822,646,,,20140822,2990,,,,,,,20140822,3331,,,,
20140916,85.06,20140821,647,,,20140821,2986,,,,,,,20140821,3507,,,,
20140915,85.58,20140820,651,,,20140820,3001,,,,,,,20140820,3507,,,,
20140912,82.38,20140819,652,,,20140819,3013,,,,,,,20140819,3374,,,,
20140911,82.64,20140818,656,,,20140818,3018,,,,,,,20140818,3215,,,,
20140910,82.22,20140815,659,,,20140815,3024,,,,,,,20140815,3235,,,,
20140909,83.5,20140814,656,,,20140814,3032,,,,,,,20140814,3235,,,,
20140908,83.98,20140813,664,,,20140813,3053,,,,,,,20140813,3235,,,,
20140905,83.8,20140812,666,,,20140812,3061,,,,,,,20140812,3235,,,,
20140904,85.24,20140811,673,,,20140811,3084,,,,,,,20140811,3235,,,,
20140903,86.09,20140808,673,,,20140808,3088,,,,,,,20140808,3235,,,,
20140902,87.4,20140807,682,,,20140807,3115,,,,,,,20140807,3235,,,,
20140901,87.79,20140806,681,,,20140806,3106,,,,,,,20140806,3235,,,,
20140829,87.62,20140805,685,,,20140805,3107,,,,,,,20140805,3332,,,,
20140828,87.7,20140804,676,,,20140804,3084,,,,,,,20140804,3299,,,,
20140827,88.29,20140801,674,,,20140801,3063,,,,,,,20140801,3299,,,,
20140826,89.02,20140731,678,,,20140731,3073,,,,,,,20140731,3299,,,,
20140825,90.07,20140730,677,,,20140730,3079,,,,,,,20140730,3299,,,,
20140822,90.34,20140729,685,,,20140729,3096,,,,,,,20140729,3299,,,,
20140821,91.77,20140728,677,,,20140728,3065,,,,,,,20140728,3299,,,,
20140820,92.38,20140725,668,,,20140725,3042,,,,,,,20140725,3299,,,,
20140819,93.03,20140724,665,,,20140724,3042,,,,,,,20140724,3299,,,,
20140818,93.35,20140723,669,,,20140723,3038,,,,,,,20140723,3299,,,,
20140815,93.98,20140722,674,,,20140722,3050,,,,,,,20140722,3299,,,,
20140814,93.97,20140721,686,,,20140721,3052,,,,,,,20140721,3299,,,,
20140813,93.59,20140718,688,,,20140718,3086,,,,,,,20140718,3299,,,,
20140812,94.24,20140717,712,,,20140717,3129,,,,,,,20140717,3299,,,,
20140811,95.22,20140716,718,,,20140716,3141,,,,,,,20140716,3299,,,,
20140808,94.99,20140715,718,,,20140715,3144,,,,,,,20140715,3295,,,,
20140807,95.4,20140714,715,,,20140714,3143,,,,,,,20140714,3295,,,,
20140806,96.18,20140711,707,,,20140711,3121,,,,,,,20140711,3233,,,,
20140805,95.73,20140710,708,,,20140710,3120,,,,,,,20140710,3231,,,,
20140804,95.17,20140709,709,,,20140709,3103,,,,,,,20140709,3280,,,,
20140801,95.84,20140708,709,,,20140708,3097,,,,,,,20140708,3280,,,,
20140731,95.63,20140707,703,,,20140707,3090,,,,,,,20140707,3280,,,,
20140730,96.1,20140704,712,,,20140704,3101,,,,,,,20140704,3280,,,,
20140729,96.22,20140703,716,,,20140703,3096,,,,,,,20140703,3280,,,,
20140725,94.65,20140702,709,,,20140702,3078,,,,,,,20140702,3280,,,,
20140724,94.02,20140701,696,,,20140701,3071,,,,,,,20140701,3280,,,,
20140723,93.99,20140630,699,,,20140630,3078,,,,,,,20140630,3280,,,,
20140722,95.36,20140627,713,,,20140627,3106,,,,,,,20140627,3280,,,,
20140721,95.71,20140626,708,,,20140626,3100,,,,,,,20140626,3280,,,,
20140718,96.94,20140625,691,,,20140625,3073,,,,,,,20140625,3280,,,,
20140717,98.1,20140624,684,,,20140624,3057,,,,,,,20140624,3280,,,,
20140716,98.35,20140623,690,,,20140623,3064,,,,,,,20140623,3280,,,,
20140715,97.89,20140620,673,,,20140620,3026,,,,,,,20140620,3280,,,,
20140714,97.67,20140619,665,,,20140619,3014,,,,,,,20140619,3280,,,,
20140711,96.92,20140618,667,,,20140618,3014,,,,,,,20140618,3280,,,,
20140710,96.55,20140617,663,,,20140617,3009,,,,,,,20140617,3280,,,,
20140709,96.47,20140616,661,,,20140616,3013,,,,,,,20140616,3280,,,,
20140708,96.51,20140613,665,,,20140613,3032,,,,,,,20140613,3280,,,,
20140707,95.26,20140612,670,,,20140612,3034,,,,,,,20140612,3280,,,,
20140704,96.11,20140611,683,,,20140611,3058,,,,,,,20140611,3280,,,,
20140703,96.33,20140610,685,,,20140610,3061,,,,,,,20140610,3280,,,,
20140702,95.33,20140609,688,,,20140609,3068,,,,,,,20140609,3219,,,,
20140701,93.77,20140606,688,,,20140606,3071,,,,,,,20140606,3219,,,,
20140630,94.02,20140605,686,,,20140605,3053,,,,,,,20140605,3219,,,,
20140627,95.81,20140604,687,,,20140604,3061,,,,,,,20140604,3240,,,,
20140626,95.72,20140603,680,,,20140603,3052,,,,,,,20140603,3240,,,,
20140625,94.19,20140530,685,,,20140530,3069,,,,,,,20140530,3240,,,,
20140624,92.97,20140529,702,,,20140529,3116,,,,,,,20140529,3240,,,,
20140623,93.74,20140528,710,,,20140528,3120,,,,,,,20140528,3268,,,,
20140620,92.13,20140527,720,,,20140527,3139,,,,,,,20140527,3240,,,,
20140619,91.23,20140526,718,,,20140526,3126,,,,,,,20140526,3240,,,,
20140618,91.28,20140523,711,,,20140523,3083,,,,,,,20140523,3240,,,,
20140617,89.98,20140522,717,,,20140522,3096,,,,,,,20140522,3240,,,,
20140616,89.48,20140521,706,,,20140521,3071,,,,,,,20140521,3240,,,,
20140613,90.81,20140520,701,,,20140520,3074,,,,,,,20140520,3171,,,,
20140612,91.17,20140519,708,,,20140519,3085,,,,,,,20140519,3171,,,,
20140611,94.02,20140516,722,,,20140516,3097,,,,,,,20140516,3333,,,,
20140610,93.51,20140515,739,,,20140515,3152,,,,,,,20140515,3333,,,,
20140609,94.46,20140514,738,,,20140514,3169,,,,,,,20140514,3333,,,,
20140606,94.27,20140513,743,,,20140513,3180,,,,,,,20140513,3333,,,,
20140605,93.79,20140512,734,,,20140512,3177,,,,,,,20140512,3333,,,,
20140604,94.84,20140509,736,,,20140509,3172,,,,,,,20140509,3371,,,,
20140603,92.68,20140508,743,,,20140508,3186,,,,,,,20140508,3490,,,,
20140602,92.58,20140507,759,,,20140507,3216,,,,,,,20140507,3490,,,,
20140530,91.33,20140506,769,,,20140506,3232,,,,,,,20140506,3490,,,,
20140529,97.29,20140505,764,,,20140505,3224,,,,,,,20140505,3490,,,,
20140528,97.84,20140430,763,,,20140430,3231,,,,,,,20140430,3490,,,,
20140527,98.95,20140429,769,,,20140429,3244,,,,,,,20140429,3490,,,,
20140526,98.8,20140428,768,,,20140428,3230,,,,,,,20140428,3490,,,,
20140523,98.29,20140425,796,,,20140425,3279,,,,,,,20140425,3490,,,,
20140522,98.9,20140424,790,,,20140424,3275,,,,,,,20140424,3490,,,,
20140521,98.89,20140423,778,,,20140423,3242,,,,,,,20140423,3490,,,,
20140520,98.18,20140422,775,,,20140422,3232,,,,,,,20140422,3490,,,,
20140519,98.83,20140421,782,,,20140421,3249,,,,,,,20140421,3490,,,,
20140516,100.74,20140418,782,,,20140418,3270,,,,,,,20140418,3490,,,,
20140515,103.81,20140417,797,,,20140417,3331,,,,,,,20140417,3490,,,,
20140514,103.27,20140416,799,,,20140416,3337,,,,,,,20140416,3490,,,,
20140512,102.76,20140415,803,,,20140415,3353,,,,,,,20140415,3490,,,,
20140509,103.03,20140414,805,,,20140414,3369,,,,,,,20140414,3490,,,,
20140508,105.24,20140411,812,,,20140411,3366,,,,,,,20140411,3490,,,,
20140507,106.26,20140410,820,,,20140410,3385,,,,,,,20140410,3490,,,,
20140506,106.29,20140409,824,,,20140409,3402,,,,,,,20140409,3490,,,,
20140505,106.33,20140408,821,,,20140408,3405,,,,,,,20140408,3490,,,,
20140502,106.82,20140404,800,,,20140404,3352,,,,,,,20140404,3354,,,,
20140430,105.9,20140403,790,,,20140403,3328,,,,,,,20140403,3311,,,,
20140429,108.84,20140402,787,,,20140402,3328,,,,,,,20140402,3311,,,,
20140428,108.17,20140401,794,,,20140401,3326,,,,,,,20140401,3311,,,,
20140425,111.54,20140331,789,,,20140331,3326,,,,,,,20140331,3311,,,,
20140424,113.58,20140328,769,,,20140328,3289,,,,,,,20140328,3311,,,,
20140423,113.31,20140327,761,,,20140327,3272,,,,,,,20140327,3311,,,,
20140422,111.28,20140326,755,,,20140326,3271,,,,,,,20140326,3311,,,,
20140421,113.75,20140325,751,,,20140325,3264,,,,,,,20140325,3311,,,,
20140417,117.16,20140324,730,,,20140324,3206,,,,,,,20140324,3311,,,,
20140415,117.18,20140321,735,,,20140321,3229,,,,,,,20140321,3311,,,,
20140414,117.74,20140320,744,,,20140320,3254,,,,,,,20140320,3311,,,,
20140411,117.37,20140319,733,,,20140319,3240,,,,,,,20140319,3311,,,,
