,날짜,AUD/KRW (호주 달러 / 한국 원),AUD/USD (호주 달러 / 미국 달러),Baltic Capesize Index (BCI)1999.03.01,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Dry Index (BDI)1985.01.04,Baltic Handysize Index (BHSI)2006.05.23,Baltic Panamax Index (BPI)1998.05.06,Baltic Supramax index (BSI)2005.01.01,Bloomberg Commodity Total Return,CNY/KRW (중국 인민폐 / 한국 원),CRB BLS Spot Index,DRAMeXchange Index (DXI)2001.10.01=1000,LMEX Index1999.04=1000,Reuters Index of Commodity Prices,Rogers International Commodities Index Agriculture1998.07.31=1000,Rogers International Commodities Index Energy1998.07.31=1000,Rogers International Commodities Index Metals1998.07.31=1000,Rogers International Commodities Index1998.07.31=1000,S&P GSCI,TOCOM Index2002.05.31=100,TR/CC CRB Index,US Dollar IndexMar 1973=100,USD/CNY (미국 달러 / 중국 인민폐),USD/KRW (미국 달러 / 한국 원),USD/RMB (미국 달러 / 중국 인민폐),철광석 Fines (Daily) [중국(수입가 CFR)] 현물
745,20150706,839.74,0.75,1266.0,829.0,903.0,815.0,362.0,927.0,723.0,199.63,180.44,422.27,6717.0,2558.3,2470.33,945.62,446.57,1813.62,2607.03,412.51,299.68,217.87,90.7496,6.21,1120.1,6.12,52.28
747,20150702,854.37,0.76,1226.0,809.0,936.0,794.0,360.0,883.0,712.0,205.18,180.22,423.29,6740.73,2630.2,2475.66,950.07,481.25,1831.95,2694.22,433.81,309.05,224.55,90.6192,6.2,1118.5,6.12,55.63
748,20150701,860.64,0.76,1251.0,794.0,952.0,794.0,360.0,858.0,713.0,204.66,180.2,424.78,6746.65,2628.0,2474.99,946.66,479.92,1834.99,2688.96,432.64,309.61,224.06,90.5878,6.2,1118.3,6.11,59.2
749,20150630,862.86,0.77,1292.0,784.0,972.0,800.0,361.0,845.0,715.0,206.84,181.09,426.29,6738.73,2600.7,2451.8,956.0,494.6,1818.45,2724.7,440.69,307.36,227.17,89.9642,6.21,1124.1,6.11,59.35
750,20150629,850.32,0.77,1346.0,780.0,989.0,813.0,361.0,838.0,722.0,202.91,179.68,423.96,6757.26,2616.1,2453.9,927.86,484.69,1831.06,2677.98,431.61,308.69,223.58,89.6867,6.21,1115.1,6.12,61.29
751,20150626,858.66,0.77,1393.0,776.0,1026.0,823.0,362.0,833.0,723.0,203.71,178.82,424.67,6808.57,2623.4,2439.59,925.17,492.32,1836.2,2693.48,435.74,313.13,224.88,89.9301,6.21,1109.6,6.11,62.01
752,20150625,854.08,0.77,1432.0,770.0,1054.0,829.0,361.0,827.0,723.0,203.24,178.69,423.52,6836.79,2638.4,2435.55,907.46,494.1,1844.42,2681.28,434.16,314.07,224.35,89.7204,6.21,1108.4,6.11,62.19
753,20150624,854.24,0.77,1428.0,764.0,1066.0,829.0,359.0,829.0,723.0,202.37,178.05,423.31,6845.82,2632.9,2417.9,897.52,495.72,1844.36,2674.19,435.16,316.9,224.04,90.0225,6.21,1104.1,6.11,62.53
754,20150623,849.78,0.77,1300.0,755.0,1070.0,790.0,358.0,834.0,721.0,202.88,177.28,423.95,6854.12,2650.6,2419.29,894.88,500.68,1849.22,2683.84,438.79,314.58,224.36,89.6797,6.21,1099.9,6.11,61.34
756,20150619,865.67,0.78,1241.0,741.0,1025.0,779.0,355.0,851.0,721.0,201.09,178.86,422.14,6897.57,2607.4,2405.73,876.8,494.3,1853.48,2652.11,431.55,316.56,222.13,88.8737,6.21,1109.9,6.11,61.36
757,20150618,864.35,0.78,1234.0,739.0,1011.0,773.0,351.0,847.0,715.0,202.64,180.1,422.18,6908.36,2638.0,2393.46,879.81,501.3,1864.08,2674.22,437.47,313.97,224.12,88.5061,6.21,1117.6,6.11,61.77
758,20150617,866.13,0.77,1045.0,737.0,969.0,725.0,349.0,817.0,706.0,202.48,179.95,422.06,6932.44,2633.5,2397.28,881.31,500.16,1848.58,2667.99,436.43,314.76,223.52,89.5386,6.21,1117.3,6.12,61.51
759,20150616,866.17,0.78,904.0,733.0,931.0,681.0,345.0,772.0,695.0,202.47,179.66,422.45,6948.94,2634.9,2391.4,877.24,500.78,1851.91,2666.15,435.72,315.86,223.77,89.5331,6.21,1116.2,6.12,62.91
760,20150615,859.83,0.78,840.0,728.0,917.0,656.0,341.0,742.0,685.0,201.97,178.9,421.36,6974.11,2661.3,2395.28,869.52,499.18,1866.64,2659.5,434.39,315.28,222.55,89.463,6.21,1111.9,6.12,64.25
762,20150611,864.23,0.77,810.0,725.0,908.0,629.0,336.0,696.0,669.0,204.44,179.94,424.49,7004.35,2700.8,2417.85,882.43,508.27,1881.88,2698.35,442.92,319.93,225.31,89.6298,6.21,1117.3,6.12,65.61
763,20150610,860.74,0.77,816.0,726.0,910.0,618.0,333.0,662.0,661.0,206.89,180.2,425.67,7019.84,2750.5,2422.4,893.57,513.7,1904.58,2729.89,447.25,318.38,228.18,89.1615,6.21,1119.3,6.12,65.39
764,20150609,862.43,0.77,834.0,721.0,914.0,612.0,331.0,630.0,654.0,205.81,180.65,426.4,7041.07,2731.9,2430.05,900.33,504.87,1896.8,2715.2,442.54,314.87,226.43,89.5887,6.21,1121.5,6.12,64.27
765,20150608,847.64,0.77,856.0,718.0,887.0,610.0,331.0,608.0,655.0,202.64,179.04,426.34,7073.18,2724.0,2431.73,899.57,487.19,1891.24,2673.95,432.21,317.7,223.03,90.1898,6.21,1112.1,6.12,64.34
766,20150605,852.63,0.76,865.0,717.0,874.0,610.0,332.0,596.0,656.0,201.92,178.85,425.26,7133.16,2715.5,2393.46,890.28,490.3,1885.49,2668.84,432.88,313.65,222.53,90.8181,6.2,1109.9,6.12,64.45
767,20150604,859.8,0.77,818.0,720.0,863.0,603.0,333.0,570.0,654.0,201.53,178.42,426.5,7182.58,2708.9,2411.46,894.64,482.42,1890.86,2658.18,428.76,317.53,221.66,90.0438,6.2,1106.0,6.12,64.77
768,20150603,865.63,0.78,821.0,713.0,859.0,598.0,332.0,544.0,654.0,203.42,179.73,425.61,7210.26,2742.7,2413.8,887.11,494.76,1913.36,2684.79,436.2,320.62,223.58,89.8244,6.2,1114.5,6.12,63.33
769,20150602,845.76,0.78,805.0,698.0,846.0,591.0,332.0,528.0,653.0,205.59,179.16,426.37,7291.78,2742.7,2411.54,885.65,506.86,1919.94,2711.83,443.49,319.77,225.82,90.3582,6.2,1111.6,6.12,63.02
771,20150529,848.4,0.77,810.0,694.0,856.0,589.0,331.0,524.0,647.0,203.33,178.59,424.74,7407.29,2735.5,2379.12,865.08,502.27,1917.25,2678.97,439.09,314.38,223.18,90.9429,6.2,1108.0,6.12,61.85
772,20150528,855.88,0.77,817.0,690.0,865.0,588.0,328.0,525.0,642.0,201.74,178.38,423.62,7471.11,2778.5,2379.28,867.61,484.46,1934.67,2648.72,429.16,312.62,220.91,91.2655,6.2,1107.0,6.12,62.33
773,20150527,850.22,0.77,823.0,662.0,868.0,587.0,327.0,530.0,635.0,201.43,176.92,422.47,7468.1,2755.2,2380.5,861.65,485.25,1920.87,2639.37,427.2,315.27,220.19,91.3015,6.2,1098.4,6.12,63.1
774,20150526,853.77,0.77,806.0,657.0,883.0,584.0,327.0,540.0,631.0,202.98,175.86,423.87,7455.94,2760.6,2381.47,865.51,492.81,1924.04,2661.1,432.59,318.24,221.72,91.0956,6.2,1090.8,6.12,62.78
775,20150522,864.03,0.78,816.0,655.0,901.0,586.0,327.0,549.0,627.0,206.47,176.6,423.51,7454.21,2784.5,2363.36,875.8,506.2,1947.67,2709.48,441.93,316.88,225.56,89.9892,6.2,1094.4,6.11,59.96
776,20150521,862.2,0.79,844.0,668.0,918.0,592.0,327.0,556.0,624.0,208.98,176.45,426.02,7452.54,2816.5,2390.67,885.98,515.37,1959.85,2744.62,448.08,315.76,228.24,89.318,6.2,1095.2,6.11,57.91
777,20150520,863.67,0.79,889.0,671.0,938.0,606.0,326.0,565.0,623.0,207.35,175.69,426.47,7462.47,2814.5,2385.02,882.01,503.34,1961.44,2714.58,440.59,312.33,226.43,89.6013,6.2,1090.9,6.11,57.12
778,20150519,867.48,0.79,923.0,659.0,892.0,620.0,325.0,574.0,625.0,207.07,174.9,427.02,7465.36,2818.8,2383.9,884.19,497.28,1962.02,2703.85,437.39,317.1,226.22,89.2806,6.21,1085.5,6.11,58.53
779,20150518,875.77,0.8,950.0,646.0,846.0,630.0,326.0,578.0,626.0,211.67,175.6,429.44,7456.46,2886.6,2381.29,893.48,513.98,2008.6,2766.21,448.74,318.65,230.68,88.2673,6.2,1089.2,6.11,60.65
780,20150515,883.85,0.8,954.0,643.0,829.0,634.0,327.0,579.0,628.0,212.19,176.28,430.18,7443.96,2911.4,2377.7,890.99,517.06,2013.48,2771.95,450.76,317.29,231.46,87.6103,6.2,1093.6,6.11,61.31
781,20150514,889.11,0.81,972.0,637.0,806.0,637.0,326.0,580.0,626.0,212.49,176.59,430.32,7456.85,2912.8,2346.86,894.23,517.73,2012.3,2776.48,451.84,316.4,231.77,87.7211,6.2,1094.9,6.11,62.3
782,20150513,875.32,0.81,942.0,627.0,761.0,634.0,326.0,584.0,624.0,211.46,176.55,429.86,7454.18,2924.8,2357.25,877.91,519.2,2013.8,2762.72,451.52,317.93,231.14,87.6038,6.21,1096.2,6.11,62.58
783,20150512,860.09,0.8,731.0,622.0,748.0,589.0,327.0,583.0,619.0,210.79,175.41,428.59,7452.02,2948.8,2360.42,877.16,519.13,2000.76,2757.32,450.83,312.06,231.09,88.2877,6.21,1089.9,6.12,62.88
784,20150511,863.93,0.79,660.0,621.0,746.0,578.0,328.0,586.0,617.0,208.26,175.7,428.13,7449.4,2914.0,2359.59,879.62,505.66,1978.39,2722.88,442.28,314.5,228.27,88.9784,6.21,1091.3,6.11,63.02
785,20150508,859.07,0.79,616.0,624.0,753.0,574.0,329.0,594.0,618.0,209.68,174.92,428.54,7458.35,2932.5,2348.41,882.11,509.44,1995.31,2739.57,444.31,312.25,229.16,88.6114,6.21,1086.6,6.11,61.4
789,20150430,854.11,0.79,565.0,606.0,754.0,591.0,343.0,658.0,625.0,208.97,172.25,421.15,7500.36,2938.8,2394.7,881.57,512.32,1995.22,2745.22,445.58,312.29,229.49,89.0835,6.21,1068.1,6.11,56.18
791,20150428,844.45,0.8,551.0,593.0,772.0,601.0,346.0,685.0,628.0,205.57,172.85,418.06,7493.75,2848.1,2389.29,878.3,491.73,1985.06,2691.23,434.67,309.89,224.69,89.35700000000001,6.21,1074.5,6.12,59.88
792,20150427,844.59,0.79,546.0,605.0,773.0,600.0,347.0,687.0,626.0,204.98,174.14,416.87,7496.84,2829.5,2396.61,876.4,491.65,1973.24,2685.17,434.02,310.1,223.97,89.9608,6.22,1079.0,6.12,59.09
793,20150424,842.57,0.78,545.0,611.0,778.0,600.0,348.0,685.0,624.0,204.63,174.97,415.99,7500.71,2797.5,2397.0,882.66,494.64,1930.46,2684.05,435.42,310.16,224.05,90.1754,6.2,1083.2,6.12,57.81
794,20150423,838.4,0.78,543.0,617.0,784.0,599.0,351.0,680.0,621.0,204.67,174.65,414.86,7533.06,2744.8,2380.89,887.37,495.32,1920.2,2686.93,435.07,307.04,223.69,90.5333,6.2,1081.8,6.13,54.82
795,20150422,836.08,0.78,544.0,631.0,792.0,600.0,355.0,669.0,620.0,202.71,174.84,413.68,7537.15,2749.7,2376.74,877.41,483.91,1922.3,2651.12,426.56,304.31,220.78,91.0944,6.17,1083.5,6.13,54.04
796,20150421,835.63,0.77,549.0,642.0,801.0,601.0,355.0,659.0,619.0,202.91,174.67,413.5,7549.79,2758.1,2382.13,877.11,482.29,1935.23,2651.41,426.16,308.1,221.04,90.9802,6.2,1082.7,6.13,51.04
797,20150420,846.32,0.77,537.0,661.0,805.0,598.0,357.0,646.0,618.0,203.77,175.0,413.61,7579.31,2755.8,2391.17,878.17,490.59,1922.96,2667.63,430.82,309.75,222.72,90.8191,6.2,1085.1,6.13,51.57
798,20150417,848.77,0.78,532.0,696.0,799.0,597.0,358.0,642.0,619.0,205.08,175.95,413.39,7627.36,2780.9,2390.91,879.81,490.8,1943.38,2676.61,431.71,308.42,223.94,90.7433,6.2,1089.0,6.13,50.93
800,20150415,835.38,0.77,494.0,709.0,798.0,586.0,362.0,626.0,608.0,204.33,176.49,413.53,7630.13,2759.3,2394.19,881.63,490.84,1936.99,2676.38,430.83,301.2,223.58,91.9492,6.2,1096.8,6.13,50.33
801,20150414,831.99,0.76,470.0,731.0,790.0,581.0,366.0,619.0,608.0,200.75,176.13,413.98,7639.02,2748.7,2388.75,882.28,467.2,1925.99,2618.49,417.95,299.24,219.04,91.887,6.21,1096.6,6.14,50.78
802,20150413,839.83,0.76,460.0,723.0,778.0,578.0,369.0,609.0,609.0,199.53,175.99,415.13,7634.37,2750.0,2399.73,880.29,459.87,1929.26,2600.56,412.76,300.08,216.83,92.7145,6.22,1094.6,6.14,48.82
804,20150409,840.88,0.77,461.0,678.0,771.0,580.0,379.0,591.0,617.0,199.0,176.15,415.56,7659.2,2751.2,2388.34,891.29,450.8,1923.73,2588.75,406.35,294.32,216.13,92.2587,6.21,1093.4,6.13,48.34
805,20150408,832.64,0.77,450.0,663.0,764.0,580.0,382.0,585.0,624.0,199.86,175.74,415.02,7676.94,2755.5,2391.07,899.12,447.28,1930.98,2590.89,404.07,300.65,216.4,91.4158,6.2,1089.7,6.13,48.05
806,20150407,825.03,0.76,448.0,656.0,776.0,583.0,385.0,584.0,631.0,204.2,175.3,415.47,7682.3,2772.2,2390.11,900.71,472.52,1945.25,2655.84,417.87,298.16,221.85,91.3717,6.19,1086.0,6.13,48.06
809,20150402,838.39,0.76,454.0,665.0,795.0,588.0,386.0,589.0,636.0,200.79,177.89,414.0,7671.77,2755.4,2379.46,905.16,442.94,1931.16,2586.94,400.97,296.4,216.09,91.4364,6.2,1103.8,6.14,47.08
810,20150401,845.14,0.76,463.0,675.0,804.0,596.0,389.0,596.0,646.0,201.21,178.73,414.84,7667.84,2758.3,2364.1,896.74,452.5,1937.08,2602.67,406.71,289.77,216.12,91.8593,6.2,1109.4,6.14,49.53
811,20150331,845.6,0.76,475.0,676.0,809.0,602.0,392.0,598.0,650.0,197.64,177.97,414.98,7678.73,2750.8,2370.47,887.65,437.72,1912.51,2551.33,396.65,292.44,211.86,92.13799999999999,6.2,1105.0,6.14,51.35
812,20150330,854.95,0.77,460.0,675.0,792.0,599.0,393.0,600.0,649.0,199.98,177.75,416.91,7687.07,2779.1,2378.5,899.79,445.39,1922.52,2584.22,402.4,290.92,214.25,91.9145,6.21,1104.3,6.14,52.69
813,20150327,864.53,0.77,456.0,673.0,801.0,596.0,390.0,597.0,647.0,200.14,177.62,416.6,7675.7,2771.5,2379.26,896.64,446.53,1934.76,2587.97,402.71,298.0,215.16,91.2141,6.21,1104.2,6.14,53.14
814,20150326,864.24,0.78,456.0,671.0,811.0,598.0,390.0,599.0,648.0,203.52,177.49,416.92,7664.86,2812.0,2387.43,897.79,466.53,1952.77,2639.59,413.4,298.81,219.49,90.8666,6.21,1102.7,6.14,55.36
815,20150325,871.45,0.78,455.0,678.0,813.0,598.0,390.0,602.0,648.0,202.04,178.31,417.37,7675.75,2795.9,2378.76,906.39,450.42,1941.47,2608.96,404.72,291.38,217.16,90.7165,6.21,1107.1,6.14,55.81
816,20150324,880.67,0.79,448.0,676.0,803.0,597.0,388.0,609.0,645.0,201.42,179.85,417.35,7673.3,2813.1,2390.09,909.57,441.16,1945.76,2593.29,400.17,292.38,215.53,91.0518,6.21,1115.9,6.14,55.86
817,20150323,872.91,0.79,435.0,672.0,786.0,594.0,386.0,617.0,640.0,201.68,180.88,417.03,7687.29,2814.9,2401.53,911.66,442.33,1944.72,2597.68,401.82,290.58,215.76,90.9852,6.21,1121.7,6.14,54.81
818,20150320,852.49,0.78,423.0,681.0,769.0,591.0,384.0,617.0,635.0,200.5,179.25,415.29,7690.84,2786.0,2384.46,901.55,438.22,1930.77,2573.29,398.17,289.41,214.11,91.7593,6.21,1114.0,6.15,54.66
819,20150319,874.69,0.77,407.0,688.0,772.0,584.0,383.0,613.0,627.0,197.36,181.02,413.71,7690.07,2713.3,2375.68,887.35,431.95,1057.21,2527.78,392.02,293.0,210.99,92.9398,6.2,1126.6,6.15,55.0
820,20150318,861.48,0.78,357.0,696.0,783.0,571.0,378.0,604.0,623.0,197.76,180.91,412.97,7690.95,2651.8,2372.34,889.08,443.01,1610.05,2540.36,395.91,285.77,212.04,92.9587,6.23,1130.1,6.16,55.48
821,20150317,866.64,0.76,366.0,720.0,796.0,568.0,375.0,595.0,616.0,195.3,180.87,412.74,7691.69,2698.6,2375.06,875.67,427.8,1860.92,2499.12,386.91,289.27,209.0,93.1323,6.25,1133.9,6.16,56.95
822,20150316,858.16,0.76,372.0,722.0,809.0,564.0,370.0,588.0,611.0,196.04,179.13,413.99,7718.31,2712.9,2374.21,884.17,429.68,1869.19,2514.93,389.73,291.36,210.12,93.1895,6.27,1125.6,6.16,58.9
823,20150313,871.02,0.76,378.0,722.0,812.0,562.0,368.0,585.0,606.0,196.54,180.2,414.53,7719.89,2720.2,2385.8,879.2,437.34,1871.72,2527.6,393.35,299.05,210.7,93.4626,6.26,1130.9,6.16,57.66
824,20150312,856.55,0.77,394.0,710.0,816.0,560.0,364.0,586.0,596.0,199.39,179.43,415.84,7721.1,2706.5,2386.45,892.17,452.95,1868.81,2574.38,403.36,301.67,214.66,92.8083,6.26,1126.6,6.16,57.97
825,20150311,854.46,0.76,431.0,680.0,818.0,565.0,361.0,588.0,589.0,200.16,178.26,415.86,7767.97,2675.7,2373.63,891.43,460.33,1857.8,2586.03,405.51,299.0,215.89,93.1634,6.26,1119.5,6.16,57.61
826,20150310,854.15,0.76,457.0,665.0,827.0,568.0,357.0,591.0,580.0,199.67,176.94,416.93,7769.62,2699.4,2371.37,890.76,455.73,1877.93,2582.27,402.92,304.73,216.05,92.2745,6.26,1110.3,6.16,58.15
827,20150309,848.65,0.77,468.0,669.0,837.0,568.0,356.0,590.0,573.0,202.11,175.17,418.71,7787.68,2746.3,2356.9,896.07,468.14,1902.18,2623.64,410.58,305.98,219.31,91.6428,6.26,1099.5,6.16,58.58
828,20150306,856.1,0.77,470.0,677.0,848.0,565.0,352.0,587.0,566.0,202.96,175.32,419.44,7778.37,2709.7,2361.84,893.16,474.29,1892.53,2630.81,411.78,309.91,220.14,91.6312,6.26,1100.1,6.15,59.49
829,20150305,857.3,0.78,464.0,693.0,851.0,561.0,348.0,583.0,560.0,204.83,174.38,421.35,7783.11,2735.8,2361.84,897.19,480.8,1919.32,2658.73,414.71,310.3,222.12,90.6132,6.27,1096.5,6.15,59.73
830,20150304,859.76,0.78,478.0,699.0,844.0,559.0,338.0,576.0,550.0,205.55,174.99,421.67,7774.07,2728.5,2354.31,904.88,483.11,1915.05,2670.27,417.37,311.33,223.2,90.1897,6.27,1100.0,6.15,61.94
831,20150303,855.26,0.78,490.0,700.0,835.0,553.0,327.0,564.0,541.0,205.64,175.28,421.69,7764.92,2716.4,2350.6,911.55,481.73,1914.12,2673.75,417.21,310.66,222.02,89.6362,6.27,1102.5,6.15,62.24
832,20150302,858.05,0.78,516.0,705.0,835.0,548.0,318.0,551.0,528.0,205.21,174.66,421.57,7764.62,2745.1,2363.64,914.79,472.17,1926.97,2660.51,413.06,315.32,221.98,89.9803,6.27,1099.5,6.15,62.83
833,20150227,857.32,0.78,521.0,695.0,841.0,540.0,308.0,540.0,515.0,208.34,175.1,420.92,7760.59,2753.0,2357.73,922.67,484.97,1932.57,2699.58,421.24,309.16,224.08,89.8037,6.26,1099.2,6.15,62.56
834,20150226,869.21,0.78,525.0,676.0,837.0,533.0,300.0,531.0,506.0,205.65,175.82,419.67,7742.36,2756.5,2354.74,913.39,468.9,1934.45,2653.07,411.72,310.87,220.95,89.7032,6.26,1102.5,6.14,62.37
835,20150225,867.7,0.79,529.0,652.0,838.0,524.0,289.0,519.0,496.0,207.03,176.99,419.42,7726.04,2723.1,2357.1,908.8,487.48,1918.34,2688.59,418.4,303.56,223.95,88.9393,6.26,1108.6,6.14,62.94
838,20150217,852.92,0.78,589.0,592.0,841.0,516.0,261.0,508.0,480.0,209.43,175.33,418.49,7696.81,2703.4,2366.43,933.14,499.0,1922.22,2741.68,426.25,312.08,228.8,88.8573,6.26,1098.7,6.13,63.02
840,20150213,857.65,0.78,630.0,577.0,863.0,530.0,268.0,499.0,486.0,210.42,177.46,418.72,7663.88,2748.6,2351.07,929.44,495.11,1968.01,2743.24,425.99,308.08,229.19,88.8773,6.24,1107.5,6.13,63.19
841,20150212,847.14,0.77,652.0,582.0,867.0,540.0,273.0,489.0,496.0,207.47,175.6,415.9,7670.21,2748.4,2344.43,919.79,480.17,1954.25,2693.07,416.98,304.1,226.1,88.9064,6.24,1096.9,6.13,62.27
843,20150210,855.77,0.78,711.0,599.0,886.0,556.0,289.0,446.0,516.0,205.69,175.46,417.11,7724.37,2708.6,2352.42,918.81,468.62,1949.27,2662.43,408.59,306.21,223.65,89.4263,6.24,1097.0,6.13,62.38
844,20150209,845.72,0.78,687.0,608.0,900.0,554.0,295.0,434.0,523.0,208.6,174.19,425.17,7764.84,2754.3,2357.29,926.74,483.73,1976.05,2715.51,417.09,305.62,227.91,89.1948,6.25,1088.3,6.13,61.2
845,20150206,850.23,0.78,689.0,627.0,920.0,559.0,301.0,430.0,530.0,206.75,174.47,424.91,7790.07,2751.9,2356.21,919.27,475.92,1967.2,2686.36,410.41,304.76,224.85,89.3456,6.25,1089.2,6.13,62.49
846,20150205,845.44,0.78,680.0,643.0,922.0,564.0,309.0,428.0,538.0,206.41,173.92,425.95,7772.54,2774.7,2346.26,917.2,467.11,1994.74,2671.72,404.06,292.53,223.17,88.58,6.25,1089.2,6.14,61.64
847,20150204,854.26,0.78,669.0,653.0,910.0,569.0,321.0,437.0,545.0,204.66,175.53,425.29,7764.87,2769.6,2340.28,909.34,452.6,1996.51,2629.33,395.9,306.48,220.48,88.9664,6.25,1098.3,6.13,62.58
848,20150203,859.49,0.78,663.0,659.0,904.0,577.0,326.0,454.0,556.0,209.5,175.66,425.26,7756.08,2774.1,2338.26,915.72,484.83,1995.53,2713.63,412.7,296.66,227.42,88.6544,6.26,1101.2,6.14,63.18
849,20150202,851.84,0.78,665.0,669.0,894.0,590.0,332.0,480.0,567.0,204.07,174.43,422.81,7741.76,2716.9,2333.13,894.44,458.86,1982.01,2625.31,396.34,287.28,220.44,89.3224,6.26,1095.9,6.14,62.45
850,20150130,848.1,0.78,679.0,678.0,863.0,608.0,340.0,508.0,585.0,203.11,174.19,422.45,7707.63,2714.9,2341.87,900.69,445.99,1981.86,2600.69,389.68,281.41,218.84,89.7655,6.25,1090.8,6.14,62.21
851,20150129,855.44,0.78,725.0,681.0,868.0,632.0,348.0,550.0,599.0,198.92,173.01,422.3,7690.37,2666.6,2340.93,904.1,419.0,1946.97,2529.95,375.08,283.15,212.64,89.6578,6.25,1082.9,6.13,63.27
852,20150128,858.11,0.79,785.0,679.0,870.0,666.0,356.0,620.0,618.0,201.92,173.32,422.96,7684.74,2706.1,2360.96,908.38,419.14,2004.03,2554.88,376.73,286.11,214.99,88.8821,6.25,1082.1,6.13,63.09
854,20150126,854.92,0.79,857.0,698.0,889.0,703.0,373.0,669.0,642.0,202.91,173.3,424.27,7675.66,2739.6,2369.41,917.4,420.18,2008.97,2567.91,377.65,283.72,216.05,89.0483,6.25,1084.1,6.14,63.54
856,20150122,879.6,0.8,965.0,712.0,934.0,751.0,392.0,704.0,659.0,204.61,174.78,424.96,7691.36,2757.9,2368.25,923.95,425.23,2030.98,2593.57,381.68,287.2,218.34,88.3573,6.21,1086.8,6.12,66.79
857,20150121,885.52,0.81,971.0,717.0,946.0,770.0,402.0,725.0,673.0,206.54,174.3,426.75,7677.29,2789.8,2361.87,930.11,434.27,2033.84,2620.97,386.15,285.45,221.23,87.7909,6.21,1084.4,6.13,67.81
858,20150120,885.0,0.82,752.0,725.0,953.0,753.0,410.0,741.0,684.0,204.43,173.49,426.88,7660.2,2752.5,2362.33,929.83,423.61,2017.07,2590.78,381.24,284.65,218.97,87.3375,6.22,1079.8,6.12,68.16
860,20150116,889.99,0.82,620.0,740.0,950.0,741.0,418.0,759.0,716.0,208.07,174.42,429.43,7655.24,2754.5,2358.87,934.29,446.33,2000.57,2640.28,391.44,278.42,224.24,87.0229,6.21,1084.1,6.12,68.61
861,20150115,880.87,0.82,585.0,744.0,942.0,749.0,425.0,766.0,735.0,204.87,174.33,428.75,7642.6,2701.0,2355.74,933.32,431.03,1958.86,2590.08,382.72,280.24,220.43,86.78200000000001,6.19,1079.9,6.12,68.63
862,20150114,883.15,0.82,557.0,742.0,937.0,757.0,429.0,766.0,752.0,206.14,174.53,428.6,7626.6,2674.1,2356.89,934.43,446.52,1933.97,2617.06,388.98,274.12,223.28,86.6615,6.19,1081.5,6.12,68.3
863,20150113,883.02,0.82,537.0,742.0,933.0,762.0,435.0,766.0,763.0,204.01,174.73,432.4,7619.32,2770.4,2379.04,941.45,424.28,1968.32,2586.36,381.02,280.56,219.7,86.9123,6.2,1083.0,6.12,68.74
865,20150109,890.83,0.82,311.0,739.0,905.0,709.0,446.0,764.0,800.0,208.7,176.65,434.64,7594.08,2851.5,2419.99,962.66,446.13,1971.74,2657.6,395.01,288.26,225.57,86.60700000000001,6.2,1098.5,6.13,71.18
866,20150108,888.28,0.81,335.0,740.0,895.0,724.0,455.0,776.0,820.0,208.73,176.86,434.5,7588.64,2866.6,2423.88,961.45,449.6,1972.54,2664.48,397.1,289.03,225.88,86.6918,6.21,1099.7,6.13,71.36
867,20150107,892.06,0.81,397.0,742.0,884.0,744.0,466.0,780.0,843.0,208.51,177.69,434.64,7587.92,2850.6,2416.7,968.08,447.86,1967.33,2665.25,396.68,285.26,225.06,86.7858,6.21,1103.9,6.13,70.96
868,20150106,897.27,0.81,432.0,742.0,884.0,758.0,479.0,794.0,861.0,209.63,178.02,434.51,7629.2,2857.9,2418.37,973.56,447.39,1974.98,2672.36,397.95,290.73,225.38,86.0967,6.21,1108.7,6.13,71.49
869,20150105,890.51,0.81,442.0,757.0,884.0,761.0,482.0,811.0,873.0,209.21,177.02,435.69,7610.13,2865.7,2380.09,971.33,461.0,1964.65,2697.02,404.61,297.29,226.73,86.2551,6.22,1102.6,6.12,70.87
875,20141224,892.18,0.81,474.0,787.0,862.0,782.0,495.0,856.0,887.0,213.82,176.61,438.81,7554.78,2915.3,2389.72,979.05,512.04,1956.21,2809.18,431.6,305.34,235.34,85.0036,6.22,1100.5,6.12,66.94
877,20141222,897.23,0.81,480.0,788.0,872.0,794.0,495.0,891.0,906.0,215.55,176.97,440.31,7537.47,2941.7,2394.9,986.05,512.56,1966.46,2821.95,433.22,307.27,236.61,84.755,6.22,1101.3,6.12,67.9
878,20141219,901.87,0.81,488.0,785.0,877.0,803.0,497.0,907.0,917.0,218.84,177.34,440.72,7533.54,2964.3,2393.4,985.71,530.04,1988.67,2862.74,440.71,300.8,240.29,84.7361,6.22,1103.2,6.12,69.17
879,20141218,884.3,0.82,517.0,787.0,881.0,814.0,496.0,929.0,925.0,218.57,175.41,439.75,7533.41,2936.1,2389.6,993.14,516.0,1976.71,2840.3,433.15,302.06,237.87,84.383,6.21,1088.1,6.12,68.42
880,20141217,898.12,0.81,571.0,792.0,888.0,827.0,496.0,945.0,932.0,219.23,176.39,440.56,7527.68,2957.0,2380.95,986.79,533.01,1984.33,2867.85,440.33,293.23,239.89,83.9799,6.2,1092.4,6.11,68.05
