품목비교 Historical Data
조회기간 :,2008-07-19 ~ 2018-07-17
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","주요 중국 철광석 항구재고량mmt","Bloomberg(DJ-UBS) Commodity Index1991=100","Bloomberg Commodity Total Return1991=100","TR/CC CRB Index1967=100","S&P GSCI1970=100","GSCI Energy1970=100","GSCI Petroleum1970=100","GSCI Non-Energy1970=100","GSCI Industrial Metals1970=100","GSCI Precious Metals1970=100","Reuters Index of Commodity Prices1931.09.18=100","PDS 원자재 지수2015.01.02=100","PDS 철강 하위지수2015.01.02=100","TOCOM Index2002.05.31=100","Rogers International Commodities Index1998.07.31=1000","Rogers International Commodities Index Energy1998.07.31=1000","Rogers International Commodities Index Metals1998.07.31=1000","Rogers International Commodities Index Agriculture1998.07.31=1000"
20150615,62.36,79.62,100.35,202.13,223.22,435.11,208.5,226.99,330,301.25,1565.03,2396.63,106.99,87.53,315.29,2663.99,499.14,1856.94,876.94
20150608,64.95,80.74,101.51,204.48,225.29,440.57,210.07,228.96,337.15,311.5,1551.98,2425.51,105.89,87.69,317.76,2698.58,502.84,1890.03,891.1
20150601,63.89,82.73,100.88,203.2,223.41,435.96,206.82,225.98,336.64,311.74,1559.96,2402.07,106.16,87.95,318.21,2681.47,494.82,1905.3,886.49
20150525,62.25,83.31,100.88,203.19,221.5,432.01,204.74,223.12,334.21,314.47,1569.92,2380.09,107.68,87.81,315.27,2657.04,491.2,1924.21,864.96
20150518,58.83,84.92,103.42,208.31,227.43,443.35,210.63,228.97,341.45,321.75,1602.48,2380.85,110.02,88.31,316.14,2727.75,507.23,1967.92,884.29
20150511,62.42,86.56,104.77,211.04,230.75,449.45,214,232.86,344.8,334.62,1598.56,2360.36,110.29,88.23,315.64,2758.27,515.76,2003.75,883.98
20150504,59.78,89.91,104.04,209.56,228.99,446.35,212.27,231.56,343.18,338.9,1567.67,2368.05,110.14,89.14,314.95,2746.88,513.01,2005.9,878.28
20150427,58.07,95.07,102.81,207.08,226.68,439.8,208,227.35,341.44,331.49,1577.02,2394.98,108.56,90.82,311.81,2716.08,501.82,1986.59,879.45
20150420,53.86,97.16,101.15,203.74,222.46,430.81,202.58,221.3,337.82,317.38,1564.04,2385.59,106.4,90.85,307.87,2668.23,489.35,1926.23,880.54
20150413,50.13,97.58,100.86,203.15,221.82,425.58,198.28,216.24,339.03,317.18,1578.15,2395.46,102.63,91.12,303.61,2653.31,480.98,1936.57,881.59
20150406,47.81,97.37,99.96,201.35,218.3,410.76,186.42,202.78,341.46,314.42,1589.95,2391.11,100.93,91.66,296.69,2617.08,458.53,1938.03,896.86
20150330,50.16,97.24,99.34,200.09,214.58,401.68,179.9,195.16,340.82,314.03,1577.87,2373.13,100.86,91.7,292.11,2581.29,444.64,1925.82,897.34
20150323,55,100.13,100.17,201.76,216.62,404.56,181.59,196.8,342.09,317.74,1583.63,2387.41,99.44,91.54,294.23,2605.5,449.39,1943.9,904.41
20150316,56.2,99.19,98,197.39,211.25,392.55,175.17,189.03,334.88,308.51,1531.34,2376.35,99.69,92.63,289.76,2531.1,434.13,1665.63,887.56
20150309,57.99,100.28,99.09,199.57,215.32,403.14,183.14,198.43,334.61,307.96,1521.36,2374.83,102.29,94.17,302.09,2578.78,454.9,1875.69,889.93
20150302,61.25,99.38,101.7,204.84,221.89,414.83,191.06,207.44,336.81,310.15,1572.21,2358.45,103.33,94.42,311.5,2658.81,478.42,1913.6,904.31
20150223,63.06,98.29,102.41,206.26,222.64,414.43,190.28,206.38,338.19,310.69,1586.39,2350.98,102.72,95.02,306.56,2668.87,476.97,1921.68,913.87
20150216,63.91,#N/A,103.52,208.51,226.77,420.34,193.58,209.93,341.32,309.33,1586.57,2357.93,103.17,95.79,310.41,2710.28,488.86,1919.72,927.07
20150209,62.24,96.69,102.96,207.37,225.77,414.58,188.67,204.87,343.14,312.65,1619.99,2350.49,99.94,95.92,306,2690.15,477.73,1956.47,922.14
20150202,62.47,98.48,102.42,206.28,223.27,403.88,181.28,196.72,341.54,315.55,1658.95,2342.83,95.68,96.49,297.54,2665.27,467.86,1987.2,911.19
20150126,63.12,99.77,100.38,202.19,216.09,380.27,163.78,176.11,341.41,309.34,1686.41,2357.21,93.87,99.19,283.71,2568.37,427.07,1988.45,909.42
20150119,67.45,98.22,101.69,204.82,218.79,382.2,163.27,175.21,347.01,313.74,1712.64,2367.08,93.25,99.08,286.08,2596.08,427.39,2020.89,925.23
20150112,68.92,98.91,102.11,205.66,221.7,385.79,165.04,176.67,349.67,311.41,1646.21,2369.72,93.71,99.52,278.34,2607.29,434.76,1967.8,939.02
20150105,71.17,98.7,103.75,208.96,225.72,398.27,170.53,183.42,360.45,322.41,1594.96,2411.81,98.22,99.9,290.11,2671.34,450.4,1970.25,967.42
20141229,70.6,98.24,105.1,211.68,231.27,420.28,186,200.55,362.29,328.79,1561.02,2392.08,100,100,302.5,2764.97,491.51,1965.56,970.82
20141222,67.26,100.59,106.82,215.14,236.3,433.46,194.59,210.06,365.46,330.95,1553.1,2390.99,#N/A,#N/A,305.99,2822.2,513.77,1964.76,984.83
20141215,68.66,102.77,108.81,219.16,239.57,438.45,197.57,211.43,367.46,335.59,1573.9,2382.85,#N/A,#N/A,300.21,2858.06,527.17,1991.47,985.37
20141208,69.27,104.89,111,223.56,247.06,457.92,211.4,227.04,368.7,342.96,1610.96,2377.88,#N/A,#N/A,316.49,2934.39,564.07,2052.5,971.19
20141201,70.81,108.05,112.77,227.13,254.11,481.77,228.26,245.77,370.47,345.92,1587.17,2399.13,#N/A,#N/A,322.39,3018.17,611.48,2046.5,969.03
20141124,69.96,106.89,116.34,234.3,263.77,508.7,247.43,265.88,372.09,352.22,1570.05,2428.57,#N/A,#N/A,332,3116.91,664.06,2054.12,969.92
20141117,71.67,108.05,117.48,236.6,267.38,520.4,255.95,274.87,372.21,353.79,1571.41,2402.7,#N/A,#N/A,335.52,3150.57,688.86,2052.14,961.36
20141110,75.86,107.43,116.85,235.33,267.65,524.58,259.52,279.96,370.67,353.3,1535.14,2406.32,#N/A,#N/A,333.86,3152.73,693.09,2032.43,963.32
20141103,76.86,106.24,117.03,235.71,269.2,531.14,266.14,287.42,365.24,354.62,1525.84,2391.79,#N/A,#N/A,332.94,3180.75,712.54,2031.17,957.9
20141027,79.45,107.18,117.87,237.39,272.41,541.16,272.16,296.08,369.17,354.94,1597.84,2402.64,#N/A,#N/A,330.13,3225.49,721.35,2073.74,970.07
20141020,81.05,105.81,116.91,235.45,271.43,538.45,271.45,295.37,365.39,348.85,1637.64,2382.08,#N/A,#N/A,327.14,3198.75,720.07,2074.59,949.37
20141013,82.34,106.58,117.89,237.42,273.45,541.3,273.54,297.13,365.37,347.97,1635.53,2402.7,#N/A,#N/A,325.15,3208.27,727.74,2073.64,947.33
20141006,79.93,108.51,119.06,239.77,277.93,561.7,288.7,314.38,364.65,350.19,1606.63,2406.34,#N/A,#N/A,338.54,3263.89,766.1,2077.31,940.87
20140929,78.82,#N/A,118.78,239.22,278.65,574.02,300.09,326.86,357.59,347.94,1601.18,2370.88,#N/A,#N/A,350.12,3274.67,795.58,2068.71,914.17
20140922,79.4,110.69,119,239.67,279.06,580.21,305.08,332.93,356.22,352.27,1616.42,2361.02,#N/A,#N/A,354.06,3298.88,805.58,2099.68,910.82
20140915,83.84,113.7,121.13,243.94,282.13,587.24,308.15,336.25,362.42,359.21,1638.04,2387.95,#N/A,#N/A,356.11,3359.45,812.53,2143.9,936.34
20140908,82.94,113.41,122.66,247.02,284.17,591.15,308.62,337.06,369.54,365.3,1657.16,2441.18,#N/A,#N/A,356.46,3392.95,810.74,2179.56,954.54
20140901,86.06,112.69,125,251.74,289.06,602.46,315.2,344.92,374.61,371.51,1688.55,2488.55,#N/A,#N/A,358.43,3453.99,824.95,2224.34,970.47
20140825,88.54,112.37,126.04,253.83,290.67,606.24,318.12,347.61,374.12,371.84,1712.94,2504.09,#N/A,#N/A,358.05,3491.76,834.51,2240.25,983.01
20140818,92.17,110.8,125.26,252.26,288.25,601.56,315.4,344.99,372.02,368.5,1718.45,2497.58,#N/A,#N/A,355.72,3471,825.47,2233.84,980.37
20140811,94.2,110.67,126.44,254.63,291.12,610.71,321.67,352.01,373.31,364.47,1748.37,2501.29,#N/A,#N/A,357.16,3503.24,841.44,2240.19,983.09
20140804,95.49,111.89,127.68,257.14,293.22,618.14,325.76,356.72,377.34,368.36,1737.3,2530.11,#N/A,#N/A,358.53,3538.57,849.41,2251.97,997.11
20140728,95.95,113.33,128.28,258.35,295.59,625.7,330.94,363.01,378.38,369.33,1736.59,2551.94,#N/A,#N/A,360.06,3560.3,859.72,2263.49,997.32
20140721,94.75,113.45,129.14,260.06,298.22,632.77,335.34,368,380.67,370.53,1750.89,2533.59,#N/A,#N/A,358.12,3594.54,872.88,2273.4,1004.43
20140714,97.79,115.46,129.74,261.27,297.12,630.99,333.88,365.42,381.13,366.48,1754.21,2531.47,#N/A,#N/A,358.78,3601.98,873.01,2259.06,1015.54
20140707,96.34,116.16,131.57,264.98,301.03,639.98,338.33,370.04,387.49,365.97,1780.74,2556.56,#N/A,#N/A,362.1,3648.5,885.55,2269.92,1033.42
20140630,95.11,116.18,134.35,270.54,307.38,656.03,347.24,379.25,395.94,362.14,1777.26,2571.63,#N/A,#N/A,363.86,3724.44,909.97,2257.41,1066.93
20140623,94.49,114.81,136.27,274.43,311.93,665.43,352.66,385.17,400.29,355.21,1770.7,2586.52,#N/A,#N/A,365.65,3771.78,923.37,2229.59,1099.41
20140616,90.82,116.21,135.41,272.69,310.59,664.7,353.62,385.64,395.83,348.33,1726.4,2566.2,#N/A,#N/A,361.56,3756.23,928.55,2179.85,1095.81
20140609,92.79,115.7,133.8,269.43,307.11,653.18,345.21,376.11,395.76,345.92,1687.49,2557.94,#N/A,#N/A,353.86,3705.07,908.48,2151.48,1092.26
20140602,93.63,115.76,133.57,268.98,304.82,647.06,338.97,368.9,401.04,349.47,1662.62,2564.84,#N/A,#N/A,350.04,3678.67,890.04,2143.48,1098.86
20140526,96.84,115.88,134.77,270.93,306.36,653.04,342.17,372.94,404.54,350.94,1674.51,2579.65,#N/A,#N/A,352.54,3705.06,894.65,2152.51,1111.58
20140519,98.62,115.35,135.65,273.17,307.5,656.35,342.62,373.85,410.42,348.67,1721.15,2603.24,#N/A,#N/A,353.27,3734.5,893.56,2166.75,1134.12
20140512,102.65,114.75,136,273.86,306.65,652.23,338.18,368.93,414.66,348.58,1727.34,2616.84,#N/A,#N/A,352.73,3736.2,880.44,2168.44,1154.76
20140505,105.43,112.6,136.53,274.93,306.45,649.25,335.27,364.64,416.84,341.08,1725.01,2607.45,#N/A,#N/A,350.34,3735.1,873.55,2141.54,1174.72
20140428,107.43,113.06,137.45,276.78,309.07,653.13,338.03,367.42,417.05,341.24,1724.05,2649.68,#N/A,#N/A,353.68,3749.01,880.45,2143.98,1175.69
20140421,112.69,112.63,137.63,277.13,311.21,659.04,343.23,373.53,414.46,346.67,1718.13,2649.94,#N/A,#N/A,355.52,3762.41,891.38,2164.79,1162.8
20140414,117.36,110.58,137.32,276.34,310.38,659.35,343.72,374.47,413.69,343.14,1740.19,2652.09,#N/A,#N/A,355.63,3766.09,891.91,2166.1,1164.78
20140407,118.44,111.65,136.1,274.07,308.29,650.57,338.66,368.84,409.61,340.4,1747.92,2643.49,#N/A,#N/A,354.67,3729.13,878.42,2159.6,1154.7
20140331,116.53,111.02,134.13,270.08,303.15,642.89,333.62,363.85,407.89,335.4,1720.74,2649.16,#N/A,#N/A,355.41,3688.07,861.63,2131.29,1154.64
20140324,111.99,111.58,133.91,269.64,302.14,645.49,335.56,365.92,407.75,329.25,1737.89,2639.99,#N/A,#N/A,354.14,3691.46,863.9,2114.84,1156.61
20140317,109.88,111.93,133.99,269.81,301.12,640.34,331.86,361.76,407.56,327,1800,2632.58,#N/A,#N/A,356.78,3682.95,856.72,2143.17,1153.41
20140310,107.83,110.65,135.01,271.86,303.89,643.39,334.68,364.69,405.79,328.09,1820.74,2647.18,#N/A,#N/A,359.44,3696.55,863.23,2160.6,1149.46
20140303,115.7,108.57,135.97,273.8,306.59,653.73,342.51,373.21,405.01,340.92,1800.69,2642.4,#N/A,#N/A,358.91,3726.03,880.7,2196.89,1136.66
20140224,118.11,106.01,133.73,269.27,301.88,649.59,343.13,373.9,394.13,341.01,1790.57,2616.05,#N/A,#N/A,357.85,3675.91,880.67,2191.12,1096.52
20140217,123.49,107.2,132.85,268.6,299.25,651.71,345.93,375.95,390.42,344.53,1780.09,2608.55,#N/A,#N/A,357.9,3678.24,889.05,2197.72,1084.25
20140210,121.56,106.12,129.37,260.48,291.33,636.3,337.87,367.87,380.85,339.43,1736.04,2566.37,#N/A,#N/A,352.26,3585.86,865.14,2146.92,1057.89
20140203,122.45,102.86,127.87,257.47,286.83,625.7,331.94,359.61,375.37,335.41,1682.91,2551.87,#N/A,#N/A,343.35,3521.46,846.65,2105,1044.23
20140127,123.6,#N/A,126.39,254.48,282.63,623.61,332.04,359.67,370.51,339.18,1673,2563.36,#N/A,#N/A,349.3,3494.73,843.9,2117.58,1022.42
20140120,124.85,98.12,125.77,253.54,280.23,622.03,330.1,358.92,372.88,347.53,1678,2557.52,#N/A,#N/A,354.21,3500.96,836.18,2164.63,1025.77
20140113,130.32,96.09,124.91,251.49,277.51,612.67,323.02,352.15,373.57,349.93,1674.68,2577.67,#N/A,#N/A,352.44,3467.84,814.34,2174.29,1028.54
20140106,132.58,91.44,123.92,249.49,275.3,611.17,323.03,352.59,370.26,345.04,1656.94,2590.84,#N/A,#N/A,354.8,3448.18,812.02,2142.03,1024.98
20131230,134.55,89.3,125.8,253.29,279.17,625.72,311.73,363.53,371.74,350,1637.11,2623.6,#N/A,#N/A,363.26,3511.78,839.14,2158.61,1031.99
20131223,132.69,88.62,127.48,256.66,282.97,637.77,341.55,372.61,372.77,348.25,1623.19,2630.28,#N/A,#N/A,358.99,3562.61,861.51,2150.24,1042.73
20131216,133.3,88.57,126.55,254.78,280.96,629.73,335.67,366.26,372.89,346.4,1640.61,2632.24,#N/A,#N/A,352.46,3535.31,847.51,2138.9,1045.09
20131209,138.65,87.35,126.4,254.49,280.1,627.66,333.24,363.7,375.71,344.12,1666.99,2648.11,#N/A,#N/A,354.81,3533.58,840.8,2139.78,1054.13
20131202,138.33,88.66,124.75,251.16,277.08,629.46,334.95,366.68,374.46,335.09,1648.14,2656.93,#N/A,#N/A,352.94,3513.05,840,2098.02,1050.29
20131125,136.73,87.43,123.81,249.39,274.36,621.47,328.77,360.17,375.6,335.82,1667.5,2641.37,#N/A,#N/A,348.9,3477.44,821.15,2109.06,1046.97
20131118,136.72,85.51,122.79,247.2,273.89,617.28,326.11,357.81,374.45,336.5,1689.36,2623.96,#N/A,#N/A,341.72,3464.18,816.97,2125.27,1037.75
20131111,136.72,83.98,123.18,247.99,273.98,614.17,322.69,354.14,377.97,338.5,1720.82,2614.51,#N/A,#N/A,338.69,3463.37,810.04,2150.6,1040.95
20131104,136.41,82.16,122.99,247.59,273.65,608.43,318.88,350.32,376.87,343.05,1760.79,2612.96,#N/A,#N/A,336.48,3457.2,801.94,2189.97,1037.46
20131028,132.52,79.67,125.83,253.31,279.07,623.87,328,360.37,383.27,350.57,1803.44,2639.08,#N/A,#N/A,341.26,3532.02,825.41,2238.26,1044.56
20131021,133.42,80.36,127.61,256.9,283.2,627.71,329.13,361.07,388.37,349.38,1809.05,2679.12,#N/A,#N/A,340.2,3570.71,830.64,2234.27,1076.04
20131014,134.43,77.37,128.24,258.17,286.94,638.13,337.57,370.08,385.74,348.07,1744.88,2673.45,#N/A,#N/A,340.51,3601.88,854.48,2197.77,1075.55
20131007,132.35,76.52,128,257.67,286.97,638.46,338.1,371.14,384.84,345.3,1761.55,2653.15,#N/A,#N/A,337.58,3599.84,855.83,2191,1073.66
20130930,131.41,#N/A,126.96,255.57,285.6,634.41,335.51,369.13,383.76,344.18,1767.56,2618.38,#N/A,#N/A,334.58,3581.07,848.59,2184.51,1071.03
20130923,133.88,72.33,127.54,256.75,286.19,634.65,335.58,369.05,384.06,343.35,1787.99,2619.98,#N/A,#N/A,340.7,3588.5,848.77,2191.91,1074.96
20130916,132.23,71.89,128.82,259.34,288.73,641.66,341.6,375.14,381.24,341.56,1789.95,2634.75,#N/A,#N/A,342.2,3613.59,866.42,2188.86,1069.96
20130909,136.37,72.55,129.66,261.01,291.22,650.81,347.64,382.52,383.13,340.16,1824.11,2649.71,#N/A,#N/A,350.87,3649.06,877.97,2202.57,1078.08
20130902,138.38,73.62,130.58,262.95,291.72,659.53,354.04,389.99,382.95,340.96,1881.01,2677.15,#N/A,#N/A,354.86,3676.72,889.58,2230.71,1075.47
20130826,140.89,72.99,131.63,264.97,293.64,660.55,353.07,389,388.18,348.61,1906.36,2693.74,#N/A,#N/A,353.07,3698.59,885.78,2276.31,1086.46
20130819,139.22,71.04,129.59,260.86,290.15,645.99,343.43,378.29,385.27,354.18,1857.67,2660.31,#N/A,#N/A,344.36,3640.81,860.51,2283.52,1074.8
20130812,141.96,71.48,128.29,258.24,290.26,644.52,342.93,378.24,383.53,354.55,1810.39,2666.38,#N/A,#N/A,339.09,3631.19,859.16,2263.73,1074.61
20130805,133.65,71.03,124.72,251.07,282.99,633.36,337.82,372.72,374.37,340.97,1732.88,2629.61,#N/A,#N/A,331.89,3543.04,841.91,2169.37,1054.65
20130729,130.81,72.41,125.91,253.45,283.62,639.34,341.76,376.73,375.63,333.92,1754.18,2669.07,#N/A,#N/A,336.66,3550.47,848.48,2138.98,1060.07
20130722,132.83,72.66,128.49,258.64,288.16,643.33,342.81,376.98,381.28,339.34,1771.24,2696.81,#N/A,#N/A,341.9,3588.18,853.33,2159.97,1078.52
20130715,130.53,72.03,129,259.67,288.93,647.75,345.35,379.71,383.31,335.96,1716.73,2710.5,#N/A,#N/A,339.25,3601.47,859.59,2129.85,1089.41
20130708,124.51,73.04,127.91,257.47,285.15,640.5,339.88,373.65,383.93,334.91,1680.97,2709.18,#N/A,#N/A,335.94,3566.17,844.09,2116.06,1088.81
20130701,121.46,73.96,125.93,253.48,280.38,625.11,329.63,362.09,381.07,335.53,1659.51,2710.6,#N/A,#N/A,329.41,3496.11,816.63,2110.69,1080.55
20130624,115.71,73.11,125.67,252.96,277.05,612.05,318.54,349.36,385.91,328.43,1660.53,2713.15,#N/A,#N/A,318.71,3445.32,787.8,2079.63,1088.9
20130617,119.04,72.48,129.79,261.26,283.66,625.17,324.93,355.75,395.55,336.57,1793.96,2723.71,#N/A,#N/A,327.86,3529.61,803.07,2161.17,1113.56
20130610,112.53,71.94,130.22,262.11,285.64,626.1,324.07,355.2,400.21,344.93,1853.61,2773.39,#N/A,#N/A,330.24,3548.95,800.85,2225.9,1115.65
20130603,115.18,73,131.84,265.36,286.3,626.91,319.81,349.81,414.99,358.22,1880,2807.96,#N/A,#N/A,338.34,3562.27,790.31,2302,1123.74
20130527,115.75,71.83,131.55,264.79,284.14,622.96,317.98,347.07,411.83,351.46,1871.4,2820.05,#N/A,#N/A,344.73,3535.89,786.23,2263.34,1118.71
20130520,124.21,70.55,132.35,266.39,286.96,628.25,322.49,351.69,409.84,350.59,1858.94,2826.1,#N/A,#N/A,347.77,3560.43,798.56,2247.74,1123.56
20130513,127.15,69.62,131.6,264.89,287.36,627.67,322.07,351.94,409.81,347.72,1887.13,2829.47,#N/A,#N/A,350.01,3562.24,796.91,2243.27,1129.46
20130506,131.63,69.11,132.6,266.89,289.99,632.07,324.34,354.77,412.65,352.11,1963.61,2839.81,#N/A,#N/A,346.62,3588.91,803.41,2284.54,1129.67
20130429,131.83,68.16,132.81,267.31,287.54,623.84,318.11,346.76,413.39,342.19,1968.65,2826.46,#N/A,#N/A,334.83,3560.61,789.33,2254.11,1138.27
20130422,136.22,68.03,131.24,264.14,283.84,615.66,314.53,342.63,406.18,346.46,1928.72,2843.9,#N/A,#N/A,337.21,3514.94,777.31,2261.78,1116.3
20130415,139.6,68.09,130.89,263.45,282.23,606.64,307.43,334.34,407.84,349.16,1869.16,2876.38,#N/A,#N/A,329.78,3489.19,758.64,2253.56,1128.95
20130408,141,68.73,134.74,271.18,289.62,632.04,323.11,352.78,416.35,359.73,2114.51,2904.27,#N/A,#N/A,358.38,3610.75,796.76,2383.69,1132.31
20130401,136.93,67.96,134.71,271.11,290.93,640.98,330.02,361.2,415.08,356.51,2129.99,2928.62,#N/A,#N/A,347.51,3633.47,811.46,2383.05,1126.63
20130325,137.14,67.92,138.12,278.3,296.47,654.1,334.3,366.08,431.13,364.16,2179.83,2962.91,#N/A,#N/A,351.67,3718.56,822.35,2439.06,1167.53
20130318,134.31,66.82,137.81,277.35,294.25,646.64,328.55,359.65,432.12,366.02,2193.24,2942.43,#N/A,#N/A,352.28,3694.55,806.03,2453.26,1171.46
20130311,139.86,67.23,137.81,277.36,295.59,649.65,330.25,362.32,433.6,373.52,2169.57,2944.74,#N/A,#N/A,357.09,3707.96,806.66,2488.05,1172.71
20130304,147.91,66.54,136.39,274.48,291.85,644.71,333.9,360.72,429.03,371.16,2149.85,2939.29,#N/A,#N/A,348.87,3673.49,798.95,2475.28,1159.35
20130225,151.81,69.52,136.63,274.94,292.65,650.64,331.87,365.29,431.12,377.67,2168.24,2964.21,#N/A,#N/A,349.94,3693.6,806.19,2513.63,1153.71
20130218,158.21,69.43,138.07,277.3,296.01,664.84,341.12,376.33,434.15,386.48,2160.97,2981.28,#N/A,#N/A,362.91,3757.08,824.66,2558.68,1164.74
20130211,155.89,69.37,140.01,281.76,300,678.22,348.49,384.89,441.34,400.79,2243.47,2989.16,#N/A,#N/A,369.59,3829.69,843.24,2659.54,1168.43
20130204,155.43,67.45,142.02,285.79,302.39,675.77,344.09,379.64,449.36,399.99,2295.88,3013.12,#N/A,#N/A,367.78,3845.47,835.96,2676.11,1191.1
20130128,151.15,67.77,142.08,285.65,303.17,673.24,340.33,375.5,451.97,393.78,2283.33,3005.61,#N/A,#N/A,354.85,3835.93,833.17,2648.31,1195.23
20130121,148.21,70.1,141.34,284.33,300.61,663.26,335.51,369.27,447.72,390.4,2304.49,3004.8,#N/A,#N/A,345.78,3792.96,821.63,2630.26,1182.76
20130114,147.21,70.65,140.38,282.47,299.1,655.95,330.26,363.44,447.63,385.66,2308.75,2993.38,#N/A,#N/A,341.92,3756.52,809.12,2602.75,1180.61
20130107,156.52,74.5,138.04,277.76,295.4,650.17,328.4,362.2,440.43,389.32,2268.88,2987.25,#N/A,#N/A,335.98,3707.42,801.03,2590.96,1154.44
20121231,148.67,74.74,138.85,279.28,295.47,648.98,327.01,360.47,442,392.25,2281.92,2992.64,#N/A,#N/A,333.52,3709.89,798.2,2606.19,1157.82
20121224,139.22,73.14,139,279.69,294.78,643.59,322.68,354.97,443.21,384.39,2263.2,2973.66,#N/A,#N/A,325.95,3692.24,786.9,2564.76,1174.93
20121217,135.32,73.81,139.7,281.1,295.07,640.88,319.13,350.85,447.99,387.42,2283.05,3019.18,#N/A,#N/A,319.27,3690.5,777.48,2590,1184.66
20121210,126.48,75.87,140.57,282.85,293.97,633.78,312.04,342.88,453.79,393.96,2348.79,3064.48,#N/A,#N/A,313.96,3677.32,760.3,2640.08,1191.86
20121203,119.57,77.83,142.53,286.79,297.31,641.51,316.33,347.02,457.85,388.27,2346.54,3074.29,#N/A,#N/A,314.11,3705.34,772.25,2602.69,1205.2
20121126,118.12,80.66,143.38,288.49,298.11,646.99,320.09,350.76,458.55,379.34,2387.7,3065.04,#N/A,#N/A,316.74,3716.14,780.58,2579,1205.99
20121119,120.63,82.63,143.14,288.01,297.82,647.28,322.11,352.29,453.09,371.46,2388.98,3053.47,#N/A,#N/A,313.86,3694.44,786,2530.91,1190.79
20121112,122.9,85.31,140.9,283.48,292.93,635.27,314.97,344.66,448.19,367.81,2366.86,3069.27,#N/A,#N/A,303.74,3637.94,768.45,2506.57,1177.54
20121105,121.97,87.29,141.21,284.09,293.01,634.28,313.66,343.99,450,364.23,2346.93,3082.38,#N/A,#N/A,300.34,3646.36,765.49,2477.42,1200.12
20121029,121.01,88.49,142.3,286.06,295.2,634.97,314.29,344.4,449.61,365.06,2335.62,3066.32,#N/A,#N/A,301.68,3653.67,766.17,2463.46,1209.74
20121022,119.91,90.82,143.92,289.54,299.13,640.2,316.56,346.63,454.29,369.02,2344.69,3085.04,#N/A,#N/A,303.18,3689.1,771.84,2478.63,1227.36
20121015,116.14,90.01,146.36,294.46,306.48,662.69,332.06,364.07,456.97,381.52,2386.92,3086.63,#N/A,#N/A,310.17,3789.53,809.36,2562.36,1224.06
20121008,117.38,90.77,147.52,296.78,307.54,665.16,332.67,365.18,460.57,388.15,2429.88,3137.13,#N/A,#N/A,309.26,3805.07,809.81,2622.14,1220.99
20121001,106.46,#N/A,148.43,298.6,309.98,660.97,327.8,360.68,466.08,399.32,2457.14,3158.64,#N/A,#N/A,306.35,3810.16,797.39,2693.38,1230.02
20120924,106.43,94.68,146.84,295.39,306.6,658.84,327.29,361.07,462.93,395.61,2433.13,3158.53,#N/A,#N/A,301.39,3790.88,794.32,2659.29,1227.8
20120917,109.57,96.19,147.42,296.56,310.07,665.57,330.44,365.43,468.22,400.3,2442.32,3183.21,#N/A,#N/A,304.93,3833.24,799.91,2735.09,1250.64
20120910,100.2,95.95,149.7,301.14,316.44,684.63,343.58,380.17,472.5,391.14,2413.82,3192.11,#N/A,#N/A,308.24,3901.86,831.2,2624.77,1272.43
20120903,89.42,96.37,146.3,294.43,309.45,672.41,336.83,373.52,463.96,369.27,2349.07,3155.68,#N/A,#N/A,303.38,3816.54,813.44,2501.52,1264.72
20120827,93.07,98.18,145.08,291.83,307.2,669.23,335.38,372.11,461.36,359.79,2285.43,3139.64,#N/A,#N/A,298.88,3789.15,809.93,2430.78,1267.87
20120820,105.31,98.95,145.48,292.61,306.74,673.23,338.03,374.74,462.16,357.88,2249.72,3123.55,#N/A,#N/A,301.58,3799.02,818.24,2403,1269.33
20120813,113.34,98.12,142.32,286.27,301.38,661.28,332.6,368.63,452.22,349.97,2185.86,3085.58,#N/A,#N/A,294.11,3711.58,806.19,2318.85,1235.43
20120806,117.61,97.16,143.72,289.08,303.31,656.89,327.64,362.51,457.54,356.31,2193.17,3095.1,#N/A,#N/A,287.99,3715.16,793.2,2350.13,1255.61
20120730,118.74,97.45,143.37,288.36,299.29,639.2,314.76,347.22,457.52,353.01,2179.01,3113.84,#N/A,#N/A,280.94,3641.61,762.03,2332.19,1253.47
20120723,120.37,97.74,142.92,287.47,297.91,634.95,310.95,342.76,455.94,352.58,2162.05,3095.72,#N/A,#N/A,277.77,3621.78,756.16,2325.41,1248.11
20120716,129.43,98.52,143.71,289.04,300.05,641.9,315.79,349,460.37,361.85,2149.55,3117.08,#N/A,#N/A,282.14,3668.34,765.2,2364.03,1267.15
20120709,135.76,97.92,138.93,279.43,291.27,614.08,300.9,332.32,444.04,358.51,2143.52,3041.61,#N/A,#N/A,275.78,3531.45,725.7,2350.1,1216.72
20120702,135.74,97.76,137.53,277.53,289.93,610.18,299.9,331.1,438.46,363.6,2169.85,2982.5,#N/A,#N/A,279.12,3505.46,723.05,2386.09,1186.45
20120625,136.73,96.81,131.94,265.36,274.97,576.83,282.36,311.42,418,352.04,2138.26,2896.45,#N/A,#N/A,267.31,3330.36,681.36,2318.39,1122.85
20120618,137.46,95.86,129.62,260.68,271.77,573.15,283.56,313.39,406.24,356.66,2169.8,2877.64,#N/A,#N/A,272.95,3292.03,681.75,2365.87,1075.94
